trade_id,strategy,contain,direction,entry_time,entry_price,exit_time,exit_price,bars_held,price_change_%,contract_return_%,pnl_usdt,cum_pnl_usdt,trailing_activated,weak,highest,lowest,trail_price_at_exit,k1_open,k1_high,k1_low,k1_close,k2_open,k2_high,k2_low,k2_close
23,rule1,否,做多,2025-01-08 06:14,3378.75,2025-01-09 01:44,3346.13,77,-0.965,-135.15,-5.4060,58.2555,是,是,3415.10,3208.20,,3383.35,3386.21,3361.77,3363.32,3363.31,3385.16,3356.31,3378.75
24,rule1,否,做空,2025-01-08 18:44,3357.85,2025-01-09 01:14,3278.70,25,2.357,330.00,13.2000,71.4555,否,否,3386.36,3256.29,,3354.99,3373.32,3350.89,3372.93,3372.93,3373.37,3357.36,3357.85
25,rule1,否,做空,2025-01-08 19:59,3349.79,2025-01-09 01:14,3270.83,20,2.357,330.00,3.3000,74.7555,否,否,3386.36,3256.29,,3350.36,3351.67,3323.00,3341.11,3341.17,3356.07,3340.62,3349.79
26,rule1,否,做多,2025-01-09 00:14,3336.62,2025-01-09 01:44,3210.31,5,-3.786,-530.00,-5.3000,69.4555,否,否,3347.68,3208.20,,3338.27,3349.70,3333.63,3346.73,3346.72,3347.40,3326.46,3336.62
27,rule1,否,做空,2025-01-09 03:14,3288.81,2025-01-09 21:59,3219.04,74,2.121,297.00,4.7520,74.2075,是,是,3357.27,3213.00,,3293.04,3293.43,3259.10,3282.83,3282.84,3309.61,3272.05,3288.81
28,rule1,否,做多,2025-01-09 04:29,3281.53,2025-01-13 17:29,3249.85,435,-0.965,-135.15,-2.1624,72.0451,是,是,3357.27,3152.36,,3280.68,3288.37,3267.18,3267.71,3267.68,3283.48,3266.08,3281.53
29,rule1,否,做多,2025-01-09 05:29,3286.00,2025-01-13 17:29,3254.28,431,-0.965,-135.15,-1.3515,70.6936,是,是,3357.27,3152.36,,3285.68,3293.57,3277.31,3277.82,3277.72,3298.00,3270.00,3286.00
30,rule1,否,做多,2025-01-09 12:29,3320.71,2025-01-13 17:44,3288.65,404,-0.965,-135.15,-2.1624,68.5312,是,是,3343.36,3124.18,,3324.71,3327.50,3312.95,3314.10,3314.10,3322.44,3312.13,3320.71
31,rule1,否,做多,2025-01-09 22:14,3241.40,2025-01-09 23:59,3317.80,6,2.357,330.00,13.2000,81.7312,否,否,3337.00,3227.81,,3252.98,3256.92,3213.00,3221.04,3221.04,3248.00,3210.28,3241.40
32,rule1,否,做空,2025-01-10 02:29,3255.41,2025-01-10 04:14,3178.68,6,2.357,330.00,5.2800,87.0112,否,否,3270.35,3166.00,,3250.46,3263.15,3245.63,3260.66,3260.66,3263.50,3246.02,3255.41
