trade_id,strategy,contain,direction,entry_time,entry_price,exit_time,exit_price,bars_held,price_change_%,contract_return_%,pnl_usdt,cum_pnl_usdt,trailing_activated,weak,highest,lowest,trail_price_at_exit,k1_open,k1_high,k1_low,k1_close,k2_open,k2_high,k2_low,k2_close
15,rule1,否,做空,2025-01-03 00:44,3454.18,2025-01-03 13:14,3487.53,49,-0.965,-135.15,-2.1624,3.3514,是,是,3489.60,3423.44,,3451.01,3466.30,3446.75,3462.83,3462.83,3466.54,3452.72,3454.18
16,rule1,否,做空,2025-01-03 01:44,3452.92,2025-01-03 13:14,3486.25,45,-0.965,-135.15,-1.3515,1.9999,是,是,3489.60,3423.44,,3448.36,3458.50,3446.00,3458.50,3458.50,3459.12,3449.40,3452.92
12,rule1,否,做空,2025-01-02 10:29,3471.17,2025-01-03 14:29,3504.68,111,-0.965,-135.15,-1.3515,0.6484,是,是,3513.60,3421.79,,3467.94,3472.97,3457.99,3458.99,3459.00,3476.00,3458.99,3471.17
19,rule1,否,做多,2025-01-04 08:29,3595.69,2025-01-05 00:29,3671.97,63,2.121,297.00,2.9700,3.6184,是,是,3675.25,3572.42,,3594.05,3603.62,3592.21,3603.61,3603.61,3603.62,3590.01,3595.69
20,rule1,否,做多,2025-01-04 12:59,3635.52,2025-01-05 14:29,3600.42,101,-0.965,-135.15,-1.3515,2.2669,是,是,3675.25,3592.06,,3635.97,3643.71,3626.79,3627.98,3627.99,3638.71,3622.52,3635.52
18,rule1,否,做多,2025-01-04 08:14,3603.61,2025-01-06 02:14,3680.06,167,2.121,297.00,2.9700,5.2369,是,是,3682.28,3572.42,,3603.45,3604.92,3593.20,3594.04,3594.05,3603.62,3592.21,3603.61
17,rule1,否,做多,2025-01-03 21:14,3606.67,2025-01-06 02:44,3683.18,213,2.121,297.00,2.9700,8.2069,是,是,3684.03,3572.42,,3608.88,3611.20,3600.00,3600.57,3600.57,3611.42,3595.00,3606.67
21,rule1,否,做空,2025-01-05 00:29,3661.30,2025-01-06 05:44,3696.64,116,-0.965,-135.15,-1.3515,6.8554,是,是,3698.04,3593.70,,3656.88,3670.00,3651.03,3667.30,3667.30,3675.25,3659.21,3661.30
22,rule1,否,做多,2025-01-06 03:14,3665.92,2025-01-06 14:29,3630.53,44,-0.965,-135.15,-1.3515,5.5039,是,是,3698.04,3622.10,,3668.82,3672.68,3657.77,3658.46,3658.45,3669.93,3654.30,3665.92
23,rule1,否,做空,2025-01-06 14:44,3640.21,2025-01-07 01:14,3675.35,41,-0.965,-135.15,-1.3515,4.1524,是,是,3744.83,3640.21,,3642.23,3643.37,3622.10,3634.23,3634.23,3651.52,3630.94,3640.21
25,rule1,否,做多,2025-01-07 03:14,3683.14,2025-01-07 13:44,3647.58,41,-0.965,-135.15,-1.3515,2.8009,是,是,3686.55,3625.55,,3686.03,3687.00,3676.00,3678.07,3678.07,3688.68,3674.24,3683.14
24,rule1,否,做空,2025-01-07 00:44,3680.55,2025-01-07 14:59,3602.47,56,2.121,297.00,2.9700,5.7709,是,是,3700.86,3532.41,,3677.50,3688.33,3673.04,3687.46,3687.47,3693.67,3679.01,3680.55
26,rule1,否,做空,2025-01-07 16:44,3484.90,2025-01-07 19:44,3402.76,11,2.357,330.00,3.3000,9.0709,否,否,3484.91,3372.71,,3472.11,3485.59,3465.36,3480.01,3480.01,3491.70,3472.72,3484.90
27,rule1,否,做空,2025-01-07 18:14,3449.53,2025-01-07 20:44,3368.22,9,2.357,330.00,3.3000,12.3709,否,否,3449.53,3366.00,,3451.60,3453.00,3420.00,3442.55,3442.56,3458.96,3440.05,3449.53
28,rule1,否,做空,2025-01-07 21:29,3400.55,2025-01-08 06:44,3320.39,36,2.357,330.00,5.2800,17.6509,否,否,3415.10,3314.17,,3396.61,3408.99,3390.01,3407.89,3407.90,3414.04,3397.62,3400.55
29,rule1,否,做多,2025-01-07 22:14,3378.75,2025-01-08 11:44,3346.13,53,-0.965,-135.15,-5.4060,12.2449,是,是,3415.10,3306.41,,3383.35,3386.21,3361.77,3363.32,3363.31,3385.16,3356.31,3378.75
30,rule1,否,做空,2025-01-08 10:44,3357.85,2025-01-08 17:14,3278.70,25,2.357,330.00,13.2000,25.4449,否,否,3386.36,3256.29,,3354.99,3373.32,3350.89,3372.93,3372.93,3373.37,3357.36,3357.85
31,rule1,否,做空,2025-01-08 11:59,3349.79,2025-01-08 17:14,3270.83,20,2.357,330.00,3.3000,28.7449,否,否,3386.36,3256.29,,3350.36,3351.67,3323.00,3341.11,3341.17,3356.07,3340.62,3349.79
32,rule1,否,做多,2025-01-08 16:14,3336.62,2025-01-08 17:44,3210.31,5,-3.786,-530.00,-5.3000,23.4449,否,否,3347.68,3208.20,,3338.27,3349.70,3333.63,3346.73,3346.72,3347.40,3326.46,3336.62
33,rule1,否,做空,2025-01-08 19:14,3288.81,2025-01-09 05:44,3320.56,41,-0.965,-135.15,-2.1624,21.2825,是,是,3357.27,3266.08,,3293.04,3293.43,3259.10,3282.83,3282.84,3309.61,3272.05,3288.81
34,rule1,否,做多,2025-01-08 20:29,3281.53,2025-01-09 13:44,3249.85,68,-0.965,-135.15,-2.1624,19.1201,是,是,3357.27,3246.77,,3280.68,3288.37,3267.18,3267.71,3267.68,3283.48,3266.08,3281.53
35,rule1,否,做多,2025-01-08 21:29,3286.00,2025-01-09 13:44,3254.28,64,-0.965,-135.15,-1.3515,17.7686,是,是,3357.27,3246.77,,3285.68,3293.57,3277.31,3277.82,3277.72,3298.00,3270.00,3286.00
36,rule1,否,做多,2025-01-09 04:29,3320.71,2025-01-09 13:59,3213.85,37,-3.218,-450.50,-7.2080,10.5606,是,是,3343.36,3213.00,,3324.71,3327.50,3312.95,3314.10,3314.10,3322.44,3312.13,3320.71
37,rule1,否,做空,2025-01-09 09:14,3316.71,2025-01-09 13:59,3238.53,18,2.357,330.00,3.3000,13.8606,否,否,3327.75,3213.00,,3318.55,3318.55,3302.70,3309.91,3309.92,3325.96,3306.93,3316.71
38,rule1,否,做多,2025-01-09 14:14,3241.40,2025-01-09 15:59,3317.80,6,2.357,330.00,13.2000,27.0606,否,否,3337.00,3227.81,,3252.98,3256.92,3213.00,3221.04,3221.04,3248.00,3210.28,3241.40
39,rule1,否,做空,2025-01-09 18:29,3255.41,2025-01-09 20:14,3178.68,6,2.357,330.00,5.2800,32.3406,否,否,3270.35,3166.00,,3250.46,3263.15,3245.63,3260.66,3260.66,3263.50,3246.02,3255.41
40,rule1,否,做多,2025-01-10 00:29,3219.60,2025-01-10 07:44,3295.49,28,2.357,330.00,3.3000,35.6406,否,否,3310.91,3213.74,,3219.20,3233.79,3218.58,3227.21,3227.21,3232.37,3214.11,3219.60
41,rule1,否,做空,2025-01-10 02:44,3243.93,2025-01-10 13:14,3275.25,41,-0.965,-135.15,-5.4060,30.2346,是,是,3321.25,3238.61,,3237.01,3255.00,3230.89,3253.65,3253.65,3260.47,3242.34,3243.93
45,rule1,否,做多,2025-01-10 15:29,3230.73,2025-01-10 17:59,3306.88,9,2.357,330.00,13.2000,43.4346,否,否,3322.49,3223.01,,3257.00,3257.00,3195.05,3197.52,3197.45,3236.46,3193.97,3230.73
42,rule1,否,做多,2025-01-10 10:44,3307.35,2025-01-10 21:14,3275.42,41,-0.965,-135.15,-1.3515,42.0831,是,是,3322.49,3193.97,,3306.65,3309.00,3299.54,3299.67,3299.67,3308.97,3297.84,3307.35
