排名,杠杆倍数,止盈%,止损%,K1涨跌幅%,总交易数,盈利次数,亏损次数,胜率%,总盈亏,总收益率%,平均盈利%,平均亏损%,盈亏比
5325,60,65,30,0.35,2441,768,1673,31.46,-2.7000,-0.11,1.083,-0.500,2.17
5326,85,60,35,0.6,904,332,572,36.73,-1.0000,-0.11,0.706,-0.412,1.71
5327,80,65,20,0.53,1171,274,897,23.40,-1.3000,-0.11,0.812,-0.250,3.25
5328,75,45,30,0.45,1621,646,975,39.85,-1.8000,-0.11,0.600,-0.400,1.50
5329,25,55,35,0.45,1620,628,992,38.77,-1.8000,-0.11,2.200,-1.400,1.57
5330,55,70,25,0.36,2336,612,1724,26.20,-2.6000,-0.11,1.273,-0.455,2.80
5331,25,60,40,0.36,2334,931,1403,39.89,-2.6000,-0.11,2.400,-1.600,1.50
5332,45,30,20,0.32,2773,1103,1670,39.78,-3.1000,-0.11,0.667,-0.444,1.50
5333,55,55,20,0.51,1252,332,920,26.52,-1.4000,-0.11,1.000,-0.364,2.75
5334,45,70,25,0.51,1252,328,924,26.20,-1.4000,-0.11,1.556,-0.556,2.80
5335,65,70,35,0.51,1252,416,836,33.23,-1.4000,-0.11,1.077,-0.538,2.00
5336,55,60,20,0.24,3930,977,2953,24.86,-4.4000,-0.11,1.091,-0.364,3.00
5337,80,60,25,0.25,3750,1098,2652,29.28,-4.2000,-0.11,0.750,-0.312,2.40
5338,70,70,25,0.5,1294,339,955,26.20,-1.4500,-0.11,1.000,-0.357,2.80
5339,90,70,25,0.5,1294,339,955,26.20,-1.4500,-0.11,0.778,-0.278,2.80
5340,80,55,30,0.5,1294,455,839,35.16,-1.4500,-0.11,0.688,-0.375,1.83
5341,40,50,20,0.23,4104,1166,2938,28.41,-4.6000,-0.11,1.250,-0.500,2.50
5342,65,50,20,0.23,4104,1166,2938,28.41,-4.6000,-0.11,0.769,-0.308,2.50
5343,20,70,35,0.51,1249,415,834,33.23,-1.4000,-0.11,3.500,-1.750,2.00
5344,75,45,30,0.34,2542,1013,1529,39.85,-2.8500,-0.11,0.600,-0.400,1.50
5345,20,55,20,0.24,3922,1040,2882,26.52,-4.4000,-0.11,2.750,-1.000,2.75
5346,45,70,25,0.57,1023,268,755,26.20,-1.1500,-0.11,1.556,-0.556,2.80
5347,65,70,35,0.46,1556,517,1039,33.23,-1.7500,-0.11,1.077,-0.538,2.00
5348,60,65,25,0.35,2441,675,1766,27.65,-2.7500,-0.11,1.083,-0.417,2.60
5349,90,70,25,0.48,1420,372,1048,26.20,-1.6000,-0.11,0.778,-0.278,2.80
5350,55,65,20,0.21,4428,1036,3392,23.40,-5.0000,-0.11,1.182,-0.364,3.25
5351,90,50,30,0.29,3188,1191,1997,37.36,-3.6000,-0.11,0.556,-0.333,1.67
5352,70,65,40,0.23,4104,1559,2545,37.99,-4.6500,-0.11,0.929,-0.571,1.62
5353,90,65,40,0.23,4104,1559,2545,37.99,-4.6500,-0.11,0.722,-0.444,1.62
5354,65,40,25,0.38,2147,822,1325,38.29,-2.4500,-0.11,0.615,-0.385,1.60
5355,40,55,20,0.43,1750,464,1286,26.51,-2.0000,-0.11,1.375,-0.500,2.75
5356,20,30,20,0.43,1750,696,1054,39.77,-2.0000,-0.11,1.500,-1.000,1.50
5357,80,60,20,0.43,1750,435,1315,24.86,-2.0000,-0.11,0.750,-0.250,3.00
5358,60,65,30,0.33,2667,839,1828,31.46,-3.0500,-0.11,1.083,-0.500,2.17
5359,40,30,20,0.24,3930,1563,2367,39.77,-4.5000,-0.11,0.750,-0.500,1.50
5360,25,70,20,0.24,3924,867,3057,22.09,-4.5000,-0.11,2.800,-0.800,3.50
5361,65,40,20,0.35,2441,809,1632,33.14,-2.8000,-0.11,0.615,-0.308,2.00
5362,80,70,40,0.47,1481,537,944,36.26,-1.7000,-0.11,0.875,-0.500,1.75
5363,70,70,25,0.55,1088,285,803,26.19,-1.2500,-0.11,1.000,-0.357,2.80
5364,90,70,25,0.55,1088,285,803,26.19,-1.2500,-0.11,0.778,-0.278,2.80
5365,65,40,20,0.41,1913,634,1279,33.14,-2.2000,-0.12,0.615,-0.308,2.00
5366,35,55,20,0.4,1999,530,1469,26.51,-2.3000,-0.12,1.571,-0.571,2.75
5367,65,60,35,0.53,1171,430,741,36.72,-1.3500,-0.12,0.923,-0.538,1.71
5368,40,40,20,0.32,2773,919,1854,33.14,-3.2000,-0.12,1.000,-0.500,2.00
5369,70,45,20,0.46,1556,476,1080,30.59,-1.8000,-0.12,0.643,-0.286,2.25
5370,70,65,20,0.46,1556,364,1192,23.39,-1.8000,-0.12,0.929,-0.286,3.25
5371,50,50,20,0.46,1556,442,1114,28.41,-1.8000,-0.12,1.000,-0.400,2.50
5372,60,65,30,0.23,4104,1291,2813,31.46,-4.7500,-0.12,1.083,-0.500,2.17
5373,20,55,25,0.27,3456,1075,2381,31.11,-4.0000,-0.12,2.750,-1.250,2.20
5374,80,70,40,0.52,1208,438,770,36.26,-1.4000,-0.12,0.875,-0.500,1.75
5375,50,65,25,0.52,1208,334,874,27.65,-1.4000,-0.12,1.300,-0.500,2.60
5376,25,55,35,0.48,1419,550,869,38.76,-1.6500,-0.12,2.200,-1.400,1.57
5377,70,70,20,0.39,2064,456,1608,22.09,-2.4000,-0.12,1.000,-0.286,3.50
5378,40,40,20,0.39,2064,684,1380,33.14,-2.4000,-0.12,1.000,-0.500,2.00
5379,50,70,20,0.39,2064,456,1608,22.09,-2.4000,-0.12,1.400,-0.400,3.50
5380,75,65,20,0.35,2441,571,1870,23.39,-2.8500,-0.12,0.867,-0.267,3.25
5381,65,60,20,0.23,4104,1020,3084,24.85,-4.8000,-0.12,0.923,-0.308,3.00
5382,60,55,20,0.23,4104,1088,3016,26.51,-4.8000,-0.12,0.917,-0.333,2.75
5383,35,30,20,0.23,4104,1632,2472,39.77,-4.8000,-0.12,0.857,-0.571,1.50
5384,75,50,30,0.24,3930,1468,2462,37.35,-4.6000,-0.12,0.667,-0.400,1.67
5385,60,40,20,0.57,1023,339,684,33.14,-1.2000,-0.12,0.667,-0.333,2.00
5386,45,40,20,0.57,1023,339,684,33.14,-1.2000,-0.12,0.889,-0.444,2.00
5387,55,60,20,0.25,3750,932,2818,24.85,-4.4000,-0.12,1.091,-0.364,3.00
5388,75,55,25,0.26,3617,1125,2492,31.10,-4.2500,-0.12,0.733,-0.333,2.20
5389,65,60,35,0.4,1999,734,1265,36.72,-2.3500,-0.12,0.923,-0.538,1.71
5390,50,50,25,0.36,2336,775,1561,33.18,-2.7500,-0.12,1.000,-0.500,2.00
5391,40,50,20,0.34,2542,722,1820,28.40,-3.0000,-0.12,1.250,-0.500,2.50
5392,55,50,20,0.34,2542,722,1820,28.40,-3.0000,-0.12,0.909,-0.364,2.50
5393,55,60,30,0.34,2542,844,1698,33.20,-3.0000,-0.12,1.091,-0.545,2.00
5394,70,70,35,0.33,2667,886,1781,33.22,-3.1500,-0.12,1.000,-0.500,2.00
5395,85,45,25,0.33,2667,948,1719,35.55,-3.1500,-0.12,0.529,-0.294,1.80
5396,50,40,25,0.56,1058,405,653,38.28,-1.2500,-0.12,0.800,-0.500,1.60
5397,85,55,35,0.47,1481,574,907,38.76,-1.7500,-0.12,0.647,-0.412,1.57
5398,40,70,35,0.47,1481,492,989,33.22,-1.7500,-0.12,1.750,-0.875,2.00
5399,45,45,25,0.44,1688,600,1088,35.55,-2.0000,-0.12,1.000,-0.556,1.80
5400,50,65,20,0.37,2236,523,1713,23.39,-2.6500,-0.12,1.300,-0.400,3.25
5401,70,65,20,0.37,2236,523,1713,23.39,-2.6500,-0.12,0.929,-0.286,3.25
5402,55,55,20,0.3,3033,804,2229,26.51,-3.6000,-0.12,1.000,-0.364,2.75
5403,75,65,20,0.26,3617,846,2771,23.39,-4.3000,-0.12,0.867,-0.267,3.25
5404,25,55,30,0.46,1556,547,1009,35.15,-1.8500,-0.12,2.200,-1.200,1.83
5405,55,50,20,0.55,1088,309,779,28.40,-1.3000,-0.12,0.909,-0.364,2.50
5406,75,70,35,0.53,1171,389,782,33.22,-1.4000,-0.12,0.933,-0.467,2.00
5407,90,60,40,0.53,1171,467,704,39.88,-1.4000,-0.12,0.667,-0.444,1.50
5408,70,65,30,0.5,1294,407,887,31.45,-1.5500,-0.12,0.929,-0.429,2.17
5409,45,55,20,0.5,1294,343,951,26.51,-1.5500,-0.12,1.222,-0.444,2.75
5410,45,70,45,0.5,1294,505,789,39.03,-1.5500,-0.12,1.556,-1.000,1.56
5411,45,45,25,0.51,1252,445,807,35.54,-1.5000,-0.12,1.000,-0.556,1.80
5412,20,65,40,0.21,4418,1678,2740,37.98,-5.3000,-0.12,3.250,-2.000,1.62
5413,40,30,20,0.25,3750,1491,2259,39.76,-4.5000,-0.12,0.750,-0.500,1.50
5414,70,45,20,0.42,1831,560,1271,30.58,-2.2000,-0.12,0.643,-0.286,2.25
5415,50,30,20,0.42,1831,728,1103,39.76,-2.2000,-0.12,0.600,-0.400,1.50
5416,30,70,25,0.41,1913,501,1412,26.19,-2.3000,-0.12,2.333,-0.833,2.80
5417,25,70,25,0.42,1829,479,1350,26.19,-2.2000,-0.12,2.800,-1.000,2.80
5418,55,40,20,0.28,3320,1100,2220,33.13,-4.0000,-0.12,0.727,-0.364,2.00
5419,65,45,25,0.28,3320,1180,2140,35.54,-4.0000,-0.12,0.692,-0.385,1.80
5420,50,55,20,0.35,2441,647,1794,26.51,-2.9500,-0.12,1.100,-0.400,2.75
5421,45,55,20,0.35,2441,647,1794,26.51,-2.9500,-0.12,1.222,-0.444,2.75
5422,35,35,20,0.59,949,343,606,36.14,-1.1500,-0.12,1.000,-0.571,1.75
5423,70,60,20,0.27,3461,860,2601,24.85,-4.2000,-0.12,0.857,-0.286,3.00
5424,30,45,25,0.49,1359,483,876,35.54,-1.6500,-0.12,1.500,-0.833,1.80
5425,80,65,35,0.49,1359,474,885,34.88,-1.6500,-0.12,0.812,-0.438,1.86
5426,70,45,30,0.47,1481,590,891,39.84,-1.8000,-0.12,0.643,-0.429,1.50
5427,60,60,20,0.47,1481,368,1113,24.85,-1.8000,-0.12,1.000,-0.333,3.00
5428,55,40,25,0.6,904,346,558,38.27,-1.1000,-0.12,0.727,-0.455,1.60
5429,20,50,30,0.26,3612,1349,2263,37.35,-4.4000,-0.12,2.500,-1.500,1.67
5430,55,50,20,0.24,3930,1116,2814,28.40,-4.8000,-0.12,0.909,-0.364,2.50
5431,20,65,25,0.3,3028,837,2191,27.64,-3.7000,-0.12,3.250,-1.250,2.60
5432,60,40,20,0.58,981,325,656,33.13,-1.2000,-0.12,0.667,-0.333,2.00
5433,75,45,30,0.29,3188,1270,1918,39.84,-3.9000,-0.12,0.600,-0.400,1.50
5434,55,55,20,0.41,1913,507,1406,26.50,-2.3500,-0.12,1.000,-0.364,2.75
5435,45,55,25,0.56,1058,329,729,31.10,-1.3000,-0.12,1.222,-0.556,2.20
5436,65,55,35,0.56,1058,410,648,38.75,-1.3000,-0.12,0.846,-0.538,1.57
5437,80,65,35,0.56,1058,369,689,34.88,-1.3000,-0.12,0.812,-0.438,1.86
5438,80,70,20,0.45,1621,358,1263,22.09,-2.0000,-0.12,0.875,-0.250,3.50
5439,75,65,20,0.24,3930,919,3011,23.38,-4.8500,-0.12,0.867,-0.267,3.25
5440,35,55,20,0.38,2147,569,1578,26.50,-2.6500,-0.12,1.571,-0.571,2.75
5441,70,45,25,0.38,2147,763,1384,35.54,-2.6500,-0.12,0.643,-0.357,1.80
5442,50,55,25,0.54,1132,352,780,31.10,-1.4000,-0.12,1.100,-0.500,2.20
5443,70,55,20,0.54,1132,300,832,26.50,-1.4000,-0.12,0.786,-0.286,2.75
5444,20,70,20,0.54,1132,250,882,22.08,-1.4000,-0.12,3.500,-1.000,3.50
5445,30,70,35,0.54,1132,376,756,33.22,-1.4000,-0.12,2.333,-1.167,2.00
5446,85,60,25,0.29,3188,933,2255,29.27,-3.9500,-0.12,0.706,-0.294,2.40
5447,25,65,30,0.36,2334,734,1600,31.45,-2.9000,-0.12,2.600,-1.200,2.17
5448,20,70,35,0.34,2535,842,1693,33.21,-3.1500,-0.12,3.500,-1.750,2.00
5449,45,70,25,0.44,1688,442,1246,26.18,-2.1000,-0.12,1.556,-0.556,2.80
5450,60,45,20,0.26,3617,1106,2511,30.58,-4.5000,-0.12,0.750,-0.333,2.25
5451,25,70,45,0.21,4418,1724,2694,39.02,-5.5000,-0.12,2.800,-1.800,1.56
5452,65,65,25,0.37,2236,618,1618,27.64,-2.8000,-0.13,1.000,-0.385,2.60
5453,55,55,30,0.25,3750,1318,2432,35.15,-4.7000,-0.13,1.000,-0.545,1.83
5454,65,35,20,0.29,3188,1152,2036,36.14,-4.0000,-0.13,0.538,-0.308,1.75
5455,45,35,20,0.23,4104,1483,2621,36.14,-5.1500,-0.13,0.778,-0.444,1.75
5456,30,70,45,0.38,2145,837,1308,39.02,-2.7000,-0.13,2.333,-1.500,1.56
5457,25,65,20,0.26,3614,845,2769,23.38,-4.5500,-0.13,2.600,-0.800,3.25
5458,70,70,25,0.24,3930,1029,2901,26.18,-4.9500,-0.13,1.000,-0.357,2.80
5459,50,50,20,0.39,2064,586,1478,28.39,-2.6000,-0.13,1.000,-0.400,2.50
5460,45,60,25,0.39,2064,604,1460,29.26,-2.6000,-0.13,1.333,-0.556,2.40
5461,20,50,20,0.39,2064,586,1478,28.39,-2.6000,-0.13,2.500,-1.000,2.50
5462,55,50,20,0.39,2064,586,1478,28.39,-2.6000,-0.13,0.909,-0.364,2.50
5463,25,60,40,0.34,2538,1012,1526,39.87,-3.2000,-0.13,2.400,-1.600,1.50
5464,20,65,20,0.24,3922,917,3005,23.38,-4.9500,-0.13,3.250,-1.000,3.25
5465,65,70,35,0.32,2773,921,1852,33.21,-3.5000,-0.13,1.077,-0.538,2.00
5466,50,55,20,0.36,2336,619,1717,26.50,-2.9500,-0.13,1.100,-0.400,2.75
5467,45,55,20,0.36,2336,619,1717,26.50,-2.9500,-0.13,1.222,-0.444,2.75
5468,25,60,30,0.59,949,315,634,33.19,-1.2000,-0.13,2.400,-1.200,2.00
5469,45,45,25,0.45,1621,576,1045,35.53,-2.0500,-0.13,1.000,-0.556,1.80
5470,25,70,35,0.32,2767,919,1848,33.21,-3.5000,-0.13,2.800,-1.400,2.00
5471,65,70,30,0.23,4104,1226,2878,29.87,-5.2000,-0.13,1.077,-0.462,2.33
5472,55,65,20,0.48,1420,332,1088,23.38,-1.8000,-0.13,1.182,-0.364,3.25
5473,25,65,40,0.25,3742,1421,2321,37.97,-4.7500,-0.13,2.600,-1.600,1.62
5474,35,35,20,0.35,2441,882,1559,36.13,-3.1000,-0.13,1.000,-0.571,1.75
5475,50,70,20,0.35,2441,539,1902,22.08,-3.1000,-0.13,1.400,-0.400,3.50
5476,20,50,30,0.35,2437,910,1527,37.34,-3.1000,-0.13,2.500,-1.500,1.67
5477,70,60,35,0.5,1294,475,819,36.71,-1.6500,-0.13,0.857,-0.500,1.71
5478,45,70,25,0.56,1058,277,781,26.18,-1.3500,-0.13,1.556,-0.556,2.80
5479,65,70,30,0.51,1252,374,878,29.87,-1.6000,-0.13,1.077,-0.462,2.33
5480,50,50,25,0.34,2542,843,1699,33.16,-3.2500,-0.13,1.000,-0.500,2.00
5481,55,55,30,0.31,2891,1016,1875,35.14,-3.7000,-0.13,1.000,-0.545,1.83
5482,75,50,25,0.28,3320,1101,2219,33.16,-4.2500,-0.13,0.667,-0.333,2.00
5483,45,45,20,0.53,1171,358,813,30.57,-1.5000,-0.13,1.000,-0.444,2.25
5484,30,50,30,0.47,1481,553,928,37.34,-1.9000,-0.13,1.667,-1.000,1.67
5485,45,45,25,0.36,2336,830,1506,35.53,-3.0000,-0.13,1.000,-0.556,1.80
5486,70,70,40,0.46,1556,564,992,36.25,-2.0000,-0.13,1.000,-0.571,1.75
5487,75,45,30,0.43,1750,697,1053,39.83,-2.2500,-0.13,0.600,-0.400,1.50
5488,75,55,25,0.27,3461,1076,2385,31.09,-4.4500,-0.13,0.733,-0.333,2.20
5489,45,40,25,0.49,1359,520,839,38.26,-1.7500,-0.13,0.889,-0.556,1.60
5490,90,65,30,0.22,4268,1342,2926,31.44,-5.5000,-0.13,0.722,-0.333,2.17
5491,50,65,25,0.33,2667,737,1930,27.63,-3.4500,-0.13,1.300,-0.500,2.60
5492,55,70,20,0.28,3320,733,2587,22.08,-4.3000,-0.13,1.273,-0.364,3.50
5493,60,40,25,0.22,4268,1633,2635,38.26,-5.5500,-0.13,0.667,-0.417,1.60
5494,65,40,20,0.4,1999,662,1337,33.12,-2.6000,-0.13,0.615,-0.308,2.00
5495,40,40,20,0.4,1999,662,1337,33.12,-2.6000,-0.13,1.000,-0.500,2.00
5496,80,65,20,0.3,3033,709,2324,23.38,-3.9500,-0.13,0.812,-0.250,3.25
5497,35,55,30,0.48,1420,499,921,35.14,-1.8500,-0.13,1.571,-0.857,1.83
5498,80,55,30,0.48,1420,499,921,35.14,-1.8500,-0.13,0.688,-0.375,1.83
5499,65,35,20,0.48,1420,513,907,36.13,-1.8500,-0.13,0.538,-0.308,1.75
5500,25,35,20,0.48,1420,513,907,36.13,-1.8500,-0.13,1.400,-0.800,1.75
5501,20,45,20,0.44,1688,516,1172,30.57,-2.2000,-0.13,2.250,-1.000,2.25
5502,75,70,35,0.38,2147,713,1434,33.21,-2.8000,-0.13,0.933,-0.467,2.00
5503,45,40,20,0.38,2147,711,1436,33.12,-2.8000,-0.13,0.889,-0.444,2.00
5504,20,55,20,0.38,2144,568,1576,26.49,-2.8000,-0.13,2.750,-1.000,2.75
5505,50,70,25,0.35,2441,639,1802,26.18,-3.2000,-0.13,1.400,-0.500,2.80
5506,55,55,30,0.26,3617,1271,2346,35.14,-4.7500,-0.13,1.000,-0.545,1.83
5507,50,45,25,0.23,4104,1458,2646,35.53,-5.4000,-0.13,0.900,-0.500,1.80
5508,75,55,35,0.23,4104,1590,2514,38.74,-5.4000,-0.13,0.733,-0.467,1.57
5509,60,45,25,0.23,4104,1458,2646,35.53,-5.4000,-0.13,0.750,-0.417,1.80
5510,80,55,25,0.32,2773,862,1911,31.09,-3.6500,-0.13,0.688,-0.312,2.20
5511,55,35,20,0.47,1481,535,946,36.12,-1.9500,-0.13,0.636,-0.364,1.75
5512,60,55,25,0.59,949,295,654,31.09,-1.2500,-0.13,0.917,-0.417,2.20
5513,70,40,25,0.51,1252,479,773,38.26,-1.6500,-0.13,0.571,-0.357,1.60
5514,60,55,25,0.57,1023,318,705,31.09,-1.3500,-0.13,0.917,-0.417,2.20
5515,80,55,25,0.57,1023,318,705,31.09,-1.3500,-0.13,0.687,-0.312,2.20
5516,90,65,30,0.25,3750,1179,2571,31.44,-4.9500,-0.13,0.722,-0.333,2.17
5517,65,55,20,0.21,4428,1173,3255,26.49,-5.8500,-0.13,0.846,-0.308,2.75
5518,55,70,30,0.56,1058,316,742,29.87,-1.4000,-0.13,1.273,-0.545,2.33
5519,60,50,30,0.56,1058,395,663,37.33,-1.4000,-0.13,0.833,-0.500,1.67
5520,65,50,30,0.56,1058,395,663,37.33,-1.4000,-0.13,0.769,-0.462,1.67
5521,75,50,30,0.56,1058,395,663,37.33,-1.4000,-0.13,0.667,-0.400,1.67
5522,35,35,20,0.53,1171,423,748,36.12,-1.5500,-0.13,1.000,-0.571,1.75
5523,45,45,25,0.53,1171,416,755,35.53,-1.5500,-0.13,1.000,-0.556,1.80
5524,70,65,40,0.49,1359,516,843,37.97,-1.8000,-0.13,0.929,-0.571,1.63
5525,70,55,20,0.49,1359,360,999,26.49,-1.8000,-0.13,0.786,-0.286,2.75
5526,60,30,20,0.52,1208,480,728,39.74,-1.6000,-0.13,0.500,-0.333,1.50
5527,75,60,20,0.52,1208,300,908,24.83,-1.6000,-0.13,0.800,-0.267,3.00
5528,80,65,40,0.49,1359,516,843,37.97,-1.8000,-0.13,0.812,-0.500,1.62
5529,65,55,35,0.52,1208,468,740,38.74,-1.6000,-0.13,0.846,-0.538,1.57
5530,60,50,30,0.52,1208,451,757,37.33,-1.6000,-0.13,0.833,-0.500,1.67
5531,85,60,25,0.58,981,287,694,29.26,-1.3000,-0.13,0.706,-0.294,2.40
5532,60,60,25,0.58,981,287,694,29.26,-1.3000,-0.13,1.000,-0.417,2.40
5533,65,70,30,0.58,981,293,688,29.87,-1.3000,-0.13,1.077,-0.462,2.33
5534,55,65,20,0.28,3320,776,2544,23.37,-4.4000,-0.13,1.182,-0.364,3.25
5535,35,45,20,0.4,1999,611,1388,30.57,-2.6500,-0.13,1.286,-0.571,2.25
5536,90,55,35,0.45,1621,628,993,38.74,-2.1500,-0.13,0.611,-0.389,1.57
5537,55,65,20,0.36,2336,546,1790,23.37,-3.1000,-0.13,1.182,-0.364,3.25
5538,40,50,20,0.36,2336,663,1673,28.38,-3.1000,-0.13,1.250,-0.500,2.50
5539,55,45,30,0.6,904,360,544,39.82,-1.2000,-0.13,0.818,-0.545,1.50
5540,60,70,30,0.6,904,270,634,29.87,-1.2000,-0.13,1.167,-0.500,2.33
5541,80,70,30,0.6,904,270,634,29.87,-1.2000,-0.13,0.875,-0.375,2.33
5542,55,70,30,0.6,904,270,634,29.87,-1.2000,-0.13,1.273,-0.545,2.33
5543,90,70,30,0.6,904,270,634,29.87,-1.2000,-0.13,0.778,-0.333,2.33
5544,45,55,25,0.6,904,281,623,31.08,-1.2000,-0.13,1.222,-0.556,2.20
5545,25,70,30,0.6,904,270,634,29.87,-1.2000,-0.13,2.800,-1.200,2.33
5546,20,65,30,0.49,1355,426,929,31.44,-1.8000,-0.13,3.250,-1.500,2.17
5547,55,70,20,0.27,3461,764,2697,22.07,-4.6000,-0.13,1.273,-0.364,3.50
5548,70,70,20,0.27,3461,764,2697,22.07,-4.6000,-0.13,1.000,-0.286,3.50
5549,80,40,25,0.31,2891,1106,1785,38.26,-3.8500,-0.13,0.500,-0.312,1.60
5550,65,65,35,0.41,1913,667,1246,34.87,-2.5500,-0.13,1.000,-0.538,1.86
5551,70,50,30,0.25,3750,1400,2350,37.33,-5.0000,-0.13,0.714,-0.429,1.67
5552,85,60,40,0.25,3750,1495,2255,39.87,-5.0000,-0.13,0.706,-0.471,1.50
5553,20,45,30,0.41,1911,761,1150,39.82,-2.5500,-0.13,2.250,-1.500,1.50
5554,65,45,20,0.3,3033,927,2106,30.56,-4.0500,-0.13,0.692,-0.308,2.25
5555,70,45,25,0.34,2542,903,1639,35.52,-3.4000,-0.13,0.643,-0.357,1.80
5556,50,45,20,0.48,1420,434,986,30.56,-1.9000,-0.13,0.900,-0.400,2.25
5557,80,70,45,0.48,1420,554,866,39.01,-1.9000,-0.13,0.875,-0.562,1.56
5558,40,45,20,0.48,1420,434,986,30.56,-1.9000,-0.13,1.125,-0.500,2.25
5559,90,70,45,0.48,1420,554,866,39.01,-1.9000,-0.13,0.778,-0.500,1.56
5560,55,55,20,0.42,1831,485,1346,26.49,-2.4500,-0.13,1.000,-0.364,2.75
5561,65,55,30,0.23,4104,1442,2662,35.14,-5.5000,-0.13,0.846,-0.462,1.83
5562,55,55,25,0.37,2236,695,1541,31.08,-3.0000,-0.13,1.000,-0.455,2.20
5563,65,70,25,0.21,4428,1159,3269,26.17,-5.9500,-0.13,1.077,-0.385,2.80
5564,70,45,30,0.33,2667,1062,1605,39.82,-3.6000,-0.13,0.643,-0.429,1.50
5565,35,35,20,0.4,1999,722,1277,36.12,-2.7000,-0.14,1.000,-0.571,1.75
5566,75,45,30,0.4,1999,796,1203,39.82,-2.7000,-0.14,0.600,-0.400,1.50
5567,45,30,20,0.38,2147,853,1294,39.73,-2.9000,-0.14,0.667,-0.444,1.50
5568,65,45,25,0.32,2773,985,1788,35.52,-3.7500,-0.14,0.692,-0.385,1.80
5569,75,40,25,0.5,1294,495,799,38.25,-1.7500,-0.14,0.533,-0.333,1.60
5570,20,70,40,0.33,2660,964,1696,36.24,-3.6000,-0.14,3.500,-2.000,1.75
5571,85,65,30,0.21,4428,1392,3036,31.44,-6.0000,-0.14,0.765,-0.353,2.17
5572,20,50,20,0.45,1621,460,1161,28.38,-2.2000,-0.14,2.500,-1.000,2.50
5573,55,55,30,0.27,3461,1216,2245,35.13,-4.7000,-0.14,1.000,-0.545,1.83
5574,55,70,20,0.22,4268,942,3326,22.07,-5.8000,-0.14,1.273,-0.364,3.50
5575,70,65,25,0.25,3750,1036,2714,27.63,-5.1000,-0.14,0.929,-0.357,2.60
5576,80,45,30,0.52,1208,481,727,39.82,-1.6500,-0.14,0.562,-0.375,1.50
5577,65,45,30,0.52,1208,481,727,39.82,-1.6500,-0.14,0.692,-0.462,1.50
5578,25,70,25,0.23,4096,1072,3024,26.17,-5.6000,-0.14,2.800,-1.000,2.80
5579,80,60,25,0.26,3617,1058,2559,29.25,-4.9500,-0.14,0.750,-0.312,2.40
5580,55,70,25,0.33,2667,698,1969,26.17,-3.6500,-0.14,1.273,-0.455,2.80
5581,45,45,20,0.33,2667,815,1852,30.56,-3.6500,-0.14,1.000,-0.444,2.25
5582,50,70,25,0.33,2667,698,1969,26.17,-3.6500,-0.14,1.400,-0.500,2.80
5583,45,40,25,0.54,1132,433,699,38.25,-1.5500,-0.14,0.889,-0.556,1.60
5584,85,50,30,0.36,2336,872,1464,37.33,-3.2000,-0.14,0.588,-0.353,1.67
5585,35,35,20,0.43,1750,632,1118,36.11,-2.4000,-0.14,1.000,-0.571,1.75
5586,50,70,25,0.43,1750,458,1292,26.17,-2.4000,-0.14,1.400,-0.500,2.80
5587,25,65,35,0.32,2768,965,1803,34.86,-3.8000,-0.14,2.600,-1.400,1.86
5588,85,55,35,0.58,981,380,601,38.74,-1.3500,-0.14,0.647,-0.412,1.57
5589,70,65,25,0.58,981,271,710,27.62,-1.3500,-0.14,0.929,-0.357,2.60
5590,65,65,35,0.58,981,342,639,34.86,-1.3500,-0.14,1.000,-0.538,1.86
5591,90,60,35,0.58,981,360,621,36.70,-1.3500,-0.14,0.667,-0.389,1.71
5592,60,65,25,0.58,981,271,710,27.62,-1.3500,-0.14,1.083,-0.417,2.60
5593,80,70,45,0.23,4104,1601,2503,39.01,-5.6500,-0.14,0.875,-0.562,1.56
5594,60,35,20,0.34,2542,918,1624,36.11,-3.5000,-0.14,0.583,-0.333,1.75
5595,50,65,20,0.34,2542,594,1948,23.37,-3.5000,-0.14,1.300,-0.400,3.25
5596,55,65,20,0.34,2542,594,1948,23.37,-3.5000,-0.14,1.182,-0.364,3.25
5597,25,70,35,0.34,2536,842,1694,33.20,-3.5000,-0.14,2.800,-1.400,2.00
5598,75,60,20,0.26,3617,898,2719,24.83,-5.0000,-0.14,0.800,-0.267,3.00
5599,20,55,25,0.3,3028,941,2087,31.08,-4.2000,-0.14,2.750,-1.250,2.20
5600,55,45,30,0.23,4104,1634,2470,39.81,-5.7000,-0.14,0.818,-0.545,1.50
5601,65,45,30,0.21,4428,1763,2665,39.81,-6.1500,-0.14,0.692,-0.462,1.50
5602,25,60,30,0.23,4099,1360,2739,33.18,-5.7000,-0.14,2.400,-1.200,2.00
5603,25,55,30,0.44,1688,593,1095,35.13,-2.3500,-0.14,2.200,-1.200,1.83
5604,40,60,20,0.35,2441,606,1835,24.83,-3.4000,-0.14,1.500,-0.500,3.00
5605,30,70,45,0.5,1292,504,788,39.01,-1.8000,-0.14,2.333,-1.500,1.56
5606,80,55,30,0.34,2542,893,1649,35.13,-3.5500,-0.14,0.688,-0.375,1.83
5607,55,50,25,0.51,1252,415,837,33.15,-1.7500,-0.14,0.909,-0.455,2.00
5608,80,40,25,0.3,3033,1160,1873,38.25,-4.2500,-0.14,0.500,-0.312,1.60
5609,55,45,20,0.22,4268,1304,2964,30.55,-6.0000,-0.14,0.818,-0.364,2.25
