杠杆,止盈%,止损%,K1涨跌幅%,切换K线数,切换后止盈比例,切换后止损比例,总交易数,盈利次数,亏损次数,胜率%,平均盈利%,平均亏损%,平均持仓K线数,盈亏比,总盈亏USDT,最终资金USDT,总收益率%
100,330,500,0.21,20,0.3,0.6,1537,1069,468,69.55,1.28,-3.21,44.0,0.91,-131.5300,1405.4700,-8.56
100,330,500,0.21,40,0.3,1.0,1534,1153,381,75.16,1.54,-5.00,76.1,0.93,-132.9000,1401.1000,-8.66
100,330,500,0.21,45,0.3,0.6,1535,1010,525,65.80,1.67,-3.48,59.0,0.93,-136.7200,1398.2800,-8.91
100,330,500,0.21,10,0.3,0.9,1539,1214,325,78.88,1.10,-4.52,51.2,0.91,-138.7800,1400.2200,-9.02
100,330,500,0.21,45,0.3,1.0,1533,1141,392,74.43,1.59,-5.00,79.2,0.93,-142.0300,1390.9700,-9.26
100,330,500,0.21,50,0.3,0.8,1535,1075,460,70.03,1.70,-4.29,71.3,0.93,-145.1400,1389.8600,-9.46
100,330,500,0.21,50,0.3,0.9,1534,1103,431,71.90,1.68,-4.66,75.8,0.93,-149.9200,1384.0800,-9.77
100,330,500,0.21,50,0.3,0.7,1535,1037,498,67.56,1.73,-3.90,66.1,0.92,-152.7600,1382.2400,-9.95
100,330,500,0.21,25,0.3,0.6,1537,1052,485,68.45,1.37,-3.29,47.1,0.90,-155.8900,1381.1100,-10.14
100,330,500,0.21,10,0.3,0.8,1539,1179,360,76.61,1.10,-4.04,46.3,0.89,-158.4300,1380.5700,-10.29
100,330,500,0.21,10,0.3,1.0,1539,1236,303,80.31,1.09,-5.00,55.4,0.89,-162.0000,1377.0000,-10.53
100,330,500,0.21,30,0.3,0.6,1536,1042,494,67.84,1.44,-3.36,50.1,0.90,-162.1100,1373.8900,-10.55
100,330,500,0.21,10,0.3,0.7,1539,1139,400,74.01,1.10,-3.56,41.2,0.88,-165.5300,1373.4700,-10.76
100,330,500,0.21,35,0.3,0.6,1536,1029,507,66.99,1.51,-3.40,53.1,0.90,-168.0600,1367.9400,-10.94
100,330,500,0.21,40,0.3,0.9,1535,1123,412,73.16,1.55,-4.64,70.6,0.91,-168.6000,1366.4000,-10.98
100,330,500,0.21,15,0.3,0.9,1538,1194,344,77.63,1.17,-4.55,55.1,0.89,-169.4200,1368.5800,-11.02
100,330,500,0.21,40,0.3,0.8,1536,1093,443,71.16,1.57,-4.26,66.0,0.91,-173.3000,1362.7000,-11.28
100,330,500,0.21,40,0.3,0.7,1536,1055,481,68.68,1.59,-3.86,60.6,0.90,-179.4200,1356.5800,-11.68
100,330,500,0.21,15,0.3,0.7,1538,1122,416,72.95,1.18,-3.62,45.2,0.88,-180.7000,1357.3000,-11.75
100,330,500,0.21,25,0.3,1.0,1536,1185,351,77.15,1.33,-5.00,68.0,0.90,-182.2200,1353.7800,-11.86
100,330,500,0.21,45,0.3,0.8,1535,1081,454,70.42,1.63,-4.28,69.1,0.91,-182.4300,1352.5700,-11.88
100,330,500,0.21,35,0.3,1.0,1534,1160,374,75.62,1.45,-5.00,73.6,0.90,-183.3700,1350.6300,-11.95
100,330,500,0.21,20,0.3,1.0,1536,1199,337,78.06,1.25,-5.00,63.9,0.89,-183.8300,1352.1700,-11.97
100,330,500,0.21,15,0.3,1.0,1538,1217,321,79.13,1.16,-5.00,59.5,0.88,-187.6500,1350.3500,-12.20
100,330,500,0.21,15,0.3,0.8,1538,1159,379,75.36,1.17,-4.08,50.2,0.88,-188.0700,1349.9300,-12.23
100,330,500,0.21,30,0.3,1.0,1535,1172,363,76.35,1.39,-5.00,70.6,0.90,-190.4100,1344.5900,-12.40
100,330,500,0.21,20,0.3,0.9,1537,1172,365,76.25,1.26,-4.57,59.0,0.88,-193.0600,1343.9400,-12.56
100,330,500,0.21,45,0.3,0.9,1534,1108,426,72.23,1.61,-4.65,73.7,0.90,-194.2000,1339.8000,-12.66
100,330,500,0.21,20,0.3,0.7,1537,1099,438,71.50,1.28,-3.67,49.0,0.87,-205.8300,1331.1700,-13.39
100,330,500,0.21,25,0.3,0.9,1537,1156,381,75.21,1.34,-4.59,62.8,0.88,-205.9300,1331.0700,-13.40
100,330,500,0.21,20,0.3,0.8,1537,1137,400,73.98,1.27,-4.13,54.0,0.87,-210.2100,1326.7900,-13.68
100,330,500,0.21,45,0.3,0.7,1535,1038,497,67.62,1.65,-3.88,63.6,0.89,-211.0000,1324.0000,-13.75
100,330,500,0.21,35,0.3,0.9,1535,1130,405,73.62,1.47,-4.63,68.1,0.88,-216.5700,1318.4300,-14.11
100,330,500,0.21,25,0.3,0.7,1537,1084,453,70.53,1.36,-3.74,52.4,0.87,-219.2100,1317.7900,-14.26
100,330,500,0.21,25,0.3,0.8,1537,1122,415,73.00,1.35,-4.17,57.8,0.87,-220.5900,1316.4100,-14.35
100,330,500,0.21,30,0.3,0.7,1536,1074,462,69.92,1.42,-3.79,55.3,0.87,-221.4300,1314.5700,-14.42
100,330,500,0.21,30,0.3,0.9,1536,1142,394,74.35,1.40,-4.61,65.3,0.88,-222.1100,1313.8900,-14.46
100,330,500,0.21,30,0.3,0.8,1536,1111,425,72.33,1.41,-4.21,60.8,0.87,-223.8000,1312.2000,-14.57
100,330,500,0.21,35,0.3,0.7,1536,1061,475,69.08,1.50,-3.82,58.1,0.88,-226.8800,1309.1200,-14.77
100,330,500,0.21,35,0.3,0.8,1536,1096,440,71.35,1.48,-4.23,63.3,0.87,-238.7300,1297.2700,-15.54
