杠杆,止盈%,止损%,K1涨跌幅%,切换K线数,切换后止盈比例,切换后止损比例,总交易数,盈利次数,亏损次数,胜率%,平均盈利%,平均亏损%,平均持仓K线数,盈亏比,总盈亏USDT,最终资金USDT,总收益率%
140,330,500,0.21,5,0.7,0.3,1538,664,874,43.17,1.70,-1.10,22.6,1.17,234.9000,1772.9000,15.27
140,330,500,0.21,45,0.3,0.4,1536,933,603,60.74,1.61,-2.22,39.4,1.13,234.3900,1770.3900,15.26
140,330,500,0.21,15,0.9,0.8,1535,915,620,59.61,2.17,-2.93,61.4,1.09,233.9100,1768.9100,15.24
140,330,500,0.21,25,0.5,0.4,1538,872,666,56.70,1.60,-1.84,33.2,1.14,234.3000,1772.3000,15.23
140,330,500,0.21,10,0.9,0.8,1535,914,621,59.54,2.15,-2.90,60.6,1.09,233.1800,1768.1800,15.19
140,330,500,0.21,25,0.8,0.6,1537,868,669,56.47,2.05,-2.42,49.9,1.10,233.1200,1770.1200,15.17
140,330,500,0.21,15,1.0,0.7,1535,839,696,54.66,2.36,-2.60,60.2,1.09,232.2000,1767.2000,15.13
140,330,500,0.21,50,1.0,0.6,1535,844,691,54.98,2.36,-2.64,61.7,1.09,232.2000,1767.2000,15.13
140,330,500,0.21,50,0.3,0.4,1536,926,610,60.29,1.67,-2.27,41.9,1.12,231.0700,1767.0700,15.04
140,330,500,0.21,25,1.0,0.7,1535,852,683,55.50,2.36,-2.70,62.0,1.09,229.1000,1764.1000,14.93
140,330,500,0.21,20,1.0,0.7,1535,844,691,54.98,2.36,-2.64,61.0,1.09,228.7000,1763.7000,14.90
140,330,500,0.21,45,0.7,0.6,1536,899,637,58.53,2.05,-2.64,53.4,1.10,228.5700,1764.5700,14.88
140,330,500,0.21,45,0.9,0.7,1535,891,644,58.05,2.26,-2.87,62.7,1.09,228.2300,1763.2300,14.87
140,330,500,0.21,5,0.8,0.4,1537,711,826,46.26,1.91,-1.45,30.8,1.14,227.0800,1764.0800,14.77
140,330,500,0.21,30,0.3,0.3,1537,893,644,58.10,1.39,-1.67,30.1,1.15,226.8400,1763.8400,14.76
140,330,500,0.21,45,0.8,0.6,1536,876,660,57.03,2.16,-2.62,55.7,1.09,226.5600,1762.5600,14.75
140,330,500,0.21,20,0.5,0.4,1538,865,673,56.24,1.53,-1.72,29.9,1.14,226.0000,1764.0000,14.69
140,330,500,0.21,30,0.5,0.5,1537,927,610,60.31,1.65,-2.24,39.1,1.12,225.1000,1762.1000,14.65
140,330,500,0.21,30,0.8,0.6,1537,869,668,56.54,2.08,-2.47,51.9,1.10,224.3800,1761.3800,14.60
140,330,500,0.21,25,0.7,0.6,1537,901,636,58.62,1.89,-2.43,46.8,1.10,224.2100,1761.2100,14.59
140,330,500,0.21,15,0.5,0.4,1539,873,666,56.73,1.44,-1.64,26.8,1.15,224.2500,1763.2500,14.57
140,330,500,0.21,10,0.8,0.7,1536,908,628,59.11,1.95,-2.56,50.3,1.10,222.8200,1758.8200,14.51
140,330,500,0.21,40,0.5,0.6,1536,957,579,62.30,1.75,-2.63,46.2,1.10,220.6000,1756.6000,14.36
140,330,500,0.21,35,1.0,0.7,1535,861,674,56.09,2.36,-2.78,63.8,1.08,218.3000,1753.3000,14.22
140,330,500,0.21,10,0.5,0.3,1540,781,759,50.71,1.36,-1.19,20.5,1.17,218.6500,1758.6500,14.20
140,330,500,0.21,50,0.9,0.7,1535,892,643,58.11,2.26,-2.90,63.5,1.08,217.9300,1752.9300,14.20
140,330,500,0.21,20,0.6,0.5,1538,883,655,57.41,1.69,-2.04,37.0,1.12,217.4400,1755.4400,14.14
140,330,500,0.21,30,0.6,0.6,1537,934,603,60.77,1.78,-2.51,45.5,1.10,216.7600,1753.7600,14.10
140,330,500,0.21,45,0.6,0.6,1536,922,614,60.03,1.94,-2.66,50.8,1.09,215.4000,1751.4000,14.02
140,330,500,0.21,10,0.7,0.7,1537,952,585,61.94,1.74,-2.57,45.6,1.10,214.9200,1751.9200,13.98
140,330,500,0.21,10,0.6,0.6,1540,954,586,61.95,1.53,-2.23,37.0,1.12,215.3200,1755.3200,13.98
140,330,500,0.21,5,0.6,0.3,1540,718,822,46.62,1.47,-1.10,20.4,1.17,215.2200,1755.2200,13.98
140,330,500,0.21,5,0.8,0.5,1537,788,749,51.27,1.91,-1.81,37.4,1.11,214.3600,1751.3600,13.95
140,330,500,0.21,15,0.4,0.3,1539,843,696,54.78,1.26,-1.31,21.5,1.17,214.4200,1753.4200,13.93
140,330,500,0.21,25,0.6,0.5,1538,886,652,57.61,1.74,-2.14,39.4,1.11,213.4800,1751.4800,13.88
140,330,500,0.21,35,0.5,0.6,1537,967,570,62.91,1.68,-2.58,44.3,1.10,211.7000,1748.7000,13.77
140,330,500,0.21,30,1.0,0.7,1535,855,680,55.70,2.36,-2.74,62.9,1.08,210.5000,1745.5000,13.71
140,330,500,0.21,50,0.8,0.6,1535,875,660,57.00,2.18,-2.66,57.0,1.08,208.3800,1743.3800,13.58
140,330,500,0.21,5,0.9,0.8,1535,910,625,59.28,2.13,-2.87,60.0,1.08,208.2200,1743.2200,13.56
140,330,500,0.21,5,0.7,0.4,1538,758,780,49.28,1.69,-1.45,27.5,1.13,207.5400,1745.5400,13.49
140,330,500,0.21,15,0.8,0.7,1536,905,631,58.92,1.99,-2.61,51.4,1.09,206.9200,1742.9200,13.47
140,330,500,0.21,50,0.5,0.6,1536,946,590,61.59,1.86,-2.72,49.9,1.09,206.8500,1742.8500,13.47
140,330,500,0.21,5,0.7,0.5,1538,838,700,54.49,1.69,-1.81,33.5,1.12,206.8400,1744.8400,13.45
140,330,500,0.21,25,0.8,0.7,1536,907,629,59.05,2.05,-2.72,54.5,1.09,205.5800,1741.5800,13.38
140,330,500,0.21,50,0.6,0.6,1536,919,617,59.83,1.97,-2.70,52.5,1.09,205.3800,1741.3800,13.37
140,330,500,0.21,25,0.9,0.8,1535,914,621,59.54,2.20,-3.00,63.1,1.08,204.8800,1739.8800,13.35
140,330,500,0.21,20,0.8,0.7,1536,904,632,58.85,2.02,-2.66,53.0,1.09,204.8600,1740.8600,13.34
140,330,500,0.21,10,0.6,0.5,1540,890,650,57.79,1.54,-1.89,31.5,1.12,203.1000,1743.1000,13.19
140,330,500,0.21,15,0.5,0.5,1539,940,599,61.08,1.42,-1.99,30.8,1.12,202.8000,1741.8000,13.18
140,330,500,0.21,30,0.4,0.4,1537,907,630,59.01,1.52,-1.95,33.9,1.12,201.9000,1738.9000,13.14
140,330,500,0.21,40,0.7,0.7,1536,931,605,60.61,2.00,-2.85,55.8,1.08,201.4400,1737.4400,13.11
140,330,500,0.21,40,0.8,0.7,1536,906,630,58.98,2.13,-2.83,58.8,1.08,201.0600,1737.0600,13.09
140,330,500,0.21,10,0.6,0.4,1540,812,728,52.73,1.55,-1.54,26.8,1.13,199.1600,1739.1600,12.93
140,330,500,0.21,45,0.8,0.7,1536,907,629,59.05,2.15,-2.88,59.8,1.08,197.9000,1733.9000,12.88
140,330,500,0.21,45,0.3,0.5,1536,977,559,63.61,1.57,-2.49,41.4,1.10,197.4500,1733.4500,12.85
140,330,500,0.21,50,0.7,0.6,1536,894,642,58.20,2.08,-2.68,54.9,1.08,196.7100,1732.7100,12.81
140,330,500,0.21,10,1.0,0.8,1535,873,662,56.87,2.36,-2.90,66.0,1.07,195.9000,1730.9000,12.76
140,330,500,0.21,40,1.0,0.7,1535,862,673,56.16,2.36,-2.81,64.8,1.07,195.1000,1730.1000,12.71
140,330,500,0.21,35,0.4,0.5,1537,959,578,62.39,1.55,-2.33,39.0,1.10,194.6600,1731.6600,12.66
140,330,500,0.21,35,0.8,0.7,1536,906,630,58.98,2.10,-2.80,57.5,1.08,194.1000,1730.1000,12.64
140,330,500,0.21,20,0.7,0.7,1536,939,597,61.13,1.84,-2.67,49.0,1.09,194.0400,1730.0400,12.63
140,330,500,0.21,5,0.8,0.6,1537,850,687,55.30,1.91,-2.16,44.1,1.09,194.0400,1731.0400,12.62
140,330,500,0.21,50,0.3,0.5,1536,968,568,63.02,1.63,-2.54,43.7,1.10,192.6500,1728.6500,12.54
140,330,500,0.21,15,0.7,0.7,1536,943,593,61.39,1.79,-2.62,47.1,1.09,192.4100,1728.4100,12.53
140,330,500,0.21,15,0.5,0.6,1539,995,544,64.65,1.41,-2.32,35.1,1.11,192.5500,1731.5500,12.51
140,330,500,0.21,20,1.0,0.8,1535,880,655,57.33,2.36,-2.96,67.3,1.07,192.0000,1727.0000,12.51
140,330,500,0.21,45,0.5,0.6,1536,946,590,61.59,1.82,-2.68,48.4,1.09,191.7000,1727.7000,12.48
140,330,500,0.21,40,0.3,0.5,1537,987,550,64.22,1.49,-2.42,39.1,1.10,190.9000,1727.9000,12.42
140,330,500,0.21,5,0.5,0.3,1540,781,759,50.71,1.24,-1.10,17.6,1.16,191.2500,1731.2500,12.42
140,330,500,0.21,35,0.9,0.8,1535,914,621,59.54,2.23,-3.06,64.8,1.07,190.2100,1725.2100,12.39
140,330,500,0.21,40,0.9,0.8,1535,914,621,59.54,2.24,-3.08,65.7,1.07,188.6900,1723.6900,12.29
140,330,500,0.21,25,0.7,0.7,1536,938,598,61.07,1.88,-2.73,50.8,1.08,188.6800,1724.6800,12.28
140,330,500,0.21,20,0.5,0.5,1538,926,612,60.21,1.50,-2.05,33.7,1.11,188.6500,1726.6500,12.27
140,330,500,0.21,15,1.0,0.8,1535,876,659,57.07,2.36,-2.93,66.5,1.07,187.8000,1722.8000,12.23
140,330,500,0.21,35,0.7,0.7,1536,933,603,60.74,1.96,-2.81,54.3,1.08,187.6200,1723.6200,12.21
140,330,500,0.21,5,1.0,0.8,1535,868,667,56.55,2.36,-2.87,65.7,1.07,187.4000,1722.4000,12.21
140,330,500,0.21,35,0.3,0.4,1537,949,588,61.74,1.42,-2.07,34.8,1.11,184.9200,1721.9200,12.03
140,330,500,0.21,5,0.8,0.7,1536,903,633,58.79,1.91,-2.52,49.4,1.08,183.9600,1719.9600,11.98
140,330,500,0.21,45,0.7,0.7,1536,927,609,60.35,2.04,-2.89,57.1,1.07,183.7500,1719.7500,11.96
140,330,500,0.21,45,1.0,0.7,1535,866,669,56.42,2.36,-2.86,65.5,1.07,183.3000,1718.3000,11.94
140,330,500,0.21,40,0.6,0.7,1536,955,581,62.17,1.88,-2.86,52.4,1.08,179.8400,1715.8400,11.71
140,330,500,0.21,20,0.6,0.6,1538,932,606,60.60,1.67,-2.36,41.6,1.09,179.9600,1717.9600,11.70
140,330,500,0.21,5,0.7,0.6,1538,898,640,58.39,1.68,-2.16,39.7,1.09,179.9400,1717.9400,11.70
140,330,500,0.21,15,0.6,0.7,1538,987,551,64.17,1.60,-2.63,42.7,1.09,178.7000,1716.7000,11.62
140,330,500,0.21,5,0.6,0.4,1540,811,729,52.66,1.47,-1.46,24.4,1.12,178.8600,1718.8600,11.61
140,330,500,0.21,45,0.9,0.8,1535,914,621,59.54,2.25,-3.11,66.6,1.07,177.5400,1712.5400,11.57
140,330,500,0.21,30,0.7,0.7,1536,933,603,60.74,1.93,-2.77,52.9,1.08,177.0600,1713.0600,11.53
140,330,500,0.21,30,0.9,0.8,1535,911,624,59.35,2.22,-3.03,63.9,1.07,176.7800,1711.7800,11.52
140,330,500,0.21,50,1.0,0.7,1535,869,666,56.61,2.36,-2.89,66.2,1.07,176.7000,1711.7000,11.51
140,330,500,0.21,5,0.6,0.5,1540,891,649,57.86,1.46,-1.81,29.5,1.11,177.2600,1717.2600,11.51
140,330,500,0.21,50,0.8,0.7,1535,904,631,58.89,2.17,-2.91,61.0,1.07,176.4400,1711.4400,11.49
140,330,500,0.21,5,0.7,0.7,1537,951,586,61.87,1.68,-2.52,44.4,1.09,175.8700,1712.8700,11.44
140,330,500,0.21,20,0.7,0.8,1536,976,560,63.54,1.83,-2.97,53.9,1.08,175.0100,1711.0100,11.39
140,330,500,0.21,35,0.6,0.7,1536,962,574,62.63,1.82,-2.83,50.5,1.08,174.2800,1710.2800,11.35
140,330,500,0.21,10,0.7,0.8,1537,989,548,64.35,1.74,-2.91,50.1,1.08,174.3900,1711.3900,11.35
140,330,500,0.21,20,0.8,0.8,1536,940,596,61.20,2.01,-2.97,58.4,1.07,173.9000,1709.9000,11.32
140,330,500,0.21,30,0.8,0.7,1536,902,634,58.72,2.08,-2.76,56.3,1.07,173.5000,1709.5000,11.30
140,330,500,0.21,10,0.8,0.8,1536,945,591,61.52,1.95,-2.90,55.6,1.07,173.0000,1709.0000,11.26
140,330,500,0.21,25,0.5,0.5,1538,922,616,59.95,1.57,-2.16,36.7,1.09,172.8000,1710.8000,11.24
140,330,500,0.21,15,0.8,0.8,1536,942,594,61.33,1.98,-2.94,56.8,1.07,170.6000,1706.6000,11.11
140,330,500,0.21,25,0.6,0.6,1538,930,608,60.47,1.73,-2.44,43.4,1.08,170.6000,1708.6000,11.09
140,330,500,0.21,50,0.9,0.8,1535,914,621,59.54,2.26,-3.13,67.2,1.06,169.7700,1704.7700,11.06
140,330,500,0.21,10,0.6,0.7,1539,995,544,64.65,1.53,-2.57,40.9,1.09,169.0000,1708.0000,10.98
140,330,500,0.21,10,0.4,0.3,1540,840,700,54.55,1.14,-1.20,18.0,1.14,166.9000,1706.9000,10.84
140,330,500,0.21,5,0.6,0.6,1540,953,587,61.88,1.46,-2.16,35.1,1.09,166.0200,1706.0200,10.78
140,330,500,0.21,25,1.0,0.8,1535,881,654,57.39,2.36,-3.00,67.6,1.06,163.3000,1698.3000,10.64
140,330,500,0.21,40,0.5,0.7,1536,983,553,64.00,1.74,-2.88,49.2,1.07,163.0000,1699.0000,10.61
140,330,500,0.21,15,0.7,0.8,1536,980,556,63.80,1.79,-2.94,52.0,1.07,162.8800,1698.8800,10.60
140,330,500,0.21,10,0.5,0.6,1540,1002,538,65.06,1.32,-2.24,32.6,1.10,163.3000,1703.3000,10.60
140,330,500,0.21,30,0.5,0.6,1537,962,575,62.59,1.63,-2.53,42.6,1.08,159.8500,1696.8500,10.40
140,330,500,0.21,40,0.4,0.6,1536,980,556,63.80,1.62,-2.65,43.7,1.08,158.2600,1694.2600,10.30
140,330,500,0.21,45,0.6,0.7,1536,947,589,61.65,1.92,-2.90,54.1,1.07,156.4000,1692.4000,10.18
140,330,500,0.21,30,0.6,0.7,1536,963,573,62.70,1.77,-2.79,48.9,1.07,154.6800,1690.6800,10.07
140,330,500,0.21,5,0.5,0.5,1540,953,587,61.88,1.23,-1.81,25.0,1.10,155.0500,1695.0500,10.07
140,330,500,0.21,25,0.8,0.8,1536,937,599,61.00,2.04,-3.01,59.5,1.06,154.2800,1690.2800,10.04
140,330,500,0.21,10,0.5,0.5,1540,939,601,60.97,1.33,-1.90,27.8,1.10,152.3500,1692.3500,9.89
140,330,500,0.21,25,0.4,0.4,1538,903,635,58.71,1.43,-1.86,31.0,1.09,151.7600,1689.7600,9.87
140,330,500,0.21,20,0.3,0.3,1538,880,658,57.22,1.19,-1.42,23.5,1.12,151.2500,1689.2500,9.83
140,330,500,0.21,25,0.3,0.3,1538,879,659,57.15,1.29,-1.56,26.8,1.10,149.8100,1687.8100,9.74
140,330,500,0.21,25,0.7,0.8,1536,969,567,63.09,1.88,-3.02,55.2,1.06,149.2900,1685.2900,9.72
140,330,500,0.21,5,0.6,0.7,1539,1002,537,65.11,1.46,-2.52,39.3,1.08,149.0400,1688.0400,9.68
140,330,500,0.21,40,0.7,0.8,1536,955,581,62.17,2.00,-3.10,59.3,1.06,148.3800,1684.3800,9.66
140,330,500,0.21,45,0.7,0.8,1536,952,584,61.98,2.03,-3.13,60.5,1.06,148.0000,1684.0000,9.64
140,330,500,0.21,20,0.4,0.4,1538,902,636,58.65,1.34,-1.74,27.6,1.10,147.5400,1685.5400,9.59
140,330,500,0.21,50,0.4,0.6,1536,963,573,62.70,1.74,-2.74,47.6,1.07,147.3000,1683.3000,9.59
140,330,500,0.21,45,0.8,0.8,1536,930,606,60.55,2.15,-3.12,63.6,1.06,147.1200,1683.1200,9.58
140,330,500,0.21,35,0.5,0.7,1536,992,544,64.58,1.67,-2.85,47.4,1.07,146.9500,1682.9500,9.57
140,330,500,0.21,50,0.7,0.7,1536,920,616,59.90,2.07,-2.92,58.6,1.06,146.7700,1682.7700,9.56
140,330,500,0.21,15,0.6,0.8,1538,1022,516,66.45,1.59,-2.95,46.9,1.07,146.0000,1684.0000,9.49
140,330,500,0.21,50,0.5,0.7,1536,968,568,63.02,1.84,-2.95,52.7,1.06,145.1500,1681.1500,9.45
140,330,500,0.21,5,0.5,0.6,1540,1013,527,65.78,1.23,-2.17,29.8,1.09,145.0500,1685.0500,9.42
140,330,500,0.21,15,0.4,0.4,1539,916,623,59.52,1.24,-1.66,24.1,1.10,142.2800,1681.2800,9.24
140,330,500,0.21,45,0.5,0.7,1536,972,564,63.28,1.80,-2.92,51.4,1.06,141.6000,1677.6000,9.22
140,330,500,0.21,5,0.5,0.4,1540,870,670,56.49,1.24,-1.46,20.8,1.10,141.1000,1681.1000,9.16
140,330,500,0.21,5,0.7,0.8,1537,991,546,64.48,1.68,-2.87,49.0,1.06,139.7700,1676.7700,9.09
140,330,500,0.21,45,0.4,0.6,1536,967,569,62.96,1.69,-2.70,45.9,1.06,139.2000,1675.2000,9.06
140,330,500,0.21,10,0.5,0.4,1540,858,682,55.71,1.34,-1.54,23.6,1.09,138.7000,1678.7000,9.01
140,330,500,0.21,20,0.9,0.9,1535,938,597,61.11,2.19,-3.27,68.1,1.05,137.5100,1672.5100,8.96
140,330,500,0.21,5,0.8,0.8,1536,943,593,61.39,1.91,-2.87,54.7,1.06,137.5600,1673.5600,8.96
140,330,500,0.21,50,0.6,0.7,1536,941,595,61.26,1.96,-2.93,55.6,1.06,137.4400,1673.4400,8.95
140,330,500,0.21,30,1.0,0.8,1535,881,654,57.39,2.36,-3.03,68.0,1.05,137.3000,1672.3000,8.94
140,330,500,0.21,35,1.0,0.8,1535,884,651,57.59,2.36,-3.05,68.8,1.05,137.2000,1672.2000,8.94
140,330,500,0.21,40,0.8,0.8,1536,929,607,60.48,2.12,-3.09,62.7,1.05,136.7800,1672.7800,8.90
140,330,500,0.21,30,0.4,0.5,1537,952,585,61.94,1.49,-2.26,36.5,1.07,135.8000,1672.8000,8.84
140,330,500,0.21,30,0.3,0.4,1537,944,593,61.42,1.35,-1.99,32.0,1.08,134.3300,1671.3300,8.74
140,330,500,0.21,20,0.5,0.6,1538,970,568,63.07,1.49,-2.37,37.8,1.07,133.2500,1671.2500,8.66
140,330,500,0.21,35,0.7,0.8,1536,958,578,62.37,1.95,-3.07,58.2,1.05,131.8700,1667.8700,8.59
140,330,500,0.21,25,0.6,0.7,1537,966,571,62.85,1.72,-2.74,47.0,1.06,131.3800,1668.3800,8.55
140,330,500,0.21,10,0.6,0.8,1539,1031,508,66.99,1.52,-2.91,44.7,1.06,130.7800,1669.7800,8.50
140,330,500,0.21,25,0.9,0.9,1535,937,598,61.04,2.20,-3.29,68.6,1.05,130.1900,1665.1900,8.48
140,330,500,0.21,15,0.9,0.9,1535,938,597,61.11,2.17,-3.25,66.9,1.05,129.2200,1664.2200,8.42
140,330,500,0.21,40,0.3,0.6,1536,1015,521,66.08,1.47,-2.68,41.2,1.07,128.6200,1664.6200,8.37
140,330,500,0.21,10,0.9,0.9,1535,939,596,61.17,2.15,-3.24,66.2,1.05,127.9300,1662.9300,8.33
140,330,500,0.21,15,0.5,0.7,1538,1028,510,66.84,1.40,-2.64,38.3,1.07,127.5000,1665.5000,8.29
140,330,500,0.21,50,0.8,0.8,1535,926,609,60.33,2.16,-3.14,64.6,1.05,127.0200,1662.0200,8.27
140,330,500,0.21,35,0.8,0.8,1536,930,606,60.55,2.09,-3.06,61.8,1.05,126.4600,1662.4600,8.23
140,330,500,0.21,40,0.6,0.8,1536,978,558,63.67,1.86,-3.11,55.4,1.05,124.8800,1660.8800,8.13
140,330,500,0.21,40,1.0,0.8,1535,885,650,57.65,2.36,-3.07,69.4,1.04,124.5000,1659.5000,8.11
140,330,500,0.21,20,0.6,0.7,1537,968,569,62.98,1.66,-2.67,45.0,1.06,123.7400,1660.7400,8.05
140,330,500,0.21,30,0.7,0.8,1536,960,576,62.50,1.92,-3.05,56.9,1.05,122.9300,1658.9300,8.00
140,330,500,0.21,45,0.6,0.8,1536,972,564,63.28,1.91,-3.14,57.1,1.05,122.4000,1658.4000,7.97
140,330,500,0.21,35,0.3,0.5,1537,990,547,64.41,1.39,-2.36,36.9,1.07,122.0100,1659.0100,7.94
140,330,500,0.21,50,0.9,0.9,1535,933,602,60.78,2.26,-3.36,71.2,1.04,121.2000,1656.2000,7.90
140,330,500,0.21,5,0.5,0.7,1539,1058,481,68.75,1.23,-2.52,33.5,1.07,121.3000,1660.3000,7.88
140,330,500,0.21,45,1.0,0.8,1535,888,647,57.85,2.36,-3.10,70.0,1.04,120.4000,1655.4000,7.84
140,330,500,0.21,45,0.9,0.9,1535,933,602,60.78,2.25,-3.35,70.9,1.04,119.9700,1654.9700,7.82
140,330,500,0.21,35,0.6,0.8,1536,986,550,64.19,1.81,-3.09,53.8,1.05,118.8000,1654.8000,7.73
140,330,500,0.21,40,0.9,0.9,1535,933,602,60.78,2.24,-3.33,70.1,1.04,118.1200,1653.1200,7.70
140,330,500,0.21,5,0.6,0.8,1539,1041,498,67.64,1.45,-2.87,43.1,1.06,118.2600,1657.2600,7.68
140,330,500,0.21,35,0.9,0.9,1535,934,601,60.85,2.23,-3.32,69.6,1.04,117.1100,1652.1100,7.63
140,330,500,0.21,50,1.0,0.8,1535,890,645,57.98,2.36,-3.12,70.4,1.04,117.0000,1652.0000,7.62
140,330,500,0.21,5,0.4,0.3,1540,841,699,54.61,1.02,-1.10,14.9,1.11,117.2400,1657.2400,7.61
140,330,500,0.21,45,0.7,0.9,1536,974,562,63.41,2.02,-3.36,63.9,1.04,116.8200,1652.8200,7.61
140,330,500,0.21,50,0.7,0.8,1536,945,591,61.52,2.06,-3.15,61.9,1.04,116.5200,1652.5200,7.59
140,330,500,0.21,25,0.5,0.6,1538,962,576,62.55,1.56,-2.46,40.3,1.06,114.8000,1652.8000,7.46
140,330,500,0.21,35,0.4,0.6,1537,987,550,64.22,1.53,-2.60,41.7,1.06,114.6200,1651.6200,7.46
140,330,500,0.21,30,0.9,0.9,1535,934,601,60.85,2.21,-3.31,69.2,1.04,113.5900,1648.5900,7.40
140,330,500,0.21,30,0.8,0.8,1536,929,607,60.48,2.07,-3.04,60.7,1.04,112.7800,1648.7800,7.34
140,330,500,0.21,45,0.3,0.6,1536,998,538,64.97,1.55,-2.73,43.5,1.05,112.7400,1648.7400,7.34
140,330,500,0.21,50,0.3,0.6,1536,989,547,64.39,1.61,-2.77,45.7,1.05,112.4400,1648.4400,7.32
140,330,500,0.21,20,0.7,0.9,1536,1001,535,65.17,1.83,-3.28,58.2,1.05,111.2600,1647.2600,7.24
140,330,500,0.21,10,0.7,0.9,1537,1017,520,66.17,1.73,-3.24,54.5,1.05,109.5700,1646.5700,7.13
140,330,500,0.21,5,0.9,0.9,1535,938,597,61.11,2.13,-3.22,65.8,1.04,109.3800,1644.3800,7.13
140,330,500,0.21,15,0.3,0.3,1539,887,652,57.63,1.06,-1.33,19.7,1.09,109.1500,1648.1500,7.09
140,330,500,0.21,30,0.5,0.7,1536,992,544,64.58,1.61,-2.80,45.8,1.05,107.3500,1643.3500,6.99
140,330,500,0.21,25,0.7,0.9,1536,995,541,64.78,1.87,-3.30,59.5,1.04,106.8500,1642.8500,6.96
140,330,500,0.21,10,0.5,0.7,1539,1039,500,67.51,1.31,-2.58,36.2,1.06,106.8500,1645.8500,6.94
140,330,500,0.21,40,0.7,0.9,1536,977,559,63.61,1.99,-3.34,62.7,1.04,105.7000,1641.7000,6.88
140,330,500,0.21,50,0.5,0.8,1536,990,546,64.45,1.83,-3.17,55.2,1.04,105.4500,1641.4500,6.87
140,330,500,0.21,40,0.4,0.7,1536,1006,530,65.49,1.60,-2.90,46.4,1.05,103.5800,1639.5800,6.74
140,330,500,0.21,50,0.6,0.8,1536,965,571,62.83,1.94,-3.16,58.5,1.04,103.4600,1639.4600,6.74
140,330,500,0.21,40,0.5,0.8,1536,1004,532,65.36,1.73,-3.12,51.8,1.04,103.1500,1639.1500,6.72
140,330,500,0.21,10,1.0,0.9,1535,901,634,58.70,2.36,-3.24,72.2,1.04,101.8000,1636.8000,6.63
140,330,500,0.21,45,0.5,0.8,1536,995,541,64.78,1.79,-3.15,53.9,1.04,100.5500,1636.5500,6.55
140,330,500,0.21,20,0.6,0.8,1537,1004,533,65.32,1.65,-2.98,49.3,1.05,100.5200,1637.5200,6.54
140,330,500,0.21,5,1.0,0.9,1535,899,636,58.57,2.36,-3.22,72.1,1.03,100.2000,1635.2000,6.53
140,330,500,0.21,40,0.9,1.0,1535,956,579,62.28,2.24,-3.57,75.9,1.03,98.4300,1633.4300,6.41
140,330,500,0.21,45,0.8,0.9,1536,950,586,61.85,2.14,-3.35,67.2,1.04,97.9200,1633.9200,6.37
140,330,500,0.21,20,1.0,0.9,1535,904,631,58.89,2.36,-3.27,73.2,1.03,97.7000,1632.7000,6.36
140,330,500,0.21,25,0.8,0.9,1536,962,574,62.63,2.04,-3.29,64.2,1.04,97.2800,1633.2800,6.33
140,330,500,0.21,30,0.7,0.9,1536,987,549,64.26,1.91,-3.31,61.1,1.04,95.8000,1631.8000,6.24
140,330,500,0.21,15,0.7,0.9,1536,1006,530,65.49,1.78,-3.26,56.2,1.04,95.4400,1631.4400,6.21
140,330,500,0.21,30,0.6,0.8,1536,988,548,64.32,1.76,-3.06,52.4,1.04,94.6800,1630.6800,6.16
140,330,500,0.21,15,1.0,0.9,1535,902,633,58.76,2.36,-3.25,72.5,1.03,94.6000,1629.6000,6.16
140,330,500,0.21,15,0.4,0.5,1539,976,563,63.42,1.22,-2.00,27.3,1.06,93.4800,1632.4800,6.07
140,330,500,0.21,50,0.7,0.9,1536,967,569,62.96,2.05,-3.36,65.1,1.03,90.8400,1626.8400,5.91
140,330,500,0.21,45,0.9,1.0,1535,953,582,62.08,2.25,-3.57,76.2,1.03,89.3700,1624.3700,5.82
140,330,500,0.21,20,0.4,0.5,1538,958,580,62.29,1.32,-2.07,30.7,1.05,89.4600,1627.4600,5.82
140,330,500,0.21,25,0.6,0.8,1537,996,541,64.80,1.71,-3.03,50.9,1.04,89.2800,1626.2800,5.81
140,330,500,0.21,10,0.8,0.9,1536,972,564,63.28,1.94,-3.24,60.5,1.03,88.7800,1624.7800,5.78
140,330,500,0.21,35,0.9,1.0,1535,957,578,62.35,2.22,-3.57,75.6,1.03,87.9200,1622.9200,5.73
140,330,500,0.21,25,1.0,0.9,1535,905,630,58.96,2.36,-3.29,73.4,1.03,87.5000,1622.5000,5.70
140,330,500,0.21,35,0.7,0.9,1536,981,555,63.87,1.95,-3.33,62.0,1.03,87.5000,1623.5000,5.70
140,330,500,0.21,35,0.5,0.8,1536,1014,522,66.02,1.66,-3.10,50.4,1.04,87.2500,1623.2500,5.68
140,330,500,0.21,15,0.5,0.8,1538,1060,478,68.92,1.39,-2.96,41.6,1.04,86.8000,1624.8000,5.64
140,330,500,0.21,45,0.4,0.7,1536,992,544,64.58,1.67,-2.94,48.7,1.04,86.2000,1622.2000,5.61
140,330,500,0.21,20,0.8,0.9,1536,963,573,62.70,2.01,-3.27,63.2,1.03,86.1200,1622.1200,5.61
140,330,500,0.21,15,0.8,0.9,1536,967,569,62.96,1.98,-3.26,61.7,1.03,85.6000,1621.6000,5.57
140,330,500,0.21,50,0.8,0.9,1535,946,589,61.63,2.16,-3.36,68.0,1.03,85.3200,1620.3200,5.56
140,330,500,0.21,25,0.4,0.5,1538,952,586,61.90,1.40,-2.18,33.7,1.05,85.4400,1623.4400,5.56
