entry_idx,entry_price,direction,size_u,holding_bars,exit_idx,exit_price,exit_reason,pnl,trail_active,trail_pct,weak_flag
27847,4107.20,short,2.0,48,27895,4153.85,SL_over40,-3.18,True,0.06,True
27841,4120.91,short,2.0,54,27895,4167.71,SL_over40,-3.18,True,0.06,True
27868,4097.30,long,1.0,28,27896,4193.88,TP,3.30,False,0.0,False
27909,4099.90,long,2.0,21,27930,3944.69,SL,-10.60,False,0.0,False
27939,4001.97,short,1.0,46,27985,4047.42,SL_over40,-1.59,True,0.06,True
27935,3994.70,short,2.0,50,27985,4040.07,SL_over40,-3.18,True,0.06,True
27938,3991.00,long,4.0,58,27996,3945.67,SL_over40,-6.36,True,0.06,True
27944,3983.29,long,4.0,54,27998,4067.79,TP_over40,11.88,True,0.06,True
28024,3894.16,long,4.0,56,28080,3849.93,SL_over40,-6.36,True,0.06,True
28036,3862.07,long,2.0,45,28081,3818.21,SL_over40,-3.18,True,0.08,False
28088,3721.77,short,1.0,41,28129,3764.04,SL_over40,-1.59,True,0.06,True
28100,3782.95,long,4.0,38,28138,3872.12,TP,13.20,False,0.0,False
28193,3876.36,long,2.0,86,28279,3832.34,SL_over40,-3.18,True,0.06,True
28446,3937.77,long,1.0,41,28487,3893.05,SL_over40,-1.59,True,0.06,True
28482,3875.52,long,1.0,15,28497,3966.87,TP,3.30,False,0.0,False
28480,3872.73,short,1.0,17,28497,4019.34,SL,-5.30,False,0.0,False
28547,3860.16,short,2.0,68,28615,3778.27,TP_over40,5.94,True,0.06,True
28620,3742.50,long,4.0,14,28634,3830.72,TP,13.20,False,0.0,False
28667,3887.98,long,2.0,43,28710,3843.82,SL_over40,-3.18,True,0.06,True
28658,3879.03,long,2.0,52,28710,3834.98,SL_over40,-3.18,True,0.06,True
28698,3887.69,long,4.0,47,28745,3970.16,TP_over40,11.88,True,0.06,True
28804,3926.10,long,1.0,152,28956,4009.39,TP_over40,2.97,True,0.06,True
28782,3936.67,long,1.0,182,28964,4020.18,TP_over40,2.97,True,0.06,True
29002,4070.82,short,1.0,25,29027,4224.93,SL,-5.30,False,0.0,False
29036,4231.60,long,2.0,41,29077,4183.54,SL_over40,-3.18,True,0.06,True
29081,4214.55,short,1.0,18,29099,4115.21,TP,3.30,False,0.0,False
29053,4160.35,long,1.0,46,29099,4113.10,SL_over40,-1.59,True,0.08,False
29049,4166.83,long,2.0,50,29099,4119.51,SL_over40,-3.18,True,0.08,False
29017,4170.54,long,1.0,82,29099,4123.17,SL_over40,-1.59,True,0.06,True
29237,4025.06,long,1.0,41,29278,3979.35,SL_over40,-1.59,True,0.06,True
29274,3971.47,short,1.0,6,29280,3877.86,TP,3.30,False,0.0,False
29250,4002.23,long,2.0,30,29280,3850.72,SL,-10.60,False,0.0,False
29320,3892.23,short,4.0,33,29353,3800.48,TP,13.20,False,0.0,False
29405,3846.97,short,1.0,71,29476,3890.66,SL_over40,-1.59,True,0.06,True
29355,3820.23,long,1.0,121,29476,3901.27,TP_over40,2.97,True,0.06,True
29464,3849.56,short,2.0,90,29554,3893.28,SL_over40,-3.18,True,0.06,True
29652,3858.64,short,1.0,46,29698,3776.78,TP_over40,2.97,True,0.06,True
29723,3713.71,long,4.0,27,29750,3573.12,SL,-21.20,False,0.0,False
29713,3718.50,long,1.0,37,29750,3577.73,SL,-5.30,True,0.06,True
29817,3495.83,long,2.0,25,29842,3578.23,TP,6.60,False,0.0,False
29806,3519.09,long,4.0,41,29847,3479.12,SL_over40,-6.36,True,0.06,True
29830,3517.66,long,2.0,20,29850,3384.49,SL,-10.60,False,0.0,False
29811,3483.97,short,4.0,39,29850,3401.85,TP,13.20,True,0.06,True
29872,3252.47,short,1.0,11,29883,3175.80,TP,3.30,False,0.0,False
29893,3334.83,short,1.0,47,29940,3372.70,SL_over40,-1.59,True,0.06,True
29903,3325.15,short,1.0,41,29944,3362.91,SL_over40,-1.59,True,0.06,True
29922,3294.51,short,4.0,23,29945,3419.23,SL,-21.20,False,0.0,False
29943,3390.17,long,4.0,10,29953,3470.08,TP,13.20,False,0.0,False
29957,3455.12,long,2.0,41,29998,3415.88,SL_over40,-3.18,True,0.06,True
29947,3437.48,short,4.0,52,29999,3396.38,EOD,6.70,True,0.06,True
29975,3403.74,long,1.0,24,29999,3396.38,EOD,-0.30,False,0.0,False
