排名,止损延迟(K线),止损延迟(分钟),K1涨跌幅%,总交易数,胜率%,总盈亏USDT,收益率%,盈亏比,平均持仓K线数
420,33,495,0.33,252,64.68,29.6000,11.75,1.83,31.0
421,37,555,0.3,317,64.67,37.2000,11.74,1.83,33.7
422,38,570,0.3,317,64.67,37.2000,11.74,1.83,33.9
423,39,585,0.3,317,64.67,37.2000,11.74,1.83,34.1
424,43,645,0.24,478,64.64,56.0000,11.72,1.83,38.5
425,48,720,0.23,509,64.64,59.6000,11.71,1.83,41.0
426,34,510,0.31,294,64.63,34.4000,11.70,1.83,31.9
427,35,525,0.31,294,64.63,34.4000,11.70,1.83,32.1
428,36,540,0.31,294,64.63,34.4000,11.70,1.83,32.4
429,41,615,0.27,384,64.58,44.8000,11.67,1.82,36.3
430,33,495,0.37,189,64.55,22.0000,11.64,1.82,30.7
431,49,735,0.22,561,64.53,65.2000,11.62,1.82,41.1
432,50,750,0.22,561,64.53,65.2000,11.62,1.82,41.4
433,41,615,0.28,358,64.53,41.6000,11.62,1.82,36.2
434,41,615,0.25,439,64.46,50.8000,11.57,1.81,36.7
435,16,240,0.44,121,64.46,14.0000,11.57,1.81,22.6
436,17,255,0.44,121,64.46,14.0000,11.57,1.81,22.8
437,18,270,0.44,121,64.46,14.0000,11.57,1.81,23.3
438,19,285,0.44,121,64.46,14.0000,11.57,1.81,23.8
439,20,300,0.44,121,64.46,14.0000,11.57,1.81,24.0
440,21,315,0.44,121,64.46,14.0000,11.57,1.81,24.8
441,22,330,0.44,121,64.46,14.0000,11.57,1.81,25.1
442,30,450,0.32,270,64.44,31.2000,11.56,1.81,30.8
443,31,465,0.32,270,64.44,31.2000,11.56,1.81,31.0
444,32,480,0.32,270,64.44,31.2000,11.56,1.81,31.2
445,33,495,0.29,340,64.41,39.2000,11.53,1.81,32.5
446,33,495,0.34,233,64.38,26.8000,11.50,1.81,31.6
447,33,495,0.36,202,64.36,23.2000,11.49,1.81,31.6
448,34,510,0.3,317,64.35,36.4000,11.48,1.81,32.7
449,35,525,0.3,317,64.35,36.4000,11.48,1.81,32.9
450,36,540,0.3,317,64.35,36.4000,11.48,1.81,33.2
451,48,720,0.22,561,64.35,64.4000,11.48,1.80,40.8
452,23,345,0.43,129,64.34,14.8000,11.47,1.80,25.9
453,24,360,0.43,129,64.34,14.8000,11.47,1.80,26.1
454,25,375,0.43,129,64.34,14.8000,11.47,1.80,26.3
455,29,435,0.39,171,64.33,19.6000,11.46,1.80,29.3
456,40,600,0.27,384,64.32,44.0000,11.46,1.80,35.9
457,42,630,0.26,412,64.32,47.2000,11.46,1.80,37.8
458,34,510,0.35,213,64.32,24.4000,11.46,1.80,32.0
459,35,525,0.35,213,64.32,24.4000,11.46,1.80,32.2
460,36,540,0.35,213,64.32,24.4000,11.46,1.80,32.5
461,33,495,0.31,294,64.29,33.6000,11.43,1.80,31.4
462,40,600,0.28,358,64.25,40.8000,11.40,1.80,35.8
463,44,660,0.23,509,64.24,58.0000,11.39,1.80,39.2
464,45,675,0.23,509,64.24,58.0000,11.39,1.80,39.4
465,46,690,0.23,509,64.24,58.0000,11.39,1.80,39.7
466,47,705,0.23,509,64.24,58.0000,11.39,1.80,39.9
467,40,600,0.25,439,64.24,50.0000,11.39,1.80,36.4
468,26,390,0.42,137,64.23,15.6000,11.39,1.80,27.0
469,27,405,0.42,137,64.23,15.6000,11.39,1.80,27.2
470,28,420,0.42,137,64.23,15.6000,11.39,1.80,27.4
471,29,435,0.42,137,64.23,15.6000,11.39,1.80,27.8
472,42,630,0.24,478,64.23,54.4000,11.38,1.80,38.1
473,49,735,0.21,624,64.10,70.4000,11.28,1.79,42.2
474,50,750,0.21,624,64.10,70.4000,11.28,1.79,42.5
475,41,615,0.26,412,64.08,46.4000,11.26,1.78,36.8
476,37,555,0.27,384,64.06,43.2000,11.25,1.78,35.0
477,38,570,0.27,384,64.06,43.2000,11.25,1.78,35.4
478,39,585,0.27,384,64.06,43.2000,11.25,1.78,35.6
479,43,645,0.23,509,64.05,57.2000,11.24,1.78,38.8
480,33,495,0.3,317,64.04,35.6000,11.23,1.78,32.2
481,11,165,0.45,114,64.04,12.8000,11.23,1.78,20.2
482,12,180,0.45,114,64.04,12.8000,11.23,1.78,20.3
483,13,195,0.45,114,64.04,12.8000,11.23,1.78,20.5
484,14,210,0.45,114,64.04,12.8000,11.23,1.78,20.8
485,15,225,0.45,114,64.04,12.8000,11.23,1.78,21.0
486,30,450,0.37,189,64.02,21.2000,11.22,1.78,30.0
487,31,465,0.37,189,64.02,21.2000,11.22,1.78,30.2
488,32,480,0.37,189,64.02,21.2000,11.22,1.78,30.5
489,41,615,0.24,478,64.02,53.6000,11.21,1.78,37.1
490,37,555,0.25,439,64.01,49.2000,11.21,1.78,35.6
491,38,570,0.25,439,64.01,49.2000,11.21,1.78,35.9
492,39,585,0.25,439,64.01,49.2000,11.21,1.78,36.1
493,26,390,0.41,150,64.00,16.8000,11.20,1.78,28.6
494,27,405,0.41,150,64.00,16.8000,11.20,1.78,28.8
495,28,420,0.41,150,64.00,16.8000,11.20,1.78,29.0
496,29,435,0.41,150,64.00,16.8000,11.20,1.78,29.3
497,47,705,0.22,561,63.99,62.8000,11.19,1.78,39.8
498,37,555,0.28,358,63.97,40.0000,11.17,1.78,35.0
499,38,570,0.28,358,63.97,40.0000,11.17,1.78,35.2
500,39,585,0.28,358,63.97,40.0000,11.17,1.78,35.4
501,48,720,0.21,624,63.94,69.6000,11.15,1.77,41.9
502,49,735,0.2,671,63.93,74.8000,11.15,1.77,42.3
503,50,750,0.2,671,63.93,74.8000,11.15,1.77,42.6
504,8,120,0.46,108,63.89,12.0000,11.11,1.77,18.1
505,9,135,0.46,108,63.89,12.0000,11.11,1.77,18.3
506,10,150,0.46,108,63.89,12.0000,11.11,1.77,18.6
507,30,450,0.33,252,63.89,28.0000,11.11,1.77,30.2
508,31,465,0.33,252,63.89,28.0000,11.11,1.77,30.4
509,32,480,0.33,252,63.89,28.0000,11.11,1.77,30.7
510,30,450,0.36,202,63.86,22.4000,11.09,1.77,30.9
511,31,465,0.36,202,63.86,22.4000,11.09,1.77,31.1
512,32,480,0.36,202,63.86,22.4000,11.09,1.77,31.4
513,33,495,0.35,213,63.85,23.6000,11.08,1.77,31.3
514,40,600,0.26,412,63.83,45.6000,11.07,1.77,36.4
515,44,660,0.22,561,63.81,62.0000,11.05,1.76,39.1
516,45,675,0.22,561,63.81,62.0000,11.05,1.76,39.3
517,46,690,0.22,561,63.81,62.0000,11.05,1.76,39.6
518,40,600,0.24,478,63.81,52.8000,11.05,1.76,36.8
519,34,510,0.27,384,63.80,42.4000,11.04,1.76,34.1
520,35,525,0.27,384,63.80,42.4000,11.04,1.76,34.3
521,36,540,0.27,384,63.80,42.4000,11.04,1.76,34.6
522,48,720,0.2,671,63.79,74.0000,11.03,1.76,42.0
523,36,540,0.25,439,63.78,48.4000,11.03,1.76,35.1
524,26,390,0.39,171,63.74,18.8000,10.99,1.76,28.5
525,27,405,0.39,171,63.74,18.8000,10.99,1.76,28.7
526,28,420,0.39,171,63.74,18.8000,10.99,1.76,28.9
527,29,435,0.38,179,63.69,19.6000,10.95,1.75,29.4
528,34,510,0.28,358,63.69,39.2000,10.95,1.75,34.1
529,35,525,0.28,358,63.69,39.2000,10.95,1.75,34.3
530,36,540,0.28,358,63.69,39.2000,10.95,1.75,34.5
531,42,630,0.23,509,63.65,55.6000,10.92,1.75,38.4
532,11,165,0.44,121,63.64,13.2000,10.91,1.75,21.5
533,12,180,0.44,121,63.64,13.2000,10.91,1.75,21.6
534,13,195,0.44,121,63.64,13.2000,10.91,1.75,21.8
535,14,210,0.44,121,63.64,13.2000,10.91,1.75,22.0
536,15,225,0.44,121,63.64,13.2000,10.91,1.75,22.3
537,43,645,0.22,561,63.64,61.2000,10.91,1.75,38.7
538,47,705,0.21,624,63.62,68.0000,10.90,1.75,41.0
539,30,450,0.31,294,63.61,32.0000,10.88,1.75,30.6
540,31,465,0.31,294,63.61,32.0000,10.88,1.75,30.8
541,32,480,0.31,294,63.61,32.0000,10.88,1.75,31.1
542,37,555,0.24,478,63.60,52.0000,10.88,1.75,36.0
543,38,570,0.24,478,63.60,52.0000,10.88,1.75,36.3
544,39,585,0.24,478,63.60,52.0000,10.88,1.75,36.5
545,37,555,0.26,412,63.59,44.8000,10.87,1.75,35.6
546,38,570,0.26,412,63.59,44.8000,10.87,1.75,35.9
547,39,585,0.26,412,63.59,44.8000,10.87,1.75,36.1
548,16,240,0.43,129,63.57,14.0000,10.85,1.74,22.9
549,17,255,0.43,129,63.57,14.0000,10.85,1.74,23.1
550,18,270,0.43,129,63.57,14.0000,10.85,1.74,23.5
551,19,285,0.43,129,63.57,14.0000,10.85,1.74,24.0
552,20,300,0.43,129,63.57,14.0000,10.85,1.74,24.2
553,21,315,0.43,129,63.57,14.0000,10.85,1.74,24.9
554,22,330,0.43,129,63.57,14.0000,10.85,1.74,25.2
555,34,510,0.25,439,63.55,47.6000,10.84,1.74,34.6
556,35,525,0.25,439,63.55,47.6000,10.84,1.74,34.8
557,33,495,0.27,384,63.54,41.6000,10.83,1.74,33.7
558,30,450,0.29,340,63.53,36.8000,10.82,1.74,31.6
559,31,465,0.29,340,63.53,36.8000,10.82,1.74,31.8
560,32,480,0.29,340,63.53,36.8000,10.82,1.74,32.2
561,26,390,0.4,159,63.52,17.2000,10.82,1.74,28.3
562,27,405,0.4,159,63.52,17.2000,10.82,1.74,28.4
563,28,420,0.4,159,63.52,17.2000,10.82,1.74,28.6
564,29,435,0.4,159,63.52,17.2000,10.82,1.74,29.0
565,30,450,0.34,233,63.52,25.2000,10.82,1.74,30.8
566,31,465,0.34,233,63.52,25.2000,10.82,1.74,31.0
567,32,480,0.34,233,63.52,25.2000,10.82,1.74,31.3
568,23,345,0.42,137,63.50,14.8000,10.80,1.74,26.4
569,24,360,0.42,137,63.50,14.8000,10.80,1.74,26.6
570,25,375,0.42,137,63.50,14.8000,10.80,1.74,26.8
571,47,705,0.2,671,63.49,72.4000,10.79,1.74,41.1
572,44,660,0.21,624,63.46,67.2000,10.77,1.74,40.2
573,45,675,0.21,624,63.46,67.2000,10.77,1.74,40.5
574,46,690,0.21,624,63.46,67.2000,10.77,1.74,40.7
575,41,615,0.23,509,63.46,54.8000,10.77,1.74,37.5
576,33,495,0.28,358,63.41,38.4000,10.73,1.73,33.6
577,36,540,0.24,478,63.39,51.2000,10.71,1.73,35.5
578,30,450,0.35,213,63.38,22.8000,10.70,1.73,30.5
579,31,465,0.35,213,63.38,22.8000,10.70,1.73,30.8
580,32,480,0.35,213,63.38,22.8000,10.70,1.73,31.0
581,34,510,0.26,412,63.35,44.0000,10.68,1.73,34.6
582,35,525,0.26,412,63.35,44.0000,10.68,1.73,34.8
583,36,540,0.26,412,63.35,44.0000,10.68,1.73,35.1
584,46,690,0.2,671,63.34,71.6000,10.67,1.73,40.8
585,23,345,0.41,150,63.33,16.0000,10.67,1.73,28.0
586,24,360,0.41,150,63.33,16.0000,10.67,1.73,28.2
587,25,375,0.41,150,63.33,16.0000,10.67,1.73,28.4
588,29,435,0.32,270,63.33,28.8000,10.67,1.73,30.4
589,33,495,0.25,439,63.33,46.8000,10.66,1.73,34.2
590,43,645,0.21,624,63.30,66.4000,10.64,1.72,39.7
591,42,630,0.22,561,63.28,59.6000,10.62,1.72,38.3
592,40,600,0.23,509,63.26,54.0000,10.61,1.72,37.2
593,44,660,0.2,671,63.19,70.8000,10.55,1.72,40.2
594,45,675,0.2,671,63.19,70.8000,10.55,1.72,40.5
595,34,510,0.24,478,63.18,50.4000,10.54,1.72,35.0
596,35,525,0.24,478,63.18,50.4000,10.54,1.72,35.2
597,8,120,0.45,114,63.16,12.0000,10.53,1.71,18.9
598,9,135,0.45,114,63.16,12.0000,10.53,1.71,19.1
599,10,150,0.45,114,63.16,12.0000,10.53,1.71,19.4
600,23,345,0.39,171,63.16,18.0000,10.53,1.71,27.9
601,24,360,0.39,171,63.16,18.0000,10.53,1.71,28.1
602,25,375,0.39,171,63.16,18.0000,10.53,1.71,28.3
603,26,390,0.38,179,63.13,18.8000,10.50,1.71,28.6
604,27,405,0.38,179,63.13,18.8000,10.50,1.71,28.8
605,28,420,0.38,179,63.13,18.8000,10.50,1.71,29.1
606,33,495,0.26,412,63.11,43.2000,10.49,1.71,34.2
607,41,615,0.22,561,63.10,58.8000,10.48,1.71,37.5
608,30,450,0.3,317,63.09,33.2000,10.47,1.71,31.4
609,31,465,0.3,317,63.09,33.2000,10.47,1.71,31.6
610,32,480,0.3,317,63.09,33.2000,10.47,1.71,31.9
611,37,555,0.23,509,63.06,53.2000,10.45,1.71,36.2
612,38,570,0.23,509,63.06,53.2000,10.45,1.71,36.5
613,39,585,0.23,509,63.06,53.2000,10.45,1.71,36.9
614,43,645,0.2,671,63.04,70.0000,10.43,1.71,39.8
615,42,630,0.21,624,62.98,64.8000,10.38,1.70,39.4
616,33,495,0.24,478,62.97,49.6000,10.38,1.70,34.7
617,6,90,0.46,108,62.96,11.2000,10.37,1.70,17.7
618,7,105,0.46,108,62.96,11.2000,10.37,1.70,17.8
619,26,390,0.32,270,62.96,28.0000,10.37,1.70,29.6
620,27,405,0.32,270,62.96,28.0000,10.37,1.70,29.8
621,28,420,0.32,270,62.96,28.0000,10.37,1.70,30.1
622,29,435,0.37,189,62.96,19.6000,10.37,1.70,29.7
623,40,600,0.22,561,62.92,58.0000,10.34,1.70,37.2
624,23,345,0.4,159,62.89,16.4000,10.31,1.69,27.6
625,24,360,0.4,159,62.89,16.4000,10.31,1.69,27.8
626,25,375,0.4,159,62.89,16.4000,10.31,1.69,28.0
627,29,435,0.36,202,62.87,20.8000,10.30,1.69,30.6
628,36,540,0.23,509,62.87,52.4000,10.29,1.69,35.8
629,41,615,0.21,624,62.82,64.0000,10.26,1.69,38.6
630,8,120,0.44,121,62.81,12.4000,10.25,1.69,20.3
631,9,135,0.44,121,62.81,12.4000,10.25,1.69,20.5
632,10,150,0.44,121,62.81,12.4000,10.25,1.69,20.7
633,49,735,0.19,726,62.81,74.4000,10.25,1.69,42.6
634,50,750,0.19,726,62.81,74.4000,10.25,1.69,42.9
635,11,165,0.43,129,62.79,13.2000,10.23,1.69,21.6
636,12,180,0.43,129,62.79,13.2000,10.23,1.69,21.8
637,13,195,0.43,129,62.79,13.2000,10.23,1.69,22.0
638,14,210,0.43,129,62.79,13.2000,10.23,1.69,22.3
639,15,225,0.43,129,62.79,13.2000,10.23,1.69,22.5
640,16,240,0.42,137,62.77,14.0000,10.22,1.69,23.5
641,17,255,0.42,137,62.77,14.0000,10.22,1.69,23.7
642,18,270,0.42,137,62.77,14.0000,10.22,1.69,24.1
643,19,285,0.42,137,62.77,14.0000,10.22,1.69,24.6
644,20,300,0.42,137,62.77,14.0000,10.22,1.69,24.8
645,21,315,0.42,137,62.77,14.0000,10.22,1.69,25.4
646,22,330,0.42,137,62.77,14.0000,10.22,1.69,25.8
647,30,450,0.27,384,62.76,39.2000,10.21,1.69,32.8
648,31,465,0.27,384,62.76,39.2000,10.21,1.69,33.0
649,32,480,0.27,384,62.76,39.2000,10.21,1.69,33.4
650,38,570,0.22,561,62.75,57.2000,10.20,1.68,36.5
651,39,585,0.22,561,62.75,57.2000,10.20,1.68,36.9
652,42,630,0.2,671,62.74,68.4000,10.19,1.68,39.4
653,29,435,0.33,252,62.70,25.6000,10.16,1.68,29.8
654,48,720,0.19,726,62.67,73.6000,10.14,1.68,42.2
655,34,510,0.23,509,62.67,51.6000,10.14,1.68,35.3
656,35,525,0.23,509,62.67,51.6000,10.14,1.68,35.5
657,21,315,0.41,150,62.67,15.2000,10.13,1.68,27.1
658,22,330,0.41,150,62.67,15.2000,10.13,1.68,27.4
659,40,600,0.21,624,62.66,63.2000,10.13,1.68,38.3
660,29,435,0.29,340,62.65,34.4000,10.12,1.68,31.2
661,31,465,0.25,439,62.64,44.4000,10.11,1.68,33.6
662,32,480,0.25,439,62.64,44.4000,10.11,1.68,34.0
663,41,615,0.2,671,62.59,67.6000,10.07,1.67,38.7
664,25,375,0.32,270,62.59,27.2000,10.07,1.67,29.4
665,29,435,0.31,294,62.59,29.6000,10.07,1.67,30.2
666,21,315,0.39,171,62.57,17.2000,10.06,1.67,27.1
667,22,330,0.39,171,62.57,17.2000,10.06,1.67,27.4
668,23,345,0.38,179,62.57,18.0000,10.06,1.67,28.0
669,24,360,0.38,179,62.57,18.0000,10.06,1.67,28.2
670,25,375,0.38,179,62.57,18.0000,10.06,1.67,28.4
671,30,450,0.28,358,62.57,36.0000,10.06,1.67,32.7
672,31,465,0.28,358,62.57,36.0000,10.06,1.67,32.9
673,32,480,0.28,358,62.57,36.0000,10.06,1.67,33.3
674,37,555,0.22,561,62.57,56.4000,10.05,1.67,36.2
675,38,570,0.21,624,62.50,62.4000,10.00,1.67,37.7
676,39,585,0.21,624,62.50,62.4000,10.00,1.67,38.0
677,33,495,0.23,509,62.48,50.8000,9.98,1.66,34.9
678,40,600,0.2,671,62.44,66.8000,9.96,1.66,38.4
679,29,435,0.35,213,62.44,21.2000,9.95,1.66,30.3
680,26,390,0.37,189,62.43,18.8000,9.95,1.66,29.0
681,27,405,0.37,189,62.43,18.8000,9.95,1.66,29.2
682,28,420,0.37,189,62.43,18.8000,9.95,1.66,29.4
683,30,450,0.25,439,62.41,43.6000,9.93,1.66,33.4
684,47,705,0.19,726,62.40,72.0000,9.92,1.66,41.4
685,36,540,0.22,561,62.39,55.6000,9.91,1.66,35.8
686,30,450,0.26,412,62.38,40.8000,9.90,1.66,33.4
687,31,465,0.26,412,62.38,40.8000,9.90,1.66,33.6
688,32,480,0.26,412,62.38,40.8000,9.90,1.66,33.9
689,26,390,0.36,202,62.38,20.0000,9.90,1.66,29.8
690,27,405,0.36,202,62.38,20.0000,9.90,1.66,30.0
691,28,420,0.36,202,62.38,20.0000,9.90,1.66,30.3
692,28,420,0.29,340,62.35,33.6000,9.88,1.66,30.9
693,31,465,0.24,478,62.34,47.2000,9.87,1.66,34.1
694,32,480,0.24,478,62.34,47.2000,9.87,1.66,34.4
695,37,555,0.21,624,62.34,61.6000,9.87,1.66,37.4
696,49,735,0.18,778,62.34,76.8000,9.87,1.66,42.7
697,50,750,0.18,778,62.34,76.8000,9.87,1.66,43.0
698,26,390,0.33,252,62.30,24.8000,9.84,1.65,29.1
699,27,405,0.33,252,62.30,24.8000,9.84,1.65,29.3
700,28,420,0.33,252,62.30,24.8000,9.84,1.65,29.5
701,38,570,0.2,671,62.30,66.0000,9.84,1.65,37.8
702,39,585,0.2,671,62.30,66.0000,9.84,1.65,38.1
703,6,90,0.45,114,62.28,11.2000,9.82,1.65,18.2
704,7,105,0.45,114,62.28,11.2000,9.82,1.65,18.3
705,21,315,0.4,159,62.26,15.6000,9.81,1.65,26.8
706,22,330,0.4,159,62.26,15.6000,9.81,1.65,27.1
707,46,690,0.19,726,62.26,71.2000,9.81,1.65,41.1
708,26,390,0.31,294,62.24,28.8000,9.80,1.65,29.4
709,27,405,0.31,294,62.24,28.8000,9.80,1.65,29.6
710,28,420,0.31,294,62.24,28.8000,9.80,1.65,29.9
711,29,435,0.34,233,62.23,22.8000,9.79,1.65,30.4
712,23,345,0.32,270,62.22,26.4000,9.78,1.65,28.9
713,24,360,0.32,270,62.22,26.4000,9.78,1.65,29.1
714,48,720,0.18,778,62.21,76.0000,9.77,1.65,42.3
715,34,510,0.22,561,62.21,54.8000,9.77,1.65,35.3
716,35,525,0.22,561,62.21,54.8000,9.77,1.65,35.5
717,36,540,0.21,624,62.18,60.8000,9.74,1.64,37.0
718,37,555,0.2,671,62.15,65.2000,9.72,1.64,37.5
719,29,435,0.3,317,62.15,30.8000,9.72,1.64,31.0
720,30,450,0.24,478,62.13,46.4000,9.71,1.64,33.8
721,44,660,0.19,726,62.12,70.4000,9.70,1.64,40.4
722,45,675,0.19,726,62.12,70.4000,9.70,1.64,40.6
723,26,390,0.29,340,62.06,32.8000,9.65,1.64,30.4
724,27,405,0.29,340,62.06,32.8000,9.65,1.64,30.6
725,11,165,0.42,137,62.04,13.2000,9.64,1.63,22.3
726,12,180,0.42,137,62.04,13.2000,9.64,1.63,22.4
727,13,195,0.42,137,62.04,13.2000,9.64,1.63,22.6
728,14,210,0.42,137,62.04,13.2000,9.64,1.63,23.0
729,15,225,0.42,137,62.04,13.2000,9.64,1.63,23.2
730,5,75,0.46,108,62.04,10.4000,9.63,1.63,17.4
731,33,495,0.22,561,62.03,54.0000,9.63,1.63,35.0
732,34,510,0.21,624,62.02,60.0000,9.62,1.63,36.5
733,35,525,0.21,624,62.02,60.0000,9.62,1.63,36.7
734,8,120,0.43,129,62.02,12.4000,9.61,1.63,20.5
735,9,135,0.43,129,62.02,12.4000,9.61,1.63,20.7
736,10,150,0.43,129,62.02,12.4000,9.61,1.63,21.0
737,21,315,0.38,179,62.01,17.2000,9.61,1.63,27.2
738,22,330,0.38,179,62.01,17.2000,9.61,1.63,27.5
739,16,240,0.41,150,62.00,14.4000,9.60,1.63,25.3
740,17,255,0.41,150,62.00,14.4000,9.60,1.63,25.5
741,18,270,0.41,150,62.00,14.4000,9.60,1.63,25.9
742,19,285,0.41,150,62.00,14.4000,9.60,1.63,26.3
743,20,300,0.41,150,62.00,14.4000,9.60,1.63,26.5
744,36,540,0.2,671,62.00,64.4000,9.60,1.63,37.1
745,16,240,0.39,171,61.99,16.4000,9.59,1.63,25.4
746,17,255,0.39,171,61.99,16.4000,9.59,1.63,25.6
747,18,270,0.39,171,61.99,16.4000,9.59,1.63,25.9
748,19,285,0.39,171,61.99,16.4000,9.59,1.63,26.3
749,20,300,0.39,171,61.99,16.4000,9.59,1.63,26.5
750,6,90,0.44,121,61.98,11.6000,9.59,1.63,19.5
751,7,105,0.44,121,61.98,11.6000,9.59,1.63,19.6
752,43,645,0.19,726,61.98,69.6000,9.59,1.63,40.0
753,26,390,0.35,213,61.97,20.4000,9.58,1.63,29.5
754,27,405,0.35,213,61.97,20.4000,9.58,1.63,29.7
755,28,420,0.35,213,61.97,20.4000,9.58,1.63,30.0
756,47,705,0.18,778,61.95,74.4000,9.56,1.63,41.6
757,23,345,0.37,189,61.90,18.0000,9.52,1.62,28.4
758,24,360,0.37,189,61.90,18.0000,9.52,1.62,28.6
759,25,375,0.31,294,61.90,28.0000,9.52,1.62,29.1
760,25,375,0.33,252,61.90,24.0000,9.52,1.62,28.8
761,25,375,0.37,189,61.90,18.0000,9.52,1.62,28.8
762,31,465,0.23,509,61.89,48.4000,9.51,1.62,34.3
763,32,480,0.23,509,61.89,48.4000,9.51,1.62,34.7
764,25,375,0.36,202,61.88,19.2000,9.50,1.62,29.6
765,33,495,0.21,624,61.86,59.2000,9.49,1.62,36.2
766,34,510,0.2,671,61.85,63.6000,9.48,1.62,36.7
767,35,525,0.2,671,61.85,63.6000,9.48,1.62,36.9
768,26,390,0.3,317,61.83,30.0000,9.46,1.62,30.2
769,27,405,0.3,317,61.83,30.0000,9.46,1.62,30.5
770,28,420,0.3,317,61.83,30.0000,9.46,1.62,30.7
771,46,690,0.18,778,61.83,73.6000,9.46,1.62,41.3
772,26,390,0.34,233,61.80,22.0000,9.44,1.62,29.6
773,27,405,0.34,233,61.80,22.0000,9.44,1.62,29.8
774,28,420,0.34,233,61.80,22.0000,9.44,1.62,30.0
775,25,375,0.29,340,61.76,32.0000,9.41,1.62,30.1
776,29,435,0.28,358,61.73,33.6000,9.39,1.61,32.4
777,29,435,0.27,384,61.72,36.0000,9.37,1.61,32.4
778,42,630,0.19,726,61.71,68.0000,9.37,1.61,39.6
779,33,495,0.2,671,61.70,62.8000,9.36,1.61,36.3
780,44,660,0.18,778,61.70,72.8000,9.36,1.61,40.5
781,45,675,0.18,778,61.70,72.8000,9.36,1.61,40.8
782,30,450,0.23,509,61.69,47.6000,9.35,1.61,34.1
783,49,735,0.17,858,61.66,80.0000,9.32,1.61,43.7
784,50,750,0.17,858,61.66,80.0000,9.32,1.61,44.0
785,16,240,0.4,159,61.64,14.8000,9.31,1.61,25.0
786,17,255,0.4,159,61.64,14.8000,9.31,1.61,25.2
787,18,270,0.4,159,61.64,14.8000,9.31,1.61,25.6
788,19,285,0.4,159,61.64,14.8000,9.31,1.61,26.0
789,20,300,0.4,159,61.64,14.8000,9.31,1.61,26.2
790,49,735,0.15,1008,61.61,93.6000,9.29,1.60,44.6
791,50,750,0.15,1008,61.61,93.6000,9.29,1.60,44.9
792,41,615,0.19,726,61.57,67.2000,9.26,1.60,38.9
793,43,645,0.18,778,61.57,72.0000,9.25,1.60,40.0
794,23,345,0.31,294,61.56,27.2000,9.25,1.60,28.7
795,24,360,0.31,294,61.56,27.2000,9.25,1.60,28.9
796,49,735,0.16,926,61.56,85.6000,9.24,1.60,44.0
797,50,750,0.16,926,61.56,85.6000,9.24,1.60,44.3
798,48,720,0.17,858,61.54,79.2000,9.23,1.60,43.3
799,25,375,0.3,317,61.51,29.2000,9.21,1.60,30.0
800,23,345,0.33,252,61.51,23.2000,9.21,1.60,28.3
801,24,360,0.33,252,61.51,23.2000,9.21,1.60,28.5
802,48,720,0.15,1008,61.51,92.8000,9.21,1.60,44.3
803,29,435,0.25,439,61.50,40.4000,9.20,1.60,33.0
804,25,375,0.35,213,61.50,19.6000,9.20,1.60,29.3
805,31,465,0.22,561,61.50,51.6000,9.20,1.60,34.4
806,32,480,0.22,561,61.50,51.6000,9.20,1.60,34.7
807,21,315,0.32,270,61.48,24.8000,9.19,1.60,28.1
808,22,330,0.32,270,61.48,24.8000,9.19,1.60,28.5
809,23,345,0.29,340,61.47,31.2000,9.18,1.60,29.6
810,24,360,0.29,340,61.47,31.2000,9.18,1.60,29.8
811,16,240,0.38,179,61.45,16.4000,9.16,1.59,25.5
812,17,255,0.38,179,61.45,16.4000,9.16,1.59,25.7
813,18,270,0.38,179,61.45,16.4000,9.16,1.59,26.1
814,19,285,0.38,179,61.45,16.4000,9.16,1.59,26.5
815,20,300,0.38,179,61.45,16.4000,9.16,1.59,26.6
816,28,420,0.28,358,61.45,32.8000,9.16,1.59,32.1
817,48,720,0.16,926,61.45,84.8000,9.16,1.59,43.7
818,40,600,0.19,726,61.43,66.4000,9.15,1.59,38.6
819,29,435,0.26,412,61.41,37.6000,9.13,1.59,33.0
820,5,75,0.45,114,61.40,10.4000,9.12,1.59,17.9
821,11,165,0.39,171,61.40,15.6000,9.12,1.59,23.9
822,12,180,0.39,171,61.40,15.6000,9.12,1.59,24.1
823,13,195,0.39,171,61.40,15.6000,9.12,1.59,24.6
824,14,210,0.39,171,61.40,15.6000,9.12,1.59,24.9
825,15,225,0.39,171,61.40,15.6000,9.12,1.59,25.1
826,23,345,0.36,202,61.39,18.4000,9.11,1.59,29.1
827,24,360,0.36,202,61.39,18.4000,9.11,1.59,29.3
828,31,465,0.21,624,61.38,56.8000,9.10,1.59,35.6
829,32,480,0.21,624,61.38,56.8000,9.10,1.59,35.9
830,21,315,0.37,189,61.38,17.2000,9.10,1.59,27.6
831,22,330,0.37,189,61.38,17.2000,9.10,1.59,27.9
832,25,375,0.34,233,61.37,21.2000,9.10,1.59,29.3
833,11,165,0.41,150,61.33,13.6000,9.07,1.59,23.8
834,12,180,0.41,150,61.33,13.6000,9.07,1.59,23.9
835,13,195,0.41,150,61.33,13.6000,9.07,1.59,24.5
836,14,210,0.41,150,61.33,13.6000,9.07,1.59,24.8
837,15,225,0.41,150,61.33,13.6000,9.07,1.59,25.0
838,30,450,0.22,561,61.32,50.8000,9.06,1.59,34.2
839,8,120,0.42,137,61.31,12.4000,9.05,1.58,21.2
840,9,135,0.42,137,61.31,12.4000,9.05,1.58,21.4
841,10,150,0.42,137,61.31,12.4000,9.05,1.58,21.6
