排名,止损延迟(K线),止损延迟(分钟),K1涨跌幅%,总交易数,胜率%,总盈亏USDT,收益率%,盈亏比,平均持仓K线数
158,31,465,0.45,114,67.54,16.0000,14.04,2.08,25.9
159,32,480,0.45,114,67.54,16.0000,14.04,2.08,26.1
160,33,495,0.43,129,67.44,18.0000,13.95,2.07,28.1
161,43,645,0.32,270,67.41,37.6000,13.93,2.07,35.2
162,44,660,0.32,270,67.41,37.6000,13.93,2.07,35.5
163,45,675,0.32,270,67.41,37.6000,13.93,2.07,35.7
164,46,690,0.32,270,67.41,37.6000,13.93,2.07,36.0
165,47,705,0.32,270,67.41,37.6000,13.93,2.07,36.2
166,49,735,0.29,340,67.35,47.2000,13.88,2.06,39.1
167,50,750,0.29,340,67.35,47.2000,13.88,2.06,39.4
168,49,735,0.31,294,67.35,40.8000,13.88,2.06,38.0
169,50,750,0.31,294,67.35,40.8000,13.88,2.06,38.3
170,37,555,0.41,150,67.33,20.8000,13.87,2.06,32.3
171,38,570,0.41,150,67.33,20.8000,13.87,2.06,32.5
172,39,585,0.41,150,67.33,20.8000,13.87,2.06,32.7
173,43,645,0.36,202,67.33,28.0000,13.86,2.06,35.7
174,44,660,0.36,202,67.33,28.0000,13.86,2.06,36.0
175,45,675,0.36,202,67.33,28.0000,13.86,2.06,36.2
176,46,690,0.36,202,67.33,28.0000,13.86,2.06,36.4
177,47,705,0.36,202,67.33,28.0000,13.86,2.06,36.7
178,40,600,0.4,159,67.30,22.0000,13.84,2.06,32.9
179,37,555,0.39,171,67.25,23.6000,13.80,2.05,32.1
180,38,570,0.39,171,67.25,23.6000,13.80,2.05,32.3
181,39,585,0.39,171,67.25,23.6000,13.80,2.05,32.5
182,34,510,0.42,137,67.15,18.8000,13.72,2.04,29.8
183,35,525,0.42,137,67.15,18.8000,13.72,2.04,30.0
184,36,540,0.42,137,67.15,18.8000,13.72,2.04,30.3
185,43,645,0.33,252,67.06,34.4000,13.65,2.04,34.8
186,44,660,0.33,252,67.06,34.4000,13.65,2.04,35.1
187,45,675,0.33,252,67.06,34.4000,13.65,2.04,35.4
188,46,690,0.33,252,67.06,34.4000,13.65,2.04,35.6
189,47,705,0.33,252,67.06,34.4000,13.65,2.04,35.8
190,48,720,0.29,340,67.06,46.4000,13.65,2.04,38.7
191,40,600,0.38,179,67.04,24.4000,13.63,2.03,33.2
192,48,720,0.31,294,67.01,40.0000,13.61,2.03,37.6
193,43,645,0.34,233,66.95,31.6000,13.56,2.03,35.6
194,44,660,0.34,233,66.95,31.6000,13.56,2.03,35.9
195,45,675,0.34,233,66.95,31.6000,13.56,2.03,36.2
196,46,690,0.34,233,66.95,31.6000,13.56,2.03,36.4
197,47,705,0.34,233,66.95,31.6000,13.56,2.03,36.6
198,49,735,0.3,317,66.88,42.8000,13.50,2.02,38.6
199,50,750,0.3,317,66.88,42.8000,13.50,2.02,38.9
200,26,390,0.46,108,66.67,14.4000,13.33,2.00,24.0
201,27,405,0.46,108,66.67,14.4000,13.33,2.00,24.2
202,28,420,0.46,108,66.67,14.4000,13.33,2.00,24.4
203,29,435,0.46,108,66.67,14.4000,13.33,2.00,24.7
204,30,450,0.43,129,66.67,17.2000,13.33,2.00,27.4
205,31,465,0.43,129,66.67,17.2000,13.33,2.00,27.7
206,32,480,0.43,129,66.67,17.2000,13.33,2.00,27.9
207,34,510,0.39,171,66.67,22.8000,13.33,2.00,31.1
208,34,510,0.41,150,66.67,20.0000,13.33,2.00,31.2
209,35,525,0.39,171,66.67,22.8000,13.33,2.00,31.2
210,35,525,0.41,150,66.67,20.0000,13.33,2.00,31.4
211,36,540,0.39,171,66.67,22.8000,13.33,2.00,31.5
212,36,540,0.41,150,66.67,20.0000,13.33,2.00,31.6
213,37,555,0.4,159,66.67,21.2000,13.33,2.00,32.0
214,38,570,0.4,159,66.67,21.2000,13.33,2.00,32.2
215,39,585,0.4,159,66.67,21.2000,13.33,2.00,32.4
216,41,615,0.32,270,66.67,36.0000,13.33,2.00,34.4
217,41,615,0.37,189,66.67,25.2000,13.33,2.00,33.9
218,42,630,0.32,270,66.67,36.0000,13.33,2.00,34.7
219,42,630,0.37,189,66.67,25.2000,13.33,2.00,34.2
220,43,645,0.35,213,66.67,28.4000,13.33,2.00,35.4
221,44,660,0.35,213,66.67,28.4000,13.33,2.00,35.7
222,45,675,0.35,213,66.67,28.4000,13.33,2.00,36.0
223,46,690,0.35,213,66.67,28.4000,13.33,2.00,36.2
224,47,705,0.35,213,66.67,28.4000,13.33,2.00,36.4
225,48,720,0.3,317,66.56,42.0000,13.25,1.99,38.2
226,37,555,0.38,179,66.48,23.6000,13.18,1.98,32.3
227,38,570,0.38,179,66.48,23.6000,13.18,1.98,32.5
228,39,585,0.38,179,66.48,23.6000,13.18,1.98,32.8
229,43,645,0.29,340,66.47,44.8000,13.18,1.98,36.2
230,44,660,0.29,340,66.47,44.8000,13.18,1.98,36.5
231,45,675,0.29,340,66.47,44.8000,13.18,1.98,36.8
232,46,690,0.29,340,66.47,44.8000,13.18,1.98,37.0
233,47,705,0.29,340,66.47,44.8000,13.18,1.98,37.2
234,33,495,0.42,137,66.42,18.0000,13.14,1.98,28.9
235,49,735,0.27,384,66.41,50.4000,13.12,1.98,40.2
236,50,750,0.27,384,66.41,50.4000,13.12,1.98,40.5
237,41,615,0.36,202,66.34,26.4000,13.07,1.97,34.8
238,42,630,0.36,202,66.34,26.4000,13.07,1.97,35.1
239,43,645,0.31,294,66.33,38.4000,13.06,1.97,34.9
240,44,660,0.31,294,66.33,38.4000,13.06,1.97,35.2
241,45,675,0.31,294,66.33,38.4000,13.06,1.97,35.5
242,46,690,0.31,294,66.33,38.4000,13.06,1.97,35.7
243,47,705,0.31,294,66.33,38.4000,13.06,1.97,35.9
244,40,600,0.32,270,66.30,35.2000,13.04,1.97,34.0
245,41,615,0.33,252,66.27,32.8000,13.02,1.96,34.0
246,42,630,0.33,252,66.27,32.8000,13.02,1.96,34.3
247,49,735,0.28,358,66.20,46.4000,12.96,1.96,40.1
248,50,750,0.28,358,66.20,46.4000,12.96,1.96,40.4
249,48,720,0.27,384,66.15,49.6000,12.92,1.95,39.8
250,40,600,0.37,189,66.14,24.4000,12.91,1.95,33.4
251,26,390,0.44,121,66.12,15.6000,12.89,1.95,26.4
252,27,405,0.44,121,66.12,15.6000,12.89,1.95,26.6
253,28,420,0.44,121,66.12,15.6000,12.89,1.95,26.9
254,29,435,0.44,121,66.12,15.6000,12.89,1.95,27.1
255,41,615,0.34,233,66.09,30.0000,12.88,1.95,34.7
256,42,630,0.34,233,66.09,30.0000,12.88,1.95,35.0
257,33,495,0.39,171,66.08,22.0000,12.87,1.95,30.3
258,49,735,0.25,439,66.06,56.4000,12.85,1.95,40.7
259,50,750,0.25,439,66.06,56.4000,12.85,1.95,41.0
260,34,510,0.4,159,66.04,20.4000,12.83,1.94,30.9
261,35,525,0.4,159,66.04,20.4000,12.83,1.94,31.1
262,36,540,0.4,159,66.04,20.4000,12.83,1.94,31.3
263,33,495,0.41,150,66.00,19.2000,12.80,1.94,30.4
264,43,645,0.3,317,65.93,40.4000,12.74,1.94,35.6
265,44,660,0.3,317,65.93,40.4000,12.74,1.94,35.9
266,45,675,0.3,317,65.93,40.4000,12.74,1.94,36.2
267,46,690,0.3,317,65.93,40.4000,12.74,1.94,36.4
268,47,705,0.3,317,65.93,40.4000,12.74,1.94,36.7
269,37,555,0.32,270,65.93,34.4000,12.74,1.93,33.1
270,38,570,0.32,270,65.93,34.4000,12.74,1.93,33.3
271,39,585,0.32,270,65.93,34.4000,12.74,1.93,33.6
272,34,510,0.38,179,65.92,22.8000,12.74,1.93,31.1
273,35,525,0.38,179,65.92,22.8000,12.74,1.93,31.3
274,36,540,0.38,179,65.92,22.8000,12.74,1.93,31.7
275,48,720,0.28,358,65.92,45.6000,12.74,1.93,39.7
276,42,630,0.29,340,65.88,43.2000,12.71,1.93,35.8
277,40,600,0.33,252,65.87,32.0000,12.70,1.93,33.5
278,40,600,0.36,202,65.84,25.6000,12.67,1.93,34.3
279,48,720,0.25,439,65.83,55.6000,12.67,1.93,40.4
280,26,390,0.45,114,65.79,14.4000,12.63,1.92,24.7
281,27,405,0.45,114,65.79,14.4000,12.63,1.92,24.9
282,28,420,0.45,114,65.79,14.4000,12.63,1.92,25.1
283,29,435,0.45,114,65.79,14.4000,12.63,1.92,25.3
284,49,735,0.26,412,65.78,52.0000,12.62,1.92,41.0
285,50,750,0.26,412,65.78,52.0000,12.62,1.92,41.3
286,16,240,0.46,108,65.74,13.6000,12.59,1.92,20.6
287,17,255,0.46,108,65.74,13.6000,12.59,1.92,20.9
288,18,270,0.46,108,65.74,13.6000,12.59,1.92,21.4
289,19,285,0.46,108,65.74,13.6000,12.59,1.92,21.9
290,20,300,0.46,108,65.74,13.6000,12.59,1.92,22.1
291,21,315,0.46,108,65.74,13.6000,12.59,1.92,22.9
292,22,330,0.46,108,65.74,13.6000,12.59,1.92,23.1
293,23,345,0.46,108,65.74,13.6000,12.59,1.92,23.3
294,24,360,0.46,108,65.74,13.6000,12.59,1.92,23.5
295,25,375,0.46,108,65.74,13.6000,12.59,1.92,23.7
296,41,615,0.35,213,65.73,26.8000,12.58,1.92,34.6
297,42,630,0.35,213,65.73,26.8000,12.58,1.92,34.9
298,30,450,0.42,137,65.69,17.2000,12.55,1.91,28.2
299,31,465,0.42,137,65.69,17.2000,12.55,1.91,28.5
300,32,480,0.42,137,65.69,17.2000,12.55,1.91,28.7
301,40,600,0.34,233,65.67,29.2000,12.53,1.91,34.3
302,41,615,0.31,294,65.65,36.8000,12.52,1.91,34.1
303,42,630,0.31,294,65.65,36.8000,12.52,1.91,34.4
304,44,660,0.27,384,65.62,48.0000,12.50,1.91,37.8
305,45,675,0.27,384,65.62,48.0000,12.50,1.91,38.0
306,46,690,0.27,384,65.62,48.0000,12.50,1.91,38.2
307,47,705,0.27,384,65.62,48.0000,12.50,1.91,38.5
308,37,555,0.37,189,65.61,23.6000,12.49,1.91,32.6
309,38,570,0.37,189,65.61,23.6000,12.49,1.91,32.8
310,39,585,0.37,189,65.61,23.6000,12.49,1.91,33.0
311,41,615,0.29,340,65.59,42.4000,12.47,1.91,35.1
312,34,510,0.32,270,65.56,33.6000,12.44,1.90,32.1
313,35,525,0.32,270,65.56,33.6000,12.44,1.90,32.3
314,36,540,0.32,270,65.56,33.6000,12.44,1.90,32.6
315,48,720,0.26,412,65.53,51.2000,12.43,1.90,40.6
316,30,450,0.39,171,65.50,21.2000,12.40,1.90,29.6
317,31,465,0.39,171,65.50,21.2000,12.40,1.90,29.8
318,32,480,0.39,171,65.50,21.2000,12.40,1.90,30.1
319,49,735,0.24,478,65.48,59.2000,12.38,1.90,41.0
320,50,750,0.24,478,65.48,59.2000,12.38,1.90,41.3
321,37,555,0.33,252,65.48,31.2000,12.38,1.90,32.6
322,38,570,0.33,252,65.48,31.2000,12.38,1.90,32.9
323,39,585,0.33,252,65.48,31.2000,12.38,1.90,33.1
324,33,495,0.4,159,65.41,19.6000,12.33,1.89,30.1
325,44,660,0.25,439,65.38,54.0000,12.30,1.89,38.5
326,45,675,0.25,439,65.38,54.0000,12.30,1.89,38.7
327,46,690,0.25,439,65.38,54.0000,12.30,1.89,39.0
328,47,705,0.25,439,65.38,54.0000,12.30,1.89,39.2
329,43,645,0.27,384,65.36,47.2000,12.29,1.89,37.4
330,33,495,0.38,179,65.36,22.0000,12.29,1.89,30.4
331,43,645,0.28,358,65.36,44.0000,12.29,1.89,37.3
332,44,660,0.28,358,65.36,44.0000,12.29,1.89,37.6
333,45,675,0.28,358,65.36,44.0000,12.29,1.89,37.9
334,46,690,0.28,358,65.36,44.0000,12.29,1.89,38.1
335,47,705,0.28,358,65.36,44.0000,12.29,1.89,38.3
336,37,555,0.36,202,65.35,24.8000,12.28,1.89,33.4
337,38,570,0.36,202,65.35,24.8000,12.28,1.89,33.7
338,39,585,0.36,202,65.35,24.8000,12.28,1.89,33.9
339,30,450,0.41,150,65.33,18.4000,12.27,1.88,29.7
340,31,465,0.41,150,65.33,18.4000,12.27,1.88,29.9
341,32,480,0.41,150,65.33,18.4000,12.27,1.88,30.2
342,40,600,0.31,294,65.31,36.0000,12.24,1.88,33.7
343,41,615,0.3,317,65.30,38.8000,12.24,1.88,34.9
344,42,630,0.3,317,65.30,38.8000,12.24,1.88,35.2
345,40,600,0.29,340,65.29,41.6000,12.24,1.88,34.7
346,23,345,0.44,121,65.29,14.8000,12.23,1.88,25.8
347,24,360,0.44,121,65.29,14.8000,12.23,1.88,26.0
348,25,375,0.44,121,65.29,14.8000,12.23,1.88,26.2
349,48,720,0.24,478,65.27,58.4000,12.22,1.88,40.7
350,40,600,0.35,213,65.26,26.0000,12.21,1.88,34.1
351,37,555,0.34,233,65.24,28.4000,12.19,1.88,33.3
352,38,570,0.34,233,65.24,28.4000,12.19,1.88,33.6
353,39,585,0.34,233,65.24,28.4000,12.19,1.88,33.8
354,33,495,0.32,270,65.19,32.8000,12.15,1.87,31.5
355,43,645,0.25,439,65.15,53.2000,12.12,1.87,38.1
356,26,390,0.43,129,65.12,15.6000,12.09,1.87,26.5
357,27,405,0.43,129,65.12,15.6000,12.09,1.87,26.7
358,28,420,0.43,129,65.12,15.6000,12.09,1.87,26.9
359,29,435,0.43,129,65.12,15.6000,12.09,1.87,27.2
360,34,510,0.33,252,65.08,30.4000,12.06,1.86,31.6
361,34,510,0.37,189,65.08,22.8000,12.06,1.86,31.4
362,35,525,0.33,252,65.08,30.4000,12.06,1.86,31.8
363,35,525,0.37,189,65.08,22.8000,12.06,1.86,31.6
364,36,540,0.33,252,65.08,30.4000,12.06,1.86,32.1
365,36,540,0.37,189,65.08,22.8000,12.06,1.86,31.9
366,44,660,0.26,412,65.05,49.6000,12.04,1.86,38.6
367,45,675,0.26,412,65.05,49.6000,12.04,1.86,38.9
368,46,690,0.26,412,65.05,49.6000,12.04,1.86,39.1
369,47,705,0.26,412,65.05,49.6000,12.04,1.86,39.4
370,37,555,0.29,340,65.00,40.8000,12.00,1.86,33.9
371,38,570,0.29,340,65.00,40.8000,12.00,1.86,34.1
372,39,585,0.29,340,65.00,40.8000,12.00,1.86,34.3
373,40,600,0.3,317,64.98,38.0000,11.99,1.86,34.5
374,37,555,0.31,294,64.97,35.2000,11.97,1.85,32.8
375,38,570,0.31,294,64.97,35.2000,11.97,1.85,33.1
376,39,585,0.31,294,64.97,35.2000,11.97,1.85,33.3
377,16,240,0.45,114,64.91,13.6000,11.93,1.85,21.4
378,17,255,0.45,114,64.91,13.6000,11.93,1.85,21.6
379,18,270,0.45,114,64.91,13.6000,11.93,1.85,22.1
380,19,285,0.45,114,64.91,13.6000,11.93,1.85,22.6
381,20,300,0.45,114,64.91,13.6000,11.93,1.85,22.8
382,21,315,0.45,114,64.91,13.6000,11.93,1.85,23.6
383,22,330,0.45,114,64.91,13.6000,11.93,1.85,23.8
384,23,345,0.45,114,64.91,13.6000,11.93,1.85,24.0
385,24,360,0.45,114,64.91,13.6000,11.93,1.85,24.2
386,25,375,0.45,114,64.91,13.6000,11.93,1.85,24.4
387,44,660,0.24,478,64.85,56.8000,11.88,1.85,38.8
388,45,675,0.24,478,64.85,56.8000,11.88,1.85,39.1
389,46,690,0.24,478,64.85,56.8000,11.88,1.85,39.4
390,47,705,0.24,478,64.85,56.8000,11.88,1.85,39.6
391,34,510,0.36,202,64.85,24.0000,11.88,1.85,32.2
392,35,525,0.36,202,64.85,24.0000,11.88,1.85,32.4
393,36,540,0.36,202,64.85,24.0000,11.88,1.85,32.8
394,42,630,0.27,384,64.84,45.6000,11.87,1.84,36.9
395,49,735,0.23,509,64.83,60.4000,11.87,1.84,41.3
396,50,750,0.23,509,64.83,60.4000,11.87,1.84,41.6
397,11,165,0.46,108,64.81,12.8000,11.85,1.84,19.4
398,12,180,0.46,108,64.81,12.8000,11.85,1.84,19.5
399,13,195,0.46,108,64.81,12.8000,11.85,1.84,19.8
400,14,210,0.46,108,64.81,12.8000,11.85,1.84,20.0
401,15,225,0.46,108,64.81,12.8000,11.85,1.84,20.2
402,34,510,0.34,233,64.81,27.6000,11.85,1.84,32.2
403,35,525,0.34,233,64.81,27.6000,11.85,1.84,32.4
404,36,540,0.34,233,64.81,27.6000,11.85,1.84,32.8
405,43,645,0.26,412,64.81,48.8000,11.84,1.84,38.2
406,30,450,0.38,179,64.80,21.2000,11.84,1.84,29.7
407,31,465,0.38,179,64.80,21.2000,11.84,1.84,29.9
408,32,480,0.38,179,64.80,21.2000,11.84,1.84,30.2
409,42,630,0.28,358,64.80,42.4000,11.84,1.84,36.8
410,37,555,0.35,213,64.79,25.2000,11.83,1.84,33.1
411,38,570,0.35,213,64.79,25.2000,11.83,1.84,33.4
412,39,585,0.35,213,64.79,25.2000,11.83,1.84,33.6
413,30,450,0.4,159,64.78,18.8000,11.82,1.84,29.4
414,31,465,0.4,159,64.78,18.8000,11.82,1.84,29.6
415,32,480,0.4,159,64.78,18.8000,11.82,1.84,29.9
416,34,510,0.29,340,64.71,40.0000,11.76,1.83,32.9
417,35,525,0.29,340,64.71,40.0000,11.76,1.83,33.1
418,36,540,0.29,340,64.71,40.0000,11.76,1.83,33.4
419,42,630,0.25,439,64.69,51.6000,11.75,1.83,37.7
