entry_time,exit_time,direction,size_usdt,entry_price,exit_price,leveraged_return_pct,pnl_usdt,holding_bars,weak,trailing_activated,trailing_exit,exit_type,k1_body_pct%,k2_body_ratio
2025-01-06 22:30,2025-01-07 08:45,short,1.00,3640.2100,3681.5524,-159.00,-1.5900,41,1,1,0,stop_loss,0.2196,0.7475
2025-01-07 08:30,2025-01-07 16:15,short,1.00,3680.5500,3666.3500,54.01,0.5401,31,1,1,1,trailing_stop,0.2708,0.6948
2025-01-08 00:30,2025-01-08 03:30,short,1.00,3484.9000,3402.7559,330.00,3.3000,12,0,0,0,take_profit,0.2275,0.6190
2025-01-08 02:00,2025-01-08 04:30,short,1.00,3449.5300,3368.2197,330.00,3.3000,10,0,0,0,take_profit,0.2622,0.7702
2025-01-08 05:15,2025-01-08 14:30,short,1.60,3400.5500,3320.3942,330.00,5.2800,37,0,0,0,take_profit,0.3321,0.6516
2025-01-08 06:00,2025-01-08 19:30,long,4.00,3378.7500,3340.3771,-159.00,-6.3600,54,1,1,0,stop_loss,0.5920,0.7708
2025-01-08 18:30,2025-01-09 01:00,short,4.00,3357.8500,3278.7007,330.00,13.2000,26,0,0,0,take_profit,0.5347,0.8406
2025-01-08 19:45,2025-01-09 01:00,short,1.00,3349.7900,3270.8307,330.00,3.3000,21,0,0,0,take_profit,0.2761,0.9319
2025-01-09 00:00,2025-01-09 01:30,long,1.00,3336.6200,3210.3051,-530.00,-5.3000,6,0,0,0,stop_loss,0.2534,1.1939
2025-01-09 03:00,2025-01-09 13:15,short,1.60,3288.8100,3326.1615,-159.00,-2.5440,41,1,1,0,stop_loss,0.3100,0.5847
2025-01-09 04:15,2025-01-09 14:15,long,1.60,3281.5300,3326.7500,192.92,3.0868,40,0,1,1,trailing_stop,0.3953,1.0678
2025-01-09 17:00,2025-01-09 21:45,short,1.00,3316.7100,3238.5304,330.00,3.3000,19,0,0,0,take_profit,0.2604,0.7859
2025-01-09 12:15,2025-01-09 22:30,long,1.60,3320.7100,3282.9962,-159.00,-2.5440,41,1,1,0,stop_loss,0.3191,0.6230
2025-01-09 22:00,2025-01-09 23:45,long,4.00,3241.4000,3317.8044,330.00,13.2000,7,0,0,0,take_profit,0.9819,0.6374
2025-01-10 02:15,2025-01-10 04:00,short,1.60,3255.4100,3178.6753,330.00,5.2800,7,0,0,0,take_profit,0.3138,0.5147
2025-01-10 08:15,2025-01-10 15:30,long,1.00,3219.6000,3295.4906,330.00,3.3000,29,0,0,0,take_profit,0.2488,0.9501
2025-01-10 10:30,2025-01-10 20:45,short,4.00,3243.9300,3280.7718,-159.00,-6.3600,41,1,1,0,stop_loss,0.5141,0.5841
2025-01-10 23:15,2025-01-11 01:45,long,4.00,3230.7300,3306.8829,330.00,13.2000,10,0,0,0,take_profit,1.8262,0.5595
2025-01-10 18:30,2025-01-11 04:45,long,1.00,3307.3500,3269.7880,-159.00,-1.5900,41,1,1,0,stop_loss,0.2111,1.1003
2025-01-10 19:30,2025-01-11 05:45,long,1.00,3305.9900,3268.4434,-159.00,-1.5900,41,1,1,0,stop_loss,0.2489,0.5073
2025-01-10 22:30,2025-01-11 06:45,long,1.00,3265.8100,3273.6200,33.48,0.3348,33,1,1,1,trailing_stop,0.2437,0.5899
2025-01-11 02:15,2025-01-11 12:30,long,1.60,3294.0800,3256.6687,-159.00,-2.5440,41,1,1,0,stop_loss,0.4096,0.5434
2025-01-11 19:30,2025-01-12 03:30,short,1.00,3276.0000,3273.3400,11.37,0.1137,32,1,1,1,trailing_stop,0.2219,0.8619
2025-01-13 01:15,2025-01-13 09:30,short,1.00,3283.7300,3276.1400,32.36,0.3236,33,1,1,1,trailing_stop,0.2322,0.7310
2025-01-13 06:30,2025-01-13 16:15,short,1.00,3244.9900,3168.5009,330.00,3.3000,39,0,0,0,take_profit,0.2219,0.9611
2025-01-13 10:45,2025-01-13 17:30,long,4.00,3255.9600,3132.6987,-530.00,-21.2000,27,0,0,0,stop_loss,0.5808,0.6285
