交易编号,策略类型,包含关系,方向,入场时间,入场价格,出场时间,出场价格,持仓K线数,持仓时长,价格变动%,合约收益%,盈亏USDT,累计资金USDT,结果,跟踪止损激活,弱势收紧,最高价,最低价,跟踪止损价,K1开盘,K1最高,K1最低,K1收盘,K2开盘,K2最高,K2最低,K2收盘,K3开盘,K3最高,K3最低,K3收盘
864,rule1,否,做空,2025-09-26 19:29,3890.68,2025-09-27 01:45,4037.97,26,390分钟,-3.786%,-530.00%,-5.3000,1999.5248,止损,否,否,,,,3888.43,3891.31,3873.00,3877.30,3877.29,3893.33,3875.69,3890.68,,,,
865,rule1,否,做多,2025-09-26 20:29,3903.33,2025-09-27 01:00,3995.34,19,285分钟,2.357%,330.00%,13.2000,2012.7248,止盈,否,否,3999.34,,,3906.00,3906.00,3880.46,3880.46,3880.47,3906.27,3875.71,3903.33,,,,
866,rule1,否,做多,2025-09-27 03:59,4024.07,2025-09-29 06:00,4109.44,201,3015分钟,2.121%,297.00%,2.9700,2015.6948,止盈,是,是,4114.99,,,4022.74,4025.19,4007.76,4012.74,4012.75,4028.43,4007.36,4024.07,,,,
867,rule1,否,做多,2025-09-27 08:29,4028.42,2025-09-29 06:00,4113.88,183,2745分钟,2.121%,297.00%,2.9700,2018.6648,止盈,是,是,4114.99,,,4032.24,4032.24,4022.18,4022.95,4022.95,4029.49,4021.06,4028.42,,,,
868,rule1,否,做空,2025-09-29 06:29,4108.42,2025-10-01 16:45,4148.08,234,3510分钟,-0.965%,-135.15%,-5.4060,2013.2588,止损,是,是,,4082.25,4327.19,4049.95,4114.99,4049.95,4088.91,4088.91,4117.00,4088.91,4108.42,,,,
869,rule1,否,做空,2025-09-29 17:44,4126.84,2025-10-01 16:45,4166.68,189,2835分钟,-0.965%,-135.15%,-2.1624,2011.0964,止损,是,是,,4082.25,4327.19,4123.13,4139.00,4119.11,4135.78,4135.78,4141.00,4125.49,4126.84,,,,
870,rule1,否,做多,2025-09-30 02:14,4149.29,2025-10-01 16:30,4237.31,154,2310分钟,2.121%,297.00%,2.9700,2014.0664,止盈,是,否,4273.99,,,4145.94,4159.31,4145.93,4155.53,4155.54,4158.03,4142.63,4149.29,,,,
871,rule1,否,做空,2025-09-30 08:59,4206.03,2025-09-30 23:00,4116.80,57,855分钟,2.121%,297.00%,4.7520,2018.8184,止盈,是,否,,4111.66,,4199.23,4224.61,4198.41,4219.15,4219.16,4245.00,4199.32,4206.03,,,,
872,rule1,否,做空,2025-10-01 07:29,4138.18,2025-10-02 08:00,4178.13,99,1485分钟,-0.965%,-135.15%,-1.3515,2017.4669,止损,是,是,,4123.08,4370.46,4140.42,4140.93,4116.64,4128.45,4128.47,4141.00,4125.49,4138.18,,,,
873,rule1,否,做多,2025-10-02 10:14,4376.30,2025-10-03 00:00,4469.14,56,840分钟,2.121%,297.00%,11.8800,2029.3469,止盈,是,是,4470.00,,,4367.43,4398.62,4367.43,4393.31,4393.31,4397.24,4366.37,4376.30,,,,
874,rule1,否,做空,2025-10-02 21:14,4397.07,2025-10-05 15:45,4439.52,267,4005分钟,-0.965%,-135.15%,-2.1624,2027.1845,止损,是,是,,4335.74,4595.88,4392.56,4407.37,4391.18,4406.02,4406.03,4417.80,4396.91,4397.07,,,,
875,rule1,否,做多,2025-10-02 22:14,4400.30,2025-10-03 03:00,4504.02,20,300分钟,2.357%,330.00%,5.2800,2032.4645,止盈,否,否,4516.74,,,4398.33,4418.82,4396.14,4417.46,4417.45,4420.76,4392.89,4400.30,,,,
876,rule1,否,做多,2025-10-03 06:29,4467.46,2025-10-04 00:30,4562.23,73,1095分钟,2.121%,297.00%,2.9700,2035.4345,止盈,是,是,4591.59,,,4468.71,4485.09,4467.14,4480.42,4480.41,4480.42,4460.52,4467.46,,,,
877,rule1,否,做空,2025-10-03 17:14,4460.47,2025-10-07 01:15,4503.53,321,4815分钟,-0.965%,-135.15%,-1.3515,2034.0830,止损,是,是,,4436.26,4702.44,4455.53,4466.58,4455.53,4466.23,4466.24,4472.98,4457.17,4460.47,,,,
878,rule1,否,做空,2025-10-03 21:44,4471.45,2025-10-07 01:15,4514.62,303,4545分钟,-0.965%,-135.15%,-5.4060,2028.6770,止损,是,是,,4436.26,4702.44,4467.00,4494.24,4465.21,4491.48,4491.48,4504.46,4466.10,4471.45,,,,
879,rule1,否,做多,2025-10-06 04:14,4497.14,2025-10-06 19:30,4592.54,62,930分钟,2.121%,297.00%,2.9700,2031.6470,止盈,是,否,4593.65,,,4500.73,4502.34,4482.06,4487.26,4487.26,4500.73,4474.00,4497.14,,,,
880,rule1,否,做多,2025-10-06 13:29,4522.44,2025-10-06 21:30,4629.04,33,495分钟,2.357%,330.00%,3.3000,2034.9470,止盈,否,否,4631.76,,,4524.66,4524.66,4513.22,4513.64,4513.64,4522.44,4509.00,4522.44,,,,
881,rule1,否,做多,2025-10-06 19:59,4571.71,2025-10-06 23:15,4679.47,14,210分钟,2.357%,330.00%,3.3000,2038.2470,止盈,否,否,4693.80,,,4588.32,4593.65,4571.28,4577.39,4577.39,4581.70,4569.54,4571.71,,,,
882,rule1,否,做多,2025-10-07 09:29,4678.83,2025-10-08 00:15,4633.66,60,900分钟,-0.965%,-135.15%,-1.3515,2036.8955,止损,是,是,4755.00,,4469.70,4680.03,4698.99,4678.78,4690.00,4690.01,4690.79,4663.71,4678.83,,,,
883,rule1,否,做多,2025-10-07 11:44,4690.00,2025-10-08 00:15,4644.72,51,765分钟,-0.965%,-135.15%,-1.3515,2035.5440,止损,是,是,4755.00,,4469.70,4694.06,4694.06,4681.62,4683.11,4683.11,4690.00,4681.14,4690.00,,,,
884,rule1,否,做多,2025-10-08 01:29,4494.96,2025-10-10 00:45,4451.57,190,2850分钟,-0.965%,-135.15%,-1.3515,2034.1925,止损,是,是,4558.00,,4284.52,4499.29,4507.66,4485.86,4488.51,4488.51,4500.00,4481.23,4494.96,,,,
885,rule1,否,做多,2025-10-08 03:29,4462.54,2025-10-09 01:30,4557.21,89,1335分钟,2.121%,297.00%,2.9700,2037.1625,止盈,是,是,4558.00,,,4464.90,4487.50,4462.34,4477.27,4477.28,4484.05,4460.28,4462.54,,,,
886,rule1,否,做多,2025-10-08 16:59,4475.51,2025-10-10 00:45,4432.31,128,1920分钟,-0.965%,-135.15%,-5.4060,2031.7565,止损,是,是,4558.00,,4284.52,4472.37,4496.71,4470.33,4494.69,4494.69,4496.83,4469.94,4475.51,,,,
887,rule1,否,做多,2025-10-08 21:59,4476.29,2025-10-10 23:15,4425.45,198,2970分钟,-1.136%,-159.00%,-2.5440,2029.2125,止损,是,否,4558.00,,4193.36,4476.78,4481.59,4448.74,4456.21,4456.21,4478.90,4439.75,4476.29,,,,
888,rule1,否,做多,2025-10-09 01:59,4538.46,2025-10-10 00:45,4494.65,92,1380分钟,-0.965%,-135.15%,-1.3515,2027.8610,止损,是,是,4543.95,,4271.31,4539.36,4558.00,4527.75,4527.75,4527.75,4545.55,4524.89,4538.46,,,,
889,rule1,否,做空,2025-10-10 01:14,4304.86,2025-10-10 23:15,4213.54,89,1335分钟,2.121%,297.00%,11.8800,2039.7410,止盈,是,是,,4161.24,,4303.62,4306.08,4265.06,4277.34,4277.34,4309.87,4269.11,4304.86,,,,
890,rule1,否,做空,2025-10-10 05:29,4345.96,2025-10-10 23:00,4253.76,71,1065分钟,2.121%,297.00%,4.7520,2044.4930,止盈,是,是,,4245.03,,4337.45,4357.60,4335.91,4355.52,4355.52,4358.81,4345.62,4345.96,,,,
891,rule1,否,做多,2025-10-10 10:44,4368.28,2025-10-10 23:30,4326.11,52,780分钟,-0.965%,-135.15%,-1.3515,2043.1415,止损,是,是,4392.63,,4129.07,4366.36,4380.24,4366.14,4376.50,4376.50,4379.72,4364.00,4368.28,,,,
892,rule1,否,做多,2025-10-11 01:29,4105.33,2025-10-11 04:45,3949.91,14,210分钟,-3.786%,-530.00%,-8.4800,2034.6615,止损,否,否,,,,4108.99,4112.64,4090.00,4093.02,4093.03,4110.66,4088.38,4105.33,,,,
893,rule1,否,做多,2025-10-11 03:44,4026.51,2025-10-11 04:45,3874.08,5,75分钟,-3.786%,-530.00%,-21.2000,2013.4615,止损,否,否,,,,4031.16,4032.42,3951.65,3951.65,3951.86,4028.55,3950.69,4026.51,,,,
894,rule1,否,做多,2025-10-11 06:29,3867.31,2025-10-12 04:45,3829.98,90,1350分钟,-0.965%,-135.15%,-5.4060,2008.0555,止损,是,是,3917.91,,3682.84,3950.00,4200.00,3835.54,3895.51,3895.73,3913.63,3833.54,3867.31,,,,
895,rule1,否,做空,2025-10-11 07:29,3865.51,2025-10-11 09:15,3774.39,8,120分钟,2.357%,330.00%,13.2000,2021.2555,止盈,否,否,,3756.70,,3855.08,3875.00,3791.81,3825.52,3825.52,3882.91,3817.00,3865.51,,,,
896,rule1,否,做多,2025-10-11 08:29,3847.31,2025-10-12 22:45,3928.93,154,2310分钟,2.121%,297.00%,11.8800,2033.1355,止盈,是,是,4027.29,,,3829.72,3878.30,3822.50,3871.39,3871.38,3874.31,3806.35,3847.31,,,,
897,rule1,否,做多,2025-10-11 12:44,3796.17,2025-10-12 22:45,3876.70,137,2055分钟,2.121%,297.00%,4.7520,2037.8875,止盈,是,否,4027.29,,,3798.64,3819.29,3793.40,3810.67,3810.67,3812.52,3781.00,3796.17,,,,
898,rule1,否,做空,2025-10-11 14:14,3800.83,2025-10-12 04:15,3720.20,57,855分钟,2.121%,297.00%,4.7520,2042.6395,止盈,是,是,,3707.00,,3775.98,3802.89,3774.07,3789.47,3789.47,3809.91,3780.98,3800.83,,,,
899,rule1,否,做多,2025-10-12 10:59,3734.06,2025-10-12 12:15,3822.08,6,90分钟,2.357%,330.00%,3.3000,2045.9395,止盈,否,否,3822.61,,,3735.82,3749.50,3717.44,3724.95,3724.95,3735.33,3707.02,3734.06,,,,
900,rule1,否,做空,2025-10-12 17:29,3820.16,2025-10-12 22:45,3964.78,22,330分钟,-3.786%,-530.00%,-5.3000,2040.6395,止损,否,否,,,,3823.17,3823.74,3806.34,3813.06,3813.07,3828.65,3813.07,3820.16,,,,
901,rule1,否,做空,2025-10-12 18:14,3831.08,2025-10-12 22:45,3976.11,19,285分钟,-3.786%,-530.00%,-8.4800,2032.1595,止损,否,否,,,,3831.80,3848.81,3826.62,3843.80,3843.80,3866.60,3830.22,3831.08,,,,
902,rule1,否,做空,2025-10-13 03:59,4135.68,2025-10-13 19:15,4047.94,62,930分钟,2.121%,297.00%,4.7520,2036.9115,止盈,是,是,,4042.29,,4138.08,4139.61,4120.55,4122.89,4122.90,4140.28,4122.89,4135.68,,,,
903,rule1,否,做多,2025-10-13 05:14,4150.55,2025-10-14 01:45,4238.60,83,1245分钟,2.121%,297.00%,4.7520,2041.6635,止盈,是,是,4239.00,,,4151.03,4197.70,4129.59,4136.24,4136.24,4165.03,4122.35,4150.55,,,,
904,rule1,否,做空,2025-10-13 10:14,4172.14,2025-10-13 19:15,4073.80,37,555分钟,2.357%,330.00%,13.2000,2054.8635,止盈,是,是,,4042.29,,4165.50,4199.73,4163.00,4198.77,4198.77,4220.89,4170.00,4172.14,,,,
905,rule1,否,做空,2025-10-13 16:14,4186.95,2025-10-13 19:15,4088.26,13,195分钟,2.357%,330.00%,3.3000,2058.1635,止盈,否,否,,4042.29,,4187.89,4187.89,4162.45,4178.30,4178.29,4192.93,4170.00,4186.95,,,,
906,rule1,否,做空,2025-10-13 22:14,4137.00,2025-10-14 14:15,4049.24,65,975分钟,2.121%,297.00%,11.8800,2070.0435,止盈,是,是,,4044.32,,4136.22,4170.70,4116.67,4164.66,4164.66,4175.70,4128.36,4137.00,,,,
907,rule1,否,做空,2025-10-13 23:14,4115.24,2025-10-14 03:45,4271.03,19,285分钟,-3.786%,-530.00%,-8.4800,2061.5635,止损,否,否,,,,4111.84,4116.20,4081.29,4095.45,4095.45,4127.60,4093.32,4115.24,,,,
908,rule1,否,做空,2025-10-14 03:59,4251.96,2025-10-14 11:00,4151.74,29,435分钟,2.357%,330.00%,5.2800,2066.8435,止盈,否,否,,4140.84,,4248.51,4265.99,4244.40,4265.46,4265.46,4271.12,4249.45,4251.96,,,,
909,rule1,否,做多,2025-10-14 04:44,4255.94,2025-10-14 14:30,4118.99,40,600分钟,-3.218%,-450.50%,-4.5050,2062.3385,止损,是,是,4292.00,,4034.48,4261.54,4262.36,4244.36,4250.07,4250.07,4262.71,4243.72,4255.94,,,,
910,rule1,否,做空,2025-10-14 05:14,4267.81,2025-10-14 11:00,4167.21,24,360分钟,2.357%,330.00%,13.2000,2075.5385,止盈,否,否,,4140.84,,4255.94,4291.57,4255.94,4286.21,4286.21,4292.00,4267.10,4267.81,,,,
911,rule1,否,做多,2025-10-14 11:29,4141.33,2025-10-14 14:45,3984.55,14,210分钟,-3.786%,-530.00%,-8.4800,2067.0585,止损,否,否,,,,4172.31,4174.59,4140.84,4152.90,4152.90,4164.35,4137.63,4141.33,,,,
912,rule1,否,做空,2025-10-14 13:14,4120.09,2025-10-14 14:30,4022.97,6,90分钟,2.357%,330.00%,13.2000,2080.2585,止盈,否,否,,3989.46,,4123.40,4123.40,4087.17,4100.09,4100.10,4126.84,4097.30,4120.09,,,,
913,rule1,否,做多,2025-10-14 16:59,3996.30,2025-10-15 00:00,4090.50,29,435分钟,2.357%,330.00%,5.2800,2085.5385,止盈,否,否,4101.81,,,3992.98,4011.00,3992.18,4005.01,4005.00,4007.23,3980.51,3996.30,,,,
914,rule1,否,做多,2025-10-15 01:14,4125.19,2025-10-15 16:30,4212.70,62,930分钟,2.121%,297.00%,11.8800,2097.4185,止盈,是,是,4217.60,,,4129.59,4149.10,4078.43,4096.23,4096.23,4136.79,4048.49,4125.19,,,,
915,rule1,否,做空,2025-10-15 02:59,4120.91,2025-10-15 21:45,4033.49,76,1140分钟,2.121%,297.00%,2.9700,2100.3885,止盈,是,是,,4018.03,,4115.67,4127.79,4093.91,4103.79,4103.79,4130.00,4100.97,4120.91,,,,
916,rule1,否,做空,2025-10-15 04:29,4107.20,2025-10-15 21:45,4020.07,70,1050分钟,2.121%,297.00%,4.7520,2105.1405,止盈,是,是,,4018.03,,4102.96,4115.18,4072.69,4087.64,4087.64,4115.97,4085.40,4107.20,,,,
917,rule1,否,做多,2025-10-15 06:59,4119.22,2025-10-15 16:30,4216.32,39,585分钟,2.357%,330.00%,3.3000,2108.4405,止盈,是,是,4217.60,,,4122.38,4123.36,4110.67,4112.59,4112.60,4120.22,4101.84,4119.22,,,,
918,rule1,否,做多,2025-10-15 19:59,4099.90,2025-10-16 01:00,3944.69,21,315分钟,-3.786%,-530.00%,-5.3000,2103.1405,止损,否,否,,,,4104.38,4115.53,4097.44,4115.06,4115.06,4115.52,4096.09,4099.90,,,,
919,rule1,否,做空,2025-10-16 02:29,3994.70,2025-10-16 23:45,3909.96,86,1290分钟,2.121%,297.00%,2.9700,2106.1105,止盈,是,是,,3892.00,,3992.99,3995.69,3970.11,3982.27,3982.26,4005.50,3982.17,3994.70,,,,
920,rule1,否,做多,2025-10-16 03:14,3991.00,2025-10-16 18:15,4075.67,61,915分钟,2.121%,297.00%,11.8800,2117.9905,止盈,是,否,4078.96,,,3987.05,4013.17,3984.61,4007.81,4007.80,4008.70,3980.32,3991.00,,,,
921,rule1,否,做多,2025-10-16 03:44,3994.94,2025-10-16 20:00,4079.69,66,990分钟,2.121%,297.00%,2.9700,2120.9605,止盈,是,否,4086.49,,,3991.00,4009.76,3985.82,4001.97,4001.97,4006.41,3980.60,3994.94,,,,
922,rule1,否,做多,2025-10-16 04:44,3983.29,2025-10-16 18:00,4067.79,54,810分钟,2.121%,297.00%,11.8800,2132.8405,止盈,是,否,4068.83,,,3985.22,3994.75,3957.00,3960.75,3960.75,3985.29,3937.02,3983.29,,,,
923,rule1,否,做多,2025-10-16 18:44,4055.98,2025-10-16 23:45,3902.43,21,315分钟,-3.786%,-530.00%,-5.3000,2127.5405,止损,否,否,,,,4058.86,4078.96,4048.00,4049.76,4049.77,4059.74,4045.18,4055.98,,,,
924,rule1,否,做多,2025-10-17 00:44,3894.16,2025-10-17 16:15,3856.57,63,945分钟,-0.965%,-135.15%,-5.4060,2122.1345,止损,是,是,3967.60,,3729.54,3902.35,3910.50,3868.00,3879.73,3879.73,3909.41,3857.12,3894.16,,,,
925,rule1,否,做多,2025-10-17 03:44,3862.07,2025-10-19 16:15,3944.00,243,3645分钟,2.121%,297.00%,2.9700,2125.1045,止盈,是,否,3955.60,,,3883.27,3889.47,3860.00,3874.57,3874.58,3877.43,3851.11,3862.07,,,,
926,rule1,否,做空,2025-10-17 16:44,3721.77,2025-10-18 15:00,3757.70,90,1350分钟,-0.965%,-135.15%,-2.1624,2122.9421,止损,是,是,,3674.50,3894.97,3742.80,3744.83,3706.00,3731.41,3731.41,3759.37,3721.77,3721.77,,,,
927,rule1,否,做多,2025-10-17 19:44,3782.95,2025-10-18 05:00,3872.12,38,570分钟,2.357%,330.00%,13.2000,2136.1421,止盈,否,否,3882.85,,,3777.43,3817.70,3776.32,3797.78,3797.78,3804.08,3767.95,3782.95,,,,
928,rule1,否,做多,2025-10-17 21:29,3778.50,2025-10-18 05:00,3867.56,31,465分钟,2.357%,330.00%,5.2800,2141.4221,止盈,否,否,3882.85,,,3775.44,3787.68,3758.58,3758.59,3758.58,3789.76,3757.82,3778.50,,,,
929,rule1,否,做空,2025-10-18 17:44,3878.61,2025-10-20 13:30,3916.05,176,2640分钟,-0.965%,-135.15%,-1.3515,2140.0706,止损,是,是,,3827.04,4056.66,3874.19,3886.61,3865.52,3885.25,3885.26,3886.99,3874.77,3878.61,,,,
930,rule1,否,做多,2025-10-18 18:29,3873.71,2025-10-19 21:45,3955.89,110,1650分钟,2.121%,297.00%,2.9700,2143.0406,止盈,是,是,3988.61,,,3878.15,3879.28,3866.75,3867.25,3867.25,3877.41,3861.98,3873.71,,,,
931,rule1,否,做多,2025-10-18 18:59,3876.36,2025-10-19 21:45,3958.59,108,1620分钟,2.121%,297.00%,4.7520,2147.7926,止盈,是,是,3988.61,,,3873.72,3893.22,3873.21,3889.64,3889.64,3889.64,3868.90,3876.36,,,,
932,rule1,否,做多,2025-10-19 18:59,3930.92,2025-10-20 01:00,4023.58,25,375分钟,2.357%,330.00%,3.3000,2151.0926,止盈,否,否,4026.95,,,3934.67,3935.98,3919.28,3924.91,3924.90,3931.44,3917.22,3930.92,,,,
933,rule1,否,做多,2025-10-20 19:14,4016.02,2025-10-22 00:15,4101.22,117,1755分钟,2.121%,297.00%,4.7520,2155.8446,止盈,是,是,4110.00,,,4039.50,4039.50,4016.02,4026.21,4026.22,4027.28,4012.97,4016.02,,,,
934,rule1,否,做空,2025-10-20 21:14,4030.00,2025-10-21 00:30,3935.01,14,210分钟,2.357%,330.00%,3.3000,2159.1446,止盈,否,否,,3933.12,,4028.76,4037.65,4026.54,4037.64,4037.65,4041.40,4030.00,4030.00,,,,
935,rule1,否,做空,2025-10-21 01:14,3941.77,2025-10-21 12:30,3858.15,46,690分钟,2.121%,297.00%,4.7520,2163.8966,止盈,是,是,,3853.88,,3936.78,3954.32,3924.98,3949.40,3949.39,3964.74,3940.61,3941.77,,,,
936,rule1,否,做多,2025-10-21 03:14,3967.79,2025-10-21 23:15,4051.96,81,1215分钟,2.121%,297.00%,2.9700,2166.8666,止盈,是,是,4069.73,,,3963.68,3976.28,3963.06,3974.01,3974.02,3978.26,3962.81,3967.79,,,,
937,rule1,否,做多,2025-10-21 07:29,3987.98,2025-10-21 23:30,4072.58,65,975分钟,2.121%,297.00%,2.9700,2169.8366,止盈,是,是,4074.77,,,3988.89,3993.51,3978.72,3980.20,3980.21,3987.98,3977.16,3987.98,,,,
938,rule1,否,做空,2025-10-21 18:44,3872.73,2025-10-21 22:45,4019.34,17,255分钟,-3.786%,-530.00%,-5.3000,2164.5366,止损,否,否,,,,3870.02,3873.15,3859.85,3861.87,3861.88,3880.40,3861.87,3872.73,,,,
939,rule1,否,做空,2025-10-22 11:29,3860.16,2025-10-23 04:15,3778.27,68,1020分钟,2.121%,297.00%,4.7520,2169.2886,止盈,是,否,,3770.02,,3862.00,3862.00,3841.25,3843.78,3843.78,3863.16,3842.82,3860.16,,,,
940,rule1,否,做空,2025-10-22 12:29,3864.99,2025-10-22 19:00,3773.89,27,405分钟,2.357%,330.00%,3.3000,2172.5886,止盈,否,否,,3770.02,,3859.58,3873.31,3858.00,3870.61,3870.60,3873.92,3863.84,3864.99,,,,
941,rule1,否,做多,2025-10-22 17:29,3850.87,2025-10-24 00:45,3932.56,126,1890分钟,2.121%,297.00%,2.9700,2175.5586,止盈,是,是,3934.86,,,3854.26,3858.59,3844.62,3845.24,3845.25,3851.93,3825.10,3850.87,,,,
942,rule1,否,做多,2025-10-23 05:44,3742.50,2025-10-23 09:00,3830.72,14,210分钟,2.357%,330.00%,13.2000,2188.7586,止盈,否,否,3835.93,,,3743.36,3752.95,3721.90,3724.10,3724.24,3749.01,3720.07,3742.50,,,,
943,rule1,否,做空,2025-10-23 08:14,3811.63,2025-10-26 19:30,3848.43,334,5010分钟,-0.965%,-135.15%,-1.3515,2187.4071,止损,是,是,,3802.87,4031.04,3795.90,3811.76,3795.90,3805.53,3805.53,3811.80,3796.54,3811.63,,,,
944,rule1,否,做多,2025-10-23 09:29,3819.99,2025-10-24 00:45,3901.03,62,930分钟,2.121%,297.00%,4.7520,2192.1591,止盈,是,否,3934.86,,,3815.27,3835.93,3812.78,3827.92,3827.93,3833.83,3812.08,3819.99,,,,
945,rule1,否,做空,2025-10-23 11:44,3825.76,2025-10-26 19:30,3862.69,320,4800分钟,-0.965%,-135.15%,-1.3515,2190.8076,止损,是,是,,3808.01,4036.49,3824.43,3834.60,3824.43,3833.08,3833.08,3834.74,3825.41,3825.76,,,,
946,rule1,否,做多,2025-10-24 01:14,3887.69,2025-10-24 12:45,3970.16,47,705分钟,2.121%,297.00%,11.8800,2202.6876,止盈,是,是,3979.97,,,3880.78,3934.86,3880.78,3918.26,3918.27,3920.66,3877.04,3887.69,,,,
947,rule1,否,做多,2025-10-24 22:14,3936.67,2025-10-26 19:30,4020.18,182,2730分钟,2.121%,297.00%,2.9700,2205.6576,止盈,是,是,4047.10,,,3936.04,3947.85,3917.61,3947.00,3946.99,3946.99,3914.48,3936.67,,,,
948,rule1,否,做多,2025-10-25 03:44,3926.10,2025-10-26 17:30,4009.39,152,2280分钟,2.121%,297.00%,2.9700,2208.6276,止盈,是,是,4011.25,,,3923.90,3937.90,3923.90,3934.78,3934.77,3935.20,3922.00,3926.10,,,,
949,rule1,否,做空,2025-10-27 05:14,4070.82,2025-10-27 11:15,4224.93,25,375分钟,-3.786%,-530.00%,-5.3000,2203.3276,止损,否,否,,,,4071.19,4071.46,4061.68,4062.09,4062.10,4071.78,4062.09,4070.82,,,,
950,rule1,否,做多,2025-10-27 08:14,4166.94,2025-10-30 02:30,4119.62,266,3990分钟,-1.136%,-159.00%,-2.5440,2200.7836,止损,是,否,4253.72,,3913.42,4171.22,4175.71,4153.81,4158.46,4158.46,4168.80,4148.48,4166.94,,,,
951,rule1,否,做多,2025-10-27 08:59,4170.54,2025-10-29 04:00,4130.28,173,2595分钟,-0.965%,-135.15%,-1.3515,2199.4321,止损,是,是,4253.72,,3998.50,4172.57,4189.41,4169.30,4181.35,4181.36,4184.00,4162.62,4170.54,,,,
952,rule1,否,做空,2025-10-27 10:29,4195.77,2025-10-28 05:15,4106.76,76,1140分钟,2.121%,297.00%,2.9700,2202.4021,止盈,是,否,,4095.00,,4191.81,4206.18,4191.39,4201.11,4201.12,4217.70,4194.58,4195.77,,,,
953,rule1,否,做多,2025-10-27 13:44,4231.60,2025-10-29 04:15,4190.75,155,2325分钟,-0.965%,-135.15%,-2.1624,2200.2397,止损,是,是,4247.56,,3992.71,4230.06,4253.72,4228.61,4247.49,4247.49,4248.48,4226.82,4231.60,,,,
954,rule1,否,做空,2025-10-29 00:44,4120.30,2025-10-29 04:00,4023.18,14,210分钟,2.357%,330.00%,3.3000,2203.5397,止盈,否,否,,3997.00,,4105.89,4121.00,4093.35,4114.99,4115.00,4132.93,4112.81,4120.30,,,,
955,rule1,否,做多,2025-10-29 15:59,4025.06,2025-10-30 21:30,3986.20,119,1785分钟,-0.965%,-135.15%,-2.1624,2201.3773,止损,是,是,4029.41,,3787.65,4029.56,4030.45,4013.23,4015.78,4015.79,4027.68,4011.95,4025.06,,,,
956,rule1,否,做多,2025-10-29 19:14,4002.23,2025-10-30 02:30,3850.72,30,450分钟,-3.786%,-530.00%,-5.3000,2196.0773,止损,否,否,,,,3999.35,4003.45,3988.43,3989.07,3989.07,4003.13,3983.60,4002.23,,,,
957,rule1,否,做多,2025-10-29 22:44,3991.48,2025-10-30 02:30,3840.37,16,240分钟,-3.786%,-530.00%,-8.4800,2187.5973,止损,否,否,,,,3991.41,3991.65,3973.77,3977.02,3977.01,3997.00,3973.53,3991.48,,,,
958,rule1,否,做空,2025-10-30 12:44,3892.23,2025-10-30 20:45,3800.48,33,495分钟,2.357%,330.00%,13.2000,2200.7973,止盈,否,否,,3795.38,,3887.92,3898.99,3839.50,3856.47,3856.48,3918.00,3844.32,3892.23,,,,
959,rule1,否,做多,2025-10-30 21:29,3820.23,2025-11-01 03:30,3901.27,121,1815分钟,2.121%,297.00%,2.9700,2203.7673,止盈,是,是,3906.09,,,3818.29,3837.21,3810.24,3829.43,3829.43,3830.06,3806.58,3820.23,,,,
960,rule1,否,做多,2025-10-31 04:14,3708.42,2025-10-31 07:30,3795.83,14,210分钟,2.357%,330.00%,5.2800,2209.0473,止盈,否,否,3799.00,,,3701.91,3721.56,3680.10,3686.93,3686.93,3712.67,3680.00,3708.42,,,,
961,rule1,否,做空,2025-10-31 07:14,3775.79,2025-11-03 14:45,3695.69,319,4785分钟,2.121%,297.00%,4.7520,2213.7993,止盈,是,是,,3684.00,,3769.31,3783.80,3768.37,3783.79,3783.80,3787.97,3773.80,3775.79,,,,
962,rule1,否,做空,2025-10-31 09:59,3846.97,2025-11-03 11:00,3765.36,293,4395分钟,2.121%,297.00%,2.9700,2216.7693,止盈,是,是,,3746.64,,3849.18,3849.18,3837.17,3838.22,3838.22,3851.74,3838.22,3846.97,,,,
963,rule1,否,做多,2025-10-31 15:59,3831.49,2025-11-02 12:45,3912.77,180,2700分钟,2.121%,297.00%,2.9700,2219.7393,止盈,是,否,3913.58,,,3836.05,3842.00,3826.46,3826.46,3826.47,3832.60,3821.67,3831.49,,,,
964,rule1,否,做多,2025-11-01 22:29,3865.45,2025-11-03 18:45,3828.13,178,2670分钟,-0.965%,-135.15%,-1.3515,2218.3878,止损,是,是,3918.23,,3683.14,3870.29,3873.69,3859.46,3859.72,3859.73,3867.38,3858.44,3865.45,,,,
965,rule1,否,做空,2025-11-02 23:44,3858.64,2025-11-03 11:00,3776.78,46,690分钟,2.121%,297.00%,2.9700,2221.3578,止盈,是,是,,3746.64,,3857.24,3870.00,3854.90,3867.33,3867.34,3871.05,3855.49,3858.64,,,,
966,rule1,否,做多,2025-11-03 14:59,3718.50,2025-11-04 13:30,3682.60,91,1365分钟,-0.965%,-135.15%,-2.1624,2219.1954,止损,是,是,3748.64,,3523.72,3724.02,3731.49,3704.96,3709.69,3709.68,3719.88,3684.00,3718.50,,,,
967,rule1,否,做多,2025-11-03 15:44,3712.14,2025-11-04 13:30,3676.30,88,1320分钟,-0.965%,-135.15%,-1.3515,2217.8439,止损,是,是,3748.64,,3523.72,3716.66,3733.53,3712.00,3726.91,3726.91,3736.84,3705.49,3712.14,,,,
