杠杆倍数,止盈百分比,止损百分比,价格止盈%,价格止损%,总交易数,胜率%,盈利次数,亏损次数,平均盈利%,平均亏损%,盈亏比,平均持仓K线数,总盈亏USDT,最终资金USDT,总收益率%
150,120,450,0.800,3.000,1467,81.80,1200,267,0.800,-3.000,1.20,19.6,238.5000,1705.5000,16.26
150,120,460,0.800,3.067,1463,82.02,1200,263,0.800,-3.067,1.19,19.7,230.2000,1693.2000,15.73
150,120,470,0.800,3.133,1457,82.43,1201,256,0.800,-3.133,1.20,19.6,238.0000,1695.0000,16.33
150,120,480,0.800,3.200,1455,82.61,1202,253,0.800,-3.200,1.19,19.8,228.0000,1683.0000,15.67
150,120,490,0.800,3.267,1453,82.79,1203,250,0.800,-3.267,1.18,19.9,218.6000,1671.6000,15.04
150,120,500,0.800,3.333,1451,83.05,1205,246,0.800,-3.333,1.18,20.2,216.0000,1667.0000,14.89
150,130,300,0.867,2.000,1511,71.74,1084,427,0.867,-2.000,1.10,17.6,128.2000,1639.2000,8.48
150,130,310,0.867,2.067,1504,72.67,1093,411,0.867,-2.067,1.12,18.0,146.8000,1650.8000,9.76
150,130,320,0.867,2.133,1499,73.32,1099,400,0.867,-2.133,1.12,18.2,148.7000,1647.7000,9.92
150,130,330,0.867,2.200,1494,73.83,1103,391,0.867,-2.200,1.11,18.4,143.6000,1637.6000,9.61
150,130,340,0.867,2.267,1494,74.36,1111,383,0.867,-2.267,1.11,18.7,142.1000,1636.1000,9.51
150,130,350,0.867,2.333,1492,74.87,1117,375,0.867,-2.333,1.11,19.1,139.6000,1631.6000,9.36
150,130,360,0.867,2.400,1491,75.45,1125,366,0.867,-2.400,1.11,19.4,144.9000,1635.9000,9.72
150,130,370,0.867,2.467,1486,76.18,1132,354,0.867,-2.467,1.12,19.5,161.8000,1647.8000,10.89
150,130,380,0.867,2.533,1482,76.65,1136,346,0.867,-2.533,1.12,19.7,162.0000,1644.0000,10.93
150,130,390,0.867,2.600,1479,77.15,1141,338,0.867,-2.600,1.13,19.9,165.1000,1644.1000,11.16
150,130,400,0.867,2.667,1475,77.97,1150,325,0.867,-2.667,1.15,20.1,195.0000,1670.0000,13.22
150,130,410,0.867,2.733,1473,78.34,1154,319,0.867,-2.733,1.15,20.2,192.3000,1665.3000,13.05
150,130,420,0.867,2.800,1471,78.79,1159,312,0.867,-2.800,1.15,20.4,196.3000,1667.3000,13.34
150,130,430,0.867,2.867,1469,79.10,1162,307,0.867,-2.867,1.14,20.5,190.5000,1659.5000,12.97
150,130,440,0.867,2.933,1466,79.74,1169,297,0.867,-2.933,1.16,20.7,212.9000,1678.9000,14.52
150,130,450,0.867,3.000,1461,80.36,1174,287,0.867,-3.000,1.18,20.8,234.7000,1695.7000,16.06
150,130,460,0.867,3.067,1457,80.58,1174,283,0.867,-3.067,1.17,20.9,224.4000,1681.4000,15.40
150,130,470,0.867,3.133,1451,80.98,1175,276,0.867,-3.133,1.18,20.8,230.3000,1681.3000,15.87
150,130,480,0.867,3.200,1449,81.16,1176,273,0.867,-3.200,1.17,21.0,218.4000,1667.4000,15.07
150,130,490,0.867,3.267,1446,81.40,1177,269,0.867,-3.267,1.16,21.1,212.0000,1658.0000,14.66
150,130,500,0.867,3.333,1444,81.65,1179,265,0.867,-3.333,1.16,21.4,207.7000,1651.7000,14.38
150,140,300,0.933,2.000,1509,70.58,1065,444,0.933,-2.000,1.12,18.5,159.0000,1668.0000,10.54
150,140,310,0.933,2.067,1502,71.50,1074,428,0.933,-2.067,1.13,18.9,176.8000,1678.8000,11.77
150,140,320,0.933,2.133,1495,72.17,1079,416,0.933,-2.133,1.13,19.1,179.4000,1674.4000,12.00
150,140,330,0.933,2.200,1490,72.68,1083,407,0.933,-2.200,1.13,19.4,173.1000,1663.1000,11.62
150,140,340,0.933,2.267,1489,73.27,1091,398,0.933,-2.267,1.13,19.6,174.2000,1663.2000,11.70
150,140,350,0.933,2.333,1486,73.76,1096,390,0.933,-2.333,1.12,20.0,169.4000,1655.4000,11.40
150,140,360,0.933,2.400,1485,74.34,1104,381,0.933,-2.400,1.13,20.3,174.0000,1659.0000,11.72
150,140,370,0.933,2.467,1480,75.07,1111,369,0.933,-2.467,1.14,20.5,190.1000,1670.1000,12.84
150,140,380,0.933,2.533,1476,75.54,1115,361,0.933,-2.533,1.14,20.6,189.2000,1665.2000,12.82
150,140,390,0.933,2.600,1473,76.04,1120,353,0.933,-2.600,1.14,20.8,191.3000,1664.3000,12.99
150,140,400,0.933,2.667,1469,76.86,1129,340,0.933,-2.667,1.16,21.0,220.6000,1689.6000,15.02
150,140,410,0.933,2.733,1466,77.29,1133,333,0.933,-2.733,1.16,21.2,220.9000,1686.9000,15.07
150,140,420,0.933,2.800,1463,77.79,1138,325,0.933,-2.800,1.17,21.3,228.2000,1691.2000,15.60
150,140,430,0.933,2.867,1461,78.10,1141,320,0.933,-2.867,1.16,21.4,221.4000,1682.4000,15.15
150,140,440,0.933,2.933,1456,78.71,1146,310,0.933,-2.933,1.18,21.5,240.4000,1696.4000,16.51
150,140,450,0.933,3.000,1451,79.32,1151,300,0.933,-3.000,1.19,21.6,261.4000,1712.4000,18.02
150,140,460,0.933,3.067,1447,79.54,1151,296,0.933,-3.067,1.18,21.8,249.8000,1696.8000,17.26
150,140,470,0.933,3.133,1441,80.01,1153,288,0.933,-3.133,1.19,21.8,260.6000,1701.6000,18.08
150,140,480,0.933,3.200,1439,80.19,1154,285,0.933,-3.200,1.18,22.0,247.6000,1686.6000,17.21
150,140,490,0.933,3.267,1434,80.54,1155,279,0.933,-3.267,1.18,22.0,249.9000,1683.9000,17.43
150,140,500,0.933,3.333,1432,80.80,1157,275,0.933,-3.333,1.18,22.3,244.8000,1676.8000,17.09
150,150,300,1.000,2.000,1504,69.48,1045,459,1.000,-2.000,1.14,19.2,190.5000,1694.5000,12.67
150,150,310,1.000,2.067,1496,70.45,1054,442,1.000,-2.067,1.15,19.6,210.8000,1706.8000,14.09
150,150,320,1.000,2.133,1489,71.12,1059,430,1.000,-2.133,1.15,19.8,212.5000,1701.5000,14.27
150,150,330,1.000,2.200,1484,71.70,1064,420,1.000,-2.200,1.15,20.1,210.0000,1694.0000,14.15
150,150,340,1.000,2.267,1483,72.29,1072,411,1.000,-2.267,1.15,20.4,210.6000,1693.6000,14.20
150,150,350,1.000,2.333,1479,72.75,1076,403,1.000,-2.333,1.14,20.7,203.5000,1682.5000,13.76
150,150,360,1.000,2.400,1478,73.34,1084,394,1.000,-2.400,1.15,21.0,207.6000,1685.6000,14.05
150,150,370,1.000,2.467,1473,74.07,1091,382,1.000,-2.467,1.16,21.2,223.1000,1696.1000,15.15
150,150,380,1.000,2.533,1469,74.54,1095,374,1.000,-2.533,1.16,21.4,221.3000,1690.3000,15.06
150,150,390,1.000,2.600,1466,75.03,1100,366,1.000,-2.600,1.16,21.6,222.6000,1688.6000,15.18
150,150,400,1.000,2.667,1462,75.72,1107,355,1.000,-2.667,1.17,21.9,240.5000,1702.5000,16.45
150,150,410,1.000,2.733,1459,76.22,1112,347,1.000,-2.733,1.17,22.0,245.3000,1704.3000,16.81
150,150,420,1.000,2.800,1456,76.79,1118,338,1.000,-2.800,1.18,22.1,257.4000,1713.4000,17.68
150,150,430,1.000,2.867,1452,77.20,1121,331,1.000,-2.867,1.18,22.3,258.2000,1710.2000,17.78
150,150,440,1.000,2.933,1446,77.80,1125,321,1.000,-2.933,1.19,22.3,275.1000,1721.1000,19.02
150,150,450,1.000,3.000,1441,78.42,1130,311,1.000,-3.000,1.21,22.4,295.5000,1736.5000,20.51
150,150,460,1.000,3.067,1437,78.64,1130,307,1.000,-3.067,1.20,22.6,282.8000,1719.8000,19.68
150,150,470,1.000,3.133,1431,79.11,1132,299,1.000,-3.133,1.21,22.6,292.7000,1723.7000,20.45
150,150,480,1.000,3.200,1429,79.29,1133,296,1.000,-3.200,1.20,22.8,278.7000,1707.7000,19.50
150,150,490,1.000,3.267,1424,79.63,1134,290,1.000,-3.267,1.20,22.8,280.0000,1704.0000,19.66
150,150,500,1.000,3.333,1422,79.89,1136,286,1.000,-3.333,1.19,23.2,274.0000,1696.0000,19.27
150,160,300,1.067,2.000,1499,68.11,1021,478,1.067,-2.000,1.14,20.1,199.6000,1698.6000,13.32
150,160,310,1.067,2.067,1490,69.13,1030,460,1.067,-2.067,1.16,20.5,222.0000,1712.0000,14.90
150,160,320,1.067,2.133,1483,69.99,1038,445,1.067,-2.133,1.17,20.7,236.8000,1719.8000,15.97
150,160,330,1.067,2.200,1478,70.57,1043,435,1.067,-2.200,1.16,21.0,233.3000,1711.3000,15.78
150,160,340,1.067,2.267,1476,71.14,1050,426,1.067,-2.267,1.16,21.2,231.6000,1707.6000,15.69
150,160,350,1.067,2.333,1472,71.67,1055,417,1.067,-2.333,1.16,21.6,228.5000,1700.5000,15.52
150,160,360,1.067,2.400,1471,72.26,1063,408,1.067,-2.400,1.16,21.9,232.0000,1703.0000,15.77
150,160,370,1.067,2.467,1466,72.99,1070,396,1.067,-2.467,1.17,22.2,246.8000,1712.8000,16.83
150,160,380,1.067,2.533,1462,73.46,1074,388,1.067,-2.533,1.17,22.4,244.0000,1706.0000,16.69
150,160,390,1.067,2.600,1459,73.95,1079,380,1.067,-2.600,1.16,22.6,244.4000,1703.4000,16.75
150,160,400,1.067,2.667,1454,74.55,1084,370,1.067,-2.667,1.17,22.8,254.4000,1708.4000,17.50
150,160,410,1.067,2.733,1451,74.98,1088,363,1.067,-2.733,1.17,22.9,252.5000,1703.5000,17.40
150,160,420,1.067,2.800,1447,75.60,1094,353,1.067,-2.800,1.18,23.1,267.8000,1714.8000,18.51
150,160,430,1.067,2.867,1443,76.02,1097,346,1.067,-2.867,1.18,23.2,267.4000,1710.4000,18.53
150,160,440,1.067,2.933,1437,76.62,1101,336,1.067,-2.933,1.19,23.3,283.2000,1720.2000,19.71
150,160,450,1.067,3.000,1430,77.27,1105,325,1.067,-3.000,1.21,23.3,305.5000,1735.5000,21.36
150,160,460,1.067,3.067,1426,77.56,1106,320,1.067,-3.067,1.20,23.6,297.6000,1723.6000,20.87
150,160,470,1.067,3.133,1420,78.03,1108,312,1.067,-3.133,1.21,23.6,306.4000,1726.4000,21.58
150,160,480,1.067,3.200,1418,78.21,1109,309,1.067,-3.200,1.20,23.8,291.2000,1709.2000,20.54
150,160,490,1.067,3.267,1413,78.56,1110,303,1.067,-3.267,1.20,23.8,291.3000,1704.3000,20.62
150,160,500,1.067,3.333,1410,78.87,1112,298,1.067,-3.333,1.19,24.2,289.2000,1699.2000,20.51
150,170,300,1.133,2.000,1491,66.80,996,495,1.133,-2.000,1.14,20.9,208.2000,1699.2000,13.96
150,170,310,1.133,2.067,1482,67.81,1005,477,1.133,-2.067,1.16,21.3,229.8000,1711.8000,15.51
150,170,320,1.133,2.133,1475,68.68,1013,462,1.133,-2.133,1.16,21.6,243.7000,1718.7000,16.52
150,170,330,1.133,2.200,1470,69.25,1018,452,1.133,-2.200,1.16,21.9,239.0000,1709.0000,16.26
150,170,340,1.133,2.267,1468,69.82,1025,443,1.133,-2.267,1.16,22.1,236.3000,1704.3000,16.10
150,170,350,1.133,2.333,1463,70.40,1030,433,1.133,-2.333,1.16,22.5,235.5000,1698.5000,16.10
150,170,360,1.133,2.400,1462,71.00,1038,424,1.133,-2.400,1.16,22.8,238.2000,1700.2000,16.29
150,170,370,1.133,2.467,1457,71.72,1045,412,1.133,-2.467,1.17,23.1,252.1000,1709.1000,17.30
150,170,380,1.133,2.533,1452,72.25,1049,403,1.133,-2.533,1.16,23.3,251.9000,1703.9000,17.35
150,170,390,1.133,2.600,1449,72.74,1054,395,1.133,-2.600,1.16,23.5,251.3000,1700.3000,17.34
150,170,400,1.133,2.667,1443,73.39,1059,384,1.133,-2.667,1.17,23.7,264.3000,1707.3000,18.32
150,170,410,1.133,2.733,1440,73.82,1063,377,1.133,-2.733,1.17,23.9,261.4000,1701.4000,18.15
150,170,420,1.133,2.800,1436,74.44,1069,367,1.133,-2.800,1.18,24.0,275.9000,1711.9000,19.21
150,170,430,1.133,2.867,1432,74.86,1072,360,1.133,-2.867,1.18,24.2,274.4000,1706.4000,19.16
150,170,440,1.133,2.933,1426,75.46,1076,350,1.133,-2.933,1.19,24.3,289.2000,1715.2000,20.28
150,170,450,1.133,3.000,1419,76.11,1080,339,1.133,-3.000,1.20,24.3,310.5000,1729.5000,21.88
150,170,460,1.133,3.067,1414,76.45,1081,333,1.133,-3.067,1.20,24.5,305.9000,1719.9000,21.63
150,170,470,1.133,3.133,1408,76.92,1083,325,1.133,-3.133,1.21,24.5,313.6000,1721.6000,22.27
150,170,480,1.133,3.200,1406,77.10,1084,322,1.133,-3.200,1.19,24.7,297.2000,1703.2000,21.14
150,170,490,1.133,3.267,1401,77.44,1085,316,1.133,-3.267,1.19,24.8,296.1000,1697.1000,21.13
150,170,500,1.133,3.333,1398,77.75,1087,311,1.133,-3.333,1.19,25.2,292.9000,1690.9000,20.95
150,180,300,1.200,2.000,1484,65.57,973,511,1.200,-2.000,1.14,21.8,218.4000,1702.4000,14.72
150,180,310,1.200,2.067,1475,66.58,982,493,1.200,-2.067,1.16,22.2,239.3000,1714.3000,16.22
150,180,320,1.200,2.133,1467,67.48,990,477,1.200,-2.133,1.17,22.4,255.6000,1722.6000,17.42
150,180,330,1.200,2.200,1462,68.13,996,466,1.200,-2.200,1.17,22.7,255.0000,1717.0000,17.44
150,180,340,1.200,2.267,1460,68.70,1003,457,1.200,-2.267,1.16,23.0,251.6000,1711.6000,17.23
150,180,350,1.200,2.333,1454,69.33,1008,446,1.200,-2.333,1.16,23.4,253.4000,1707.4000,17.43
150,180,360,1.200,2.400,1453,69.92,1016,437,1.200,-2.400,1.16,23.7,255.6000,1708.6000,17.59
150,180,370,1.200,2.467,1448,70.65,1023,425,1.200,-2.467,1.17,24.0,268.9000,1716.9000,18.57
150,180,380,1.200,2.533,1443,71.17,1027,416,1.200,-2.533,1.17,24.2,267.8000,1710.8000,18.56
150,180,390,1.200,2.600,1440,71.74,1033,407,1.200,-2.600,1.17,24.4,272.1000,1712.1000,18.90
150,180,400,1.200,2.667,1434,72.45,1039,395,1.200,-2.667,1.18,24.7,290.2000,1724.2000,20.24
150,180,410,1.200,2.733,1431,72.96,1044,387,1.200,-2.733,1.18,24.9,292.5000,1723.5000,20.44
150,180,420,1.200,2.800,1427,73.58,1050,377,1.200,-2.800,1.19,25.0,306.6000,1733.6000,21.49
150,180,430,1.200,2.867,1423,74.00,1053,370,1.200,-2.867,1.19,25.2,304.4000,1727.4000,21.39
150,180,440,1.200,2.933,1417,74.59,1057,360,1.200,-2.933,1.20,25.3,318.6000,1735.6000,22.48
150,180,450,1.200,3.000,1410,75.25,1061,349,1.200,-3.000,1.22,25.4,339.3000,1749.3000,24.06
150,180,460,1.200,3.067,1404,75.64,1062,342,1.200,-3.067,1.22,25.6,338.4000,1742.4000,24.10
150,180,470,1.200,3.133,1398,76.11,1064,334,1.200,-3.133,1.22,25.6,345.4000,1743.4000,24.71
150,180,480,1.200,3.200,1396,76.29,1065,331,1.200,-3.200,1.21,25.8,328.2000,1724.2000,23.51
150,180,490,1.200,3.267,1391,76.64,1066,325,1.200,-3.267,1.20,25.9,326.3000,1717.3000,23.46
150,180,500,1.200,3.333,1388,76.95,1068,320,1.200,-3.333,1.20,26.2,322.4000,1710.4000,23.23
150,190,300,1.267,2.000,1481,64.42,954,527,1.267,-2.000,1.15,22.8,231.6000,1712.6000,15.64
150,190,310,1.267,2.067,1472,65.42,963,509,1.267,-2.067,1.16,23.2,251.8000,1723.8000,17.11
150,190,320,1.267,2.133,1463,66.37,971,492,1.267,-2.133,1.17,23.4,270.5000,1733.5000,18.49
150,190,330,1.267,2.200,1458,67.08,978,480,1.267,-2.200,1.17,23.7,274.2000,1732.2000,18.81
150,190,340,1.267,2.267,1456,67.65,985,471,1.267,-2.267,1.17,24.0,270.1000,1726.1000,18.55
150,190,350,1.267,2.333,1450,68.28,990,460,1.267,-2.333,1.17,24.4,271.0000,1721.0000,18.69
150,190,360,1.267,2.400,1449,68.88,998,451,1.267,-2.400,1.17,24.7,272.6000,1721.6000,18.81
150,190,370,1.267,2.467,1443,69.65,1005,438,1.267,-2.467,1.18,25.0,288.9000,1731.9000,20.02
150,190,380,1.267,2.533,1438,70.17,1009,429,1.267,-2.533,1.18,25.2,286.9000,1724.9000,19.95
150,190,390,1.267,2.600,1435,70.73,1015,420,1.267,-2.600,1.18,25.5,290.5000,1725.5000,20.24
150,190,400,1.267,2.667,1429,71.45,1021,408,1.267,-2.667,1.19,25.7,307.9000,1736.9000,21.55
150,190,410,1.267,2.733,1424,72.05,1026,398,1.267,-2.733,1.19,25.9,317.6000,1741.6000,22.30
150,190,420,1.267,2.800,1420,72.68,1032,388,1.267,-2.800,1.20,26.0,331.2000,1751.2000,23.32
150,190,430,1.267,2.867,1416,73.16,1036,380,1.267,-2.867,1.20,26.2,334.4000,1750.4000,23.62
150,190,440,1.267,2.933,1410,73.76,1040,370,1.267,-2.933,1.21,26.4,348.0000,1758.0000,24.68
150,190,450,1.267,3.000,1403,74.41,1044,359,1.267,-3.000,1.23,26.4,368.1000,1771.1000,26.24
150,190,460,1.267,3.067,1397,74.80,1045,352,1.267,-3.067,1.23,26.6,366.3000,1763.3000,26.22
150,190,470,1.267,3.133,1391,75.27,1047,344,1.267,-3.133,1.23,26.7,372.5000,1763.5000,26.78
150,190,480,1.267,3.200,1389,75.45,1048,341,1.267,-3.200,1.22,26.9,354.4000,1743.4000,25.51
150,190,490,1.267,3.267,1384,75.79,1049,335,1.267,-3.267,1.21,27.0,351.6000,1735.6000,25.40
150,190,500,1.267,3.333,1381,76.10,1051,330,1.267,-3.333,1.21,27.3,346.9000,1727.9000,25.12
150,200,300,1.333,2.000,1469,62.76,922,547,1.333,-2.000,1.12,23.6,203.0000,1672.0000,13.82
150,200,310,1.333,2.067,1460,63.70,930,530,1.333,-2.067,1.13,24.0,217.0000,1677.0000,14.86
150,200,320,1.333,2.133,1451,64.65,938,513,1.333,-2.133,1.14,24.3,234.4000,1685.4000,16.15
150,200,330,1.333,2.200,1445,65.47,946,499,1.333,-2.200,1.15,24.6,245.3000,1690.3000,16.98
150,200,340,1.333,2.267,1443,65.97,952,491,1.333,-2.267,1.14,24.9,234.6000,1677.6000,16.26
150,200,350,1.333,2.333,1436,66.71,958,478,1.333,-2.333,1.15,25.3,243.0000,1679.0000,16.92
150,200,360,1.333,2.400,1435,67.32,966,469,1.333,-2.400,1.14,25.6,243.6000,1678.6000,16.98
150,200,370,1.333,2.467,1428,68.07,972,456,1.333,-2.467,1.15,25.9,256.8000,1684.8000,17.98
150,200,380,1.333,2.533,1423,68.59,976,447,1.333,-2.533,1.15,26.1,253.4000,1676.4000,17.81
150,200,390,1.333,2.600,1420,69.15,982,438,1.333,-2.600,1.15,26.4,255.8000,1675.8000,18.01
150,200,400,1.333,2.667,1414,69.87,988,426,1.333,-2.667,1.16,26.7,272.0000,1686.0000,19.24
150,200,410,1.333,2.733,1409,70.48,993,416,1.333,-2.733,1.16,26.8,280.4000,1689.4000,19.90
150,200,420,1.333,2.800,1405,71.10,999,406,1.333,-2.800,1.17,27.0,292.8000,1697.8000,20.84
150,200,430,1.333,2.867,1401,71.66,1004,397,1.333,-2.867,1.18,27.2,300.9000,1701.9000,21.48
150,200,440,1.333,2.933,1395,72.26,1008,387,1.333,-2.933,1.18,27.4,313.2000,1708.2000,22.45
150,200,450,1.333,3.000,1388,72.91,1012,376,1.333,-3.000,1.20,27.5,332.0000,1720.0000,23.92
150,200,460,1.333,3.067,1382,73.30,1013,369,1.333,-3.067,1.19,27.7,328.6000,1710.6000,23.78
150,200,470,1.333,3.133,1376,73.76,1015,361,1.333,-3.133,1.20,27.8,333.3000,1709.3000,24.22
150,200,480,1.333,3.200,1374,73.94,1016,358,1.333,-3.200,1.18,28.0,313.6000,1687.6000,22.82
150,200,490,1.333,3.267,1369,74.29,1017,352,1.333,-3.267,1.18,28.0,309.2000,1678.2000,22.59
150,200,500,1.333,3.333,1366,74.60,1019,347,1.333,-3.333,1.17,28.5,303.0000,1669.0000,22.18
