direction,result,k1_range,k1_body_size,k1_open_close_pct,k2_high_ratio,k2_low_ratio,k2_body_high_ratio,k2_body_low_ratio,k2_body_center_ratio,breakthrough_strength,k2_body_size,k2_body_size_ratio,k2_upper_shadow_ratio,k2_lower_shadow_ratio,k1_high,k1_low,k2_high,k2_low,k2_body_high,k2_body_low
short,win,25.20999999999958,19.59999999999991,0.008597245372401047,1.194367314557722,0.5025783419277996,0.8976596588655308,0.7738992463308245,0.8357794525981777,0.19436731455772202,3.119999999999891,0.15918367346938292,0.29670765569219126,0.271320904403025,2301.99,2276.78,2306.89,2289.45,2299.41,2296.29
short,win,18.61999999999989,15.329999999999927,0.006595136893187145,1.250805585392057,0.02792696025778651,0.9693877551020562,0.5091299677765883,0.7392588614393345,0.25080558539205694,8.570000000000164,0.5590345727332162,0.28141783029000067,0.48120300751880174,2340.33,2321.71,2345.0,2322.23,2339.76,2331.19
long,win,21.11999999999989,14.61999999999989,0.0061834130579134115,0.32812499999999395,-0.2428977272727337,0.037878787878796685,0.0,0.018939393939398343,0.2428977272727337,0.8000000000001819,0.0547195622435149,0.2902462121211973,0.2428977272727337,2370.89,2349.77,2356.7,2344.64,2350.57,2349.77
long,win,24.170000000000073,14.099999999999909,0.006046026988435326,0.21721141911460423,-0.3148531237070792,0.06619776582539943,0.00041373603641780096,0.033305750930918025,0.3148531237070792,1.5899999999996908,0.1127659574467873,0.1510136532892048,0.315266859743497,2342.17,2318.0,2323.25,2310.39,2319.6,2318.01
short,loss,23.059999999999945,17.63000000000011,0.00762711497778494,1.1361665221162134,0.449262792714664,0.9280138768430244,0.5290546400693775,0.7285342584562108,0.13616652211621336,9.200000000000273,0.5218377765173123,0.208152645273189,0.07979184735471358,2330.77,2307.71,2333.91,2318.07,2329.11,2319.91
long,loss,16.049999999999727,12.400000000000091,0.00524310679447448,0.37383177570094095,-0.20436137071652685,0.21308411214954087,0.13831775700933568,0.17570093457945243,0.20436137071652685,1.2000000000002728,0.0967741935484084,0.16074766355140008,0.3426791277258625,2366.45,2350.4,2356.4,2347.12,2353.82,2352.62
long,win,30.190000000000055,20.2800000000002,0.00870804850400201,0.676714143756204,-0.47466048360383906,0.45644253063927526,0.11361377939714574,0.28502815501821804,0.47466048360383906,10.349999999999909,0.5103550295857893,0.22027161311692875,0.5882742630009848,2335.3,2305.11,2325.54,2290.78,2318.89,2308.54
short,win,21.829999999999927,14.5,0.006275996693198984,1.0732936326156834,0.047640861200181725,0.9606046724690941,0.17132386623913187,0.5659642693541234,0.07329363261568342,17.230000000000018,1.1882758620689668,0.1126889601465893,0.12368300503895015,2313.99,2292.16,2315.59,2293.2,2313.13,2295.9
short,win,22.390000000000327,17.230000000000018,0.007504682259680307,1.3756141134434896,0.6534167038856585,0.9687360428762724,0.8905761500669837,0.929656096471628,0.37561411344348955,1.75,0.10156703424260001,0.40687807056721725,0.23715944618132503,2315.59,2293.2,2324.0,2307.83,2314.89,2313.14
long,loss,42.57999999999993,27.15000000000009,0.01222581967028567,0.9203851573508718,-0.27360263034288657,0.6761390324095823,0.15453264443400513,0.4153358384217937,0.27360263034288657,22.210000000000036,0.8180478821362785,0.24424612494128956,0.4281352747768917,2229.6,2187.02,2226.21,2175.37,2215.81,2193.6
long,win,78.00999999999976,58.34999999999991,0.026456585808206715,0.5581335726188963,-0.06973464940392349,0.497243943084221,0.23163696961927654,0.36444045635174876,0.06973464940392349,20.720000000000255,0.3550985432733554,0.06088962953467523,0.30137161902320003,2207.08,2129.07,2172.61,2123.63,2167.86,2147.14
short,win,45.33999999999969,12.340000000000146,0.005788616970874037,1.2492280546978443,0.749007498897227,0.986987207763571,0.8237759153065761,0.9053815615350685,0.24922805469784426,7.400000000000091,0.5996758508914104,0.26224084693427335,0.07476841640934927,2144.7,2099.36,2156.0,2133.32,2144.11,2136.71
long,loss,32.59999999999991,20.699999999999818,0.009711470795214552,0.36042944785276176,-0.30736196319018433,0.1647239263803652,0.0138036809816035,0.08926380368099134,0.30736196319018433,4.919999999999618,0.23768115942027349,0.19570552147239653,0.32116564417178783,2142.95,2110.35,2122.1,2100.33,2115.72,2110.8
long,win,23.480000000000018,10.010000000000218,0.004731227519579634,0.4037478705281095,-1.217632027257226,0.18313458262351698,0.037052810902891406,0.11009369676320419,1.217632027257226,3.430000000000291,0.34265734265736425,0.2206132879045925,1.2546848381601174,2128.33,2104.85,2114.33,2076.26,2109.15,2105.72
short,win,23.059999999999945,11.950000000000273,0.005665816399101185,1.2254986990459598,0.1370338248048509,0.5967042497831655,0.3104943625325183,0.45359930615785177,0.22549869904595968,6.599999999999909,0.5523012552301053,0.6287944492627942,0.17346053772766737,2130.4,2107.34,2135.6,2110.5,2121.1,2114.5
short,loss,34.61999999999989,22.720000000000255,0.010831994431439606,1.127960716348927,0.7264586943963076,0.8740612362796031,0.8275563258232288,0.850808781051416,0.12796071634892692,1.6099999999996726,0.07086267605632282,0.25389948006932384,0.10109763142692117,2124.56,2089.94,2128.99,2115.09,2120.2,2118.59
short,win,31.2800000000002,25.899999999999636,0.012225111984857682,1.103900255754475,0.5847186700767214,0.8657289002557466,0.6934143222506367,0.779571611253199,0.10390025575447503,5.389999999999873,0.20810810810810612,0.23817135549872842,0.10869565217391526,2148.69,2117.41,2151.94,2135.7,2144.49,2139.1
long,win,21.889999999999873,12.829999999999927,0.0059851746803319264,0.4970306075833585,-0.1763362265874897,0.32708999543169925,0.27820922795795916,0.3026496116948188,0.1763362265874897,1.0700000000001637,0.08339828526891424,0.1699406121516593,0.45454545454544887,2146.5,2124.61,2135.49,2120.75,2131.77,2130.7
short,win,16.210000000000036,12.079999999999927,0.005677145260664587,1.0616903146206045,0.2800740283775699,0.8895743368291203,0.5977791486736602,0.7436767427514043,0.061690314620604425,4.730000000000018,0.39155629139073234,0.1721159777914841,0.3177051202960904,2141.7,2125.49,2142.7,2130.03,2139.91,2135.18
short,win,30.079999999999927,22.11999999999989,0.01004646261871126,1.121675531914889,0.4092420212765949,0.9637632978723355,0.5984042553191504,0.7810837765957429,0.12167553191488907,10.989999999999782,0.4968354430379673,0.15791223404255358,0.18916223404255547,2224.98,2194.9,2228.64,2207.21,2223.89,2212.9
long,win,21.70999999999958,11.460000000000036,0.0051551956815114874,0.6245969599263108,-0.04606172270843018,0.22017503454628454,0.1851681252878885,0.202671579917097,0.04606172270843018,0.7599999999997635,0.06631762652702977,0.40442192538002625,0.23122984799631868,2229.24,2207.53,2221.09,2206.53,2212.31,2211.55
short,win,34.679999999999836,16.980000000000018,0.007683536055603831,1.416378316032299,0.5507497116493656,0.6372549019607847,0.602076124567467,0.6196655132641258,0.4163783160322988,1.2200000000002547,0.07184923439341892,0.7791234140715141,0.05132641291810132,2240.69,2206.01,2255.13,2225.11,2228.11,2226.89
long,win,14.75,11.480000000000018,0.0051492058650710795,0.49966101694914516,-0.4399999999999852,0.11796610169490046,0.08542372881357412,0.1016949152542373,0.4399999999999852,0.47999999999956344,0.04181184668985738,0.3816949152542447,0.5254237288135594,2231.0,2216.25,2223.62,2209.76,2217.99,2217.51
long,win,15.289999999999964,11.550000000000182,0.005184696392259397,0.372138652714167,-0.1425768476128382,0.29431000654022305,0.04316546762588987,0.16873773708305648,0.1425768476128382,3.8400000000001455,0.33246753246753985,0.07782864617394393,0.18574231523872808,2230.8,2215.51,2221.2,2213.33,2220.01,2216.17
long,loss,11.519999999999982,11.170000000000073,0.004919664564321233,0.35069444444444187,-0.3958333333333292,0.16579861111109875,0.01649305555556032,0.09114583333330979,0.3958333333333292,1.7199999999998,0.15398388540732216,0.1848958333333431,0.41232638888888956,2270.63,2259.11,2263.15,2254.55,2261.02,2259.3
long,loss,15.099999999999909,14.309999999999945,0.006352941176470564,0.21788079470198565,-0.4662251655629143,0.10860927152317103,0.05231788079469989,0.0804635761589204,0.4662251655629143,0.849999999999909,0.059399021663166476,0.10927152317881463,0.5185430463576142,2252.5,2237.4,2240.69,2230.36,2239.04,2238.19
long,loss,27.4699999999998,23.920000000000073,0.010849056603773617,0.26501638150709134,-0.29559519475793244,0.11576265016380996,0.04914452129595628,0.08245358572988311,0.29559519475793244,1.8299999999999272,0.07650501672240476,0.14925373134328135,0.34473971605388876,2207.0,2179.53,2186.81,2171.41,2182.71,2180.88
long,win,15.580000000000382,13.940000000000055,0.006307863561906683,0.6302952503209193,-0.2599486521180762,0.11039794608473764,0.09756097560978172,0.10397946084725969,0.2599486521180762,0.1999999999998181,0.014347202295539263,0.5198973042361816,0.357509627727858,2210.07,2194.49,2204.31,2190.44,2196.21,2196.01
short,win,12.739999999999782,9.989999999999782,0.004516050286830122,1.2009419152276644,0.5792778649921692,0.9795918367347121,0.8524332810047341,0.9160125588697231,0.20094191522766436,1.6199999999998909,0.1621621621621548,0.22135007849295227,0.273155416012565,2223.97,2211.23,2226.53,2218.61,2223.71,2222.09
long,win,14.289999999999964,12.230000000000018,0.005495912892252254,0.5101469559132248,-0.23932820153954384,0.3750874737578825,0.09517144856543952,0.235129461161661,0.23932820153954384,4.0,0.3270645952575629,0.13505948215534228,0.33449965010498334,2226.0,2211.71,2219.0,2208.29,2217.07,2213.07
short,win,18.970000000000255,14.140000000000327,0.006382623375568333,1.1222983658407844,0.47021613073273344,0.7801792303637314,0.5065893516078017,0.6433842909857546,0.12229836584078428,5.190000000000055,0.3670438472418624,0.34211913547705297,0.03637322087506828,2233.67,2214.7,2235.99,2223.62,2229.5,2224.31
long,win,22.039999999999964,14.599999999999909,0.006591451880143888,0.6338475499092685,-0.2078039927404689,0.5040834845735094,0.21370235934664447,0.3588929219600872,0.2078039927404689,6.400000000000091,0.4383561643835706,0.12976406533575915,0.4215063520871134,2217.72,2195.68,2209.65,2191.1,2206.79,2200.39
long,loss,12.889999999999873,9.980000000000018,0.004431262154889937,0.5802948021722337,-0.016291698991469237,0.489526764934058,0.15515903801396586,0.3223429014739943,0.016291698991469237,4.309999999999945,0.4318637274549036,0.09076803723817567,0.1714507370054351,2253.1,2240.21,2247.69,2240.0,2246.52,2242.21
long,loss,14.889999999999873,12.88000000000011,0.005752876438219158,0.48220282068501663,-0.15513767629281164,0.25386165211552936,0.047011417058447205,0.1504365345869883,0.15513767629281164,3.0799999999999272,0.23913043478260101,0.22834116856948725,0.20214909335125883,2240.2,2225.31,2232.49,2223.0,2229.09,2226.01
long,loss,16.109999999999673,10.609999999999673,0.004763294350041381,0.34140285536934273,-0.1595282433271394,0.34140285536934273,0.17815021725635935,0.2597765363128511,0.1595282433271394,2.630000000000109,0.24787935909521114,0.0,0.33767846058349876,2227.45,2211.34,2216.84,2208.77,2216.84,2214.21
short,win,58.4699999999998,36.129999999999654,0.016400139807446857,1.5436976227125112,0.6153583034034572,0.8320506242517575,0.6442620147084009,0.7381563194800753,0.5436976227125112,10.980000000000018,0.3039025740381988,0.7116469984607537,0.02890371130494374,2259.97,2201.5,2291.76,2237.48,2250.15,2239.17
long,win,30.95999999999958,20.639999999999873,0.009172721818545374,0.6705426356589161,-0.3772609819121592,0.4635012919896674,0.17700258397933114,0.3202519379844993,0.3772609819121592,8.86999999999989,0.42974806201550125,0.20704134366924876,0.5542635658914904,2254.99,2224.03,2244.79,2212.35,2238.38,2229.51
long,win,75.25999999999976,44.10999999999967,0.017738653454834868,0.4241296837629574,-0.37589689077863475,0.2601647621578526,0.25099654530959253,0.25558065373372557,0.37589689077863475,0.6900000000000546,0.01564271140331126,0.16396492160510476,0.6268934360882272,2498.91,2423.65,2455.57,2395.36,2443.23,2442.54
long,win,54.039999999999964,44.570000000000164,0.018098316454565458,0.9415247964470704,-0.0753145817912688,0.932087342709103,0.43874907475943,0.6854182087342623,0.0753145817912688,26.66000000000031,0.5981601974422305,0.009437453737967503,0.5140636565506989,2510.82,2456.78,2507.66,2452.71,2507.15,2480.49
short,loss,20.670000000000073,12.519999999999982,0.005084945393697422,1.201741654571846,0.26415094339622724,0.6894049346879512,0.3889695210449896,0.5391872278664703,0.20174165457184606,6.210000000000036,0.49600638977636147,0.512336719883895,0.12481857764876236,2481.11,2460.44,2485.28,2465.9,2474.69,2468.48
short,loss,16.75,11.150000000000091,0.004516949701840846,1.1367164179104456,0.5641791044776011,0.7397014925373059,0.6871641791044635,0.7134328358208847,0.1367164179104456,0.8800000000001091,0.07892376681615264,0.39701492537313976,0.12298507462686241,2484.88,2468.13,2487.17,2477.58,2480.52,2479.64
short,loss,20.360000000000127,13.710000000000036,0.005490390814908568,1.1822200392927316,0.1866404715127779,0.7794695481336074,0.670432220039293,0.7249508840864501,0.18222003929273148,2.2200000000002547,0.1619256017505652,0.4027504911591241,0.4837917485265151,2515.29,2494.93,2519.0,2498.73,2510.8,2508.58
short,win,31.079999999999927,19.0,0.007540819647407149,1.0225225225225167,0.15765765765764633,0.6377091377091298,0.34234234234233907,0.49002574002572713,0.022522522522516724,9.179999999999836,0.4831578947368335,0.3848133848133869,0.18468468468469273,2549.88,2518.8,2550.58,2523.7,2538.62,2529.44
long,loss,20.460000000000036,12.949999999999818,0.0051196900511968286,0.6827956989247201,-0.24780058651027148,0.2991202346040997,0.14858260019550137,0.22385141739980055,0.24780058651027148,3.0799999999999272,0.23783783783783555,0.3836754643206205,0.3963831867057729,2533.92,2513.46,2527.43,2508.39,2519.58,2516.5
long,loss,43.07999999999993,36.09999999999991,0.01433609200514666,0.29642525533890446,-0.0756731662024193,0.1798978644382547,0.035979572887655166,0.10793871866295494,0.0756731662024193,6.199999999999818,0.17174515235456603,0.11652739090064973,0.11165273909007448,2523.56,2480.48,2493.25,2477.22,2488.23,2482.03
short,win,15.269999999999982,12.139999999999873,0.004997920963684741,1.0275049115913604,0.6064178127046647,0.9305828421742013,0.6974459724950952,0.8140144073346631,0.027504911591360398,3.5599999999999454,0.2932454695222391,0.09692206941715913,0.09102815979043054,2442.22,2426.95,2442.64,2436.21,2441.16,2437.6
long,win,31.360000000000127,16.140000000000327,0.006756473907619799,0.7286352040816267,-0.24170918367346608,0.45025510204081104,0.3925382653061191,0.4213966836734723,0.24170918367346608,1.8099999999999454,0.11214374225526076,0.27838010204081576,0.6342474489795852,2391.73,2360.37,2383.22,2352.79,2374.49,2372.68
short,win,36.11999999999989,13.680000000000291,0.005980850784768194,1.0694905869324536,0.24889258028792383,0.7940199335548151,0.43272425249169866,0.6133720930232506,0.06949058693245365,13.049999999999727,0.9539473684210124,0.2754706533776385,0.18383167220377486,2294.12,2258.0,2296.63,2266.99,2286.68,2273.63
long,loss,19.949999999999818,16.13000000000011,0.0070803685478880085,0.8626566416040197,-0.18395989974937876,0.8626566416040197,0.008020050125306061,0.4353383458646629,0.18395989974937876,17.050000000000182,1.0570365778053359,0.0,0.1919799498746848,2297.0,2277.05,2294.26,2273.38,2294.26,2277.21
long,loss,47.82999999999993,18.590000000000146,0.008403817204544185,0.6056868074430242,-0.07087601923478733,0.24649801379887062,0.24294375914697697,0.24472088647292378,0.07087601923478733,0.17000000000007276,0.009144701452397602,0.3591887936441535,0.3138197783817643,2229.54,2181.71,2210.68,2178.32,2193.5,2193.33
long,win,36.61000000000013,16.31999999999971,0.007440740791399247,0.31193662933624783,-0.5757989620322277,0.16580169352636281,0.16197760174816364,0.163889647637257,0.5757989620322277,0.13999999999987267,0.00857843137254137,0.146134935809885,0.7377765637803912,2207.69,2171.08,2182.5,2150.0,2177.15,2177.01
short,win,36.379999999999654,21.01000000000022,0.009957959495134875,1.0118196811434936,0.43457943925233905,0.7501374381528374,0.5280373831775761,0.6390874106652067,0.011819681143493544,8.079999999999927,0.3845787720133195,0.2616822429906562,0.09345794392523703,2139.97,2103.59,2140.4,2119.4,2130.88,2122.8
short,win,34.40000000000009,17.86999999999989,0.008418166658030182,1.0046511627906933,0.20058139534883931,0.9084302325581372,0.20348837209302273,0.5559593023255799,0.004651162790693432,24.25,1.3570229434807022,0.0962209302325563,0.002906976744183395,2132.31,2097.91,2132.47,2104.81,2129.16,2104.91
short,win,15.33999999999969,9.5300000000002,0.00447594356459834,1.3507170795306531,0.45958279009125613,1.0,0.5189048239895826,0.7594524119948061,0.35071707953065306,7.379999999999654,0.7743966421825288,0.35071707953065306,0.05932203389832644,2138.7,2123.36,2144.08,2130.41,2138.7,2131.32
long,loss,16.409999999999854,13.599999999999909,0.006277666738982884,0.9140767824497339,-0.2461913467397928,0.38452163315051807,0.17306520414382515,0.27879341864715773,0.2461913467397928,3.4699999999998,0.2551470588235164,0.5295551492992158,0.4192565508836179,2166.41,2150.0,2165.0,2145.96,2156.31,2152.84
long,loss,18.40000000000009,11.709999999999582,0.005419489799696205,1.33043478260869,-0.1413043478260813,0.6527173913043565,0.3434782608695724,0.4980978260869521,0.1413043478260813,5.690000000000055,0.48590947907773335,0.6777173913043336,0.4847826086956537,2161.1,2142.7,2167.18,2140.1,2154.71,2149.02
long,loss,89.3599999999999,69.69999999999982,0.0328603083305831,0.4312891674127102,-0.12320948970456584,0.22157564905998184,0.16506266786033783,0.19331915846015985,0.12320948970456584,5.050000000000182,0.07245337159254225,0.2097135183527283,0.28827215756490365,2126.02,2036.66,2075.2,2025.65,2056.46,2051.41
short,loss,15.300000000000182,9.599999999999909,0.004626751297659109,1.5156862745097894,0.5810457516339717,0.982352941176472,0.9143790849672951,0.9483660130718984,0.5156862745097894,1.0400000000004184,0.10833333333337794,0.5333333333333174,0.33333333333332343,2085.8,2070.5,2093.69,2079.39,2085.53,2084.49
short,win,18.329999999999927,9.970000000000255,0.004760245030867709,1.1325695581014894,0.4915439170758458,0.8406983087834106,0.7812329514457295,0.8109656301145576,0.1325695581014894,1.0899999999996908,0.10932798395182176,0.29187124931807884,0.2896890343698836,2107.33,2089.0,2109.76,2098.01,2104.41,2103.32
long,win,14.38000000000011,11.260000000000218,0.005344547706970799,0.4374130737134851,-0.3226703755215464,0.20236439499303424,0.056328233657853916,0.12934631432542826,0.3226703755215464,2.099999999999909,0.18650088809945545,0.23504867872045088,0.3789986091794003,2109.13,2094.75,2101.04,2090.11,2097.66,2095.56
long,win,26.40000000000009,17.659999999999854,0.008418904874955835,0.2386363636363697,-0.31136363636362774,0.13068181818182806,0.09507575757576552,0.11287878787878818,0.31136363636362774,0.9400000000000546,0.0532276330690862,0.10795454545454164,0.4064393939393932,2102.96,2076.56,2082.86,2068.34,2080.01,2079.07
short,win,19.0,10.7800000000002,0.0051255961239463285,1.0273684210526306,0.16736842105262295,0.9473684210526315,0.38894736842104594,0.6681578947368267,0.027368421052630622,10.610000000000127,0.9842300556586207,0.07999999999999904,0.22157894736842296,2104.0,2085.0,2104.52,2088.18,2103.0,2092.39
long,win,17.2800000000002,15.230000000000018,0.007242035187826922,0.4380787037037081,-0.1822916666666435,0.32060185185184603,0.02025462962965045,0.17042824074074825,0.1822916666666435,5.1899999999996,0.3407747866053574,0.11747685185186207,0.20254629629629395,2104.71,2087.43,2095.0,2084.28,2092.97,2087.78
short,win,21.269999999999982,18.40000000000009,0.008816482989937754,1.3070051716031852,0.684532204983543,0.9464033850493498,0.8707099200752232,0.9085566525622866,0.3070051716031853,1.6099999999996726,0.08749999999998177,0.3606017865538354,0.1861777150916803,2106.55,2085.28,2113.08,2099.84,2105.41,2103.8
long,win,35.59999999999991,23.88000000000011,0.011459613022113074,0.8384831460674154,-0.04297752808989337,0.6219101123595486,0.142134831460673,0.3820224719101108,0.04297752808989337,17.079999999999927,0.7152428810720205,0.21657303370786674,0.18511235955056635,2090.5,2054.9,2084.75,2053.37,2077.04,2059.96
short,win,31.38000000000011,17.079999999999927,0.00829142313442976,1.0223072020395096,0.045570427023591015,0.7546207775653349,0.34544295729764524,0.55003186743149,0.02230720203950974,12.840000000000146,0.7517564402810422,0.26768642447417484,0.29987253027405425,2084.75,2053.37,2085.45,2054.8,2077.05,2064.21
long,win,22.9399999999996,10.279999999999745,0.004980113457448489,0.7323452484742816,-0.10985178727114324,0.6185701830863055,0.23016564952048113,0.4243679163033933,0.10985178727114324,8.909999999999854,0.866731517509735,0.11377506538797615,0.3400174367916244,2083.24,2060.3,2077.1,2057.78,2074.49,2065.58
short,win,49.90000000000009,17.039999999999964,0.008228465468452703,1.1498997995991984,0.45591182364729377,0.9713426853707449,0.564929859719439,0.7681362725450873,0.1498997995991985,20.2800000000002,1.1901408450704367,0.17855711422845366,0.10901803607214518,2075.52,2025.62,2083.0,2048.37,2074.09,2053.81
short,win,34.63000000000011,20.2800000000002,0.009874331121184628,1.048224083164888,0.634709789200114,0.7542593127346177,0.7429974010973126,0.7486283569159717,0.04822408316488789,0.38999999999987267,0.01923076923076276,0.29396477043027025,0.10828761189719861,2083.0,2048.37,2084.67,2070.35,2074.49,2074.1
long,win,60.580000000000155,45.1099999999999,0.021787744574798425,0.4031033344338067,-0.38445031363486143,0.4031033344338067,0.14575767580059268,0.2744305051171997,0.38445031363486143,15.590000000000146,0.34559964531146486,0.0,0.5302079894354541,2077.07,2016.49,2040.91,1993.2,2040.91,2025.32
short,loss,48.409999999999854,41.65000000000009,0.02002923835995888,1.2088411485230357,0.7068787440611518,0.948977483990915,0.9277008882462299,0.9383391861185771,0.2088411485230357,1.0300000000002,0.024729891956787462,0.25986366453212073,0.22082214418507812,2124.49,2076.08,2134.6,2110.3,2122.02,2120.99
short,loss,33.840000000000146,23.90000000000009,0.011279437443956812,1.0463947990543647,0.3212174940898299,0.9766548463356985,0.427600472813231,0.7021276595744715,0.04639479905436472,18.580000000000382,0.7774058577405988,0.06973995271866615,0.1063829787234011,2143.59,2109.75,2145.16,2120.62,2142.8,2124.22
long,win,24.539999999999964,18.580000000000382,0.008670897890610594,0.7204563977180244,-0.110839445802763,0.5977995110024489,0.14629176854116344,0.37204563977180616,0.110839445802763,11.079999999999927,0.5963401506996608,0.1226568867155755,0.25713121434392644,2145.16,2120.62,2138.3,2117.9,2135.29,2124.21
short,loss,25.390000000000327,16.240000000000236,0.007560310233420033,1.0862544308782818,0.42969673099646194,0.9523434423001174,0.45490350531705526,0.7036234738085863,0.08625443087828166,12.63000000000011,0.7777093596059067,0.13391098857816433,0.02520677432059332,2165.51,2140.12,2167.7,2151.03,2164.3,2151.67
short,win,31.88000000000011,18.09999999999991,0.008412070624212778,1.0420326223337417,0.7057716436637366,0.9771016311166871,0.882057716436631,0.9295796737766662,0.04203262233374173,3.0300000000002,0.16740331491713897,0.06493099121705463,0.17628607277289435,2173.38,2141.5,2174.72,2164.0,2172.65,2169.62
long,win,32.590000000000146,27.48999999999978,0.012688434093069956,0.49432341208959973,-0.303160478674442,0.3154341822644891,0.09573488800245096,0.20558453513347003,0.303160478674442,7.1599999999998545,0.26045834849035693,0.17888922982511066,0.39889536667689296,2168.53,2135.94,2152.05,2126.06,2146.22,2139.06
long,win,18.159999999999854,17.929999999999836,0.008208090897854285,0.756057268722474,-0.03414096916298986,0.607929515418505,0.012114537444923,0.3100220264317015,0.03414096916298986,10.820000000000164,0.6034578918014647,0.14812775330396896,0.04625550660791286,2184.43,2166.27,2180.0,2165.65,2177.31,2166.49
long,win,14.349999999999909,10.820000000000164,0.004994253377583171,0.8327526132404107,-0.4487804878048847,0.8118466898954819,0.12891986062717217,0.470383275261327,0.4487804878048847,9.800000000000182,0.9057301293900216,0.020905923344928853,0.5777003484320569,2180.0,2165.65,2177.6,2159.21,2177.3,2167.5
long,win,17.440000000000055,13.900000000000091,0.006347698616749746,0.845183486238543,-0.1829128440366998,0.14736238532110985,0.12499999999999022,0.13618119266055004,0.1829128440366998,0.3900000000003274,0.028057553956857904,0.6978211009174332,0.30791284403669,2190.75,2173.31,2188.05,2170.12,2175.88,2175.49
short,loss,14.9699999999998,9.679999999999836,0.004438961979923711,1.7869071476286145,0.69071476285904,0.9298597194388647,0.69071476285904,0.8102872411489523,0.7869071476286144,3.5799999999999272,0.36983471074380037,0.8570474281897498,0.0,2195.0,2180.03,2206.78,2190.37,2193.95,2190.37
short,loss,12.889999999999873,10.5,0.00475758948799275,1.6982156710628462,0.5267649340574112,1.0,0.6167571761055001,0.8083785880527324,0.6982156710628463,4.940000000000055,0.47047619047619565,0.6982156710628463,0.08999224204808891,2217.5,2204.61,2226.5,2211.4,2217.5,2212.56
long,win,16.960000000000036,11.300000000000182,0.005021574997000467,0.5872641509433971,-0.1084905660377442,0.26297169811320914,0.13443396226416246,0.19870283018867238,0.1084905660377442,2.1799999999998363,0.1929203539822833,0.324292452830188,0.24292452830190664,2251.5,2234.54,2244.5,2232.7,2239.0,2236.82
short,win,23.050000000000182,18.909999999999854,0.008453965898015867,1.6989154013015184,0.6494577006507651,0.9279826464208114,0.6620390455531496,0.7950108459869903,0.6989154013015184,6.129999999999654,0.32416710735059234,0.770932754880707,0.01258134490238444,2257.4,2234.35,2273.51,2249.32,2255.74,2249.61
long,loss,21.25,11.63000000000011,0.005169784984952995,0.36047058823528727,-0.16611764705883295,0.3275294117646862,0.20799999999998203,0.2677647058823341,0.16611764705883295,2.5399999999999636,0.2184006878761771,0.032941176470601075,0.37411764705881495,2252.28,2231.03,2238.69,2227.5,2237.99,2235.45
long,loss,17.40000000000009,11.389999999999873,0.005135280141028532,0.5954022988505789,-0.30402298850574344,0.3442528735632302,0.0005747126436907026,0.17241379310347352,0.30402298850574344,5.980000000000018,0.5250219490781461,0.25114942528734874,0.30459770114943413,2224.0,2206.6,2216.96,2201.31,2212.59,2206.61
long,loss,22.890000000000327,18.59999999999991,0.008406399710747496,0.5836609873307094,-0.02184359982525089,0.38575797291394737,0.013543031891673035,0.19965050240282015,0.02184359982525089,8.519999999999982,0.45806451612903354,0.19790301441676192,0.035386631716923925,2216.59,2193.7,2207.06,2193.2,2202.53,2194.01
short,win,28.09999999999991,19.929999999999836,0.009095887910182026,1.3494661921708255,0.1672597864768624,0.7548042704626372,0.1672597864768624,0.4610320284697498,0.3494661921708255,16.51000000000022,0.8283993978926419,0.5946619217081883,0.0,2194.58,2166.48,2204.4,2171.18,2187.69,2171.18
short,win,16.429999999999836,10.989999999999782,0.005023540704849743,1.3944004869141864,0.02982349360923838,0.9908703590992032,0.20389531345100076,0.5973828362751158,0.3944004869141864,12.929999999999836,1.1765241128298538,0.40353012781498326,0.17407181984176237,2189.79,2173.36,2196.27,2173.85,2189.64,2176.71
long,win,25.090000000000146,10.860000000000127,0.004966137890351758,0.6568353925866849,-0.21642088481465943,0.3304105221203633,0.09525707453168031,0.21283379832603086,0.21642088481465943,5.900000000000091,0.5432780847145509,0.3264248704663215,0.31167795934633974,2192.8,2167.71,2184.19,2162.28,2176.0,2170.1
long,win,31.710000000000036,17.920000000000073,0.008097934394078419,0.2740460422579642,-0.19804478082622953,0.1958372753074749,0.19079154840744797,0.19331441185746143,0.19804478082622953,0.15999999999985448,0.008928571428563271,0.07820876695048928,0.3888363292336775,2220.5,2188.79,2197.48,2182.51,2195.0,2194.84
short,loss,18.98999999999978,12.550000000000182,0.005691197010647836,1.1316482359136402,0.41969457609267463,0.8530805687203794,0.6255924170616243,0.7393364928910019,0.13164823591364028,4.319999999999709,0.34422310756969293,0.27856766719326087,0.20589784096894967,2220.49,2201.5,2222.99,2209.47,2217.7,2213.38
short,loss,18.9699999999998,14.150000000000091,0.006251408223583975,1.0911966262519788,0.28465998945702126,0.861360042171843,0.47443331576173403,0.6678966789668005,0.09119662625197873,7.339999999999691,0.5187279151943212,0.22983658408013566,0.1897733263047128,2280.27,2261.3,2282.0,2266.7,2277.64,2270.3
short,loss,23.40000000000009,15.539999999999964,0.006848560436121953,1.2440170940170947,0.5470085470085526,0.7452991452991448,0.6153846153846169,0.6803418803418808,0.24401709401709462,3.0399999999999636,0.19562419562419375,0.4987179487179499,0.06837606837606422,2290.6,2267.2,2296.31,2280.0,2284.64,2281.6
