direction,result,k1_range,k1_body_size,k1_open_close_pct,k2_high_ratio,k2_low_ratio,k2_body_high_ratio,k2_body_low_ratio,k2_body_center_ratio,breakthrough_strength,k2_body_size,k2_body_size_ratio,k2_upper_shadow_ratio,k2_lower_shadow_ratio,k1_high,k1_low,k2_high,k2_low,k2_body_high,k2_body_low
long,win,29.61999999999989,18.329999999999927,0.005960025882054544,1.0013504388926389,-0.38183659689399013,0.49020931802836043,0.042876434841322975,0.2665428764348417,0.38183659689399013,13.25,0.7228587015821087,0.5111411208642784,0.4247130317353131,3085.5,3055.88,3085.54,3044.57,3070.4,3057.15
short,win,45.86999999999989,28.18000000000029,0.009248532148331061,1.2716372356660142,0.8933943754087664,0.9633747547416548,0.9178112055809899,0.9405929801613174,0.2716372356660141,2.0899999999996908,0.0741660752306483,0.3082624809243593,0.024416830172223535,3078.92,3033.05,3091.38,3074.03,3077.24,3075.15
short,win,127.76000000000022,27.2800000000002,0.00895239282889713,1.0438321853475259,0.7013932373199747,0.8955072010018759,0.782404508453349,0.8389558547276125,0.04383218534752582,14.449999999999818,0.5296920821114264,0.14832498434564997,0.08101127113337422,3047.76,2920.0,3053.36,3009.61,3034.41,3019.96
short,win,34.66999999999962,20.329999999999927,0.006699841813867627,1.5007210845111139,0.4762042111335433,0.8286703201615194,0.680703778482843,0.7546870493221878,0.5007210845111139,5.129999999999654,0.25233644859811477,0.6720507643495944,0.20449956734929978,3060.68,3026.01,3078.04,3042.52,3054.74,3049.61
long,win,35.820000000000164,27.640000000000327,0.00909943869236731,0.6976549413735378,-0.04131769960915722,0.3609715242881137,0.1180904522613065,0.23953098827471644,0.04131769960915722,8.700000000000273,0.3147612156295286,0.3366834170854241,0.15940815187046373,3041.5,3005.68,3030.67,3004.2,3018.61,3009.91
long,win,28.789999999999964,15.679999999999836,0.0051817238484873985,0.4522403612365404,-0.09586662035428159,0.434178534213269,0.07085793678360425,0.25251823549843666,0.09586662035428159,10.460000000000036,0.6670918367347032,0.01806182702327136,0.16672455713788584,3037.08,3008.29,3021.31,3005.53,3020.79,3010.33
short,loss,28.710000000000036,26.670000000000073,0.008846739444118285,1.0832462556600442,0.055729710902121456,0.46778126088470284,0.055729710902121456,0.2617554858934122,0.08324625566004422,11.829999999999927,0.44356955380577034,0.6154649947753413,0.0,3015.11,2986.4,3017.5,2988.0,2999.83,2988.0
short,loss,22.859999999999673,14.949999999999818,0.004954875829817355,1.2077865266841674,0.3193350831146033,0.9571303587051605,0.6461067366579262,0.8016185476815433,0.20778652668416744,7.109999999999673,0.47558528428092034,0.250656167979007,0.3267716535433229,3033.16,3010.3,3037.91,3017.6,3032.18,3025.07
short,loss,28.079999999999927,14.329999999999927,0.004635500232907176,1.0014245014245002,0.4013532763532767,0.8037749287749205,0.7393162393162328,0.7715455840455847,0.0014245014245001326,1.8099999999999454,0.126308443824142,0.19764957264957964,0.3379629629629561,3111.21,3083.13,3111.25,3094.4,3105.7,3103.89
short,loss,19.01000000000022,13.980000000000018,0.004407967132582702,1.2198842714360751,0.2540768016833178,0.846922672277758,0.5170962651236094,0.6820094687006837,0.21988427143607514,6.270000000000437,0.4484978540772839,0.37296159915831717,0.26301946344029153,3188.42,3169.41,3192.6,3174.24,3185.51,3179.24
short,win,20.450000000000273,14.949999999999818,0.004621329211746466,1.280195599022002,0.602933985330084,0.9574572127139424,0.6552567237163771,0.8063569682151597,0.28019559902200203,6.180000000000291,0.4133779264214292,0.32273838630805973,0.05232273838629314,3250.94,3230.49,3256.67,3242.82,3250.07,3243.89
long,loss,22.199999999999818,17.38000000000011,0.005357748389284537,0.5256756756756833,-0.11981981981983474,0.39729729729728747,0.1756756756756812,0.28648648648647407,0.11981981981983474,4.919999999999618,0.2830840046029682,0.12837837837839583,0.29549549549551596,3244.83,3222.63,3234.3,3219.97,3231.45,3226.53
long,win,31.440000000000055,26.690000000000055,0.00829332711877575,0.8536895674300286,-0.0006361323155210488,0.7531806615776161,0.14185750636132408,0.4475190839694701,0.0006361323155210488,19.220000000000255,0.7201198950918027,0.1005089058524125,0.1424936386768451,3218.54,3187.1,3213.94,3187.08,3210.78,3191.56
short,win,26.860000000000127,19.220000000000255,0.00602213337678134,1.0807892777364134,0.34623976172748094,0.8823529411764766,0.5841399851079665,0.7332464631422215,0.08078927773641334,8.010000000000218,0.4167533818938664,0.19843633655993678,0.23790022338048558,3213.94,3187.08,3216.11,3196.38,3210.78,3202.77
short,win,18.679999999999836,18.419999999999618,0.005742700815263867,1.0032119914346866,0.1953961456102606,0.9855460385438981,0.4031049250535231,0.6943254817987106,0.0032119914346866144,10.88000000000011,0.5906623235613645,0.017665952890788553,0.2077087794432625,3226.23,3207.55,3226.29,3211.2,3225.96,3215.08
short,win,20.279999999999745,16.579999999999927,0.005142344946514007,1.541420118343203,0.3210059171597557,0.9718934911242744,0.38856015779091485,0.6802268244576058,0.5414201183432029,11.830000000000382,0.7135102533172759,0.5695266272189287,0.06755424063115917,3241.37,3221.09,3252.35,3227.6,3240.8,3228.97
short,loss,28.940000000000055,28.51000000000022,0.008717508095265827,1.5100207325500945,0.514167242570839,0.9951624049758008,0.7204561161022761,0.8578092605390384,0.5100207325500945,7.949999999999818,0.2788495264819276,0.5148583275742938,0.20628887353143707,3299.07,3270.13,3313.83,3285.01,3298.93,3290.98
short,win,24.159999999999854,23.90000000000009,0.006957807737431577,1.6105132450331163,0.6514900662251605,0.9954470198675444,0.751241721854294,0.8733443708609099,0.6105132450331162,5.900000000000091,0.24686192468619533,0.6150662251655719,0.09975165562913366,3459.0,3434.84,3473.75,3450.58,3458.89,3452.99
long,win,23.059999999999945,22.659999999999854,0.006696098768934314,0.2684301821335676,-0.6504770164787527,0.25151777970512557,0.017779705117079596,0.13464874241110258,0.6504770164787527,5.390000000000327,0.23786407766991888,0.016912402428442046,0.6682567215958323,3384.06,3361.0,3367.19,3346.0,3366.8,3361.41
long,win,32.40000000000009,15.390000000000327,0.004619415954544325,0.5466049382716045,-0.08179012345677866,0.40154320987654885,0.2493827160493938,0.3254629629629643,0.08179012345677866,4.929999999999836,0.32033788174137307,0.1450617283950557,0.3311728395061725,3335.6,3303.2,3320.91,3300.55,3316.21,3311.28
short,win,32.059999999999945,14.949999999999818,0.004492106512502725,1.0895196506550187,0.15938864628819965,0.9591391141609499,0.16313162819713123,0.5611353711790334,0.08951965065501859,25.519999999999982,1.707023411371257,0.13038053649406872,0.00374298190893156,3340.11,3308.05,3342.98,3313.16,3338.8,3313.28
short,loss,39.07999999999993,36.79000000000042,0.011213078979210672,1.1230808597748314,0.5156090071647934,0.9892528147390067,0.6635107471852697,0.8263817809621323,0.12308085977483135,12.730000000000018,0.3460179396575122,0.13382804503582466,0.14790174002047624,3318.2,3279.12,3323.01,3299.27,3317.78,3305.05
long,win,19.809999999999945,16.820000000000164,0.005039187019150158,0.25643614336193543,-0.43563856638062254,0.09692074709742948,0.0403836446239366,0.06865219586068304,0.43563856638062254,1.1199999999998909,0.06658739595718668,0.15951539626450598,0.47602221100455916,3338.91,3319.1,3324.18,3310.47,3321.02,3319.9
short,win,30.98999999999978,17.58999999999969,0.005136966298697416,1.002904162633112,0.07841239109389653,0.8667312036140646,0.14811229428847122,0.5074217489512606,0.00290416263311217,22.269999999999982,1.266060261512244,0.13617295901904758,0.0696999031945747,3433.0,3402.01,3433.09,3404.44,3428.87,3406.6
short,win,24.329999999999927,20.230000000000018,0.005794237268717425,1.3962186600904194,0.41183723797780564,0.9773941635840451,0.8475133579942439,0.9124537607891444,0.3962186600904193,3.1599999999998545,0.1562036579337544,0.4188244965063742,0.4356761200164382,3515.36,3491.03,3525.0,3501.05,3514.81,3511.65
long,loss,27.669999999999618,17.980000000000018,0.0051396833291884325,0.32887603903144325,-0.23346584748825897,0.2529815684857281,0.010119262739419922,0.13155041561257402,0.23346584748825897,6.720000000000255,0.37374860956619843,0.07589447054571515,0.2435851102276789,3500.97,3473.3,3482.4,3466.84,3480.3,3473.58
long,loss,40.070000000000164,27.269999999999982,0.008102350483853231,0.5615173446468656,-0.05490391814324455,0.18542550536560534,0.10506613426503666,0.14524581981531534,0.05490391814324455,3.2199999999998,0.11807847451411083,0.37609183928126033,0.15997005240828122,3371.07,3331.0,3353.5,3328.8,3338.43,3335.21
short,win,53.59999999999991,44.40000000000009,0.013565536205316251,1.0764925373134313,0.7518656716417872,0.9513059701492512,0.8436567164179082,0.897481343283584,0.07649253731343127,5.769999999999982,0.12995495495495427,0.12518656716418,0.09179104477612092,3320.0,3266.4,3324.1,3306.7,3317.39,3311.62
long,win,28.559999999999945,16.40000000000009,0.004959072532483465,0.49649859943977115,-0.8746498599439799,0.1421568627450964,0.09138655462185337,0.11677170868347489,0.8746498599439799,1.449999999999818,0.08841463414632988,0.3543417366946747,0.9660364145658332,3316.62,3288.06,3302.24,3263.08,3292.12,3290.67
long,win,31.340000000000146,22.59999999999991,0.006897625202579563,0.7708998085513783,-0.013720485003185522,0.7708998085513783,0.00031908104659279617,0.38560944479899284,0.013720485003185522,24.15000000000009,1.0685840707964684,0.0,0.014039566049778318,3285.23,3253.89,3278.05,3253.46,3278.05,3253.9
short,loss,24.590000000000146,24.15000000000009,0.007421862995175049,1.3204554697031154,0.4745831638877594,0.9995933306221952,0.7385115900772569,0.869052460349726,0.3204554697031154,6.420000000000073,0.2658385093167722,0.32086213908092015,0.26392842618949747,3278.05,3253.46,3285.93,3265.13,3278.04,3271.62
long,win,24.320000000000164,14.769999999999982,0.004512720862091612,0.6973684210526284,-0.086348684210522,0.4691611842105359,0.020559210526315652,0.2448601973684164,0.086348684210522,10.91000000000031,0.7386594448206041,0.22820723684209251,0.10690789473683765,3282.02,3257.7,3274.66,3255.6,3269.11,3258.2
short,loss,19.899999999999636,15.879999999999654,0.004811960813427326,1.1939698492462412,0.5185929648241154,0.8869346733668321,0.8492462311557761,0.8680904522613041,0.1939698492462411,0.75,0.047229219143577854,0.307035175879409,0.3306532663316607,3318.99,3299.09,3322.85,3309.41,3316.74,3315.99
long,win,26.269999999999982,20.550000000000182,0.006258546494452638,0.7266844309097891,-0.10734678340311042,0.5999238675295101,0.010658545869821099,0.3052912066996569,0.10734678340311042,15.480000000000018,0.753284671532841,0.126760563380279,0.11800532927293153,3288.99,3262.72,3281.81,3259.9,3278.48,3263.0
long,win,64.32999999999993,48.470000000000255,0.015043918184922019,0.35582154515777864,-0.23363904865537413,0.2470076169749711,0.239235193533342,0.24312140525415654,0.23363904865537413,0.5,0.01031565917062095,0.10881392818280752,0.4728742421887161,3222.38,3158.05,3180.94,3143.02,3173.94,3173.44
long,win,30.970000000000255,17.300000000000182,0.005419799498746924,0.43784307394253436,-0.0939618986115541,0.055860510171133484,0.008072328059412269,0.03196641911528022,0.0939618986115541,1.4800000000000182,0.08554913294797703,0.3819825637714009,0.10203422667096637,3203.94,3172.97,3186.53,3170.06,3174.7,3173.22
short,loss,34.15000000000009,26.519999999999982,0.008419101073657604,1.1467057101024818,0.4805270863835962,0.9224011713030722,0.9142020497803723,0.9183016105417157,0.1467057101024817,0.2800000000002001,0.010558069381606345,0.22430453879940948,0.43367496339677614,3179.15,3145.0,3184.16,3161.41,3176.5,3176.22
short,loss,27.3100000000004,17.059999999999945,0.005349907803464565,1.4090076894910089,0.5789088246063775,0.7931160746979126,0.7067008421823471,0.7499084584401382,0.40900768949100896,2.3600000000001273,0.13833528722157884,0.6158916147930964,0.12779201757596964,3211.55,3184.24,3222.72,3200.05,3205.9,3203.54
short,win,106.65000000000009,88.82000000000016,0.027104141300400723,1.2182841068917034,0.6061884669479609,0.9982184716361926,0.8688232536333824,0.9335208626347854,0.21828410689170352,13.799999999999727,0.1553704120693504,0.22006563525551087,0.2626347866854214,3366.0,3259.35,3389.28,3324.0,3365.81,3352.01
short,win,31.779999999999745,24.220000000000255,0.007141572384347589,1.072057898049087,0.30333543108873345,0.7951541850220323,0.3820012586532401,0.5885777218376361,0.07205789804908691,13.13000000000011,0.542113955408752,0.2769037130270547,0.07866582756450662,3422.14,3390.36,3424.43,3400.0,3415.63,3402.5
short,win,32.899999999999636,22.389999999999873,0.006546783625730957,1.0392097264437683,0.41854103343465454,0.8382978723404326,0.6185410334346545,0.7284194528875505,0.03920972644376833,7.230000000000018,0.3229120142920973,0.20091185410333573,0.2,3447.7,3414.8,3448.99,3428.57,3442.38,3435.15
long,loss,26.48999999999978,24.639999999999873,0.007172924538737831,0.31672329180822734,-0.1208003020007663,0.08154020385050481,0.025292563231393866,0.053416383540940755,0.1208003020007663,1.4900000000002365,0.06047077922078913,0.23518308795772253,0.14609286523216017,3436.31,3409.82,3418.21,3406.62,3411.98,3410.49
long,loss,46.44999999999982,27.199999999999818,0.007988557566074422,0.37804090419806274,-0.4919268030139935,0.3500538213132363,0.2701829924650113,0.31011840688912384,0.4919268030139935,3.7100000000000364,0.13639705882353167,0.027987082884826417,0.7621097954790048,3407.85,3361.4,3378.96,3338.55,3377.66,3373.95
