排名,止盈%,止损%,K1涨跌幅%,总交易数,胜率%,总盈亏USDT,收益率%,盈亏比
464,95,10,0.7,32,31.25,-0.3509,-1.10,0.83
465,100,10,0.7,32,31.25,-0.3509,-1.10,0.83
466,40,10,0.6,47,31.91,-0.3534,-0.75,0.88
467,50,10,0.55,57,33.33,-0.3558,-0.62,0.90
468,55,10,0.55,57,33.33,-0.3558,-0.62,0.90
469,60,10,0.55,57,33.33,-0.3558,-0.62,0.90
470,65,10,0.55,57,33.33,-0.3558,-0.62,0.90
471,70,10,0.55,57,33.33,-0.3558,-0.62,0.90
472,75,10,0.55,57,33.33,-0.3558,-0.62,0.90
473,80,10,0.55,57,33.33,-0.3558,-0.62,0.90
474,85,10,0.55,57,33.33,-0.3558,-0.62,0.90
475,90,10,0.55,57,33.33,-0.3558,-0.62,0.90
476,95,10,0.55,57,33.33,-0.3558,-0.62,0.90
477,100,10,0.55,57,33.33,-0.3558,-0.62,0.90
478,80,20,0.1,1737,49.51,-0.3560,-0.02,0.99
479,90,15,0.2,718,47.08,-0.3578,-0.05,0.99
480,25,100,0.3,330,51.21,-0.3578,-0.11,0.98
481,60,35,0.3,330,50.30,-0.3610,-0.11,0.98
482,75,40,0.3,330,50.30,-0.3624,-0.11,0.98
483,20,25,0.35,217,49.77,-0.3643,-0.17,0.97
484,25,75,0.3,330,51.21,-0.3646,-0.11,0.98
485,65,25,0.35,217,47.93,-0.3734,-0.17,0.97
486,70,45,0.3,330,50.30,-0.3765,-0.11,0.98
487,35,25,1.0,7,28.57,-0.3770,-5.39,0.61
488,70,55,0.3,330,50.30,-0.3777,-0.11,0.98
489,80,60,0.3,330,50.30,-0.3777,-0.11,0.98
490,100,20,0.2,718,48.19,-0.3902,-0.05,0.99
491,20,40,0.85,19,42.11,-0.3909,-2.06,0.79
492,20,45,0.85,19,42.11,-0.3909,-2.06,0.79
493,20,50,0.85,19,42.11,-0.3909,-2.06,0.79
494,20,55,0.85,19,42.11,-0.3909,-2.06,0.79
495,20,60,0.85,19,42.11,-0.3909,-2.06,0.79
496,20,65,0.85,19,42.11,-0.3909,-2.06,0.79
497,20,70,0.85,19,42.11,-0.3909,-2.06,0.79
498,20,75,0.85,19,42.11,-0.3909,-2.06,0.79
499,20,80,0.85,19,42.11,-0.3909,-2.06,0.79
500,20,85,0.85,19,42.11,-0.3909,-2.06,0.79
501,20,90,0.85,19,42.11,-0.3909,-2.06,0.79
502,20,95,0.85,19,42.11,-0.3909,-2.06,0.79
503,20,100,0.85,19,42.11,-0.3909,-2.06,0.79
504,40,15,0.65,41,39.02,-0.3911,-0.95,0.87
505,35,20,1.0,7,28.57,-0.3965,-5.66,0.60
506,55,30,0.3,330,50.30,-0.3967,-0.12,0.98
507,45,15,0.75,27,37.04,-0.3979,-1.47,0.81
508,85,50,0.3,330,50.30,-0.4042,-0.12,0.98
509,40,15,0.4,159,45.91,-0.4075,-0.26,0.95
510,90,60,0.3,330,50.30,-0.4086,-0.12,0.98
511,95,60,0.3,330,50.30,-0.4086,-0.12,0.98
512,100,60,0.3,330,50.30,-0.4086,-0.12,0.98
513,25,15,0.8,22,31.82,-0.4093,-1.86,0.79
514,55,35,0.3,330,50.30,-0.4110,-0.12,0.98
515,70,40,0.3,330,50.30,-0.4124,-0.12,0.98
516,35,10,0.55,57,33.33,-0.4175,-0.73,0.88
517,45,10,0.6,47,31.91,-0.4180,-0.89,0.86
518,25,15,0.2,718,47.63,-0.4208,-0.06,0.99
519,60,25,0.35,217,47.93,-0.4234,-0.20,0.97
520,65,45,0.3,330,50.30,-0.4265,-0.13,0.98
521,80,15,0.2,718,47.08,-0.4268,-0.06,0.99
522,40,30,1.0,7,28.57,-0.4270,-6.10,0.60
523,30,25,1.0,7,28.57,-0.4270,-6.10,0.56
524,65,55,0.3,330,50.30,-0.4277,-0.13,0.98
525,75,60,0.3,330,50.30,-0.4277,-0.13,0.98
526,85,65,0.3,330,50.30,-0.4277,-0.13,0.98
527,100,15,0.1,1737,48.82,-0.4295,-0.02,0.99
528,35,15,0.75,27,37.04,-0.4333,-1.60,0.80
529,70,10,0.2,718,44.57,-0.4358,-0.06,0.99
530,25,15,0.7,32,37.50,-0.4379,-1.37,0.82
531,40,15,0.8,22,31.82,-0.4390,-2.00,0.77
532,95,20,0.2,718,48.19,-0.4402,-0.06,0.99
533,45,25,1.0,7,28.57,-0.4416,-6.31,0.54
534,50,25,1.0,7,28.57,-0.4416,-6.31,0.54
535,55,25,1.0,7,28.57,-0.4416,-6.31,0.54
536,60,25,1.0,7,28.57,-0.4416,-6.31,0.54
537,65,25,1.0,7,28.57,-0.4416,-6.31,0.54
538,70,25,1.0,7,28.57,-0.4416,-6.31,0.54
539,75,25,1.0,7,28.57,-0.4416,-6.31,0.54
540,80,25,1.0,7,28.57,-0.4416,-6.31,0.54
541,85,25,1.0,7,28.57,-0.4416,-6.31,0.54
542,90,25,1.0,7,28.57,-0.4416,-6.31,0.54
543,95,25,1.0,7,28.57,-0.4416,-6.31,0.54
544,100,25,1.0,7,28.57,-0.4416,-6.31,0.54
545,25,20,0.25,464,48.92,-0.4453,-0.10,0.98
546,30,20,1.0,7,28.57,-0.4465,-6.38,0.55
547,25,10,0.45,112,38.39,-0.4505,-0.40,0.93
548,30,15,0.75,27,37.04,-0.4533,-1.68,0.79
549,35,10,0.6,47,31.91,-0.4534,-0.96,0.85
550,80,50,0.3,330,50.30,-0.4542,-0.14,0.97
551,45,15,0.65,41,39.02,-0.4557,-1.11,0.84
552,75,20,0.1,1737,49.51,-0.4560,-0.03,0.99
553,85,20,0.2,718,48.19,-0.4593,-0.06,0.99
554,45,20,1.0,7,28.57,-0.4611,-6.59,0.53
555,50,20,1.0,7,28.57,-0.4611,-6.59,0.53
556,55,20,1.0,7,28.57,-0.4611,-6.59,0.53
557,60,20,1.0,7,28.57,-0.4611,-6.59,0.53
558,65,20,1.0,7,28.57,-0.4611,-6.59,0.53
559,70,20,1.0,7,28.57,-0.4611,-6.59,0.53
560,75,20,1.0,7,28.57,-0.4611,-6.59,0.53
561,80,20,1.0,7,28.57,-0.4611,-6.59,0.53
562,85,20,1.0,7,28.57,-0.4611,-6.59,0.53
563,90,20,1.0,7,28.57,-0.4611,-6.59,0.53
564,95,20,1.0,7,28.57,-0.4611,-6.59,0.53
565,100,20,1.0,7,28.57,-0.4611,-6.59,0.53
566,20,25,0.85,19,42.11,-0.4623,-2.43,0.77
567,65,40,0.3,330,50.30,-0.4624,-0.14,0.97
568,25,80,0.3,330,51.21,-0.4646,-0.14,0.97
569,25,25,1.0,7,28.57,-0.4650,-6.64,0.52
570,50,30,0.3,330,50.30,-0.4728,-0.14,0.97
571,30,10,0.6,47,31.91,-0.4733,-1.01,0.84
572,55,25,0.35,217,47.93,-0.4734,-0.22,0.96
573,60,45,0.3,330,50.30,-0.4765,-0.14,0.97
574,35,30,1.0,7,28.57,-0.4770,-6.81,0.55
575,60,55,0.3,330,50.30,-0.4777,-0.14,0.97
576,70,60,0.3,330,50.30,-0.4777,-0.14,0.97
577,80,65,0.3,330,50.30,-0.4777,-0.14,0.97
578,50,15,0.75,27,37.04,-0.4786,-1.77,0.77
579,55,15,0.75,27,37.04,-0.4786,-1.77,0.77
580,60,15,0.75,27,37.04,-0.4786,-1.77,0.77
581,65,15,0.75,27,37.04,-0.4786,-1.77,0.77
582,70,15,0.75,27,37.04,-0.4786,-1.77,0.77
583,75,15,0.75,27,37.04,-0.4786,-1.77,0.77
584,80,15,0.75,27,37.04,-0.4786,-1.77,0.77
585,85,15,0.75,27,37.04,-0.4786,-1.77,0.77
586,90,15,0.75,27,37.04,-0.4786,-1.77,0.77
587,95,15,0.75,27,37.04,-0.4786,-1.77,0.77
588,100,15,0.75,27,37.04,-0.4786,-1.77,0.77
589,95,15,0.1,1737,48.82,-0.4795,-0.03,0.99
590,20,15,0.25,464,48.28,-0.4799,-0.10,0.98
591,40,15,0.9,15,33.33,-0.4807,-3.20,0.68
592,40,40,1.0,7,28.57,-0.4831,-6.90,0.57
593,25,15,0.9,15,33.33,-0.4839,-3.23,0.68
594,20,15,0.95,12,33.33,-0.4840,-4.03,0.60
595,25,20,1.0,7,28.57,-0.4845,-6.92,0.51
596,20,35,0.85,19,42.11,-0.4849,-2.55,0.76
597,90,50,0.3,330,50.30,-0.4851,-0.15,0.97
598,95,50,0.3,330,50.30,-0.4851,-0.15,0.97
599,100,50,0.3,330,50.30,-0.4851,-0.15,0.97
600,50,35,0.3,330,50.30,-0.4872,-0.15,0.97
601,30,10,0.55,57,33.33,-0.4875,-0.86,0.87
602,90,20,0.2,718,48.19,-0.4902,-0.07,0.98
603,35,15,0.65,41,39.02,-0.4911,-1.20,0.83
604,40,15,0.7,32,37.50,-0.4977,-1.56,0.80
605,85,15,0.1,1737,48.82,-0.4986,-0.03,0.99
606,50,10,0.6,47,31.91,-0.4987,-1.06,0.83
607,55,10,0.6,47,31.91,-0.4987,-1.06,0.83
608,60,10,0.6,47,31.91,-0.4987,-1.06,0.83
609,65,10,0.6,47,31.91,-0.4987,-1.06,0.83
610,70,10,0.6,47,31.91,-0.4987,-1.06,0.83
611,75,10,0.6,47,31.91,-0.4987,-1.06,0.83
612,80,10,0.6,47,31.91,-0.4987,-1.06,0.83
613,85,10,0.6,47,31.91,-0.4987,-1.06,0.83
614,90,10,0.6,47,31.91,-0.4987,-1.06,0.83
615,95,10,0.6,47,31.91,-0.4987,-1.06,0.83
616,100,10,0.6,47,31.91,-0.4987,-1.06,0.83
617,100,10,0.15,1121,45.50,-0.5019,-0.04,0.99
618,45,15,0.8,22,31.82,-0.5036,-2.29,0.74
619,75,50,0.3,330,50.30,-0.5042,-0.15,0.97
620,90,65,0.3,330,50.30,-0.5086,-0.15,0.97
621,95,65,0.3,330,50.30,-0.5086,-0.15,0.97
622,100,65,0.3,330,50.30,-0.5086,-0.15,0.97
623,30,15,0.65,41,39.02,-0.5111,-1.25,0.83
624,60,40,0.3,330,50.30,-0.5124,-0.16,0.97
625,25,10,0.5,82,35.37,-0.5155,-0.63,0.89
626,85,90,0.3,330,50.30,-0.5209,-0.16,0.97
627,55,45,0.3,330,50.30,-0.5265,-0.16,0.97
628,75,15,0.2,718,47.08,-0.5268,-0.07,0.98
629,40,35,1.0,7,28.57,-0.5270,-7.53,0.55
630,30,30,1.0,7,28.57,-0.5270,-7.53,0.51
631,85,70,0.3,330,50.30,-0.5277,-0.16,0.97
632,55,55,0.3,330,50.30,-0.5277,-0.16,0.97
633,65,60,0.3,330,50.30,-0.5277,-0.16,0.97
634,75,65,0.3,330,50.30,-0.5277,-0.16,0.97
635,90,15,0.1,1737,48.82,-0.5295,-0.03,0.99
636,35,15,0.9,15,33.33,-0.5307,-3.54,0.65
637,25,20,0.85,19,36.84,-0.5317,-2.80,0.74
638,20,15,0.55,57,40.35,-0.5326,-0.93,0.87
639,35,40,1.0,7,28.57,-0.5331,-7.62,0.52
640,40,45,1.0,7,28.57,-0.5331,-7.62,0.54
641,65,10,0.2,718,44.57,-0.5358,-0.07,0.98
642,50,15,0.65,41,39.02,-0.5364,-1.31,0.82
643,55,15,0.65,41,39.02,-0.5364,-1.31,0.82
644,60,15,0.65,41,39.02,-0.5364,-1.31,0.82
645,65,15,0.65,41,39.02,-0.5364,-1.31,0.82
646,70,15,0.65,41,39.02,-0.5364,-1.31,0.82
647,75,15,0.65,41,39.02,-0.5364,-1.31,0.82
648,80,15,0.65,41,39.02,-0.5364,-1.31,0.82
649,85,15,0.65,41,39.02,-0.5364,-1.31,0.82
650,90,15,0.65,41,39.02,-0.5364,-1.31,0.82
651,95,15,0.65,41,39.02,-0.5364,-1.31,0.82
652,100,15,0.65,41,39.02,-0.5364,-1.31,0.82
653,35,15,0.8,22,31.82,-0.5390,-2.45,0.72
654,45,30,1.0,7,28.57,-0.5416,-7.74,0.49
655,50,30,1.0,7,28.57,-0.5416,-7.74,0.49
656,55,30,1.0,7,28.57,-0.5416,-7.74,0.49
657,60,30,1.0,7,28.57,-0.5416,-7.74,0.49
658,65,30,1.0,7,28.57,-0.5416,-7.74,0.49
659,70,30,1.0,7,28.57,-0.5416,-7.74,0.49
660,75,30,1.0,7,28.57,-0.5416,-7.74,0.49
661,80,30,1.0,7,28.57,-0.5416,-7.74,0.49
662,85,30,1.0,7,28.57,-0.5416,-7.74,0.49
663,90,30,1.0,7,28.57,-0.5416,-7.74,0.49
664,95,30,1.0,7,28.57,-0.5416,-7.74,0.49
665,100,30,1.0,7,28.57,-0.5416,-7.74,0.49
666,45,30,0.3,330,50.30,-0.5491,-0.17,0.97
667,50,25,0.35,217,47.93,-0.5495,-0.25,0.96
668,95,10,0.15,1121,45.50,-0.5519,-0.05,0.99
669,70,50,0.3,330,50.30,-0.5542,-0.17,0.97
670,70,20,0.1,1737,49.51,-0.5560,-0.03,0.99
671,80,20,0.2,718,48.19,-0.5593,-0.08,0.98
672,40,20,0.85,19,36.84,-0.5614,-2.95,0.73
673,45,15,0.7,32,37.50,-0.5623,-1.76,0.77
674,55,40,0.3,330,50.30,-0.5624,-0.17,0.97
675,45,35,0.3,330,50.30,-0.5635,-0.17,0.97
676,25,85,0.3,330,51.21,-0.5646,-0.17,0.97
677,25,30,1.0,7,28.57,-0.5650,-8.07,0.47
678,85,95,0.3,330,50.30,-0.5709,-0.17,0.97
679,80,90,0.3,330,50.30,-0.5709,-0.17,0.97
680,85,10,0.15,1121,45.50,-0.5709,-0.05,0.99
681,55,20,0.1,1737,49.51,-0.5736,-0.03,0.99
682,35,35,1.0,7,28.57,-0.5770,-8.24,0.50
683,80,70,0.3,330,50.30,-0.5777,-0.18,0.97
684,60,60,0.3,330,50.30,-0.5777,-0.18,0.97
685,70,65,0.3,330,50.30,-0.5777,-0.18,0.97
686,30,15,0.9,15,33.33,-0.5807,-3.87,0.61
687,30,40,1.0,7,28.57,-0.5831,-8.33,0.48
688,35,45,1.0,7,28.57,-0.5831,-8.33,0.50
689,40,50,1.0,7,28.57,-0.5831,-8.33,0.52
690,50,15,0.8,22,31.82,-0.5843,-2.66,0.70
691,55,15,0.8,22,31.82,-0.5843,-2.66,0.70
692,60,15,0.8,22,31.82,-0.5843,-2.66,0.70
693,65,15,0.8,22,31.82,-0.5843,-2.66,0.70
694,70,15,0.8,22,31.82,-0.5843,-2.66,0.70
695,75,15,0.8,22,31.82,-0.5843,-2.66,0.70
696,80,15,0.8,22,31.82,-0.5843,-2.66,0.70
697,85,15,0.8,22,31.82,-0.5843,-2.66,0.70
698,90,15,0.8,22,31.82,-0.5843,-2.66,0.70
699,95,15,0.8,22,31.82,-0.5843,-2.66,0.70
700,100,15,0.8,22,31.82,-0.5843,-2.66,0.70
701,25,10,0.25,464,44.61,-0.5953,-0.13,0.97
702,45,15,0.9,15,33.33,-0.5953,-3.97,0.60
703,50,15,0.9,15,33.33,-0.5953,-3.97,0.60
704,55,15,0.9,15,33.33,-0.5953,-3.97,0.60
705,60,15,0.9,15,33.33,-0.5953,-3.97,0.60
706,65,15,0.9,15,33.33,-0.5953,-3.97,0.60
707,70,15,0.9,15,33.33,-0.5953,-3.97,0.60
708,75,15,0.9,15,33.33,-0.5953,-3.97,0.60
709,80,15,0.9,15,33.33,-0.5953,-3.97,0.60
710,85,15,0.9,15,33.33,-0.5953,-3.97,0.60
711,90,15,0.9,15,33.33,-0.5953,-3.97,0.60
712,95,15,0.9,15,33.33,-0.5953,-3.97,0.60
713,100,15,0.9,15,33.33,-0.5953,-3.97,0.60
714,40,15,0.95,12,25.00,-0.5960,-4.97,0.56
715,20,30,0.85,19,42.11,-0.5974,-3.14,0.72
716,35,15,0.7,32,37.50,-0.5977,-1.87,0.76
717,45,40,1.0,7,28.57,-0.5977,-8.54,0.47
718,50,40,1.0,7,28.57,-0.5977,-8.54,0.47
719,55,40,1.0,7,28.57,-0.5977,-8.54,0.47
720,60,40,1.0,7,28.57,-0.5977,-8.54,0.47
721,65,40,1.0,7,28.57,-0.5977,-8.54,0.47
722,70,40,1.0,7,28.57,-0.5977,-8.54,0.47
723,75,40,1.0,7,28.57,-0.5977,-8.54,0.47
724,80,40,1.0,7,28.57,-0.5977,-8.54,0.47
725,85,40,1.0,7,28.57,-0.5977,-8.54,0.47
726,90,40,1.0,7,28.57,-0.5977,-8.54,0.47
727,95,40,1.0,7,28.57,-0.5977,-8.54,0.47
728,100,40,1.0,7,28.57,-0.5977,-8.54,0.47
729,80,15,0.1,1737,48.82,-0.5986,-0.03,0.99
730,90,90,0.3,330,50.30,-0.6018,-0.18,0.97
731,95,90,0.3,330,50.30,-0.6018,-0.18,0.97
732,100,90,0.3,330,50.30,-0.6018,-0.18,0.97
733,90,10,0.15,1121,45.50,-0.6019,-0.05,0.99
734,20,20,0.4,159,49.69,-0.6021,-0.38,0.94
735,50,45,0.3,330,50.30,-0.6026,-0.18,0.97
736,50,55,0.3,330,50.30,-0.6038,-0.18,0.97
737,65,50,0.3,330,50.30,-0.6042,-0.18,0.97
738,25,15,0.25,464,47.41,-0.6070,-0.13,0.97
739,20,20,0.9,15,40.00,-0.6073,-4.05,0.65
740,90,70,0.3,330,50.30,-0.6086,-0.18,0.97
741,95,70,0.3,330,50.30,-0.6086,-0.18,0.97
742,100,70,0.3,330,50.30,-0.6086,-0.18,0.97
743,45,20,0.1,1737,49.51,-0.6093,-0.04,0.99
744,25,20,0.4,159,48.43,-0.6094,-0.38,0.94
745,30,15,0.7,32,37.50,-0.6176,-1.93,0.75
746,25,20,0.2,718,48.75,-0.6188,-0.09,0.98
747,35,15,0.4,159,45.91,-0.6208,-0.39,0.93
748,85,100,0.3,330,50.30,-0.6209,-0.19,0.97
749,80,95,0.3,330,50.30,-0.6209,-0.19,0.97
750,75,90,0.3,330,50.30,-0.6209,-0.19,0.97
751,25,40,1.0,7,28.57,-0.6211,-8.87,0.45
752,45,25,0.35,217,47.93,-0.6259,-0.29,0.95
753,45,20,0.85,19,36.84,-0.6260,-3.29,0.69
754,70,15,0.2,718,47.08,-0.6268,-0.09,0.98
755,30,35,1.0,7,28.57,-0.6270,-8.96,0.46
756,85,75,0.3,330,50.30,-0.6277,-0.19,0.96
757,75,70,0.3,330,50.30,-0.6277,-0.19,0.96
758,55,60,0.3,330,50.30,-0.6277,-0.19,0.96
759,65,65,0.3,330,50.30,-0.6277,-0.19,0.96
760,30,15,0.4,159,45.91,-0.6329,-0.40,0.93
761,30,45,1.0,7,28.57,-0.6331,-9.04,0.46
762,35,50,1.0,7,28.57,-0.6331,-9.04,0.48
763,40,55,1.0,7,28.57,-0.6331,-9.04,0.50
764,60,10,0.2,718,44.57,-0.6358,-0.09,0.98
765,50,40,0.3,330,50.30,-0.6385,-0.19,0.96
766,30,15,0.8,22,31.82,-0.6390,-2.90,0.67
767,45,35,1.0,7,28.57,-0.6416,-9.17,0.45
768,50,35,1.0,7,28.57,-0.6416,-9.17,0.45
769,55,35,1.0,7,28.57,-0.6416,-9.17,0.45
770,60,35,1.0,7,28.57,-0.6416,-9.17,0.45
771,65,35,1.0,7,28.57,-0.6416,-9.17,0.45
772,70,35,1.0,7,28.57,-0.6416,-9.17,0.45
773,75,35,1.0,7,28.57,-0.6416,-9.17,0.45
774,80,35,1.0,7,28.57,-0.6416,-9.17,0.45
775,85,35,1.0,7,28.57,-0.6416,-9.17,0.45
776,90,35,1.0,7,28.57,-0.6416,-9.17,0.45
777,95,35,1.0,7,28.57,-0.6416,-9.17,0.45
778,100,35,1.0,7,28.57,-0.6416,-9.17,0.45
779,50,15,0.7,32,37.50,-0.6430,-2.01,0.74
780,55,15,0.7,32,37.50,-0.6430,-2.01,0.74
781,60,15,0.7,32,37.50,-0.6430,-2.01,0.74
782,65,15,0.7,32,37.50,-0.6430,-2.01,0.74
783,70,15,0.7,32,37.50,-0.6430,-2.01,0.74
784,75,15,0.7,32,37.50,-0.6430,-2.01,0.74
785,80,15,0.7,32,37.50,-0.6430,-2.01,0.74
786,85,15,0.7,32,37.50,-0.6430,-2.01,0.74
787,90,15,0.7,32,37.50,-0.6430,-2.01,0.74
788,95,15,0.7,32,37.50,-0.6430,-2.01,0.74
789,100,15,0.7,32,37.50,-0.6430,-2.01,0.74
790,35,15,0.95,12,25.00,-0.6460,-5.38,0.52
791,45,45,1.0,7,28.57,-0.6477,-9.25,0.45
792,50,45,1.0,7,28.57,-0.6477,-9.25,0.45
793,55,45,1.0,7,28.57,-0.6477,-9.25,0.45
794,60,45,1.0,7,28.57,-0.6477,-9.25,0.45
795,65,45,1.0,7,28.57,-0.6477,-9.25,0.45
796,70,45,1.0,7,28.57,-0.6477,-9.25,0.45
797,75,45,1.0,7,28.57,-0.6477,-9.25,0.45
798,80,45,1.0,7,28.57,-0.6477,-9.25,0.45
799,85,45,1.0,7,28.57,-0.6477,-9.25,0.45
800,90,45,1.0,7,28.57,-0.6477,-9.25,0.45
801,95,45,1.0,7,28.57,-0.6477,-9.25,0.45
802,100,45,1.0,7,28.57,-0.6477,-9.25,0.45
803,20,20,0.25,464,49.57,-0.6490,-0.14,0.97
804,90,95,0.3,330,50.30,-0.6518,-0.20,0.96
805,95,95,0.3,330,50.30,-0.6518,-0.20,0.96
806,100,95,0.3,330,50.30,-0.6518,-0.20,0.96
807,60,50,0.3,330,50.30,-0.6542,-0.20,0.96
808,65,20,0.1,1737,49.51,-0.6560,-0.04,0.99
809,75,20,0.2,718,48.19,-0.6593,-0.09,0.98
810,35,20,0.85,19,36.84,-0.6614,-3.48,0.68
811,25,15,0.6,47,36.17,-0.6633,-1.41,0.81
812,25,35,1.0,7,28.57,-0.6650,-9.50,0.43
813,20,40,0.9,15,40.00,-0.6665,-4.44,0.63
814,20,45,0.9,15,40.00,-0.6665,-4.44,0.63
815,20,50,0.9,15,40.00,-0.6665,-4.44,0.63
816,20,55,0.9,15,40.00,-0.6665,-4.44,0.63
817,20,60,0.9,15,40.00,-0.6665,-4.44,0.63
818,20,65,0.9,15,40.00,-0.6665,-4.44,0.63
819,20,70,0.9,15,40.00,-0.6665,-4.44,0.63
820,20,75,0.9,15,40.00,-0.6665,-4.44,0.63
821,20,80,0.9,15,40.00,-0.6665,-4.44,0.63
822,20,85,0.9,15,40.00,-0.6665,-4.44,0.63
823,20,90,0.9,15,40.00,-0.6665,-4.44,0.63
824,20,95,0.9,15,40.00,-0.6665,-4.44,0.63
825,20,100,0.9,15,40.00,-0.6665,-4.44,0.63
826,80,100,0.3,330,50.30,-0.6709,-0.20,0.96
827,75,95,0.3,330,50.30,-0.6709,-0.20,0.96
828,70,90,0.3,330,50.30,-0.6709,-0.20,0.96
829,80,10,0.15,1121,45.50,-0.6709,-0.06,0.98
830,25,45,1.0,7,28.57,-0.6711,-9.59,0.43
831,20,55,0.35,217,49.77,-0.6761,-0.31,0.95
832,20,60,0.35,217,49.77,-0.6761,-0.31,0.95
833,20,65,0.35,217,49.77,-0.6761,-0.31,0.95
834,20,70,0.35,217,49.77,-0.6761,-0.31,0.95
835,20,75,0.35,217,49.77,-0.6761,-0.31,0.95
836,20,80,0.35,217,49.77,-0.6761,-0.31,0.95
837,20,85,0.35,217,49.77,-0.6761,-0.31,0.95
838,20,90,0.35,217,49.77,-0.6761,-0.31,0.95
839,20,95,0.35,217,49.77,-0.6761,-0.31,0.95
840,20,100,0.35,217,49.77,-0.6761,-0.31,0.95
841,80,75,0.3,330,50.30,-0.6777,-0.21,0.96
842,70,70,0.3,330,50.30,-0.6777,-0.21,0.96
843,60,65,0.3,330,50.30,-0.6777,-0.21,0.96
844,45,45,0.3,330,50.30,-0.6789,-0.21,0.96
845,45,55,0.3,330,50.30,-0.6801,-0.21,0.96
846,40,60,1.0,7,28.57,-0.6831,-9.76,0.48
847,30,50,1.0,7,28.57,-0.6831,-9.76,0.44
848,35,55,1.0,7,28.57,-0.6831,-9.76,0.46
849,40,30,0.3,330,50.30,-0.6845,-0.21,0.96
850,85,20,0.25,464,48.28,-0.6904,-0.15,0.97
851,30,15,0.95,12,25.00,-0.6960,-5.80,0.48
852,20,20,0.75,27,40.74,-0.6970,-2.58,0.72
853,45,50,1.0,7,28.57,-0.6977,-9.97,0.43
854,50,50,1.0,7,28.57,-0.6977,-9.97,0.43
855,55,50,1.0,7,28.57,-0.6977,-9.97,0.43
856,60,50,1.0,7,28.57,-0.6977,-9.97,0.43
857,65,50,1.0,7,28.57,-0.6977,-9.97,0.43
858,70,50,1.0,7,28.57,-0.6977,-9.97,0.43
859,75,50,1.0,7,28.57,-0.6977,-9.97,0.43
860,80,50,1.0,7,28.57,-0.6977,-9.97,0.43
861,85,50,1.0,7,28.57,-0.6977,-9.97,0.43
862,90,50,1.0,7,28.57,-0.6977,-9.97,0.43
863,95,50,1.0,7,28.57,-0.6977,-9.97,0.43
864,100,50,1.0,7,28.57,-0.6977,-9.97,0.43
865,75,15,0.1,1737,48.82,-0.6986,-0.04,0.99
866,40,35,0.3,330,50.30,-0.6989,-0.21,0.96
867,20,20,0.65,41,43.90,-0.6998,-1.71,0.80
868,20,15,0.45,112,44.64,-0.7010,-0.63,0.89
869,90,100,0.3,330,50.30,-0.7018,-0.21,0.96
870,95,100,0.3,330,50.30,-0.7018,-0.21,0.96
871,100,100,0.3,330,50.30,-0.7018,-0.21,0.96
872,25,20,0.15,1121,48.88,-0.7037,-0.06,0.98
873,50,60,0.3,330,50.30,-0.7038,-0.21,0.96
874,55,50,0.3,330,50.30,-0.7042,-0.21,0.96
875,50,20,0.85,19,36.84,-0.7067,-3.72,0.65
876,55,20,0.85,19,36.84,-0.7067,-3.72,0.65
877,60,20,0.85,19,36.84,-0.7067,-3.72,0.65
878,65,20,0.85,19,36.84,-0.7067,-3.72,0.65
879,70,20,0.85,19,36.84,-0.7067,-3.72,0.65
880,75,20,0.85,19,36.84,-0.7067,-3.72,0.65
881,80,20,0.85,19,36.84,-0.7067,-3.72,0.65
882,85,20,0.85,19,36.84,-0.7067,-3.72,0.65
883,90,20,0.85,19,36.84,-0.7067,-3.72,0.65
884,95,20,0.85,19,36.84,-0.7067,-3.72,0.65
885,100,20,0.85,19,36.84,-0.7067,-3.72,0.65
886,40,10,0.5,82,35.37,-0.7078,-0.86,0.85
887,90,75,0.3,330,50.30,-0.7086,-0.21,0.96
888,95,75,0.3,330,50.30,-0.7086,-0.21,0.96
889,100,75,0.3,330,50.30,-0.7086,-0.21,0.96
890,45,15,0.95,12,25.00,-0.7106,-5.92,0.47
891,50,15,0.95,12,25.00,-0.7106,-5.92,0.47
892,55,15,0.95,12,25.00,-0.7106,-5.92,0.47
893,60,15,0.95,12,25.00,-0.7106,-5.92,0.47
894,65,15,0.95,12,25.00,-0.7106,-5.92,0.47
895,70,15,0.95,12,25.00,-0.7106,-5.92,0.47
896,75,15,0.95,12,25.00,-0.7106,-5.92,0.47
897,80,15,0.95,12,25.00,-0.7106,-5.92,0.47
898,85,15,0.95,12,25.00,-0.7106,-5.92,0.47
899,90,15,0.95,12,25.00,-0.7106,-5.92,0.47
900,95,15,0.95,12,25.00,-0.7106,-5.92,0.47
901,100,15,0.95,12,25.00,-0.7106,-5.92,0.47
902,25,25,0.85,19,36.84,-0.7121,-3.75,0.68
903,45,40,0.3,330,50.30,-0.7148,-0.22,0.96
904,75,100,0.3,330,50.30,-0.7209,-0.22,0.96
905,70,95,0.3,330,50.30,-0.7209,-0.22,0.96
906,65,90,0.3,330,50.30,-0.7209,-0.22,0.96
907,25,50,1.0,7,28.57,-0.7211,-10.30,0.41
908,45,10,0.5,82,35.37,-0.7224,-0.88,0.85
909,40,15,0.6,47,36.17,-0.7231,-1.54,0.79
910,25,15,0.15,1121,47.99,-0.7236,-0.06,0.98
911,65,15,0.2,718,47.08,-0.7268,-0.10,0.98
912,75,75,0.3,330,50.30,-0.7277,-0.22,0.96
