杠杆,止盈%,止损%,K1涨跌幅%,总交易数,盈利次数,亏损次数,胜率%,平均盈利%,平均亏损%,平均持仓K线数,总盈亏USDT,盈亏比,价格止盈%,价格止损%
45,95,100,0.45,349,191,158,54.73,95.00,-100.00,6.15,23.4500,1.15,2.1111,2.2222
45,95,100,0.47,329,180,149,54.71,95.00,-100.00,6.14,22.0000,1.15,2.1111,2.2222
45,95,100,0.49,311,173,138,55.63,95.00,-100.00,6.07,26.3500,1.19,2.1111,2.2222
45,100,100,0.21,642,335,307,52.18,100.00,-100.00,6.45,28.0000,1.09,2.2222,2.2222
45,100,100,0.23,615,321,294,52.20,100.00,-100.00,6.44,27.0000,1.09,2.2222,2.2222
45,100,100,0.25,574,297,277,51.74,100.00,-100.00,6.41,20.0000,1.07,2.2222,2.2222
45,100,100,0.27,542,280,262,51.66,100.00,-100.00,6.35,18.0000,1.07,2.2222,2.2222
45,100,100,0.29,519,272,247,52.41,100.00,-100.00,6.32,25.0000,1.10,2.2222,2.2222
45,100,100,0.31,484,259,225,53.51,100.00,-100.00,6.29,34.0000,1.15,2.2222,2.2222
45,100,100,0.33,457,245,212,53.61,100.00,-100.00,6.26,33.0000,1.16,2.2222,2.2222
45,100,100,0.35,436,231,205,52.98,100.00,-100.00,6.25,26.0000,1.13,2.2222,2.2222
45,100,100,0.37,416,219,197,52.64,100.00,-100.00,6.26,22.0000,1.11,2.2222,2.2222
45,100,100,0.39,388,206,182,53.09,100.00,-100.00,6.20,24.0000,1.13,2.2222,2.2222
45,100,100,0.41,372,196,176,52.69,100.00,-100.00,6.20,20.0000,1.11,2.2222,2.2222
45,100,100,0.43,352,185,167,52.56,100.00,-100.00,6.22,18.0000,1.11,2.2222,2.2222
45,100,100,0.45,333,174,159,52.25,100.00,-100.00,6.24,15.0000,1.09,2.2222,2.2222
45,100,100,0.47,314,164,150,52.23,100.00,-100.00,6.22,14.0000,1.09,2.2222,2.2222
45,100,100,0.49,296,157,139,53.04,100.00,-100.00,6.14,18.0000,1.13,2.2222,2.2222
50,40,100,0.21,2067,1733,334,83.84,40.00,-100.00,4.98,359.2000,2.08,0.8000,2.0000
50,40,100,0.23,1953,1636,317,83.77,40.00,-100.00,4.97,337.4000,2.06,0.8000,2.0000
50,40,100,0.25,1812,1513,299,83.50,40.00,-100.00,4.94,306.2000,2.02,0.8000,2.0000
50,40,100,0.27,1690,1410,280,83.43,40.00,-100.00,4.89,284.0000,2.01,0.8000,2.0000
50,40,100,0.29,1574,1311,263,83.29,40.00,-100.00,4.84,261.4000,1.99,0.8000,2.0000
50,40,100,0.31,1438,1196,242,83.17,40.00,-100.00,4.77,236.4000,1.98,0.8000,2.0000
50,40,100,0.33,1348,1119,229,83.01,40.00,-100.00,4.76,218.6000,1.95,0.8000,2.0000
50,40,100,0.35,1256,1035,221,82.40,40.00,-100.00,4.74,193.0000,1.87,0.8000,2.0000
50,40,100,0.37,1169,957,212,81.86,40.00,-100.00,4.69,170.8000,1.81,0.8000,2.0000
50,40,100,0.39,1084,891,193,82.20,40.00,-100.00,4.67,163.4000,1.85,0.8000,2.0000
50,40,100,0.41,1019,834,185,81.84,40.00,-100.00,4.66,148.6000,1.80,0.8000,2.0000
50,40,100,0.43,951,777,174,81.70,40.00,-100.00,4.65,136.8000,1.79,0.8000,2.0000
50,40,100,0.45,882,717,165,81.29,40.00,-100.00,4.64,121.8000,1.74,0.8000,2.0000
50,40,100,0.47,826,671,155,81.23,40.00,-100.00,4.59,113.4000,1.73,0.8000,2.0000
50,40,100,0.49,770,627,143,81.43,40.00,-100.00,4.53,107.8000,1.75,0.8000,2.0000
50,45,100,0.21,1854,1515,339,81.72,45.00,-100.00,5.15,342.7500,2.01,0.9000,2.0000
50,45,100,0.23,1756,1434,322,81.66,45.00,-100.00,5.14,323.3000,2.00,0.9000,2.0000
50,45,100,0.25,1637,1332,305,81.37,45.00,-100.00,5.12,294.4000,1.97,0.9000,2.0000
50,45,100,0.27,1533,1246,287,81.28,45.00,-100.00,5.07,273.7000,1.95,0.9000,2.0000
50,45,100,0.29,1436,1166,270,81.20,45.00,-100.00,5.04,254.7000,1.94,0.9000,2.0000
50,45,100,0.31,1317,1069,248,81.17,45.00,-100.00,4.98,233.0500,1.94,0.9000,2.0000
50,45,100,0.33,1235,1000,235,80.97,45.00,-100.00,4.96,215.0000,1.91,0.9000,2.0000
50,45,100,0.35,1154,927,227,80.33,45.00,-100.00,4.94,190.1500,1.84,0.9000,2.0000
50,45,100,0.37,1080,862,218,79.81,45.00,-100.00,4.89,169.9000,1.78,0.9000,2.0000
50,45,100,0.39,1002,804,198,80.24,45.00,-100.00,4.86,163.8000,1.83,0.9000,2.0000
50,45,100,0.41,944,754,190,79.87,45.00,-100.00,4.84,149.3000,1.79,0.9000,2.0000
50,45,100,0.43,887,708,179,79.82,45.00,-100.00,4.86,139.6000,1.78,0.9000,2.0000
50,45,100,0.45,823,654,169,79.47,45.00,-100.00,4.84,125.3000,1.74,0.9000,2.0000
50,45,100,0.47,773,615,158,79.56,45.00,-100.00,4.80,118.7500,1.75,0.9000,2.0000
50,45,100,0.49,721,575,146,79.75,45.00,-100.00,4.76,112.7500,1.77,0.9000,2.0000
50,50,100,0.21,1710,1366,344,79.88,50.00,-100.00,5.38,339.0000,1.99,1.0000,2.0000
50,50,100,0.23,1615,1288,327,79.75,50.00,-100.00,5.36,317.0000,1.97,1.0000,2.0000
50,50,100,0.25,1503,1194,309,79.44,50.00,-100.00,5.34,288.0000,1.93,1.0000,2.0000
50,50,100,0.27,1411,1121,290,79.45,50.00,-100.00,5.28,270.5000,1.93,1.0000,2.0000
50,50,100,0.29,1326,1053,273,79.41,50.00,-100.00,5.25,253.5000,1.93,1.0000,2.0000
50,50,100,0.31,1219,969,250,79.49,50.00,-100.00,5.18,234.5000,1.94,1.0000,2.0000
50,50,100,0.33,1144,907,237,79.28,50.00,-100.00,5.16,216.5000,1.91,1.0000,2.0000
50,50,100,0.35,1072,843,229,78.64,50.00,-100.00,5.14,192.5000,1.84,1.0000,2.0000
50,50,100,0.37,1004,784,220,78.09,50.00,-100.00,5.08,172.0000,1.78,1.0000,2.0000
50,50,100,0.39,936,736,200,78.63,50.00,-100.00,5.06,168.0000,1.84,1.0000,2.0000
50,50,100,0.41,880,688,192,78.18,50.00,-100.00,5.02,152.0000,1.79,1.0000,2.0000
50,50,100,0.43,827,646,181,78.11,50.00,-100.00,5.05,142.0000,1.78,1.0000,2.0000
50,50,100,0.45,771,600,171,77.82,50.00,-100.00,5.04,129.0000,1.75,1.0000,2.0000
50,50,100,0.47,724,564,160,77.90,50.00,-100.00,4.99,122.0000,1.76,1.0000,2.0000
50,50,100,0.49,675,527,148,78.07,50.00,-100.00,4.96,115.5000,1.78,1.0000,2.0000
50,55,100,0.21,1553,1205,348,77.59,55.00,-100.00,5.54,314.7500,1.90,1.1000,2.0000
50,55,100,0.23,1465,1134,331,77.41,55.00,-100.00,5.52,292.7000,1.88,1.1000,2.0000
50,55,100,0.25,1368,1055,313,77.12,55.00,-100.00,5.50,267.2500,1.85,1.1000,2.0000
50,55,100,0.27,1291,997,294,77.23,55.00,-100.00,5.43,254.3500,1.87,1.1000,2.0000
50,55,100,0.29,1218,941,277,77.26,55.00,-100.00,5.40,240.5500,1.87,1.1000,2.0000
50,55,100,0.31,1122,868,254,77.36,55.00,-100.00,5.32,223.4000,1.88,1.1000,2.0000
50,55,100,0.33,1056,815,241,77.18,55.00,-100.00,5.29,207.2500,1.86,1.1000,2.0000
50,55,100,0.35,993,760,233,76.54,55.00,-100.00,5.27,185.0000,1.79,1.1000,2.0000
50,55,100,0.37,933,709,224,75.99,55.00,-100.00,5.22,165.9500,1.74,1.1000,2.0000
50,55,100,0.39,867,663,204,76.47,55.00,-100.00,5.16,160.6500,1.79,1.1000,2.0000
50,55,100,0.41,816,620,196,75.98,55.00,-100.00,5.14,145.0000,1.74,1.1000,2.0000
50,55,100,0.43,764,579,185,75.79,55.00,-100.00,5.16,133.4500,1.72,1.1000,2.0000
50,55,100,0.45,712,537,175,75.42,55.00,-100.00,5.16,120.3500,1.69,1.1000,2.0000
50,55,100,0.47,669,505,164,75.49,55.00,-100.00,5.12,113.7500,1.69,1.1000,2.0000
50,55,100,0.49,624,472,152,75.64,55.00,-100.00,5.07,107.6000,1.71,1.1000,2.0000
50,60,100,0.21,1408,1055,353,74.93,60.00,-100.00,5.63,280.0000,1.79,1.2000,2.0000
50,60,100,0.23,1331,996,335,74.83,60.00,-100.00,5.60,262.6000,1.78,1.2000,2.0000
50,60,100,0.25,1243,927,316,74.58,60.00,-100.00,5.57,240.2000,1.76,1.2000,2.0000
50,60,100,0.27,1170,873,297,74.62,60.00,-100.00,5.51,226.8000,1.76,1.2000,2.0000
50,60,100,0.29,1110,830,280,74.77,60.00,-100.00,5.49,218.0000,1.78,1.2000,2.0000
50,60,100,0.31,1023,766,257,74.88,60.00,-100.00,5.41,202.6000,1.79,1.2000,2.0000
50,60,100,0.33,961,717,244,74.61,60.00,-100.00,5.37,186.2000,1.76,1.2000,2.0000
50,60,100,0.35,906,670,236,73.95,60.00,-100.00,5.34,166.0000,1.70,1.2000,2.0000
50,60,100,0.37,855,628,227,73.45,60.00,-100.00,5.30,149.8000,1.66,1.2000,2.0000
50,60,100,0.39,800,593,207,74.12,60.00,-100.00,5.25,148.8000,1.72,1.2000,2.0000
50,60,100,0.41,758,559,199,73.75,60.00,-100.00,5.25,136.4000,1.69,1.2000,2.0000
50,60,100,0.43,713,525,188,73.63,60.00,-100.00,5.29,127.0000,1.68,1.2000,2.0000
50,60,100,0.45,662,484,178,73.11,60.00,-100.00,5.30,112.4000,1.63,1.2000,2.0000
50,60,100,0.47,624,457,167,73.24,60.00,-100.00,5.25,107.2000,1.64,1.2000,2.0000
50,60,100,0.49,584,429,155,73.46,60.00,-100.00,5.19,102.4000,1.66,1.2000,2.0000
50,65,100,0.21,1284,924,360,71.96,65.00,-100.00,5.77,240.6000,1.67,1.3000,2.0000
50,65,100,0.23,1214,871,343,71.75,65.00,-100.00,5.74,223.1500,1.65,1.3000,2.0000
50,65,100,0.25,1133,810,323,71.49,65.00,-100.00,5.71,203.5000,1.63,1.3000,2.0000
50,65,100,0.27,1070,766,304,71.59,65.00,-100.00,5.65,193.9000,1.64,1.3000,2.0000
50,65,100,0.29,1018,731,287,71.81,65.00,-100.00,5.62,188.1500,1.66,1.3000,2.0000
50,65,100,0.31,941,678,263,72.05,65.00,-100.00,5.55,177.7000,1.68,1.3000,2.0000
50,65,100,0.33,888,639,249,71.96,65.00,-100.00,5.53,166.3500,1.67,1.3000,2.0000
50,65,100,0.35,843,602,241,71.41,65.00,-100.00,5.52,150.3000,1.62,1.3000,2.0000
50,65,100,0.37,794,562,232,70.78,65.00,-100.00,5.48,133.3000,1.57,1.3000,2.0000
50,65,100,0.39,745,533,212,71.54,65.00,-100.00,5.43,134.4500,1.63,1.3000,2.0000
50,65,100,0.41,705,501,204,71.06,65.00,-100.00,5.44,121.6500,1.60,1.3000,2.0000
50,65,100,0.43,663,470,193,70.89,65.00,-100.00,5.49,112.5000,1.58,1.3000,2.0000
50,65,100,0.45,617,434,183,70.34,65.00,-100.00,5.52,99.1000,1.54,1.3000,2.0000
50,65,100,0.47,581,409,172,70.40,65.00,-100.00,5.48,93.8500,1.55,1.3000,2.0000
50,65,100,0.49,542,382,160,70.48,65.00,-100.00,5.40,88.3000,1.55,1.3000,2.0000
50,70,100,0.21,1184,819,365,69.17,70.00,-100.00,5.92,208.3000,1.57,1.4000,2.0000
50,70,100,0.23,1119,771,348,68.90,70.00,-100.00,5.89,191.7000,1.55,1.4000,2.0000
50,70,100,0.25,1049,721,328,68.73,70.00,-100.00,5.87,176.7000,1.54,1.4000,2.0000
50,70,100,0.27,987,679,308,68.79,70.00,-100.00,5.79,167.3000,1.54,1.4000,2.0000
50,70,100,0.29,941,651,290,69.18,70.00,-100.00,5.75,165.7000,1.57,1.4000,2.0000
50,70,100,0.31,875,609,266,69.60,70.00,-100.00,5.70,160.3000,1.60,1.4000,2.0000
50,70,100,0.33,828,576,252,69.57,70.00,-100.00,5.67,151.2000,1.60,1.4000,2.0000
50,70,100,0.35,789,546,243,69.20,70.00,-100.00,5.66,139.2000,1.57,1.4000,2.0000
50,70,100,0.37,747,513,234,68.67,70.00,-100.00,5.63,125.1000,1.53,1.4000,2.0000
50,70,100,0.39,701,487,214,69.47,70.00,-100.00,5.57,126.9000,1.59,1.4000,2.0000
50,70,100,0.41,665,459,206,69.02,70.00,-100.00,5.58,115.3000,1.56,1.4000,2.0000
50,70,100,0.43,625,430,195,68.80,70.00,-100.00,5.63,106.0000,1.54,1.4000,2.0000
50,70,100,0.45,581,396,185,68.16,70.00,-100.00,5.67,92.2000,1.50,1.4000,2.0000
50,70,100,0.47,546,373,173,68.32,70.00,-100.00,5.62,88.1000,1.51,1.4000,2.0000
50,70,100,0.49,512,351,161,68.55,70.00,-100.00,5.52,84.7000,1.53,1.4000,2.0000
50,75,100,0.21,1087,721,366,66.33,75.00,-100.00,6.05,174.7500,1.48,1.5000,2.0000
50,75,100,0.23,1030,681,349,66.12,75.00,-100.00,6.01,161.7500,1.46,1.5000,2.0000
50,75,100,0.25,965,636,329,65.91,75.00,-100.00,5.99,148.0000,1.45,1.5000,2.0000
50,75,100,0.27,907,598,309,65.93,75.00,-100.00,5.90,139.5000,1.45,1.5000,2.0000
50,75,100,0.29,867,576,291,66.44,75.00,-100.00,5.88,141.0000,1.48,1.5000,2.0000
50,75,100,0.31,809,542,267,67.00,75.00,-100.00,5.82,139.5000,1.52,1.5000,2.0000
50,75,100,0.33,769,516,253,67.10,75.00,-100.00,5.79,134.0000,1.53,1.5000,2.0000
50,75,100,0.35,733,489,244,66.71,75.00,-100.00,5.78,122.7500,1.50,1.5000,2.0000
50,75,100,0.37,697,462,235,66.28,75.00,-100.00,5.74,111.5000,1.47,1.5000,2.0000
50,75,100,0.39,656,441,215,67.23,75.00,-100.00,5.68,115.7500,1.54,1.5000,2.0000
50,75,100,0.41,622,415,207,66.72,75.00,-100.00,5.70,104.2500,1.50,1.5000,2.0000
50,75,100,0.43,583,387,196,66.38,75.00,-100.00,5.75,94.2500,1.48,1.5000,2.0000
50,75,100,0.45,543,357,186,65.75,75.00,-100.00,5.76,81.7500,1.44,1.5000,2.0000
50,75,100,0.47,509,335,174,65.82,75.00,-100.00,5.70,77.2500,1.44,1.5000,2.0000
50,75,100,0.49,480,318,162,66.25,75.00,-100.00,5.63,76.5000,1.47,1.5000,2.0000
50,80,100,0.21,1009,640,369,63.43,80.00,-100.00,6.13,143.0000,1.39,1.6000,2.0000
50,80,100,0.23,960,609,351,63.44,80.00,-100.00,6.11,136.2000,1.39,1.6000,2.0000
50,80,100,0.25,903,572,331,63.34,80.00,-100.00,6.09,126.6000,1.38,1.6000,2.0000
50,80,100,0.27,847,536,311,63.28,80.00,-100.00,5.99,117.8000,1.38,1.6000,2.0000
50,80,100,0.29,813,520,293,63.96,80.00,-100.00,5.97,123.0000,1.42,1.6000,2.0000
50,80,100,0.31,760,491,269,64.61,80.00,-100.00,5.91,123.8000,1.46,1.6000,2.0000
50,80,100,0.33,723,468,255,64.73,80.00,-100.00,5.90,119.4000,1.47,1.6000,2.0000
50,80,100,0.35,690,444,246,64.35,80.00,-100.00,5.89,109.2000,1.44,1.6000,2.0000
50,80,100,0.37,654,417,237,63.76,80.00,-100.00,5.84,96.6000,1.41,1.6000,2.0000
50,80,100,0.39,614,397,217,64.66,80.00,-100.00,5.79,100.6000,1.46,1.6000,2.0000
50,80,100,0.41,582,373,209,64.09,80.00,-100.00,5.82,89.4000,1.43,1.6000,2.0000
50,80,100,0.43,546,348,198,63.74,80.00,-100.00,5.86,80.4000,1.41,1.6000,2.0000
50,80,100,0.45,512,324,188,63.28,80.00,-100.00,5.86,71.2000,1.38,1.6000,2.0000
50,80,100,0.47,480,304,176,63.33,80.00,-100.00,5.80,67.2000,1.38,1.6000,2.0000
50,80,100,0.49,453,289,164,63.80,80.00,-100.00,5.74,67.2000,1.41,1.6000,2.0000
50,85,100,0.21,939,568,371,60.49,85.00,-100.00,6.19,111.8000,1.30,1.7000,2.0000
50,85,100,0.23,891,538,353,60.38,85.00,-100.00,6.17,104.3000,1.30,1.7000,2.0000
50,85,100,0.25,835,502,333,60.12,85.00,-100.00,6.14,93.7000,1.28,1.7000,2.0000
50,85,100,0.27,782,469,313,59.97,85.00,-100.00,6.06,85.6500,1.27,1.7000,2.0000
50,85,100,0.29,749,454,295,60.61,85.00,-100.00,6.03,90.9000,1.31,1.7000,2.0000
50,85,100,0.31,703,432,271,61.45,85.00,-100.00,5.98,96.2000,1.35,1.7000,2.0000
50,85,100,0.33,668,411,257,61.53,85.00,-100.00,5.96,92.3500,1.36,1.7000,2.0000
50,85,100,0.35,641,393,248,61.31,85.00,-100.00,5.97,86.0500,1.35,1.7000,2.0000
50,85,100,0.37,607,368,239,60.63,85.00,-100.00,5.93,73.8000,1.31,1.7000,2.0000
50,85,100,0.39,569,350,219,61.51,85.00,-100.00,5.88,78.5000,1.36,1.7000,2.0000
50,85,100,0.41,542,331,211,61.07,85.00,-100.00,5.90,70.3500,1.33,1.7000,2.0000
50,85,100,0.43,510,310,200,60.78,85.00,-100.00,5.95,63.5000,1.32,1.7000,2.0000
50,85,100,0.45,480,290,190,60.42,85.00,-100.00,5.96,56.5000,1.30,1.7000,2.0000
50,85,100,0.47,450,272,178,60.44,85.00,-100.00,5.92,53.2000,1.30,1.7000,2.0000
50,85,100,0.49,425,259,166,60.94,85.00,-100.00,5.85,54.1500,1.33,1.7000,2.0000
50,90,100,0.21,882,509,373,57.71,90.00,-100.00,6.21,85.1000,1.23,1.8000,2.0000
50,90,100,0.23,839,484,355,57.69,90.00,-100.00,6.19,80.6000,1.23,1.8000,2.0000
50,90,100,0.25,789,454,335,57.54,90.00,-100.00,6.18,73.6000,1.22,1.8000,2.0000
50,90,100,0.27,736,421,315,57.20,90.00,-100.00,6.08,63.9000,1.20,1.8000,2.0000
50,90,100,0.29,707,410,297,57.99,90.00,-100.00,6.06,72.0000,1.24,1.8000,2.0000
50,90,100,0.31,663,390,273,58.82,90.00,-100.00,6.01,78.0000,1.29,1.8000,2.0000
50,90,100,0.33,631,372,259,58.95,90.00,-100.00,5.98,75.8000,1.29,1.8000,2.0000
50,90,100,0.35,606,356,250,58.75,90.00,-100.00,6.00,70.4000,1.28,1.8000,2.0000
50,90,100,0.37,576,335,241,58.16,90.00,-100.00,5.97,60.5000,1.25,1.8000,2.0000
50,90,100,0.39,539,318,221,59.00,90.00,-100.00,5.91,65.2000,1.30,1.8000,2.0000
50,90,100,0.41,513,300,213,58.48,90.00,-100.00,5.93,57.0000,1.27,1.8000,2.0000
50,90,100,0.43,483,282,201,58.39,90.00,-100.00,5.95,52.8000,1.26,1.8000,2.0000
50,90,100,0.45,454,263,191,57.93,90.00,-100.00,5.98,45.7000,1.24,1.8000,2.0000
50,90,100,0.47,425,246,179,57.88,90.00,-100.00,5.93,42.4000,1.24,1.8000,2.0000
