交易编号,方向,结果,K1柱体,突破力度比,K1开盘,K1最高,K1最低,K1收盘,K2开盘,K2最高,K2最低,K2收盘
173,做空,止盈,26.670000000000073,-0.4383202099737371,3400.99,3436.34,3398.51,3427.66,3427.65,3437.31,3410.2,3412.42
106,做空,止损,15.210000000000036,-0.43852728468113455,3288.81,3313.79,3288.5,3304.02,3304.02,3321.8,3295.17,3312.55
299,做空,止盈,17.889999999999873,-0.4399105645612044,2808.71,2828.7,2807.13,2826.6,2826.59,2849.7,2815.0,2816.22
1429,做空,止盈,22.220000000000255,-0.4423942394239341,4422.4,4445.01,4422.4,4444.62,4444.61,4450.56,4432.23,4441.22
635,做多,止盈,14.590000000000146,-0.4427690198766259,1579.91,1581.41,1562.48,1565.32,1565.32,1574.95,1552.88,1572.9
43,做空,止盈,23.800000000000182,-0.4441176470588079,3268.62,3296.01,3267.42,3292.42,3292.42,3296.14,3277.99,3283.9
1351,做空,止盈,27.409999999999854,-0.4454578620941299,4533.66,4563.45,4517.0,4561.07,4561.07,4563.95,4529.21,4535.42
1723,做多,止盈,44.42000000000007,-0.44619540747410347,3429.63,3429.72,3383.27,3385.21,3385.3,3409.9,3362.7,3385.6
739,做多,止盈,11.739999999999782,-0.4463373083475389,1623.62,1626.04,1611.51,1611.88,1611.87,1620.8,1608.6,1620.8
265,做空,止盈,54.75999999999976,-0.4475894813732711,2591.3,2646.79,2580.02,2646.06,2646.05,2646.99,2604.53,2615.77
918,做空,止盈,15.460000000000036,-0.4482535575679056,2528.14,2545.67,2522.92,2543.6,2543.6,2563.96,2529.85,2531.91
890,做多,止盈,22.940000000000055,-0.4489973844812623,2597.58,2597.59,2574.09,2574.64,2574.64,2587.29,2573.8,2585.1
1201,做多,止盈,22.110000000000127,-0.4491180461329615,3770.11,3782.0,3740.37,3748.0,3748.01,3772.07,3738.0,3769.9
491,做多,止盈,15.120000000000346,-0.4510582010582016,2153.82,2154.21,2134.49,2138.7,2138.7,2147.39,2127.2,2139.49
1420,做多,止盈,29.159999999999854,-0.45164609053498417,4654.24,4658.88,4615.0,4625.08,4625.07,4645.71,4592.1,4630.29
1054,做空,止损,19.149999999999636,-0.4537859007832775,2554.59,2577.5,2554.55,2573.74,2573.74,2579.0,2563.24,2569.67
1003,做多,止盈,24.889999999999873,-0.4539975893933403,2437.29,2437.3,2410.26,2412.4,2412.39,2426.0,2409.64,2418.1
1490,做多,止盈,24.199999999999818,-0.45413223140495307,4360.66,4360.67,4331.87,4336.46,4336.45,4349.68,4328.83,4342.33
446,做空,止损,23.90000000000009,-0.4548117154811652,2118.9,2143.59,2109.75,2142.8,2142.8,2145.16,2120.62,2124.22
360,做多,止损,11.199999999999818,-0.4553571428571421,2518.2,2520.2,2504.31,2507.0,2506.99,2515.1,2502.53,2505.73
1021,做空,止损,11.919999999999618,-0.4563758389261937,2671.07,2684.47,2667.49,2682.99,2682.99,2685.46,2672.93,2673.58
1368,做多,止损,20.6899999999996,-0.4572257129047955,4505.82,4510.22,4481.02,4485.13,4485.12,4500.76,4479.42,4494.48
296,做空,止损,24.009999999999764,-0.4577259475218802,2716.44,2740.46,2713.93,2740.45,2740.46,2741.87,2724.92,2733.12
129,做多,止盈,18.550000000000182,-0.4582210242587556,3210.02,3212.5,3188.94,3191.47,3191.47,3204.0,3188.89,3203.99
1339,做空,止损,20.11999999999989,-0.4587475149105176,4465.75,4498.0,4463.42,4485.87,4485.87,4506.58,4472.65,4476.77
724,做多,止损,10.169999999999845,-0.4591937069813317,1626.55,1626.92,1615.1,1616.38,1616.38,1622.25,1613.83,1620.92
220,做多,止盈,32.93000000000029,-0.45976313392042933,2712.88,2717.58,2678.28,2679.95,2679.96,2702.44,2677.0,2698.31
1131,做空,止盈,21.7800000000002,-0.4600550964187277,2795.7,2819.99,2793.12,2817.48,2817.49,2823.18,2803.14,2808.99
343,做多,止损,68.51000000000022,-0.4611005692599627,2576.71,2577.36,2500.0,2508.2,2508.21,2545.77,2470.33,2537.0
150,做多,止盈,18.08999999999969,-0.4621337755666012,3078.43,3087.47,3060.0,3060.34,3060.31,3079.11,3058.43,3070.11
169,做空,止盈,22.169999999999618,-0.46233649075327815,3248.32,3271.01,3248.32,3270.49,3270.49,3272.0,3258.57,3260.88
242,做空,止盈,18.799999999999727,-0.4638297872340386,2829.4,2849.0,2826.09,2848.2,2848.19,2849.36,2834.81,2835.51
1206,做空,止盈,17.190000000000055,-0.46422338568935384,3713.95,3732.35,3709.8,3731.14,3731.13,3734.01,3717.78,3720.37
870,做空,止盈,17.75,-0.46422535211266375,2595.83,2613.58,2595.78,2613.58,2613.58,2615.62,2604.02,2613.06
772,做空,止损,8.649999999999864,-0.4647398843930688,1805.69,1814.89,1805.69,1814.34,1814.34,1815.8,1809.71,1813.37
1334,做空,止盈,29.5600000000004,-0.46583220568336436,4299.69,4330.0,4295.61,4329.25,4329.25,4332.32,4309.38,4310.65
590,做多,止损,9.029999999999973,-0.4673311184939136,1888.41,1888.42,1878.48,1879.38,1879.39,1884.2,1876.53,1881.24
502,做空,止盈,10.419999999999845,-0.4683301343570232,2040.47,2052.27,2036.61,2050.89,2050.89,2056.59,2041.49,2043.9
302,做多,止损,17.159999999999854,-0.4685314685314704,2714.12,2714.5,2695.22,2696.96,2696.97,2706.46,2691.59,2705.85
473,做空,止盈,10.150000000000091,-0.4689655172413966,2248.37,2269.83,2247.5,2258.52,2258.52,2275.5,2252.26,2266.77
1097,做多,止盈,19.179999999999836,-0.4692387904066776,2229.85,2236.29,2207.03,2210.67,2210.67,2227.29,2188.0,2220.86
743,做多,止盈,12.580000000000155,-0.4697933227344999,1585.17,1585.17,1568.0,1572.59,1572.59,1579.26,1567.04,1572.73
1257,做多,止盈,27.199999999999818,-0.46985294117646437,3786.08,3786.37,3758.0,3758.88,3758.89,3773.59,3757.32,3770.62
851,做空,止盈,10.960000000000036,-0.46989051094887035,2468.95,2481.84,2467.32,2479.91,2479.92,2484.45,2472.47,2479.82
697,做多,止盈,7.509999999999991,-0.47003994673768,1555.27,1555.53,1547.75,1547.76,1547.76,1552.0,1546.85,1550.11
914,做多,止盈,12.010000000000218,-0.47044129891752984,2517.01,2521.74,2502.44,2505.0,2505.0,2516.09,2501.49,2511.5
353,做多,止损,17.909999999999854,-0.4729201563372598,2434.2,2434.4,2414.59,2416.29,2416.28,2425.93,2412.03,2421.64
1066,做多,止损,13.699999999999818,-0.4729927007299346,2562.6,2563.8,2546.74,2548.9,2548.9,2557.32,2544.62,2556.79
145,做空,止盈,17.73999999999978,-0.4735062006764484,3329.25,3347.46,3329.25,3346.99,3346.99,3350.0,3337.65,3338.94
1543,做空,止盈,27.710000000000036,-0.474918801876573,4167.65,4197.44,4167.53,4195.36,4195.37,4201.52,4180.69,4182.4
1406,做空,止损,23.829999999999927,-0.4754511120436409,4771.75,4797.94,4770.36,4795.58,4795.58,4804.22,4781.69,4789.63
567,做多,止盈,18.940000000000055,-0.47571277719112803,2038.95,2039.4,2018.64,2020.01,2020.0,2030.39,2015.33,2027.69
223,做空,止盈,30.519999999999982,-0.4770642201834847,2829.59,2860.49,2826.14,2860.11,2860.19,2869.39,2840.7,2846.9
1030,做空,止盈,14.849999999999909,-0.47744107744109016,2852.77,2868.96,2845.91,2867.62,2867.61,2872.71,2853.0,2853.22
1391,做空,止损,18.649999999999636,-0.4798927613941015,4132.8,4153.2,4128.27,4151.45,4151.46,4158.32,4137.22,4142.7
1209,做多,止盈,44.95000000000027,-0.4803114571746388,3692.88,3693.05,3633.47,3647.93,3647.94,3671.46,3625.42,3670.75
1127,做空,止损,14.989999999999782,-0.48098732488326496,2561.38,2580.97,2559.68,2576.37,2576.37,2581.67,2566.89,2575.1
376,做多,止盈,20.2800000000002,-0.4812623274161796,2328.88,2335.3,2305.11,2308.6,2308.54,2325.54,2290.78,2318.89
570,做空,止盈,10.349999999999909,-0.4821256038647394,1962.13,1972.78,1961.78,1972.48,1972.48,1973.5,1966.77,1970.88
1015,做空,止损,19.929999999999836,-0.48218765679880615,2619.19,2640.1,2617.4,2639.12,2639.12,2640.51,2627.01,2633.82
1313,做多,止盈,16.860000000000127,-0.4833926453143552,3830.19,3830.37,3811.74,3813.33,3813.33,3822.22,3808.34,3821.66
492,做多,止盈,13.199999999999818,-0.48409090909090613,2143.79,2143.79,2129.0,2130.59,2130.6,2137.4,2124.61,2131.72
1063,做空,止盈,26.899999999999636,-0.48475836431228975,2560.8,2588.6,2560.49,2587.7,2587.7,2592.34,2573.53,2578.09
962,做空,止盈,12.389999999999873,-0.48748991121872687,2662.71,2677.0,2661.7,2675.1,2675.1,2683.89,2667.74,2670.36
56,做空,止损,14.949999999999818,-0.4882943143812586,3017.23,3033.16,3010.3,3032.18,3032.18,3037.91,3017.6,3025.07
1173,做空,止盈,18.5,-0.48864864864864666,3468.0,3487.85,3462.53,3486.5,3486.51,3493.34,3471.57,3478.24
855,做多,止盈,14.239999999999782,-0.49016853932585147,2467.72,2470.0,2453.47,2453.48,2453.48,2463.02,2451.25,2457.87
1527,做空,止盈,24.31999999999971,-0.49054276315789386,3904.88,3930.27,3897.65,3929.2,3929.2,3937.2,3909.58,3910.46
1268,做空,止盈,21.889999999999873,-0.4910918227501171,3760.67,3785.26,3757.25,3782.56,3782.56,3787.63,3768.0,3768.84
774,做空,止盈,13.180000000000064,-0.49241274658573425,1832.77,1849.1,1832.77,1845.95,1845.95,1849.5,1839.26,1847.16
670,做多,止盈,7.6599999999998545,-0.49347258485640266,1456.61,1460.06,1447.08,1448.95,1448.95,1456.28,1440.2,1455.67
521,做空,止损,14.8900000000001,-0.4936198791134896,1859.74,1876.73,1858.9,1874.63,1874.63,1879.19,1866.25,1869.49
411,做多,止盈,20.639999999999873,-0.4941860465116221,2250.15,2254.99,2224.03,2229.51,2229.51,2244.79,2212.35,2238.38
681,做空,止盈,8.88000000000011,-0.49436936936937453,1637.6,1647.72,1637.6,1646.48,1646.47,1651.61,1641.99,1643.66
968,做空,止盈,12.61999999999989,-0.4944532488114335,2640.57,2662.0,2640.56,2653.19,2653.19,2664.35,2646.8,2652.81
1055,做空,止盈,12.5300000000002,-0.4948124501196903,2641.66,2654.99,2638.71,2654.19,2654.19,2660.0,2644.91,2648.62
72,做空,止盈,20.230000000000018,-0.4953040039545216,3491.4,3515.36,3491.03,3511.63,3511.65,3525.0,3501.05,3514.81
1139,做多,止盈,19.590000000000146,-0.495661051556915,2992.34,2992.34,2971.99,2972.75,2972.75,2982.63,2970.11,2976.76
973,做多,止损,27.43000000000029,-0.49580751002551093,2686.65,2688.0,2657.73,2659.22,2659.21,2674.4,2653.88,2660.19
1006,做多,止盈,12.4699999999998,-0.49719326383319307,2463.16,2465.6,2448.0,2450.69,2450.69,2459.4,2446.68,2458.97
1167,做多,止盈,24.550000000000182,-0.49735234215885726,3426.51,3432.76,3401.31,3401.96,3401.95,3420.55,3388.0,3413.94
1199,做多,止盈,17.039999999999964,-0.49765258215959984,3786.52,3812.49,3784.0,3803.56,3803.56,3804.01,3782.43,3785.47
81,做多,止盈,14.769999999999982,-0.4983073798239767,3272.97,3282.02,3257.7,3258.2,3258.2,3274.66,3255.6,3269.11
1503,做多,止盈,26.450000000000728,-0.49867674858223615,4500.77,4502.67,4468.96,4474.32,4474.33,4489.48,4467.36,4485.8
1446,做多,止损,21.270000000000437,-0.5007052186177441,4610.0,4610.5,4588.68,4588.73,4588.74,4599.85,4587.57,4598.71
1671,做多,止盈,36.2800000000002,-0.5008269018742976,3851.38,3853.93,3811.17,3815.1,3815.11,3835.76,3808.01,3827.61
418,做多,止损,12.949999999999818,-0.5011583011583265,2529.45,2533.92,2513.46,2516.5,2516.5,2527.43,2508.39,2519.58
1319,做空,止盈,20.389999999999418,-0.5026974006866254,4159.6,4182.17,4153.5,4179.99,4179.99,4197.52,4163.75,4177.78
816,做多,止盈,20.409999999999854,-0.5031847133757988,2351.29,2353.27,2326.03,2330.88,2330.88,2343.0,2325.75,2340.65
1448,做多,止损,27.299999999999272,-0.5040293040292921,4582.44,4591.32,4552.81,4555.14,4555.15,4577.56,4544.48,4567.12
212,做空,止盈,12.600000000000364,-0.5055555555555323,2732.7,2748.0,2728.3,2745.3,2745.3,2763.62,2734.67,2735.78
815,做多,止盈,11.059999999999945,-0.5072332730560719,2341.6,2359.6,2330.19,2352.66,2352.66,2353.99,2329.02,2336.21
304,做空,止盈,19.01000000000022,-0.5076275644397675,2674.08,2695.2,2673.88,2693.09,2693.03,2696.08,2683.53,2684.84
1141,做多,止盈,34.289999999999964,-0.5083114610673624,2985.38,2986.37,2939.36,2951.09,2951.09,2968.94,2936.46,2952.15
745,做空,止损,15.920000000000073,-0.5087939698492525,1630.07,1649.22,1626.85,1645.99,1645.99,1653.79,1634.95,1642.98
154,做多,止盈,27.769999999999982,-0.5088224702916859,3118.6,3118.6,3081.4,3090.83,3090.82,3104.47,3075.81,3084.0
333,做多,止损,12.039999999999964,-0.5091362126245953,2731.64,2732.75,2719.4,2719.6,2719.61,2726.62,2715.23,2724.41
111,做多,止损,25.789999999999964,-0.509499806126419,3318.5,3320.84,3290.0,3292.71,3292.7,3307.7,3282.67,3304.34
1707,做空,止盈,25.050000000000182,-0.5105788423153641,3835.39,3860.88,3833.17,3860.44,3860.45,3873.84,3845.96,3848.67
947,做空,止盈,14.429999999999836,-0.510741510741509,2559.75,2582.65,2557.12,2574.18,2574.18,2584.35,2564.49,2582.28
461,做多,止损,18.59999999999991,-0.5123655913978628,2212.6,2216.59,2193.7,2194.0,2194.01,2207.06,2193.2,2202.53
1243,做空,止盈,30.559999999999945,-0.5124345549738331,3715.39,3746.93,3715.39,3745.95,3745.94,3767.13,3731.05,3736.09
682,做多,止盈,10.099999999999909,-0.5128712871287238,1618.25,1621.17,1603.26,1608.15,1608.15,1615.99,1601.76,1612.4
361,做多,止盈,11.599999999999909,-0.5129310344827469,2484.21,2486.0,2472.37,2472.61,2472.6,2480.05,2471.8,2475.1
152,做多,止盈,15.0300000000002,-0.5129740518962032,3133.59,3134.5,3110.08,3118.56,3118.6,3126.79,3109.6,3110.51
1370,做多,止损,28.949999999999818,-0.5132987910189902,4477.28,4477.28,4442.26,4448.33,4448.33,4462.42,4437.64,4454.26
563,做空,止损,10.440000000000055,-0.5134099616858333,1923.32,1934.2,1923.32,1933.76,1933.77,1936.2,1928.68,1930.53
229,做空,止盈,16.06999999999971,-0.5146235220908607,2716.92,2733.29,2716.55,2732.99,2732.99,2737.69,2724.82,2729.16
368,做多,止盈,32.42000000000007,-0.5154225786551511,2312.23,2318.7,2277.93,2279.81,2279.8,2301.99,2276.78,2299.4
40,做空,止盈,26.75,-0.5155140186915874,3282.22,3310.91,3280.37,3308.97,3308.97,3313.65,3294.16,3296.29
214,做空,止盈,14.820000000000164,-0.5168690958164487,2884.82,2886.19,2853.52,2870.0,2870.0,2889.95,2861.18,2883.41
1008,做空,止盈,12.070000000000164,-0.5169842584921418,2487.43,2501.51,2486.14,2499.5,2499.51,2503.9,2492.38,2493.8
1442,做空,止盈,27.56999999999971,-0.5175915850562088,4613.38,4644.01,4608.81,4640.95,4640.95,4648.72,4623.08,4637.91
1425,做空,止盈,19.48999999999978,-0.5177013853258213,4365.01,4384.5,4361.0,4384.5,4384.5,4390.73,4371.09,4376.18
886,做多,止盈,18.18000000000029,-0.5181518151815139,2562.42,2562.92,2539.32,2544.24,2544.24,2553.5,2534.2,2546.31
1640,做空,止盈,18.519999999999982,-0.5188984881209332,3888.79,3915.88,3881.8,3907.31,3907.4,3918.56,3891.41,3904.89
1026,做多,止盈,14.139999999999873,-0.5190947666195019,2773.69,2775.14,2754.05,2759.55,2759.56,2767.8,2753.91,2759.81
1629,做多,止盈,37.9699999999998,-0.5193573874111235,3976.08,3976.69,3936.0,3938.11,3938.11,3956.97,3929.66,3947.22
555,做多,止盈,10.940000000000055,-0.5201096892138756,1897.06,1897.11,1885.0,1886.12,1886.12,1891.42,1879.98,1890.72
1581,做空,止盈,20.7800000000002,-0.5202117420596651,4003.62,4024.82,3997.19,4024.4,4024.4,4024.99,4008.0,4017.18
904,做空,止盈,41.850000000000364,-0.521146953405012,2455.93,2511.27,2452.08,2497.78,2497.78,2513.67,2473.89,2480.63
64,做空,止损,28.51000000000022,-0.5219221325850577,3270.43,3299.07,3270.13,3298.94,3298.93,3313.83,3285.01,3290.98
352,做空,止盈,11.08999999999969,-0.5220919747520402,2426.3,2438.3,2420.0,2437.39,2437.4,2443.51,2425.79,2434.2
760,做多,止盈,9.309999999999945,-0.5241675617615615,1759.51,1761.19,1748.54,1750.2,1750.2,1756.31,1746.39,1755.41
1516,做多,止盈,24.789999999999964,-0.5244050020169431,4169.43,4172.0,4139.78,4144.64,4144.64,4159.0,4137.7,4149.0
559,做空,止盈,8.759999999999991,-0.5251141552511317,1938.88,1950.98,1938.44,1947.64,1947.65,1951.68,1943.04,1948.56
1291,做多,止盈,22.15000000000009,-0.525507900677193,3400.37,3410.0,3370.09,3378.22,3378.22,3398.36,3354.28,3394.67
737,做空,止盈,12.299999999999955,-0.5260162601626058,1598.97,1612.96,1598.8,1611.27,1611.27,1613.48,1605.27,1607.0
421,做多,止盈,16.140000000000327,-0.5272614622057029,2388.82,2391.73,2360.37,2372.68,2372.68,2383.22,2352.79,2374.49
1047,做多,止盈,13.010000000000218,-0.5272867025365113,2548.23,2552.67,2535.22,2535.22,2535.22,2545.81,2534.7,2536.47
1609,做多,止损,19.410000000000764,-0.5275631117980102,4172.31,4174.59,4140.84,4152.9,4152.9,4164.35,4137.63,4141.33
1699,做多,止损,18.65000000000009,-0.527613941018772,3798.84,3799.34,3776.73,3780.19,3780.2,3789.5,3774.25,3780.86
1450,做空,止盈,21.13000000000011,-0.5281590156176388,4346.48,4368.03,4346.48,4367.61,4367.62,4371.85,4357.64,4367.56
96,做多,止损,34.57999999999993,-0.5292076344707856,3259.32,3312.81,3247.81,3293.9,3293.91,3294.51,3228.01,3253.01
665,做多,止盈,9.849999999999909,-0.5299492385786879,1475.0,1475.7,1463.33,1465.15,1465.11,1470.48,1461.88,1468.48
1049,做空,止损,11.600000000000364,-0.5310344827585914,2527.72,2540.73,2524.19,2539.32,2539.32,2540.89,2530.35,2537.3
1725,做多,止损,42.090000000000146,-0.5317177476835361,3273.03,3274.8,3226.16,3230.94,3230.94,3252.42,3217.67,3228.92
16,做空,止损,21.36999999999989,-0.5325222274216056,3463.83,3489.6,3463.51,3485.2,3485.2,3498.38,3474.89,3486.17
626,做空,止盈,22.98999999999978,-0.5328403653762556,1790.13,1815.76,1789.15,1813.12,1813.12,1821.0,1801.4,1803.01
1079,做多,止盈,15.609999999999673,-0.5336322869955222,2402.93,2402.93,2384.27,2387.32,2387.29,2394.6,2383.98,2391.31
1496,做空,止损,27.329999999999927,-0.5338455909257294,4589.68,4619.54,4588.2,4617.01,4617.01,4628.0,4602.79,4613.05
1335,做空,止损,18.829999999999927,-0.5342538502389553,4272.11,4297.29,4271.42,4290.94,4290.94,4298.66,4281.48,4281.49
1427,做空,止盈,30.340000000000146,-0.5342781806196427,4402.58,4435.5,4402.58,4432.92,4432.91,4445.07,4418.79,4425.34
1549,做空,止盈,21.350000000000364,-0.5353629976580841,4471.92,4494.24,4471.28,4493.27,4493.27,4498.19,4482.71,4483.83
274,做空,止盈,19.5,-0.5369230769230899,2609.38,2629.0,2608.04,2628.88,2628.88,2631.36,2618.51,2622.12
179,做多,止损,14.059999999999945,-0.5369843527738415,3152.5,3152.92,3136.95,3138.44,3138.44,3145.37,3128.55,3138.0
776,做多,止盈,9.11999999999989,-0.5372807017543775,1791.29,1793.83,1773.03,1782.17,1782.17,1788.93,1768.0,1780.08
721,做空,止盈,7.619999999999891,-0.5393700787401521,1640.97,1648.69,1638.96,1648.59,1648.59,1651.46,1643.07,1643.47
1300,做空,止损,16.110000000000127,-0.5394165114835497,3613.29,3633.66,3613.29,3629.4,3629.41,3637.5,3621.98,3627.0
1183,做空,止盈,35.40000000000009,-0.5398305084745785,3576.6,3615.57,3576.6,3612.0,3612.0,3624.8,3595.71,3600.47
501,做空,止盈,10.200000000000045,-0.5411764705882312,2032.79,2045.74,2030.75,2042.99,2043.0,2049.27,2036.27,2040.47
407,做多,止损,9.980000000000018,-0.5420841683366577,2252.18,2253.1,2240.21,2242.2,2242.21,2247.69,2240.0,2246.52
809,做空,止盈,10.079999999999927,-0.5436507936507994,2200.91,2212.42,2192.92,2210.99,2210.99,2244.22,2198.4,2205.84
1614,做多,止盈,46.7199999999998,-0.5447345890410943,3966.29,3966.58,3916.0,3919.57,3919.57,3941.13,3888.74,3929.81
1479,做多,止盈,25.699999999999818,-0.5451361867704404,4299.73,4301.62,4273.87,4274.03,4274.03,4287.61,4269.18,4283.02
69,做空,止损,36.79000000000042,-0.5477031802120104,3280.99,3318.2,3279.12,3317.78,3317.78,3323.01,3299.27,3305.05
1586,做空,止盈,29.940000000000055,-0.5487641950567738,3770.91,3816.09,3770.52,3800.85,3800.85,3819.9,3786.95,3807.31
1129,做多,止盈,15.0300000000002,-0.5502328675981285,2765.01,2766.91,2744.25,2749.98,2749.98,2758.64,2738.84,2745.56
594,做多,止盈,8.1099999999999,-0.5511713933415638,1826.29,1828.3,1817.36,1818.18,1818.19,1823.83,1815.48,1818.25
1361,做空,止盈,23.329999999999927,-0.5520788684097793,4430.61,4455.64,4417.65,4453.94,4453.94,4462.26,4430.53,4438.98
405,做多,止盈,14.599999999999909,-0.5527397260273808,2214.99,2217.72,2195.68,2200.39,2200.39,2209.65,2191.1,2206.79
1373,做多,止盈,39.840000000000146,-0.5532128514056424,4325.97,4337.52,4282.79,4286.13,4286.13,4315.48,4272.82,4313.57
334,做多,止盈,29.15000000000009,-0.5533447684391101,2711.13,2711.13,2678.78,2681.98,2681.98,2695.0,2678.26,2690.6
1735,做空,止损,15.63000000000011,-0.5534229046704783,3306.92,3325.0,3304.28,3322.55,3322.58,3329.17,3312.93,3317.62
1443,做空,止盈,29.289999999999964,-0.5534312051894864,4506.82,4536.59,4503.78,4536.11,4536.1,4537.18,4519.99,4523.86
335,做多,止盈,12.259999999999764,-0.5554649265905817,2688.52,2689.8,2671.6,2676.26,2676.25,2682.99,2663.03,2672.28
1525,做多,止损,43.090000000000146,-0.5558134137850949,3940.61,3942.98,3897.38,3897.52,3897.51,3919.03,3873.0,3900.73
1679,做空,止损,44.49000000000024,-0.556080017981561,3958.66,4005.0,3958.65,4003.15,4003.15,4011.25,3983.39,3988.44
1222,做多,止盈,35.98000000000002,-0.5564202334630343,3592.31,3592.31,3556.32,3556.33,3556.33,3572.29,3555.82,3569.35
391,做空,止盈,22.11999999999989,-0.5565099457504523,2201.77,2224.98,2194.9,2223.89,2223.89,2228.64,2207.21,2212.9
1076,做多,止损,19.36999999999989,-0.5580795043882295,2509.38,2511.7,2489.75,2490.01,2490.01,2500.89,2488.4,2499.25
1620,做空,止盈,27.68000000000029,-0.5581647398843806,4101.42,4133.88,4097.06,4129.1,4129.09,4137.92,4112.51,4115.68
293,做多,止盈,13.460000000000036,-0.5609212481426231,2683.08,2683.91,2667.45,2669.62,2669.62,2676.36,2659.1,2673.7
1316,做多,止盈,21.389999999999873,-0.5610098176718126,3952.0,3952.99,3928.6,3930.61,3930.62,3940.99,3924.48,3939.18
636,做多,止损,16.5,-0.5612121212121206,1609.24,1612.94,1590.0,1592.74,1592.73,1603.68,1588.0,1598.6
95,做多,止盈,21.090000000000146,-0.5614035087719113,3254.09,3272.99,3213.78,3233.0,3233.0,3261.15,3156.7,3259.31
679,做空,止损,7.889999999999873,-0.561470215462628,1640.93,1650.46,1640.56,1648.82,1648.83,1656.36,1644.99,1649.74
202,做多,止盈,27.740000000000236,-0.5616438356164309,2572.81,2616.5,2569.61,2600.55,2600.54,2600.92,2563.55,2587.44
1164,做空,止盈,21.48999999999978,-0.5616565844579007,3415.53,3438.45,3413.0,3437.02,3437.0,3439.0,3425.07,3425.61
1703,做多,止盈,18.899999999999636,-0.561904761904791,3837.24,3839.32,3815.59,3818.34,3818.34,3828.7,3807.52,3821.25
1145,做多,止盈,15.800000000000182,-0.5626582278480867,2990.38,2990.39,2972.78,2974.58,2974.58,2981.5,2962.65,2979.81
746,做空,止盈,14.3599999999999,-0.5626740947075197,1688.65,1703.18,1688.2,1703.01,1703.0,1710.66,1696.28,1696.71
1288,做空,止盈,32.00999999999976,-0.5632614807872501,3387.88,3420.5,3387.88,3419.89,3419.89,3425.34,3405.91,3414.8
1297,做多,止盈,19.659999999999854,-0.5640895218718326,3656.33,3661.09,3636.1,3636.67,3636.67,3650.0,3630.19,3639.04
282,做多,止盈,21.409999999999854,-0.5646893974778034,2658.99,2659.97,2628.0,2637.58,2637.58,2647.88,2627.66,2646.5
891,做多,止损,17.98999999999978,-0.5653140633685237,2583.49,2583.49,2565.0,2565.5,2565.5,2573.32,2562.1,2570.9
1299,做空,止盈,18.730000000000018,-0.5654030966364194,3710.02,3729.6,3710.02,3728.75,3728.76,3733.62,3720.61,3724.02
268,做空,止损,18.370000000000346,-0.5661404463799369,2571.66,2595.19,2569.3,2590.03,2590.02,2595.63,2579.7,2589.54
1217,做多,止损,25.16000000000031,-0.5663751987281329,3681.4,3681.4,3656.08,3656.24,3656.24,3667.15,3650.0,3660.85
284,做多,止盈,15.650000000000091,-0.5667731629392868,2641.34,2641.87,2621.96,2625.69,2625.69,2633.0,2618.7,2630.67
1384,做多,止盈,24.82000000000062,-0.5672844480257686,4167.27,4173.12,4138.45,4142.45,4142.45,4159.04,4133.56,4158.75
1249,做空,止损,18.26000000000022,-0.5673603504928808,3855.68,3875.1,3849.74,3873.94,3873.93,3879.82,3860.1,3864.13
35,做多,止损,15.210000000000036,-0.568704799474005,3296.21,3298.99,3280.73,3281.0,3280.99,3290.34,3275.08,3287.67
989,做多,止盈,12.180000000000291,-0.5689655172413522,2494.57,2494.94,2478.23,2482.39,2482.38,2488.01,2478.0,2483.8
260,做多,止盈,12.11999999999989,-0.5693069306930819,2646.43,2646.94,2634.31,2634.31,2634.32,2640.04,2631.49,2637.89
795,做空,止盈,10.549999999999955,-0.5696682464454992,1805.96,1818.53,1805.96,1816.51,1816.51,1821.64,1811.97,1812.22
699,做空,止损,6.920000000000073,-0.5708092485549139,1568.57,1575.78,1568.57,1575.49,1575.5,1578.82,1572.52,1573.81
807,做多,止盈,19.289999999999964,-0.5723172628304813,2207.39,2208.39,2187.28,2188.1,2188.11,2197.35,2184.33,2190.95
403,做多,止盈,12.230000000000018,-0.572363041700735,2225.29,2226.0,2211.71,2213.06,2213.07,2219.0,2208.29,2217.07
553,做空,止盈,8.819999999999936,-0.5725623582766688,1888.01,1897.13,1886.36,1896.83,1896.82,1898.33,1891.41,1891.74
560,做多,止盈,9.840000000000146,-0.5741869918699195,1912.46,1912.46,1902.0,1902.62,1902.63,1906.81,1900.04,1903.55
1621,做多,止盈,21.3100000000004,-0.57437822618489,4097.01,4097.1,4069.34,4075.7,4075.7,4084.86,4060.11,4080.7
1348,做空,止盈,23.219999999999345,-0.5745047372954575,4736.77,4765.54,4734.73,4759.99,4760.0,4769.76,4748.07,4750.31
1252,做多,止损,28.850000000000364,-0.5760831889081345,3912.82,3914.25,3881.0,3883.97,3883.97,3897.63,3875.94,3895.63
1295,做空,止盈,23.799999999999727,-0.5764705882353114,3547.86,3571.88,3546.29,3571.66,3571.66,3576.07,3560.01,3561.35
367,做多,止损,62.539999999999964,-0.5767508794371559,2371.68,2372.24,2307.16,2309.14,2309.19,2336.17,2266.1,2319.69
624,做多,止盈,12.3599999999999,-0.5768608414239433,1779.8,1785.6,1764.38,1767.44,1767.45,1778.47,1758.72,1767.35
