排名,止损延迟(K线),止损延迟(分钟),K1涨跌幅%,总交易数,胜率%,总盈亏USDT,收益率%,盈亏比,平均持仓K线数
2599,19,285,0.63,185,56.22,16.3525,8.84,1.50,20.7
2600,21,315,0.65,169,56.21,15.1658,8.97,1.51,21.4
2601,6,90,0.39,612,56.21,37.7855,6.17,1.35,17.5
2602,7,105,0.41,548,56.20,34.4856,6.29,1.36,17.5
2603,15,225,0.12,3655,56.20,190.6069,5.21,1.30,30.7
2604,38,570,0.78,105,56.19,11.7830,11.22,1.64,31.0
2605,8,120,0.36,719,56.19,43.4058,6.04,1.34,19.3
2606,14,210,0.62,194,56.19,16.7467,8.63,1.49,17.4
2607,12,180,0.15,2966,56.17,155.5014,5.24,1.30,28.0
2608,21,315,0.69,146,56.16,13.8280,9.47,1.54,21.3
2609,15,225,0.11,3887,56.16,201.0069,5.17,1.29,31.3
2610,6,90,0.33,871,56.14,50.6944,5.82,1.33,18.6
2611,7,105,0.5,326,56.13,22.1087,6.78,1.39,15.2
2612,13,195,0.14,3180,56.13,164.8749,5.18,1.30,28.9
2613,7,105,0.4,579,56.13,35.7855,6.18,1.35,17.8
2614,6,90,0.37,677,56.13,40.7148,6.01,1.34,18.2
2615,6,90,0.25,1445,56.12,78.6944,5.45,1.31,22.0
2616,8,120,0.53,278,56.12,19.9594,7.18,1.41,15.6
2617,9,135,0.53,278,56.12,19.9594,7.18,1.41,16.0
2618,7,105,0.26,1358,56.11,74.2944,5.47,1.31,21.9
2619,6,90,0.32,927,56.09,53.0944,5.73,1.33,19.2
2620,6,90,0.38,640,56.09,38.5855,6.03,1.34,17.9
2621,5,75,0.44,460,56.09,29.0624,6.32,1.36,15.6
2622,12,180,0.16,2773,56.08,143.6749,5.18,1.29,27.5
2623,14,210,0.59,214,56.07,17.5142,8.18,1.47,18.3
2624,10,150,0.18,2379,56.07,124.3902,5.23,1.30,25.7
2625,3,45,0.46,412,56.07,26.5707,6.45,1.37,14.4
2626,27,405,0.71,132,56.06,13.3089,10.08,1.57,25.4
2627,27,405,0.72,132,56.06,13.3089,10.08,1.57,25.4
2628,28,420,0.71,132,56.06,13.3089,10.08,1.57,25.7
2629,28,420,0.72,132,56.06,13.3089,10.08,1.57,25.7
2630,29,435,0.71,132,56.06,13.3089,10.08,1.57,26.0
2631,29,435,0.72,132,56.06,13.3089,10.08,1.57,26.0
2632,15,225,0.67,157,56.05,14.3187,9.12,1.52,17.6
2633,16,240,0.67,157,56.05,14.3187,9.12,1.52,18.7
2634,17,255,0.67,157,56.05,14.3187,9.12,1.52,19.3
2635,18,270,0.67,157,56.05,14.3187,9.12,1.52,19.9
2636,19,285,0.67,157,56.05,14.3187,9.12,1.52,20.2
2637,8,120,0.22,1797,56.04,94.9924,5.29,1.30,23.6
2638,33,495,0.76,116,56.03,12.2688,10.58,1.60,28.4
2639,34,510,0.76,116,56.03,12.2688,10.58,1.60,28.8
2640,35,525,0.76,116,56.03,12.2688,10.58,1.60,29.1
2641,36,540,0.76,116,56.03,12.2688,10.58,1.60,29.5
2642,37,555,0.76,116,56.03,12.2688,10.58,1.60,29.9
2643,6,90,0.41,548,56.02,33.6856,6.15,1.35,17.2
2644,7,105,0.35,764,56.02,44.4407,5.82,1.33,18.8
2645,6,90,0.3,1048,56.01,58.2944,5.56,1.32,19.8
2646,6,90,0.28,1182,56.01,64.6944,5.47,1.31,20.8
2647,33,495,0.73,125,56.00,12.8373,10.27,1.58,28.2
2648,34,510,0.73,125,56.00,12.8373,10.27,1.58,28.6
2649,35,525,0.73,125,56.00,12.8373,10.27,1.58,28.9
2650,36,540,0.73,125,56.00,12.8373,10.27,1.58,29.3
2651,37,555,0.73,125,56.00,12.8373,10.27,1.58,29.7
2652,6,90,0.27,1277,55.99,69.0944,5.41,1.31,21.3
2653,8,120,0.21,1938,55.99,100.9924,5.21,1.30,24.1
2654,13,195,0.13,3411,55.97,171.7838,5.04,1.29,29.3
2655,6,90,0.4,579,55.96,34.9855,6.04,1.34,17.5
2656,14,210,0.1,4121,55.96,205.7288,4.99,1.28,31.7
2657,10,150,0.55,252,55.95,19.0261,7.55,1.43,16.0
2658,7,105,0.51,311,55.95,20.9076,6.72,1.38,15.2
2659,11,165,0.17,2590,55.95,132.0749,5.10,1.29,26.7
2660,14,210,0.12,3655,55.92,182.5288,4.99,1.28,30.4
2661,20,300,0.68,152,55.92,13.7809,9.07,1.51,20.9
2662,9,135,0.2,2087,55.92,106.6448,5.11,1.29,24.6
2663,14,210,0.11,3887,55.90,192.9288,4.96,1.28,31.0
2664,11,165,0.15,2966,55.90,149.1014,5.03,1.28,27.6
2665,6,90,0.35,764,55.89,43.6407,5.71,1.32,18.5
2666,12,180,0.14,3180,55.88,158.4749,4.98,1.28,28.5
2667,7,105,0.23,1670,55.87,86.3013,5.17,1.29,22.7
2668,20,300,0.64,179,55.87,15.2818,8.54,1.48,20.9
2669,33,495,0.77,111,55.86,11.7707,10.60,1.60,28.8
2670,34,510,0.77,111,55.86,11.7707,10.60,1.60,29.2
2671,35,525,0.77,111,55.86,11.7707,10.60,1.60,29.5
2672,36,540,0.77,111,55.86,11.7707,10.60,1.60,29.9
2673,37,555,0.77,111,55.86,11.7707,10.60,1.60,30.3
2674,5,75,0.31,974,55.85,53.1644,5.46,1.31,18.9
2675,5,75,0.43,489,55.83,29.4624,6.03,1.34,16.1
2676,6,90,0.5,326,55.83,21.3087,6.54,1.37,14.9
2677,21,315,0.7,138,55.80,13.0280,9.44,1.53,21.7
2678,22,330,0.7,138,55.80,13.0280,9.44,1.53,22.4
2679,11,165,0.16,2773,55.79,137.2749,4.95,1.28,27.1
2680,5,75,0.29,1124,55.78,59.5644,5.30,1.30,20.0
2681,9,135,0.19,2248,55.78,111.9401,4.98,1.28,25.1
2682,5,75,0.49,348,55.75,22.3885,6.43,1.36,14.9
2683,6,90,0.26,1358,55.74,70.2944,5.18,1.29,21.7
2684,3,45,0.47,393,55.73,24.5707,6.25,1.35,14.5
2685,13,195,0.6,210,55.71,16.4485,7.83,1.44,17.1
2686,5,75,0.34,819,55.68,44.7644,5.47,1.31,18.1
2687,14,210,0.63,185,55.68,15.4744,8.36,1.47,17.6
2688,5,75,0.24,1563,55.66,78.3714,5.01,1.28,21.9
2689,13,195,0.58,221,55.66,16.7692,7.59,1.43,17.7
2690,4,60,0.44,460,55.65,27.4624,5.97,1.34,15.1
2691,4,60,0.31,974,55.65,51.5644,5.29,1.30,18.6
2692,33,495,0.74,124,55.65,12.4373,10.03,1.57,28.3
2693,34,510,0.74,124,55.65,12.4373,10.03,1.57,28.7
2694,35,525,0.74,124,55.65,12.4373,10.03,1.57,29.1
2695,36,540,0.74,124,55.65,12.4373,10.03,1.57,29.4
2696,37,555,0.74,124,55.65,12.4373,10.03,1.57,29.8
2697,12,180,0.13,3411,55.64,162.9086,4.78,1.27,29.0
2698,8,120,0.2,2087,55.63,101.8448,4.88,1.27,24.3
2699,11,165,0.14,3180,55.63,152.0749,4.78,1.27,28.2
2700,6,90,0.51,311,55.63,20.1076,6.47,1.36,14.8
2701,15,225,0.66,160,55.62,13.9187,8.70,1.49,18.0
2702,16,240,0.66,160,55.62,13.9187,8.70,1.49,19.1
2703,17,255,0.66,160,55.62,13.9187,8.70,1.49,19.7
2704,18,270,0.66,160,55.62,13.9187,8.70,1.49,20.3
2705,19,285,0.66,160,55.62,13.9187,8.70,1.49,20.6
2706,20,300,0.65,169,55.62,14.3187,8.47,1.48,21.0
2707,13,195,0.1,4121,55.62,194.1838,4.71,1.27,31.4
2708,9,135,0.18,2379,55.61,114.7401,4.82,1.27,25.4
2709,4,60,0.29,1124,55.60,57.9644,5.16,1.29,19.7
2710,10,150,0.17,2590,55.60,124.7902,4.82,1.27,26.4
2711,6,90,0.54,268,55.60,18.0684,6.74,1.38,14.8
2712,7,105,0.54,268,55.60,18.0684,6.74,1.38,15.1
2713,10,150,0.15,2966,55.60,141.8167,4.78,1.27,27.3
2714,13,195,0.12,3655,55.60,172.5838,4.72,1.27,30.0
2715,5,75,0.33,871,55.57,46.3644,5.32,1.30,18.4
2716,5,75,0.32,927,55.56,48.7644,5.26,1.30,18.9
2717,33,495,0.75,117,55.56,11.9592,10.22,1.57,28.5
2718,34,510,0.75,117,55.56,11.9592,10.22,1.57,28.9
2719,35,525,0.75,117,55.56,11.9592,10.22,1.57,29.2
2720,36,540,0.75,117,55.56,11.9592,10.22,1.57,29.6
2721,37,555,0.75,117,55.56,11.9592,10.22,1.57,30.0
2722,13,195,0.11,3887,55.54,181.3838,4.67,1.26,30.7
2723,5,75,0.3,1048,55.53,53.9644,5.15,1.29,19.5
2724,8,120,0.19,2248,55.52,107.1401,4.77,1.27,24.8
2725,5,75,0.25,1445,55.50,71.1644,4.92,1.28,21.8
2726,5,75,0.28,1182,55.50,59.5644,5.04,1.28,20.6
2727,5,75,0.48,373,55.50,22.8205,6.12,1.34,15.0
2728,20,300,0.69,146,55.48,12.9809,8.89,1.50,21.0
2729,4,60,0.24,1563,55.47,75.9714,4.86,1.27,21.7
2730,4,60,0.49,348,55.46,21.5885,6.20,1.35,14.4
2731,6,90,0.23,1670,55.45,80.7013,4.83,1.27,22.5
2732,5,75,0.42,514,55.45,29.3557,5.71,1.32,16.3
2733,13,195,0.61,202,55.45,15.6054,7.73,1.43,17.0
2734,5,75,0.27,1277,55.44,63.1644,4.95,1.28,21.1
2735,4,60,0.34,819,55.43,43.1644,5.27,1.30,17.8
2736,10,150,0.16,2773,55.43,129.1902,4.66,1.26,26.7
2737,3,45,0.45,433,55.43,25.3707,5.86,1.33,14.5
2738,7,105,0.22,1797,55.43,85.9013,4.78,1.27,23.2
2739,4,60,0.43,489,55.42,27.8624,5.70,1.32,15.7
2740,7,105,0.21,1938,55.42,91.9013,4.74,1.27,23.7
2741,8,120,0.56,240,55.42,16.5761,6.91,1.39,14.5
2742,9,135,0.56,240,55.42,16.5761,6.91,1.39,14.8
2743,14,210,0.67,157,55.41,13.4406,8.56,1.48,17.1
2744,11,165,0.13,3411,55.41,156.5086,4.59,1.26,28.6
2745,5,75,0.39,612,55.39,33.4556,5.47,1.31,17.3
2746,5,75,0.37,677,55.39,36.3848,5.37,1.30,17.9
2747,8,120,0.57,233,55.36,16.1761,6.94,1.39,14.5
2748,9,135,0.57,233,55.36,16.1761,6.94,1.39,14.9
2749,4,60,0.25,1445,55.36,69.5644,4.81,1.27,21.5
2750,8,120,0.18,2379,55.36,109.9401,4.62,1.26,25.1
2751,7,105,0.36,719,55.35,38.3148,5.33,1.30,18.8
2752,10,150,0.14,3180,55.35,144.7902,4.55,1.25,27.9
2753,4,60,0.3,1048,55.34,52.3644,5.00,1.28,19.3
2754,2,30,0.46,412,55.34,23.8231,5.78,1.32,14.1
2755,4,60,0.32,927,55.34,47.1644,5.09,1.28,18.6
2756,30,450,0.79,103,55.34,10.9263,10.61,1.59,27.6
2757,31,465,0.79,103,55.34,10.9263,10.61,1.59,28.1
2758,32,480,0.79,103,55.34,10.9263,10.61,1.59,28.6
2759,4,60,0.33,871,55.34,44.7644,5.14,1.29,18.1
2760,4,60,0.28,1182,55.33,57.9644,4.90,1.27,20.4
2761,7,105,0.52,291,55.33,18.4803,6.35,1.36,15.1
2762,5,75,0.38,640,55.31,34.2556,5.35,1.30,17.6
2763,15,225,0.64,179,55.31,14.4818,8.09,1.45,18.0
2764,16,240,0.64,179,55.31,14.4818,8.09,1.45,19.1
2765,17,255,0.64,179,55.31,14.4818,8.09,1.45,19.7
2766,18,270,0.64,179,55.31,14.4818,8.09,1.45,20.2
2767,19,285,0.64,179,55.31,14.4818,8.09,1.45,20.5
2768,26,390,0.71,132,55.30,12.5089,9.48,1.53,24.9
2769,26,390,0.72,132,55.30,12.5089,9.48,1.53,24.9
2770,4,60,0.27,1277,55.29,61.5644,4.82,1.27,20.8
2771,15,225,0.68,152,55.26,12.9809,8.54,1.48,17.8
2772,16,240,0.68,152,55.26,12.9809,8.54,1.48,19.0
2773,17,255,0.68,152,55.26,12.9809,8.54,1.48,19.6
2774,18,270,0.68,152,55.26,12.9809,8.54,1.48,20.2
2775,19,285,0.68,152,55.26,12.9809,8.54,1.48,20.5
2776,10,150,0.6,210,55.24,15.6485,7.45,1.42,15.7
2777,11,165,0.6,210,55.24,15.6485,7.45,1.42,16.1
2778,12,180,0.6,210,55.24,15.6485,7.45,1.42,16.5
2779,33,495,0.78,105,55.24,10.9707,10.45,1.58,29.1
2780,34,510,0.78,105,55.24,10.9707,10.45,1.58,29.5
2781,35,525,0.78,105,55.24,10.9707,10.45,1.58,29.9
2782,36,540,0.78,105,55.24,10.9707,10.45,1.58,30.2
2783,37,555,0.78,105,55.24,10.9707,10.45,1.58,30.6
2784,5,75,0.35,764,55.24,39.3108,5.15,1.29,18.3
2785,12,180,0.1,4121,55.23,181.3086,4.40,1.25,31.0
2786,4,60,0.48,373,55.23,22.0205,5.90,1.33,14.5
2787,6,90,0.36,719,55.22,37.5148,5.22,1.29,18.6
2788,12,180,0.12,3655,55.21,161.3086,4.41,1.25,29.7
2789,11,165,0.58,221,55.20,15.9692,7.23,1.40,16.0
2790,12,180,0.58,221,55.20,15.9692,7.23,1.40,17.0
2791,30,450,0.73,125,55.20,11.9928,9.59,1.54,26.8
2792,31,465,0.73,125,55.20,11.9928,9.59,1.54,27.3
2793,32,480,0.73,125,55.20,11.9928,9.59,1.54,27.8
2794,9,135,0.15,2966,55.19,131.3666,4.43,1.25,27.0
2795,30,450,0.76,116,55.17,11.4243,9.85,1.55,27.0
2796,31,465,0.76,116,55.17,11.4243,9.85,1.55,27.5
2797,32,480,0.76,116,55.17,11.4243,9.85,1.55,28.0
2798,3,45,0.29,1124,55.16,53.7264,4.78,1.27,19.5
2799,8,120,0.55,252,55.16,16.5761,6.58,1.37,15.1
2800,9,135,0.55,252,55.16,16.5761,6.58,1.37,15.5
2801,13,195,0.62,194,55.15,14.8017,7.63,1.43,16.9
2802,3,45,0.24,1563,55.15,71.7334,4.59,1.26,21.6
2803,13,195,0.59,214,55.14,15.5692,7.28,1.41,17.9
2804,9,135,0.17,2590,55.14,114.3401,4.41,1.25,26.1
2805,3,45,0.31,974,55.13,47.3264,4.86,1.27,18.4
2806,12,180,0.11,3887,55.13,168.5086,4.34,1.24,30.3
2807,10,150,0.13,3411,55.12,148.4239,4.35,1.24,28.3
2808,5,75,0.41,548,55.11,29.3557,5.36,1.30,16.9
2809,4,60,0.37,677,55.10,34.7848,5.14,1.29,17.6
2810,5,75,0.4,579,55.09,30.6556,5.29,1.29,17.2
2811,5,75,0.26,1358,55.08,62.7644,4.62,1.26,21.4
2812,20,300,0.7,138,55.07,12.1809,8.83,1.49,21.3
2813,4,60,0.39,612,55.07,31.8556,5.21,1.29,16.9
2814,4,60,0.42,514,55.06,27.7557,5.40,1.30,15.9
2815,6,90,0.21,1938,55.06,86.3013,4.45,1.25,23.5
2816,7,105,0.2,2087,55.06,91.9538,4.41,1.25,24.0
2817,6,90,0.22,1797,55.04,80.3013,4.47,1.25,22.9
2818,6,90,0.53,278,55.04,17.2684,6.21,1.35,15.1
2819,7,105,0.53,278,55.04,17.2684,6.21,1.35,15.3
2820,15,225,0.65,169,55.03,13.5187,8.00,1.44,18.1
2821,16,240,0.65,169,55.03,13.5187,8.00,1.44,19.2
2822,17,255,0.65,169,55.03,13.5187,8.00,1.44,19.8
2823,18,270,0.65,169,55.03,13.5187,8.00,1.44,20.3
2824,19,285,0.65,169,55.03,13.5187,8.00,1.44,20.7
2825,3,45,0.25,1445,55.02,65.3264,4.52,1.25,21.4
2826,4,60,0.38,640,55.00,32.6556,5.10,1.28,17.2
2827,14,210,0.66,160,55.00,13.0406,8.15,1.45,17.5
2828,9,135,0.16,2773,54.99,118.7401,4.28,1.24,26.5
2829,11,165,0.12,3655,54.99,154.9086,4.24,1.24,29.4
2830,8,120,0.15,2966,54.99,126.5666,4.27,1.24,26.8
2831,6,90,0.52,291,54.98,17.6803,6.08,1.34,14.8
2832,4,60,0.35,764,54.97,37.7108,4.94,1.27,17.9
2833,9,135,0.14,3180,54.97,134.3401,4.22,1.23,27.6
2834,2,30,0.47,393,54.96,21.8231,5.55,1.31,14.1
2835,30,450,0.77,111,54.95,10.9263,9.84,1.55,27.4
2836,31,465,0.77,111,54.95,10.9263,9.84,1.55,27.9
2837,32,480,0.77,111,54.95,10.9263,9.84,1.55,28.4
2838,10,150,0.61,202,54.95,14.8054,7.33,1.41,15.6
2839,11,165,0.61,202,54.95,14.8054,7.33,1.41,15.9
2840,12,180,0.61,202,54.95,14.8054,7.33,1.41,16.4
2841,7,105,0.19,2248,54.94,96.4491,4.29,1.24,24.5
2842,4,60,0.26,1358,54.93,61.1644,4.50,1.25,21.2
2843,11,165,0.1,4121,54.91,170.9086,4.15,1.23,30.7
2844,5,75,0.23,1670,54.91,73.1714,4.38,1.24,22.3
2845,3,45,0.28,1182,54.91,53.7264,4.55,1.25,20.2
2846,8,120,0.17,2590,54.90,109.5401,4.23,1.23,25.8
2847,3,45,0.27,1277,54.89,57.3264,4.49,1.25,20.7
2848,11,165,0.11,3887,54.88,160.5086,4.13,1.23,30.0
2849,3,45,0.3,1048,54.87,48.1264,4.59,1.25,19.1
2850,30,450,0.74,124,54.84,11.5928,9.35,1.52,27.0
2851,31,465,0.74,124,54.84,11.5928,9.35,1.52,27.4
2852,32,480,0.74,124,54.84,11.5928,9.35,1.52,27.9
2853,3,45,0.34,819,54.82,38.9264,4.75,1.26,17.6
2854,7,105,0.18,2379,54.81,99.2491,4.17,1.23,24.8
2855,3,45,0.32,927,54.80,42.9264,4.63,1.26,18.4
2856,15,225,0.69,146,54.79,12.1809,8.34,1.46,17.8
2857,16,240,0.69,146,54.79,12.1809,8.34,1.46,19.1
2858,17,255,0.69,146,54.79,12.1809,8.34,1.46,19.7
2859,18,270,0.69,146,54.79,12.1809,8.34,1.46,20.3
2860,19,285,0.69,146,54.79,12.1809,8.34,1.46,20.6
2861,3,45,0.44,460,54.78,24.1904,5.26,1.29,14.8
2862,8,120,0.14,3180,54.78,129.5401,4.07,1.23,27.4
2863,8,120,0.16,2773,54.78,113.9401,4.11,1.23,26.2
2864,3,45,0.33,871,54.76,40.5264,4.65,1.26,17.9
2865,9,135,0.13,3411,54.76,137.9738,4.04,1.22,28.1
2866,10,150,0.58,221,54.75,15.1600,6.86,1.38,15.6
2867,4,60,0.4,579,54.75,29.0556,5.02,1.28,16.8
2868,14,210,0.64,179,54.75,13.6037,7.60,1.42,17.5
2869,4,60,0.41,548,54.74,27.7557,5.06,1.28,16.5
2870,2,30,0.45,433,54.73,22.6231,5.22,1.29,14.1
2871,6,90,0.2,2087,54.72,86.3538,4.14,1.23,23.7
2872,10,150,0.12,3655,54.72,146.8239,4.02,1.22,29.1
2873,30,450,0.75,117,54.70,11.1147,9.50,1.52,27.1
2874,31,465,0.75,117,54.70,11.1147,9.50,1.52,27.6
2875,32,480,0.75,117,54.70,11.1147,9.50,1.52,28.1
2876,11,165,0.59,214,54.67,14.7692,6.90,1.38,16.1
2877,12,180,0.59,214,54.67,14.7692,6.90,1.38,17.2
2878,10,150,0.1,4121,54.67,162.8239,3.95,1.22,30.4
2879,4,60,0.23,1670,54.67,69.9714,4.19,1.23,22.0
2880,10,150,0.62,194,54.64,14.0017,7.22,1.40,15.4
2881,11,165,0.62,194,54.64,14.0017,7.22,1.40,15.8
2882,12,180,0.62,194,54.64,14.0017,7.22,1.40,16.3
2883,2,30,0.31,974,54.62,42.9788,4.41,1.24,18.2
2884,10,150,0.11,3887,54.62,152.4239,3.92,1.22,29.7
2885,14,210,0.68,152,54.61,12.1028,7.96,1.44,17.3
2886,3,45,0.43,489,54.60,24.5904,5.03,1.28,15.4
2887,5,75,0.5,326,54.60,18.1087,5.55,1.31,14.6
2888,3,45,0.49,348,54.60,19.1885,5.51,1.30,14.1
2889,13,195,0.63,185,54.59,13.5294,7.31,1.40,17.1
2890,5,75,0.21,1938,54.59,78.7714,4.06,1.22,23.3
2891,8,120,0.13,3411,54.59,133.1738,3.90,1.21,27.8
2892,6,90,0.19,2248,54.58,90.0491,4.01,1.22,24.2
2893,3,45,0.26,1358,54.57,56.9264,4.19,1.23,21.0
2894,7,105,0.15,2966,54.55,115.8756,3.91,1.21,26.4
2895,23,345,0.71,132,54.55,11.6723,8.84,1.49,23.5
2896,23,345,0.72,132,54.55,11.6723,8.84,1.49,23.5
2897,24,360,0.71,132,54.55,11.6723,8.84,1.49,24.0
2898,24,360,0.72,132,54.55,11.6723,8.84,1.49,24.0
2899,25,375,0.71,132,54.55,11.6723,8.84,1.49,24.4
2900,25,375,0.72,132,54.55,11.6723,8.84,1.49,24.4
2901,2,30,0.29,1124,54.54,47.7788,4.25,1.23,19.3
2902,5,75,0.22,1797,54.54,72.7714,4.05,1.22,22.7
2903,5,75,0.36,719,54.52,33.1848,4.62,1.25,18.3
2904,2,30,0.24,1563,54.51,63.3858,4.06,1.22,21.4
2905,3,45,0.37,677,54.51,31.5128,4.65,1.26,17.4
2906,6,90,0.18,2379,54.48,92.8491,3.90,1.21,24.6
2907,3,45,0.35,764,54.45,34.4388,4.51,1.25,17.7
2908,14,210,0.65,169,54.44,12.6406,7.48,1.41,17.5
2909,3,45,0.48,373,54.42,19.6205,5.26,1.29,14.2
2910,3,45,0.39,612,54.41,28.5836,4.67,1.26,16.6
2911,7,105,0.17,2590,54.40,98.8491,3.82,1.21,25.4
2912,27,405,0.73,125,54.40,11.0131,8.81,1.48,25.7
2913,28,420,0.73,125,54.40,11.0131,8.81,1.48,26.0
2914,29,435,0.73,125,54.40,11.0131,8.81,1.48,26.4
2915,3,45,0.38,640,54.37,29.3836,4.59,1.25,17.0
2916,3,45,0.23,1670,54.37,65.7334,3.94,1.22,21.9
2917,0,0,0.46,412,54.37,20.2780,4.92,1.27,13.6
2918,1,15,0.46,412,54.37,20.2780,4.92,1.27,13.7
2919,27,405,0.79,103,54.37,9.9465,9.66,1.53,26.4
2920,28,420,0.79,103,54.37,9.9465,9.66,1.53,26.7
2921,29,435,0.79,103,54.37,9.9465,9.66,1.53,27.1
2922,9,135,0.12,3656,54.35,135.1738,3.70,1.20,28.8
2923,15,225,0.7,138,54.35,11.3809,8.25,1.45,18.1
2924,16,240,0.7,138,54.35,11.3809,8.25,1.45,19.4
2925,17,255,0.7,138,54.35,11.3809,8.25,1.45,20.0
2926,18,270,0.7,138,54.35,11.3809,8.25,1.45,20.6
2927,19,285,0.7,138,54.35,11.3809,8.25,1.45,20.9
2928,9,135,0.1,4122,54.34,151.1738,3.67,1.20,30.2
2929,5,75,0.51,311,54.34,16.9076,5.44,1.30,14.5
2930,7,105,0.14,3180,54.34,118.0491,3.71,1.20,27.1
2931,2,30,0.34,819,54.33,35.3788,4.32,1.24,17.4
2932,2,30,0.25,1445,54.33,56.9788,3.94,1.22,21.2
2933,27,405,0.76,116,54.31,10.4445,9.00,1.49,25.9
2934,28,420,0.76,116,54.31,10.4445,9.00,1.49,26.2
2935,29,435,0.76,116,54.31,10.4445,9.00,1.49,26.6
2936,7,105,0.16,2773,54.31,103.2491,3.72,1.20,25.9
2937,2,30,0.33,871,54.31,36.9788,4.25,1.23,17.7
2938,4,60,0.5,326,54.29,17.3087,5.31,1.29,14.0
2939,2,30,0.3,1048,54.29,42.9788,4.10,1.22,18.9
2940,5,75,0.2,2087,54.29,78.8238,3.78,1.21,23.5
2941,8,120,0.6,210,54.29,13.1984,6.28,1.34,14.7
2942,9,135,0.6,210,54.29,13.1984,6.28,1.34,15.1
2943,30,450,0.78,105,54.29,10.1263,9.64,1.53,27.7
2944,31,465,0.78,105,54.29,10.1263,9.64,1.53,28.2
2945,32,480,0.78,105,54.29,10.1263,9.64,1.53,28.7
2946,6,90,0.15,2966,54.28,109.4756,3.69,1.20,26.3
2947,3,45,0.42,514,54.28,24.4837,4.76,1.26,15.6
2948,9,135,0.11,3888,54.27,140.7738,3.62,1.20,29.4
2949,2,30,0.27,1277,54.27,50.5788,3.96,1.22,20.4
2950,2,30,0.32,927,54.26,38.5788,4.16,1.23,18.2
2951,4,60,0.22,1797,54.26,68.7714,3.83,1.21,22.5
2952,4,60,0.36,719,54.24,31.5848,4.39,1.24,17.9
2953,4,60,0.21,1938,54.23,73.1714,3.78,1.21,23.1
2954,2,30,0.28,1182,54.23,46.9788,3.97,1.22,20.0
2955,1,15,0.31,974,54.21,39.4337,4.05,1.22,18.1
2956,10,150,0.59,214,54.21,13.9600,6.52,1.36,15.7
2957,8,120,0.12,3656,54.18,130.3738,3.57,1.19,28.6
2958,1,15,0.29,1124,54.18,44.2337,3.94,1.21,19.1
2959,5,75,0.19,2248,54.18,82.5192,3.67,1.20,24.1
2960,7,105,0.13,3411,54.18,121.6828,3.57,1.19,27.5
2961,8,120,0.1,4122,54.17,145.5738,3.53,1.19,29.9
2962,6,90,0.56,240,54.17,13.8850,5.79,1.32,13.9
2963,7,105,0.56,240,54.17,13.8850,5.79,1.32,14.1
2964,13,195,0.67,157,54.14,11.4956,7.32,1.40,16.6
2965,2,30,0.44,460,54.13,21.4428,4.66,1.25,14.5
2966,1,15,0.24,1563,54.13,58.2407,3.73,1.20,21.2
2967,8,120,0.11,3888,54.12,135.9738,3.50,1.19,29.2
2968,14,210,0.69,146,54.11,11.3028,7.74,1.42,17.3
2969,0,0,0.31,974,54.11,38.6337,3.97,1.22,18.0
2970,0,0,0.29,1124,54.09,43.4337,3.86,1.21,19.1
2971,6,90,0.14,3180,54.09,111.6491,3.51,1.19,26.9
2972,6,90,0.57,233,54.08,13.4850,5.79,1.32,13.9
2973,7,105,0.57,233,54.08,13.4850,5.79,1.32,14.2
2974,2,30,0.37,677,54.06,28.7652,4.25,1.23,17.1
2975,3,45,0.4,579,54.06,25.7836,4.45,1.24,16.6
2976,6,90,0.17,2590,54.05,91.6491,3.54,1.19,25.2
2977,10,150,0.63,185,54.05,12.7294,6.88,1.37,15.6
2978,11,165,0.63,185,54.05,12.7294,6.88,1.37,16.0
2979,12,180,0.63,185,54.05,12.7294,6.88,1.37,16.4
2980,27,405,0.77,111,54.05,9.9465,8.96,1.49,26.2
2981,28,420,0.77,111,54.05,9.9465,8.96,1.49,26.6
2982,29,435,0.77,111,54.05,9.9465,8.96,1.49,26.9
2983,27,405,0.74,124,54.03,10.6131,8.56,1.47,25.8
2984,28,420,0.74,124,54.03,10.6131,8.56,1.47,26.1
2985,29,435,0.74,124,54.03,10.6131,8.56,1.47,26.5
2986,4,60,0.51,311,54.02,16.1076,5.18,1.28,13.9
2987,3,45,0.41,548,54.01,24.4837,4.47,1.24,16.2
2988,5,75,0.18,2379,54.01,83.7192,3.52,1.19,24.4
2989,0,0,0.24,1563,54.00,56.6407,3.62,1.20,21.2
2990,2,30,0.43,489,53.99,21.8428,4.47,1.24,15.1
2991,6,90,0.16,2773,53.98,96.0491,3.46,1.19,25.7
2992,3,45,0.22,1797,53.98,64.5334,3.59,1.20,22.3
2993,2,30,0.26,1358,53.98,50.1788,3.70,1.20,20.8
2994,3,45,0.21,1938,53.97,68.9334,3.56,1.19,22.9
2995,6,90,0.55,252,53.97,13.8850,5.51,1.30,14.5
2996,7,105,0.55,252,53.97,13.8850,5.51,1.30,14.8
2997,8,120,0.61,202,53.96,12.3553,6.12,1.33,14.5
2998,9,135,0.61,202,53.96,12.3553,6.12,1.33,14.9
2999,4,60,0.2,2087,53.95,73.2238,3.51,1.19,23.3
3000,0,0,0.47,393,53.94,18.2780,4.65,1.25,13.7
3001,1,15,0.47,393,53.94,18.2780,4.65,1.25,13.8
3002,2,30,0.35,764,53.93,30.8912,4.04,1.22,17.5
3003,2,30,0.39,612,53.92,25.8360,4.22,1.23,16.4
