排名,止损延迟(K线),止损延迟(分钟),K1涨跌幅%,总交易数,胜率%,总盈亏USDT,收益率%,盈亏比,平均持仓K线数
3004,6,90,0.13,3411,53.91,114.4828,3.36,1.18,27.4
3005,1,15,0.3,1048,53.91,39.4337,3.76,1.20,18.7
3006,1,15,0.25,1445,53.91,51.8337,3.59,1.19,21.0
3007,2,30,0.38,640,53.91,26.6360,4.16,1.23,16.7
3008,1,15,0.27,1277,53.88,46.2337,3.62,1.20,20.3
3009,4,60,0.19,2248,53.87,76.9192,3.42,1.19,23.8
3010,1,15,0.33,871,53.85,33.4337,3.84,1.21,17.5
3011,1,15,0.34,819,53.85,31.8337,3.89,1.21,17.2
3012,8,120,0.58,221,53.85,12.7100,5.75,1.31,14.6
3013,9,135,0.58,221,53.85,12.7100,5.75,1.31,15.0
3014,27,405,0.75,117,53.85,10.1350,8.66,1.47,25.9
3015,28,420,0.75,117,53.85,10.1350,8.66,1.47,26.3
3016,29,435,0.75,117,53.85,10.1350,8.66,1.47,26.6
3017,1,15,0.32,927,53.83,35.0337,3.78,1.20,18.0
3018,0,0,0.3,1048,53.82,38.6337,3.69,1.20,18.7
3019,0,0,0.45,433,53.81,19.0780,4.41,1.24,13.7
3020,1,15,0.45,433,53.81,19.0780,4.41,1.24,13.8
3021,7,105,0.1,4122,53.81,133.2828,3.23,1.18,29.7
3022,1,15,0.28,1182,53.81,42.6337,3.61,1.20,19.8
3023,7,105,0.12,3656,53.80,118.8828,3.25,1.18,28.3
3024,20,300,0.71,132,53.79,10.5405,7.99,1.43,22.0
3025,20,300,0.72,132,53.79,10.5405,7.99,1.43,22.0
3026,21,315,0.71,132,53.79,10.5405,7.99,1.43,22.3
3027,21,315,0.72,132,53.79,10.5405,7.99,1.43,22.3
3028,22,330,0.71,132,53.79,10.5405,7.99,1.43,23.1
3029,22,330,0.72,132,53.79,10.5405,7.99,1.43,23.1
3030,5,75,0.15,2966,53.78,97.1456,3.28,1.18,26.1
3031,2,30,0.23,1670,53.77,57.3858,3.44,1.19,21.7
3032,0,0,0.25,1445,53.77,50.2337,3.48,1.19,21.0
3033,13,195,0.66,160,53.75,11.0956,6.93,1.37,17.0
3034,2,30,0.49,348,53.74,16.4409,4.72,1.26,13.7
3035,0,0,0.33,871,53.73,32.6337,3.75,1.20,17.4
3036,5,75,0.54,268,53.73,14.0253,5.23,1.28,14.4
3037,7,105,0.11,3888,53.73,123.6828,3.18,1.17,29.0
3038,0,0,0.34,819,53.72,31.0337,3.79,1.20,17.1
3039,0,0,0.28,1182,53.72,41.8337,3.54,1.19,19.8
3040,0,0,0.32,927,53.72,34.2337,3.69,1.20,18.0
3041,4,60,0.18,2379,53.72,78.1192,3.28,1.18,24.2
3042,0,0,0.27,1277,53.72,44.6337,3.50,1.19,20.2
3043,3,45,0.2,2087,53.71,68.9858,3.31,1.18,23.2
3044,2,30,0.42,514,53.70,21.7361,4.23,1.23,15.3
3045,3,45,0.36,719,53.69,28.3128,3.94,1.21,17.7
3046,3,45,0.5,326,53.68,15.7087,4.82,1.26,13.7
3047,3,45,0.19,2248,53.65,72.6812,3.23,1.17,23.7
3048,13,195,0.64,179,53.63,11.6587,6.51,1.35,17.0
3049,14,210,0.7,138,53.62,10.5028,7.61,1.41,17.5
3050,2,30,0.48,373,53.62,16.8729,4.52,1.24,13.8
3051,1,15,0.26,1358,53.61,45.8337,3.38,1.18,20.7
3052,8,120,0.62,194,53.61,11.5516,5.95,1.32,14.3
3053,9,135,0.62,194,53.61,11.5516,5.95,1.32,14.8
3054,26,390,0.73,125,53.60,10.2131,8.17,1.44,25.1
3055,6,90,0.1,4122,53.59,126.0828,3.06,1.16,29.5
3056,5,75,0.14,3180,53.58,98.5192,3.10,1.17,26.7
3057,6,90,0.12,3656,53.56,111.6828,3.05,1.16,28.1
3058,5,75,0.17,2590,53.55,80.9192,3.12,1.17,25.0
3059,2,30,0.4,579,53.54,23.0360,3.98,1.21,16.3
3060,4,60,0.15,2966,53.54,91.5456,3.09,1.17,25.9
3061,5,75,0.16,2773,53.52,85.3192,3.08,1.17,25.5
3062,3,45,0.18,2379,53.51,73.8812,3.11,1.17,24.0
3063,10,150,0.67,157,53.50,10.6956,6.81,1.37,15.1
3064,11,165,0.67,157,53.50,10.6956,6.81,1.37,15.5
3065,12,180,0.67,157,53.50,10.6956,6.81,1.37,16.0
3066,6,90,0.11,3888,53.50,116.4828,3.00,1.16,28.8
3067,1,15,0.37,677,53.47,25.2201,3.73,1.20,16.9
3068,2,30,0.41,548,53.47,21.7361,3.97,1.21,15.9
3069,0,0,0.26,1358,53.46,44.2337,3.26,1.17,20.6
3070,2,30,0.21,1938,53.46,60.5858,3.13,1.17,22.8
3071,26,390,0.76,116,53.45,9.6445,8.31,1.45,25.3
3072,2,30,0.22,1797,53.42,56.1858,3.13,1.17,22.2
3073,5,75,0.13,3411,53.42,100.5528,2.95,1.16,27.2
3074,1,15,0.23,1670,53.41,52.2407,3.13,1.17,21.6
3075,1,15,0.35,764,53.40,27.3461,3.58,1.19,17.3
3076,26,390,0.79,103,53.40,9.1465,8.88,1.48,25.8
3077,3,45,0.51,311,53.38,14.5076,4.66,1.25,13.6
3078,4,60,0.14,3180,53.36,92.9192,2.92,1.16,26.5
3079,4,60,0.54,268,53.36,13.2253,4.93,1.26,13.8
3080,27,405,0.78,105,53.33,9.1465,8.71,1.47,26.4
3081,28,420,0.78,105,53.33,9.1465,8.71,1.47,26.8
3082,29,435,0.78,105,53.33,9.1465,8.71,1.47,27.2
3083,0,0,0.37,677,53.32,24.4201,3.61,1.19,16.8
3084,4,60,0.17,2590,53.32,76.1192,2.94,1.16,24.8
3085,3,45,0.15,2966,53.30,85.7076,2.89,1.15,25.8
3086,0,0,0.23,1670,53.29,50.6407,3.03,1.16,21.5
3087,13,195,0.68,152,53.29,10.1578,6.68,1.36,16.8
3088,1,15,0.38,640,53.28,23.0909,3.61,1.19,16.5
3089,0,0,0.35,764,53.27,26.5461,3.47,1.19,17.2
3090,8,120,0.59,214,53.27,11.5100,5.38,1.29,14.6
3091,9,135,0.59,214,53.27,11.5100,5.38,1.29,15.0
3092,2,30,0.36,719,53.27,25.5652,3.56,1.19,17.5
3093,1,15,0.39,612,53.27,22.2909,3.64,1.19,16.1
3094,5,75,0.52,291,53.26,13.6372,4.69,1.25,14.4
3095,4,60,0.16,2773,53.26,79.7192,2.87,1.15,25.3
3096,0,0,0.44,460,53.26,17.8977,3.89,1.21,14.1
3097,1,15,0.44,460,53.26,17.8977,3.89,1.21,14.2
3098,13,195,0.65,169,53.25,10.6956,6.33,1.34,17.0
3099,5,75,0.53,278,53.24,13.2253,4.76,1.25,14.7
3100,2,30,0.2,2087,53.23,60.9858,2.92,1.16,23.0
3101,26,390,0.74,124,53.23,9.8131,7.91,1.42,25.3
3102,4,60,0.13,3411,53.21,94.9528,2.78,1.15,27.0
3103,0,0,0.43,489,53.17,18.2977,3.74,1.20,14.7
3104,1,15,0.43,489,53.17,18.2977,3.74,1.20,14.8
3105,2,30,0.19,2248,53.16,63.8812,2.84,1.15,23.6
3106,5,75,0.1,4122,53.15,111.3528,2.70,1.14,29.3
3107,26,390,0.77,111,53.15,9.1465,8.24,1.44,25.6
3108,3,45,0.14,3180,53.14,87.0812,2.74,1.15,26.4
3109,0,0,0.38,640,53.12,22.2909,3.48,1.19,16.4
3110,10,150,0.66,160,53.12,10.2956,6.43,1.34,15.6
3111,11,165,0.66,160,53.12,10.2956,6.43,1.34,16.0
3112,12,180,0.66,160,53.12,10.2956,6.43,1.34,16.4
3113,0,0,0.39,612,53.10,21.4909,3.51,1.19,16.1
3114,1,15,0.21,1938,53.10,54.6407,2.82,1.15,22.7
3115,5,75,0.12,3656,53.09,97.7528,2.67,1.14,27.9
3116,3,45,0.17,2590,53.09,71.0812,2.74,1.15,24.7
3117,1,15,0.22,1797,53.09,51.0407,2.84,1.15,22.0
3118,10,150,0.64,179,53.07,10.8587,6.07,1.32,15.4
3119,11,165,0.64,179,53.07,10.8587,6.07,1.32,15.8
3120,12,180,0.64,179,53.07,10.8587,6.07,1.32,16.3
3121,2,30,0.18,2379,53.05,65.0812,2.74,1.15,23.9
3122,3,45,0.16,2773,53.05,74.6812,2.69,1.14,25.2
3123,5,75,0.11,3888,53.03,101.7528,2.62,1.14,28.6
3124,15,225,0.71,132,53.03,9.7405,7.38,1.39,18.6
3125,15,225,0.72,132,53.03,9.7405,7.38,1.39,18.6
3126,16,240,0.71,132,53.03,9.7405,7.38,1.39,19.9
3127,16,240,0.72,132,53.03,9.7405,7.38,1.39,19.9
3128,17,255,0.71,132,53.03,9.7405,7.38,1.39,20.6
3129,17,255,0.72,132,53.03,9.7405,7.38,1.39,20.6
3130,18,270,0.71,132,53.03,9.7405,7.38,1.39,21.2
3131,18,270,0.72,132,53.03,9.7405,7.38,1.39,21.2
3132,19,285,0.71,132,53.03,9.7405,7.38,1.39,21.6
3133,19,285,0.72,132,53.03,9.7405,7.38,1.39,21.6
3134,3,45,0.13,3411,53.00,89.1148,2.61,1.14,26.9
3135,0,0,0.21,1938,52.99,53.0407,2.74,1.15,22.6
3136,26,390,0.75,117,52.99,9.3350,7.98,1.42,25.4
3137,4,60,0.1,4122,52.98,105.7528,2.57,1.14,29.2
3138,0,0,0.22,1797,52.98,49.4407,2.75,1.15,22.0
3139,8,120,0.63,185,52.97,10.2793,5.56,1.30,14.5
3140,9,135,0.63,185,52.97,10.2793,5.56,1.30,14.9
3141,2,30,0.15,2966,52.93,76.9076,2.59,1.14,25.6
3142,4,60,0.52,291,52.92,12.8372,4.41,1.23,13.8
3143,0,0,0.42,514,52.92,18.1910,3.54,1.19,14.9
3144,1,15,0.42,514,52.92,18.1910,3.54,1.19,15.0
3145,4,60,0.12,3656,52.90,92.1528,2.52,1.13,27.8
3146,4,60,0.53,278,52.88,12.4253,4.47,1.24,14.1
3147,8,120,0.67,157,52.87,9.0456,5.76,1.31,14.2
3148,9,135,0.67,157,52.87,9.0456,5.76,1.31,14.6
3149,6,90,0.6,210,52.86,10.5074,5.00,1.27,14.0
3150,7,105,0.6,210,52.86,10.5074,5.00,1.27,14.3
3151,4,60,0.11,3888,52.85,96.1528,2.47,1.13,28.4
3152,1,15,0.2,2087,52.85,54.2407,2.60,1.14,22.9
3153,0,0,0.4,579,52.85,19.4909,3.37,1.18,15.9
3154,1,15,0.4,579,52.85,19.4909,3.37,1.18,16.0
3155,1,15,0.19,2248,52.80,57.1360,2.54,1.13,23.4
3156,23,345,0.73,125,52.80,9.3765,7.50,1.40,23.6
3157,24,360,0.73,125,52.80,9.3765,7.50,1.40,24.2
3158,25,375,0.73,125,52.80,9.3765,7.50,1.40,24.6
3159,2,30,0.14,3180,52.80,78.2812,2.46,1.13,26.3
3160,3,45,0.1,4122,52.79,99.1148,2.40,1.13,29.1
3161,2,30,0.5,326,52.76,12.9611,3.98,1.21,13.2
3162,0,0,0.2,2087,52.76,52.6407,2.52,1.13,22.9
3163,13,195,0.69,146,52.74,9.3578,6.41,1.34,16.8
3164,0,0,0.41,548,52.74,18.1910,3.32,1.18,15.6
3165,1,15,0.41,548,52.74,18.1910,3.32,1.18,15.7
3166,0,0,0.19,2248,52.71,55.5360,2.47,1.13,23.4
3167,1,15,0.36,719,52.71,22.0201,3.06,1.16,17.2
3168,1,15,0.18,2379,52.71,58.3360,2.45,1.13,23.8
3169,3,45,0.12,3656,52.71,86.3148,2.36,1.12,27.7
3170,2,30,0.16,2773,52.69,66.6812,2.40,1.13,25.0
3171,2,30,0.13,3411,52.68,80.3148,2.35,1.12,26.8
3172,3,45,0.11,3888,52.67,90.3148,2.32,1.12,28.3
3173,10,150,0.65,169,52.66,9.8956,5.86,1.31,15.6
3174,11,165,0.65,169,52.66,9.8956,5.86,1.31,16.0
3175,12,180,0.65,169,52.66,9.8956,5.86,1.31,16.5
3176,10,150,0.68,152,52.63,9.3578,6.16,1.32,15.3
3177,11,165,0.68,152,52.63,9.3578,6.16,1.32,15.8
3178,12,180,0.68,152,52.63,9.3578,6.16,1.32,16.2
3179,1,15,0.15,2966,52.63,69.3625,2.34,1.12,25.5
3180,2,30,0.17,2590,52.63,61.4812,2.37,1.13,24.6
3181,3,45,0.54,268,52.61,11.6253,4.34,1.23,13.5
3182,0,0,0.49,348,52.59,12.8958,3.71,1.20,13.1
3183,1,15,0.49,348,52.59,12.8958,3.71,1.20,13.2
3184,23,345,0.76,116,52.59,8.8080,7.59,1.40,23.8
3185,24,360,0.76,116,52.59,8.8080,7.59,1.40,24.3
3186,25,375,0.76,116,52.59,8.8080,7.59,1.40,24.8
3187,0,0,0.18,2379,52.59,55.9360,2.35,1.12,23.8
3188,0,0,0.36,719,52.57,21.2201,2.95,1.16,17.2
3189,0,0,0.48,373,52.55,13.3278,3.57,1.19,13.3
3190,1,15,0.48,373,52.55,13.3278,3.57,1.19,13.4
3191,0,0,0.15,2966,52.53,66.9625,2.26,1.12,25.5
3192,1,15,0.14,3180,52.52,70.7360,2.22,1.12,26.2
3193,5,75,0.56,240,52.50,10.6420,4.43,1.23,13.5
3194,8,120,0.66,160,52.50,8.6456,5.40,1.28,14.6
3195,9,135,0.66,160,52.50,8.6456,5.40,1.28,15.0
3196,6,90,0.58,221,52.49,10.0189,4.53,1.24,14.0
3197,7,105,0.58,221,52.49,10.0189,4.53,1.24,14.2
3198,6,90,0.61,202,52.48,9.6643,4.78,1.25,13.9
3199,7,105,0.61,202,52.48,9.6643,4.78,1.25,14.1
3200,2,30,0.1,4122,52.47,88.7148,2.15,1.11,29.0
3201,23,345,0.79,103,52.43,8.3099,8.07,1.42,24.3
3202,24,360,0.79,103,52.43,8.3099,8.07,1.42,24.8
3203,25,375,0.79,103,52.43,8.3099,8.07,1.42,25.3
3204,0,0,0.14,3180,52.42,68.3360,2.15,1.11,26.2
3205,23,345,0.74,124,52.42,8.9765,7.24,1.38,23.8
3206,24,360,0.74,124,52.42,8.9765,7.24,1.38,24.3
3207,25,375,0.74,124,52.42,8.9765,7.24,1.38,24.8
3208,2,30,0.51,311,52.41,11.7600,3.78,1.20,13.2
3209,2,30,0.12,3656,52.41,77.5148,2.12,1.11,27.6
3210,1,15,0.13,3411,52.39,71.9697,2.11,1.11,26.7
3211,26,390,0.78,105,52.38,8.3465,7.95,1.42,25.8
3212,1,15,0.16,2773,52.36,59.1360,2.13,1.11,25.0
3213,5,75,0.57,233,52.36,10.2420,4.40,1.23,13.6
3214,2,30,0.11,3888,52.34,79.9148,2.06,1.11,28.2
3215,1,15,0.17,2590,52.32,54.7360,2.11,1.11,24.5
3216,0,0,0.13,3411,52.30,69.5697,2.04,1.11,26.7
3217,14,210,0.71,132,52.27,8.8624,6.71,1.35,18.0
3218,14,210,0.72,132,52.27,8.8624,6.71,1.35,18.0
3219,0,0,0.16,2773,52.25,56.7360,2.05,1.11,24.9
3220,23,345,0.77,111,52.25,8.3099,7.49,1.39,24.1
3221,24,360,0.77,111,52.25,8.3099,7.49,1.39,24.6
3222,25,375,0.77,111,52.25,8.3099,7.49,1.39,25.1
3223,3,45,0.52,291,52.23,11.2372,3.86,1.20,13.5
3224,1,15,0.1,4122,52.23,80.3697,1.95,1.10,28.9
3225,0,0,0.17,2590,52.20,52.3360,2.02,1.11,24.5
3226,13,195,0.7,138,52.17,8.5578,6.20,1.32,17.0
3227,0,0,0.1,4122,52.16,77.9697,1.89,1.10,28.9
3228,3,45,0.53,278,52.16,10.8253,3.89,1.20,13.7
3229,23,345,0.75,117,52.14,8.4984,7.26,1.38,23.8
3230,24,360,0.75,117,52.14,8.4984,7.26,1.38,24.4
3231,25,375,0.75,117,52.14,8.4984,7.26,1.38,24.9
3232,1,15,0.12,3656,52.13,69.1697,1.89,1.10,27.5
3233,1,15,0.11,3888,52.08,71.5697,1.84,1.10,28.1
3234,4,60,0.56,240,52.08,9.8420,4.10,1.21,12.9
3235,6,90,0.62,194,52.06,8.8606,4.57,1.24,13.7
3236,7,105,0.62,194,52.06,8.8606,4.57,1.24,14.0
3237,10,150,0.69,146,52.05,8.5578,5.86,1.31,15.3
3238,11,165,0.69,146,52.05,8.5578,5.86,1.31,15.7
3239,12,180,0.69,146,52.05,8.5578,5.86,1.31,16.2
3240,0,0,0.12,3656,52.05,66.7697,1.83,1.10,27.4
3241,0,0,0.11,3888,52.01,69.1697,1.78,1.09,28.1
3242,20,300,0.73,125,52.00,8.2447,6.60,1.34,22.0
3243,21,315,0.73,125,52.00,8.2447,6.60,1.34,22.4
3244,22,330,0.73,125,52.00,8.2447,6.60,1.34,23.2
3245,5,75,0.55,252,51.98,9.8420,3.91,1.20,14.1
3246,8,120,0.68,152,51.97,7.7077,5.07,1.26,14.3
3247,9,135,0.68,152,51.97,7.7077,5.07,1.26,14.7
3248,8,120,0.64,179,51.96,8.4087,4.70,1.24,14.3
3249,9,135,0.64,179,51.96,8.4087,4.70,1.24,14.7
3250,4,60,0.57,233,51.93,9.4420,4.05,1.21,12.9
3251,6,90,0.59,214,51.87,8.8189,4.12,1.21,14.0
3252,7,105,0.59,214,51.87,8.8189,4.12,1.21,14.3
3253,20,300,0.76,116,51.72,7.6762,6.62,1.34,22.1
3254,21,315,0.76,116,51.72,7.6762,6.62,1.34,22.5
3255,22,330,0.76,116,51.72,7.6762,6.62,1.34,23.3
3256,3,45,0.56,240,51.67,9.0420,3.77,1.19,12.5
3257,20,300,0.74,124,51.61,7.8447,6.33,1.33,22.2
3258,21,315,0.74,124,51.61,7.8447,6.33,1.33,22.5
3259,22,330,0.74,124,51.61,7.8447,6.33,1.33,23.3
3260,6,90,0.67,157,51.59,7.1545,4.56,1.24,13.4
3261,7,105,0.67,157,51.59,7.1545,4.56,1.24,13.7
3262,4,60,0.55,252,51.59,9.0420,3.59,1.19,13.5
3263,0,0,0.5,326,51.53,9.4160,2.89,1.15,12.7
3264,1,15,0.5,326,51.53,9.4160,2.89,1.15,12.8
3265,3,45,0.57,233,51.50,8.6420,3.71,1.19,12.5
3266,2,30,0.54,268,51.49,8.8777,3.31,1.17,13.0
3267,8,120,0.65,169,51.48,7.4456,4.41,1.23,14.4
3268,9,135,0.65,169,51.48,7.4456,4.41,1.23,14.9
3269,20,300,0.79,103,51.46,7.1781,6.97,1.36,22.5
3270,21,315,0.79,103,51.46,7.1781,6.97,1.36,22.9
3271,22,330,0.79,103,51.46,7.1781,6.97,1.36,23.8
3272,10,150,0.7,138,51.45,7.7578,5.62,1.29,15.7
3273,11,165,0.7,138,51.45,7.7578,5.62,1.29,16.1
3274,12,180,0.7,138,51.45,7.7578,5.62,1.29,16.4
3275,23,345,0.78,105,51.43,7.5099,7.15,1.37,24.3
3276,24,360,0.78,105,51.43,7.5099,7.15,1.37,24.8
3277,25,375,0.78,105,51.43,7.5099,7.15,1.37,25.3
3278,8,120,0.69,146,51.37,6.9077,4.73,1.24,14.3
3279,9,135,0.69,146,51.37,6.9077,4.73,1.24,14.7
3280,6,90,0.63,185,51.35,7.5883,4.10,1.21,13.8
3281,7,105,0.63,185,51.35,7.5883,4.10,1.21,14.1
3282,20,300,0.77,111,51.35,7.1781,6.47,1.33,22.4
3283,21,315,0.77,111,51.35,7.1781,6.47,1.33,22.8
3284,22,330,0.77,111,51.35,7.1781,6.47,1.33,23.7
3285,20,300,0.75,117,51.28,7.3666,6.30,1.32,22.2
3286,21,315,0.75,117,51.28,7.3666,6.30,1.32,22.5
3287,22,330,0.75,117,51.28,7.3666,6.30,1.32,23.4
3288,6,90,0.66,160,51.25,6.7545,4.22,1.22,13.8
3289,7,105,0.66,160,51.25,6.7545,4.22,1.22,14.2
3290,2,30,0.52,291,51.20,8.4896,2.92,1.15,13.1
3291,15,225,0.73,125,51.20,7.4447,5.96,1.31,18.5
3292,16,240,0.73,125,51.20,7.4447,5.96,1.31,19.9
3293,17,255,0.73,125,51.20,7.4447,5.96,1.31,20.6
3294,18,270,0.73,125,51.20,7.4447,5.96,1.31,21.3
3295,19,285,0.73,125,51.20,7.4447,5.96,1.31,21.6
3296,0,0,0.51,311,51.13,8.2149,2.64,1.14,12.6
3297,1,15,0.51,311,51.13,8.2149,2.64,1.14,12.7
3298,2,30,0.53,278,51.08,8.0777,2.91,1.15,13.3
3299,5,75,0.61,202,50.99,7.2643,3.60,1.18,13.5
3300,5,75,0.6,210,50.95,7.2643,3.46,1.18,13.7
3301,14,210,0.76,116,50.86,6.8762,5.93,1.30,17.7
3302,15,225,0.76,116,50.86,6.8762,5.93,1.30,18.3
3303,16,240,0.76,116,50.86,6.8762,5.93,1.30,19.9
3304,17,255,0.76,116,50.86,6.8762,5.93,1.30,20.6
3305,18,270,0.76,116,50.86,6.8762,5.93,1.30,21.3
3306,19,285,0.76,116,50.86,6.8762,5.93,1.30,21.7
3307,6,90,0.64,179,50.84,6.5176,3.64,1.19,13.6
3308,7,105,0.64,179,50.84,6.5176,3.64,1.19,13.9
3309,15,225,0.74,124,50.81,7.0447,5.68,1.29,18.6
3310,16,240,0.74,124,50.81,7.0447,5.68,1.29,20.0
3311,17,255,0.74,124,50.81,7.0447,5.68,1.29,20.7
3312,18,270,0.74,124,50.81,7.0447,5.68,1.29,21.4
3313,19,285,0.74,124,50.81,7.0447,5.68,1.29,21.7
3314,3,45,0.55,252,50.79,7.4420,2.95,1.15,13.1
3315,13,195,0.71,132,50.76,6.9174,5.24,1.27,17.5
3316,13,195,0.72,132,50.76,6.9174,5.24,1.27,17.5
3317,8,120,0.7,138,50.72,6.1077,4.43,1.22,14.6
3318,9,135,0.7,138,50.72,6.1077,4.43,1.22,15.1
3319,5,75,0.58,221,50.68,6.7758,3.07,1.16,13.6
3320,6,90,0.68,152,50.66,5.8167,3.83,1.19,13.6
3321,7,105,0.68,152,50.66,5.8167,3.83,1.19,13.9
3322,5,75,0.62,194,50.52,6.4606,3.33,1.17,13.3
3323,3,45,0.61,202,50.50,6.4643,3.20,1.16,12.5
3324,4,60,0.61,202,50.50,6.4643,3.20,1.16,12.8
3325,14,210,0.79,103,50.49,6.3781,6.19,1.31,17.9
3326,15,225,0.79,103,50.49,6.3781,6.19,1.31,18.6
3327,16,240,0.79,103,50.49,6.3781,6.19,1.31,20.2
3328,17,255,0.79,103,50.49,6.3781,6.19,1.31,21.0
3329,18,270,0.79,103,50.49,6.3781,6.19,1.31,21.7
3330,19,285,0.79,103,50.49,6.3781,6.19,1.31,22.1
3331,3,45,0.6,210,50.48,6.4643,3.08,1.16,12.6
3332,4,60,0.6,210,50.48,6.4643,3.08,1.16,12.9
3333,20,300,0.78,105,50.48,6.3781,6.07,1.31,22.5
3334,21,315,0.78,105,50.48,6.3781,6.07,1.31,22.9
3335,22,330,0.78,105,50.48,6.3781,6.07,1.31,23.8
3336,14,210,0.77,111,50.45,6.3781,5.75,1.29,18.0
3337,15,225,0.77,111,50.45,6.3781,5.75,1.29,18.6
3338,16,240,0.77,111,50.45,6.3781,5.75,1.29,20.1
3339,17,255,0.77,111,50.45,6.3781,5.75,1.29,20.9
3340,18,270,0.77,111,50.45,6.3781,5.75,1.29,21.6
3341,19,285,0.77,111,50.45,6.3781,5.75,1.29,22.0
3342,14,210,0.75,117,50.43,6.5666,5.61,1.28,17.9
3343,15,225,0.75,117,50.43,6.5666,5.61,1.28,18.5
3344,16,240,0.75,117,50.43,6.5666,5.61,1.28,20.0
3345,17,255,0.75,117,50.43,6.5666,5.61,1.28,20.7
3346,18,270,0.75,117,50.43,6.5666,5.61,1.28,21.4
3347,19,285,0.75,117,50.43,6.5666,5.61,1.28,21.7
3348,2,30,0.56,240,50.42,6.2944,2.62,1.13,12.1
3349,14,210,0.73,125,50.40,6.5666,5.25,1.26,17.9
3350,3,45,0.67,157,50.32,5.5545,3.54,1.18,12.4
3351,4,60,0.67,157,50.32,5.5545,3.54,1.18,12.7
3352,5,75,0.67,157,50.32,5.5545,3.54,1.18,13.1
3353,6,90,0.65,169,50.30,5.5545,3.29,1.17,13.7
3354,7,105,0.65,169,50.30,5.5545,3.29,1.17,14.0
3355,5,75,0.63,185,50.27,5.9883,3.24,1.16,13.5
3356,4,60,0.58,221,50.23,5.9758,2.70,1.14,12.9
3357,2,30,0.57,233,50.21,5.8944,2.53,1.13,12.1
3358,0,0,0.54,268,50.00,5.3326,1.99,1.10,12.4
3359,1,15,0.54,268,50.00,5.3326,1.99,1.10,12.5
3360,3,45,0.62,194,50.00,5.6606,2.92,1.15,12.3
3361,4,60,0.62,194,50.00,5.6606,2.92,1.15,12.6
3362,5,75,0.59,214,50.00,5.5758,2.61,1.13,13.6
3363,5,75,0.66,160,50.00,5.1545,3.22,1.16,13.5
3364,6,90,0.69,146,50.00,5.0167,3.44,1.17,13.5
3365,7,105,0.69,146,50.00,5.0167,3.44,1.17,13.9
3366,10,150,0.71,132,50.00,6.1174,4.63,1.23,16.2
3367,10,150,0.72,132,50.00,6.1174,4.63,1.23,16.2
3368,11,165,0.71,132,50.00,6.1174,4.63,1.23,16.6
3369,11,165,0.72,132,50.00,6.1174,4.63,1.23,16.6
3370,12,180,0.71,132,50.00,6.1174,4.63,1.23,16.9
3371,12,180,0.72,132,50.00,6.1174,4.63,1.23,16.9
3372,14,210,0.74,124,50.00,6.1666,4.97,1.25,18.0
3373,0,0,0.52,291,49.83,4.9445,1.70,1.08,12.5
3374,1,15,0.52,291,49.83,4.9445,1.70,1.08,12.6
3375,3,45,0.58,221,49.77,5.1758,2.34,1.12,12.5
3376,3,45,0.63,185,49.73,5.1883,2.80,1.14,12.4
3377,4,60,0.63,185,49.73,5.1883,2.80,1.14,12.7
3378,5,75,0.64,179,49.72,4.9176,2.75,1.14,13.3
3379,0,0,0.53,278,49.64,4.5326,1.63,1.08,12.7
3380,1,15,0.53,278,49.64,4.5326,1.63,1.08,12.8
3381,2,30,0.55,252,49.60,4.6944,1.86,1.09,12.6
3382,3,45,0.59,214,49.53,4.7758,2.23,1.11,12.6
3383,4,60,0.59,214,49.53,4.7758,2.23,1.11,12.9
3384,2,30,0.6,210,49.52,4.5167,2.15,1.11,12.1
3385,14,210,0.78,105,49.52,5.5781,5.31,1.26,17.9
3386,15,225,0.78,105,49.52,5.5781,5.31,1.26,18.5
3387,16,240,0.78,105,49.52,5.5781,5.31,1.26,20.1
3388,17,255,0.78,105,49.52,5.5781,5.31,1.26,21.0
3389,18,270,0.78,105,49.52,5.5781,5.31,1.26,21.7
3390,19,285,0.78,105,49.52,5.5781,5.31,1.26,22.1
3391,13,195,0.79,103,49.51,5.2331,5.08,1.25,17.4
3392,2,30,0.61,202,49.50,4.5167,2.24,1.11,12.0
3393,3,45,0.66,160,49.38,4.3545,2.72,1.13,12.4
3394,4,60,0.66,160,49.38,4.3545,2.72,1.13,12.7
3395,3,45,0.68,152,49.34,4.2167,2.77,1.14,12.5
3396,4,60,0.68,152,49.34,4.2167,2.77,1.14,12.8
3397,5,75,0.68,152,49.34,4.2167,2.77,1.14,13.2
3398,6,90,0.7,138,49.28,4.2167,3.06,1.15,13.9
3399,7,105,0.7,138,49.28,4.2167,3.06,1.15,14.2
3400,8,120,0.71,132,49.24,4.4673,3.38,1.17,15.1
3401,8,120,0.72,132,49.24,4.4673,3.38,1.17,15.1
3402,9,135,0.71,132,49.24,4.4673,3.38,1.17,15.5
3403,9,135,0.72,132,49.24,4.4673,3.38,1.17,15.5
3404,3,45,0.64,179,49.16,4.1176,2.30,1.11,12.2
3405,4,60,0.64,179,49.16,4.1176,2.30,1.11,12.5
3406,13,195,0.76,116,49.14,4.9312,4.25,1.21,17.2
3407,5,75,0.65,169,49.11,3.9545,2.34,1.11,13.3
3408,2,30,0.67,157,49.04,3.6070,2.30,1.11,11.8
3409,2,30,0.62,194,48.97,3.7130,1.91,1.09,11.7
3410,2,30,0.58,221,48.87,3.2283,1.46,1.07,12.0
