trade_id,strategy,contain,direction,entry_time,entry_price,exit_time,exit_price,bars_held,price_change_%,contract_return_%,pnl_usdt,cum_pnl_usdt,trailing_activated,weak,highest,lowest,trail_price_at_exit,k1_open,k1_high,k1_low,k1_close,k2_open,k2_high,k2_low,k2_close
24,rule1,否,做多,2025-01-20 03:29,3427.84,2025-01-20 05:29,3298.07,7,-3.786,-530.00,-5.3000,9.6800,否,否,3431.82,3208.00,,3432.73,3432.74,3420.31,3422.95,3422.96,3432.76,3419.37,3427.84
25,rule1,否,做多,2025-01-20 06:14,3259.31,2025-01-20 14:44,3336.14,33,2.357,330.00,13.2000,22.8800,否,否,3353.50,3142.78,,3254.09,3272.99,3213.78,3233.00,3233.00,3261.15,3156.70,3259.31
26,rule1,否,做空,2025-01-20 18:14,3369.61,2025-01-20 20:29,3290.18,8,2.357,330.00,3.3000,26.1800,否,否,3391.16,3257.20,,3371.50,3375.64,3354.60,3364.00,3364.01,3378.80,3358.64,3369.61
27,rule1,否,做空,2025-01-20 21:14,3312.55,2025-01-21 01:44,3234.47,17,2.357,330.00,5.2800,31.4600,否,否,3390.68,3205.42,,3288.81,3313.79,3288.50,3304.02,3304.02,3321.80,3295.17,3312.55
28,rule1,否,做多,2025-01-21 04:29,3324.60,2025-01-24 13:59,3395.13,325,2.121,297.00,4.7520,36.2120,是,是,3409.99,3185.00,,3343.49,3344.50,3324.01,3330.92,3330.95,3336.29,3314.00,3324.60
29,rule1,否,做空,2025-01-24 22:59,3399.66,2025-01-25 07:14,3319.53,32,2.357,330.00,13.2000,49.4120,否,否,3409.73,3304.11,,3400.77,3422.01,3378.56,3418.95,3418.95,3422.70,3395.33,3399.66
30,rule1,否,做多,2025-01-25 10:14,3301.54,2025-01-27 12:29,3269.67,200,-0.965,-135.15,-1.3515,48.0605,是,是,3362.00,3155.15,,3302.58,3302.58,3292.14,3294.54,3294.54,3302.12,3289.33,3301.54
31,rule1,否,做多,2025-01-27 16:14,3067.01,2025-01-27 22:59,3139.30,26,2.357,330.00,3.3000,51.3605,否,否,3146.61,3034.48,,3077.70,3083.80,3065.00,3070.80,3070.80,3072.55,3052.00,3067.01
32,rule1,否,做多,2025-01-27 23:29,3139.98,2025-01-28 05:29,3213.99,23,2.357,330.00,5.2800,56.6405,否,否,3239.00,3046.68,,3137.51,3142.58,3125.00,3128.07,3128.06,3144.24,3112.00,3139.98
33,rule1,否,做空,2025-01-28 22:44,3162.78,2025-01-29 05:44,3088.23,27,2.357,330.00,5.2800,61.9205,否,否,3214.38,3066.00,,3161.49,3174.66,3158.38,3171.83,3171.84,3180.50,3160.00,3162.78
34,rule1,否,做多,2025-01-29 06:14,3070.17,2025-01-29 14:29,3142.54,32,2.357,330.00,13.2000,75.1205,否,否,3146.00,3053.84,,3072.25,3081.84,3052.15,3053.51,3053.50,3070.25,3040.03,3070.17
35,rule1,否,做空,2025-01-29 17:59,3130.32,2025-01-30 03:29,3056.53,37,2.357,330.00,5.2800,80.4005,是,是,3144.00,3054.06,,3126.01,3135.78,3126.01,3135.77,3135.78,3136.48,3128.50,3130.32
36,rule1,否,做多,2025-01-30 06:29,3141.74,2025-01-30 16:59,3208.39,41,2.121,297.00,2.9700,83.3705,是,否,3215.73,3091.06,,3140.60,3142.80,3124.84,3133.37,3133.36,3144.43,3124.50,3141.74
37,rule1,否,做空,2025-01-30 19:14,3215.01,2025-01-31 23:44,3246.05,113,-0.965,-135.15,-1.3515,82.0190,是,是,3412.00,3209.24,,3210.55,3219.69,3210.07,3219.69,3219.69,3220.94,3215.00,3215.01
38,rule1,否,做空,2025-02-01 00:14,3412.42,2025-02-01 02:44,3331.98,9,2.357,330.00,13.2000,95.2190,否,否,3417.56,3294.97,,3400.99,3436.34,3398.51,3427.66,3427.65,3437.31,3410.20,3412.42
39,rule1,否,做空,2025-02-01 04:44,3318.87,2025-02-01 16:44,3248.46,47,2.121,297.00,2.9700,98.1890,是,是,3332.79,3246.10,,3321.97,3325.22,3285.68,3312.32,3312.33,3326.78,3306.03,3318.87
40,rule1,否,做多,2025-02-01 18:29,3247.22,2025-02-02 11:29,3215.87,67,-0.965,-135.15,-1.3515,96.8375,是,是,3273.15,3071.05,,3236.19,3248.30,3235.62,3243.10,3243.10,3248.66,3232.90,3247.22
41,rule1,否,做多,2025-02-02 11:59,3077.97,2025-02-03 02:44,3048.26,58,-0.965,-135.15,-1.3515,95.4860,是,是,3139.00,2917.24,,3078.81,3095.67,3071.30,3085.75,3085.78,3095.00,3069.36,3077.97
42,rule1,否,做空,2025-02-03 04:29,2969.37,2025-02-03 05:44,2899.38,4,2.357,330.00,13.2000,108.6860,否,否,2973.23,2896.40,,2958.91,2982.98,2952.50,2981.49,2981.48,2987.68,2966.30,2969.37
43,rule1,否,做多,2025-02-03 06:29,2907.65,2025-02-03 06:44,2797.57,0,-3.786,-530.00,-21.2000,87.4860,否,否,2907.65,2750.71,,2907.90,2937.17,2906.08,2927.76,2927.77,2935.44,2899.45,2907.65
44,rule1,否,做多,2025-02-03 07:14,2838.31,2025-02-03 09:59,2730.86,10,-3.786,-530.00,-21.2000,66.2860,否,否,2872.75,2400.00,,2843.09,2883.86,2820.02,2875.46,2875.46,2875.46,2801.53,2838.31
45,rule1,否,做多,2025-02-03 13:14,2465.33,2025-02-03 14:29,2523.44,4,2.357,330.00,13.2000,79.4860,否,否,2530.17,2464.32,,2473.81,2485.71,2448.97,2452.65,2452.65,2477.00,2447.25,2465.33
46,rule1,否,做空,2025-02-03 14:44,2511.10,2025-02-03 15:59,2606.16,4,-3.786,-530.00,-21.2000,58.2860,否,否,2632.80,2508.02,,2501.91,2530.17,2492.25,2522.51,2522.50,2537.62,2508.76,2511.10
47,rule1,否,做多,2025-02-03 16:14,2600.00,2025-02-03 23:29,2661.29,28,2.357,330.00,13.2000,71.4860,否,否,2700.98,2526.16,,2586.89,2632.80,2583.77,2622.35,2622.35,2622.51,2583.44,2600.00
48,rule1,否,做空,2025-02-04 03:29,2735.78,2025-02-04 06:14,2839.35,10,-3.786,-530.00,-8.4800,63.0060,否,否,2883.76,2695.61,,2732.70,2748.00,2728.30,2745.30,2745.30,2763.62,2734.67,2735.78
49,rule1,否,做空,2025-02-04 07:14,2883.41,2025-02-04 10:59,2815.44,14,2.357,330.00,13.2000,76.2060,否,否,2894.00,2800.99,,2884.82,2886.19,2853.52,2870.00,2870.00,2889.95,2861.18,2883.41
50,rule1,否,做多,2025-02-04 11:44,2806.15,2025-02-04 13:29,2699.92,6,-3.786,-530.00,-21.2000,55.0060,否,否,2836.68,2663.21,,2812.00,2813.80,2797.20,2798.18,2798.18,2808.89,2792.22,2806.15
51,rule1,否,做多,2025-02-04 13:59,2691.07,2025-02-04 18:44,2754.50,18,2.357,330.00,13.2000,68.2060,否,否,2755.65,2677.00,,2700.50,2708.86,2664.40,2677.58,2677.50,2712.65,2664.24,2691.07
52,rule1,否,做多,2025-02-04 20:59,2804.99,2025-02-05 05:14,2714.73,32,-3.218,-450.50,-7.2080,60.9980,是,是,2869.39,2687.50,,2788.33,2821.00,2788.33,2797.17,2797.16,2819.32,2787.28,2804.99
53,rule1,否,做多,2025-02-05 06:14,2651.23,2025-02-05 07:14,2713.72,3,2.357,330.00,13.2000,74.1980,否,否,2734.60,2648.06,,2660.10,2682.48,2637.20,2639.59,2639.58,2653.20,2632.60,2651.23
54,rule1,否,做空,2025-02-05 07:44,2722.00,2025-02-07 06:14,2664.25,185,2.121,297.00,11.8800,86.0780,是,是,2857.64,2655.28,,2721.69,2724.00,2701.86,2706.54,2706.53,2724.39,2703.00,2722.00
55,rule1,否,做多,2025-02-07 07:14,2688.28,2025-02-07 18:14,2745.31,43,2.121,297.00,4.7520,90.8300,是,是,2746.47,2666.80,,2690.68,2702.30,2687.88,2700.50,2700.50,2702.48,2687.20,2688.28
56,rule1,否,做空,2025-02-07 21:59,2776.01,2025-02-08 00:14,2710.58,8,2.357,330.00,13.2000,104.0300,否,否,2797.50,2695.97,,2741.65,2776.91,2723.68,2762.91,2762.89,2780.00,2757.64,2776.01
57,rule1,否,做多,2025-02-08 05:29,2594.34,2025-02-08 08:29,2655.49,11,2.357,330.00,13.2000,117.2300,否,否,2667.30,2562.51,,2587.66,2610.30,2586.43,2603.25,2603.26,2608.05,2585.54,2594.34
58,rule1,否,做空,2025-02-08 14:29,2629.17,2025-02-10 05:44,2573.39,156,2.121,297.00,2.9700,120.2000,是,是,2698.90,2560.01,,2620.20,2630.50,2617.00,2625.88,2625.88,2632.00,2621.60,2629.17
59,rule1,否,做空,2025-02-10 06:14,2565.19,2025-02-11 08:44,2589.95,105,-0.965,-135.15,-2.1624,118.0376,是,是,2725.04,2555.40,,2563.09,2567.20,2520.02,2552.38,2552.38,2572.37,2527.20,2565.19
60,rule1,否,做多,2025-02-11 20:44,2689.43,2025-02-12 03:44,2587.62,27,-3.786,-530.00,-8.4800,109.5576,否,否,2694.42,2580.00,,2693.58,2693.58,2680.70,2684.83,2684.83,2689.82,2680.00,2689.43
61,rule1,否,做多,2025-02-12 04:59,2598.44,2025-02-12 21:29,2653.56,65,2.121,297.00,4.7520,114.3096,是,是,2665.16,2558.24,,2600.00,2612.25,2591.79,2591.85,2591.85,2600.84,2585.51,2598.44
62,rule1,否,做空,2025-02-12 23:29,2598.10,2025-02-13 06:29,2696.46,27,-3.786,-530.00,-21.2000,93.1096,否,否,2772.11,2583.18,,2599.42,2605.00,2569.29,2581.96,2581.95,2615.28,2576.50,2598.10
63,rule1,否,做多,2025-02-13 13:14,2715.96,2025-02-15 01:59,2773.58,146,2.121,297.00,4.7520,97.8616,是,是,2791.00,2612.76,,2730.70,2732.50,2713.70,2721.44,2721.43,2722.75,2703.97,2715.96
64,rule1,否,做多,2025-02-15 06:59,2718.00,2025-02-17 20:44,2775.66,246,2.121,297.00,11.8800,109.7416,是,是,2779.00,2637.71,,2739.29,2739.29,2712.49,2725.59,2725.59,2725.59,2707.40,2718.00
65,rule1,否,做空,2025-02-17 23:14,2816.22,2025-02-17 23:59,2749.84,2,2.357,330.00,13.2000,122.9416,否,否,2823.80,2746.10,,2808.71,2828.70,2807.13,2826.60,2826.59,2849.70,2815.00,2816.22
66,rule1,否,做多,2025-02-18 00:44,2736.65,2025-02-19 01:44,2710.23,99,-0.965,-135.15,-5.4060,117.5356,是,是,2778.15,2611.40,,2745.39,2753.51,2726.37,2727.91,2727.90,2740.94,2723.76,2736.65
67,rule1,否,做空,2025-02-19 02:59,2631.72,2025-02-21 17:29,2657.13,249,-0.965,-135.15,-2.1624,115.3732,是,是,2831.71,2613.79,,2633.17,2633.17,2619.21,2622.50,2622.50,2644.62,2619.45,2631.72
68,rule1,否,做多,2025-02-21 19:29,2799.81,2025-02-21 23:44,2693.82,16,-3.786,-530.00,-8.4800,106.8932,否,否,2845.32,2675.02,,2801.01,2805.99,2789.39,2789.40,2789.39,2804.30,2786.00,2799.81
69,rule1,否,做多,2025-02-22 06:44,2645.77,2025-02-22 17:14,2701.90,41,2.121,297.00,11.8800,118.7732,是,否,2711.00,2635.00,,2638.00,2663.57,2637.40,2657.32,2657.33,2659.89,2634.07,2645.77
70,rule1,否,做多,2025-02-22 18:44,2738.75,2025-02-23 14:44,2796.85,79,2.121,297.00,2.9700,121.7432,是,是,2798.07,2722.15,,2738.98,2753.59,2735.71,2745.63,2745.61,2747.28,2733.09,2738.75
71,rule1,否,做多,2025-02-23 19:59,2797.48,2025-02-24 07:29,2856.83,45,2.121,297.00,2.9700,124.7132,是,是,2857.34,2773.48,,2797.69,2800.91,2789.27,2791.20,2791.20,2799.79,2783.20,2797.48
72,rule1,否,做空,2025-02-24 07:29,2817.49,2025-02-24 11:29,2751.08,15,2.357,330.00,13.2000,137.9132,否,否,2839.95,2733.52,,2803.53,2839.21,2802.53,2839.05,2839.05,2857.34,2815.54,2817.49
73,rule1,否,做多,2025-02-24 17:14,2692.28,2025-02-25 06:14,2666.29,51,-0.965,-135.15,-2.1624,135.7508,是,是,2712.50,2534.25,,2690.56,2693.80,2680.74,2681.60,2681.60,2694.00,2680.41,2692.28
74,rule1,否,做空,2025-02-25 07:29,2515.63,2025-02-25 15:14,2456.33,30,2.357,330.00,13.2000,148.9508,否,否,2533.33,2408.70,,2508.21,2545.77,2470.33,2537.00,2537.01,2547.57,2512.44,2515.63
75,rule1,否,做空,2025-02-25 16:44,2412.49,2025-02-26 04:29,2435.78,46,-0.965,-135.15,-5.4060,143.5448,是,是,2508.23,2357.05,,2388.79,2413.44,2387.12,2403.00,2403.00,2417.33,2400.71,2412.49
76,rule1,否,做多,2025-02-26 10:14,2483.29,2025-02-27 01:59,2459.32,62,-0.965,-135.15,-1.3515,142.1933,是,是,2507.50,2355.50,,2480.80,2492.06,2480.33,2486.34,2486.34,2488.34,2476.85,2483.29
77,rule1,否,做多,2025-02-27 03:44,2299.40,2025-02-27 05:29,2353.60,6,2.357,330.00,13.2000,155.3933,否,否,2354.96,2253.77,,2312.23,2318.70,2277.93,2279.81,2279.80,2301.99,2276.78,2299.40
78,rule1,否,做多,2025-02-27 07:59,2336.37,2025-02-28 05:14,2313.82,84,-0.965,-135.15,-1.3515,154.0418,是,是,2381.60,2230.57,,2336.50,2339.60,2327.40,2330.36,2330.36,2338.20,2324.97,2336.37
79,rule1,否,做多,2025-02-28 05:14,2250.32,2025-02-28 07:44,2303.36,9,2.357,330.00,5.2800,159.3218,否,否,2311.52,2249.84,,2266.20,2269.50,2240.94,2256.45,2256.44,2261.13,2230.57,2250.32
80,rule1,否,做空,2025-02-28 08:14,2303.39,2025-02-28 09:44,2249.10,5,2.357,330.00,3.3000,162.6218,否,否,2312.25,2182.39,,2302.21,2309.27,2302.00,2307.72,2307.72,2314.18,2303.00,2303.39
81,rule1,否,做多,2025-02-28 10:14,2215.81,2025-02-28 10:44,2131.93,1,-3.786,-530.00,-21.2000,141.4218,否,否,2217.83,2129.07,,2220.71,2229.60,2187.02,2193.56,2193.60,2226.21,2175.37,2215.81
82,rule1,否,做空,2025-02-28 12:59,2136.71,2025-02-28 14:59,2086.34,7,2.357,330.00,13.2000,154.6218,否,否,2142.95,2076.26,,2131.77,2144.70,2099.36,2144.11,2144.11,2156.00,2133.32,2136.71
83,rule1,否,做空,2025-02-28 15:29,2114.50,2025-02-28 23:14,2194.55,30,-3.786,-530.00,-21.2000,133.4218,否,否,2203.34,2076.26,,2109.14,2130.40,2107.34,2121.09,2121.10,2135.60,2110.50,2114.50
84,rule1,否,做多,2025-03-01 02:29,2210.08,2025-03-01 09:59,2262.17,29,2.357,330.00,5.2800,138.7018,否,否,2263.70,2198.51,,2209.36,2218.64,2208.08,2217.13,2217.13,2225.59,2193.40,2210.08
85,rule1,否,做多,2025-03-01 10:59,2256.19,2025-03-01 21:29,2234.41,41,-0.965,-135.15,-1.3515,137.3503,是,是,2281.14,2142.73,,2260.09,2275.61,2255.44,2266.51,2266.45,2266.45,2254.52,2256.19
86,rule1,否,做空,2025-03-02 08:14,2212.45,2025-03-03 00:44,2233.81,65,-0.965,-135.15,-2.1624,135.1879,是,是,2500.00,2172.04,,2207.70,2219.95,2207.70,2217.39,2217.40,2221.30,2212.10,2212.45
87,rule1,否,做多,2025-03-03 01:59,2480.49,2025-03-03 05:44,2538.96,14,2.357,330.00,13.2000,148.3879,否,否,2540.86,2454.02,,2462.66,2510.82,2456.78,2507.23,2507.15,2507.66,2452.71,2480.49
88,rule1,否,做多,2025-03-03 08:44,2479.80,2025-03-03 14:44,2385.92,23,-3.786,-530.00,-5.3000,143.0879,否,否,2484.75,2380.50,,2482.03,2493.25,2477.22,2488.23,2488.29,2493.26,2472.88,2479.80
89,rule1,否,做多,2025-03-03 20:29,2358.82,2025-03-03 22:59,2269.52,9,-3.786,-530.00,-8.4800,134.6079,否,否,2389.00,2266.97,,2356.15,2376.78,2353.37,2364.44,2364.44,2366.04,2352.26,2358.82
90,rule1,否,做空,2025-03-04 00:29,2286.68,2025-03-04 02:29,2232.78,7,2.357,330.00,13.2000,147.8079,否,否,2297.00,2203.58,,2287.30,2294.12,2258.00,2273.62,2273.63,2296.63,2266.99,2286.68
91,rule1,否,做空,2025-03-04 04:59,2129.16,2025-03-04 09:44,2078.97,18,2.357,330.00,13.2000,161.0079,否,否,2173.29,2036.66,,2122.79,2132.31,2097.91,2104.92,2104.91,2132.47,2104.81,2129.16
92,rule1,否,做多,2025-03-04 10:14,2053.84,2025-03-04 13:14,2102.25,11,2.357,330.00,3.3000,164.3079,否,否,2122.12,2025.80,,2051.41,2075.20,2025.65,2056.46,2056.49,2070.13,2002.81,2053.84
93,rule1,否,做多,2025-03-04 14:29,2106.83,2025-03-04 22:44,2156.49,32,2.357,330.00,5.2800,169.5879,是,是,2158.32,2041.00,,2106.94,2111.87,2097.79,2099.08,2099.08,2109.00,2093.25,2106.83
94,rule1,否,做空,2025-03-04 23:44,2074.09,2025-03-05 00:29,2025.20,2,2.357,330.00,13.2000,182.7879,否,否,2084.67,2016.49,,2070.86,2075.52,2025.62,2053.82,2053.81,2083.00,2048.37,2074.09
95,rule1,否,做空,2025-03-05 02:29,2124.22,2025-03-05 05:29,2204.64,11,-3.786,-530.00,-21.2000,161.5879,否,否,2221.88,2117.90,,2118.90,2143.59,2109.75,2142.80,2142.80,2145.16,2120.62,2124.22
96,rule1,否,做多,2025-03-05 06:14,2173.20,2025-03-05 16:29,2224.43,40,2.357,330.00,5.2800,166.8679,是,是,2226.50,2155.03,,2186.47,2188.41,2173.20,2177.89,2177.89,2184.93,2170.00,2173.20
97,rule1,否,做多,2025-03-05 16:44,2216.80,2025-03-05 18:44,2269.05,7,2.357,330.00,3.3000,170.1679,否,否,2273.51,2212.00,,2217.50,2226.50,2211.40,2212.56,2212.57,2218.60,2210.51,2216.80
98,rule1,否,做多,2025-03-05 21:29,2212.59,2025-03-06 09:44,2259.53,48,2.121,297.00,11.8800,182.0479,是,是,2261.22,2161.78,,2217.99,2224.00,2206.60,2206.60,2206.61,2216.96,2201.31,2212.59
99,rule1,否,做空,2025-03-06 10:29,2270.30,2025-03-06 22:44,2222.14,48,2.121,297.00,11.8800,193.9279,是,是,2319.99,2208.60,,2263.49,2280.27,2261.30,2277.64,2277.64,2282.00,2266.70,2270.30
100,rule1,否,做空,2025-03-06 23:44,2266.77,2025-03-07 01:14,2213.34,5,2.357,330.00,5.2800,199.2079,否,否,2268.82,2203.14,,2248.37,2269.83,2247.50,2258.52,2258.52,2275.50,2252.26,2266.77
101,rule1,否,做空,2025-03-07 06:59,2211.39,2025-03-07 08:29,2159.26,5,2.357,330.00,13.2000,212.4079,否,否,2227.39,2114.79,,2207.49,2220.91,2195.62,2218.60,2218.60,2222.99,2210.55,2211.39
102,rule1,否,做多,2025-03-07 08:59,2117.71,2025-03-07 09:29,2167.63,1,2.357,330.00,3.3000,215.7079,否,否,2182.10,2109.35,,2127.70,2139.37,2110.14,2121.46,2121.46,2124.00,2101.82,2117.71
103,rule1,否,做多,2025-03-07 10:44,2174.30,2025-03-07 21:44,2220.43,43,2.121,297.00,11.8800,227.5879,是,是,2224.86,2144.59,,2176.38,2180.00,2161.81,2163.49,2163.50,2181.59,2159.44,2174.30
104,rule1,否,做多,2025-03-07 21:59,2188.53,2025-03-07 22:59,2240.12,3,2.357,330.00,13.2000,240.7879,否,否,2258.47,2177.00,,2192.19,2224.86,2185.96,2213.01,2213.00,2216.10,2180.73,2188.53
105,rule1,否,做空,2025-03-07 23:59,2209.68,2025-03-08 00:29,2157.59,1,2.357,330.00,13.2000,253.9879,否,否,2215.49,2156.31,,2210.49,2210.49,2180.95,2199.61,2199.61,2224.22,2193.53,2209.68
106,rule1,否,做多,2025-03-08 01:29,2158.41,2025-03-09 01:29,2204.20,95,2.121,297.00,2.9700,256.9579,是,是,2219.67,2105.06,,2158.42,2165.32,2145.85,2153.49,2153.50,2160.70,2141.53,2158.41
107,rule1,否,做多,2025-03-09 14:29,2179.40,2025-03-10 00:59,2158.36,41,-0.965,-135.15,-2.1624,254.7955,是,是,2189.44,2041.99,,2182.89,2182.89,2173.21,2174.84,2174.85,2179.99,2171.84,2179.40
108,rule1,否,做多,2025-03-10 02:44,2019.01,2025-03-10 10:44,2066.60,31,2.357,330.00,5.2800,260.0755,否,否,2071.00,1989.66,,2021.49,2033.39,2007.15,2027.64,2027.63,2039.20,2006.10,2019.01
109,rule1,否,做空,2025-03-10 10:44,2061.18,2025-03-10 17:29,2139.21,26,-3.786,-530.00,-5.3000,254.7755,否,否,2152.40,2044.29,,2048.51,2065.74,2048.40,2053.69,2053.69,2071.00,2050.90,2061.18
110,rule1,否,做多,2025-03-10 22:59,2018.96,2025-03-11 01:14,1942.53,8,-3.786,-530.00,-21.2000,233.5755,否,否,2043.79,1930.00,,2021.11,2029.22,2003.11,2004.03,2004.03,2021.73,1997.00,2018.96
111,rule1,否,做多,2025-03-11 02:29,1911.83,2025-03-11 02:59,1839.45,1,-3.786,-530.00,-21.2000,212.3755,否,否,1918.28,1812.76,,1917.48,1939.12,1909.41,1931.68,1931.67,1935.48,1902.00,1911.83
112,rule1,否,做多,2025-03-11 04:59,1869.18,2025-03-11 08:59,1798.42,15,-3.786,-530.00,-21.2000,191.1755,否,否,1903.99,1754.28,,1871.25,1875.42,1851.38,1854.73,1854.73,1881.97,1843.23,1869.18
113,rule1,否,做空,2025-03-11 09:29,1809.72,2025-03-11 11:14,1878.23,6,-3.786,-530.00,-21.2000,169.9755,否,否,1881.52,1809.19,,1813.96,1816.10,1774.13,1794.06,1794.05,1818.62,1787.49,1809.72
114,rule1,否,做空,2025-03-11 13:59,1893.60,2025-03-11 22:44,1848.97,34,2.357,330.00,5.2800,175.2555,是,是,1962.98,1840.53,,1893.27,1894.95,1883.39,1887.01,1887.01,1898.02,1884.91,1893.60
115,rule1,否,做空,2025-03-11 22:59,1866.89,2025-03-12 02:14,1937.57,12,-3.786,-530.00,-21.2000,154.0555,否,否,1945.58,1864.27,,1872.08,1884.96,1840.53,1853.34,1853.32,1887.00,1843.06,1866.89
116,rule1,否,做多,2025-03-12 12:29,1856.30,2025-03-12 15:14,1900.06,10,2.357,330.00,3.3000,157.3555,否,否,1904.61,1852.30,,1868.89,1868.90,1855.70,1863.45,1863.46,1864.20,1854.36,1856.30
117,rule1,否,做多,2025-03-12 16:29,1914.93,2025-03-12 23:14,1842.44,26,-3.786,-530.00,-21.2000,136.1555,否,否,1960.00,1829.72,,1911.26,1926.86,1908.83,1925.77,1925.77,1927.80,1871.11,1914.93
118,rule1,否,做多,2025-03-13 02:14,1875.42,2025-03-13 20:44,1915.21,73,2.121,297.00,4.7520,140.9075,是,是,1923.09,1853.90,,1875.60,1882.96,1865.60,1867.81,1867.82,1878.39,1865.19,1875.42
119,rule1,否,做多,2025-03-13 23:29,1880.59,2025-03-14 22:44,1920.49,92,2.121,297.00,4.7520,145.6595,是,是,1924.22,1821.81,,1884.56,1889.55,1871.64,1875.69,1875.73,1884.07,1870.31,1880.59
120,rule1,否,做空,2025-03-15 01:14,1933.73,2025-03-16 19:14,1892.71,167,2.121,297.00,2.9700,148.6295,是,是,1957.19,1887.75,,1931.89,1937.56,1927.90,1936.44,1936.43,1939.99,1932.13,1933.73
121,rule1,否,做多,2025-03-16 19:44,1871.19,2025-03-17 00:14,1915.30,17,2.357,330.00,13.2000,161.8295,否,否,1924.11,1866.90,,1893.72,1893.72,1870.20,1881.17,1881.17,1881.17,1868.58,1871.19
122,rule1,否,做多,2025-03-17 01:29,1907.57,2025-03-18 02:44,1948.04,100,2.121,297.00,4.7520,166.5815,是,是,1950.98,1860.38,,1906.38,1916.47,1905.92,1914.39,1914.40,1916.44,1905.80,1907.57
123,rule1,否,做多,2025-03-18 07:44,1929.98,2025-03-19 18:44,1970.92,139,2.121,297.00,2.9700,169.5515,是,是,1990.29,1872.31,,1928.42,1930.50,1923.93,1924.16,1924.17,1930.41,1922.20,1929.98
124,rule1,否,做空,2025-03-19 22:59,2030.87,2025-03-20 18:14,1987.79,76,2.121,297.00,2.9700,172.5215,是,是,2069.90,1987.60,,2023.41,2030.90,2018.40,2028.28,2028.29,2033.45,2026.26,2030.87
125,rule1,否,做空,2025-03-20 18:59,1982.53,2025-03-21 20:44,1940.47,102,2.121,297.00,2.9700,175.4915,是,是,2010.66,1938.33,,1980.58,1985.60,1977.68,1984.90,1984.91,1988.13,1982.53,1982.53
126,rule1,否,做空,2025-03-21 22:29,1951.01,2025-03-24 14:14,1969.84,254,-0.965,-135.15,-2.1624,173.3291,是,是,2075.94,1943.96,,1952.53,1953.23,1938.64,1943.62,1943.61,1954.39,1941.79,1951.01
127,rule1,否,做空,2025-03-24 18:14,2088.89,2025-03-25 11:44,2044.58,69,2.121,297.00,4.7520,178.0811,是,是,2104.11,2043.21,,2087.54,2095.00,2084.74,2094.30,2094.30,2098.29,2088.88,2088.89
128,rule1,否,做空,2025-03-26 00:14,2073.28,2025-03-26 21:59,2029.30,86,2.121,297.00,2.9700,181.0511,是,是,2083.52,2026.98,,2073.57,2074.70,2065.18,2067.67,2067.67,2075.19,2066.00,2073.28
129,rule1,否,做多,2025-03-27 03:29,1990.04,2025-03-27 10:59,2036.95,29,2.357,330.00,13.2000,194.2511,否,否,2037.38,1990.04,,1994.68,1998.35,1982.90,1984.89,1984.88,1994.57,1981.60,1990.04
130,rule1,否,做空,2025-03-28 07:44,2001.71,2025-03-28 12:44,1954.53,19,2.357,330.00,3.3000,197.5511,否,否,2015.93,1900.00,,2000.61,2006.75,2000.60,2006.57,2006.58,2008.70,2001.70,2001.71
131,rule1,否,做空,2025-03-28 22:59,1887.94,2025-03-29 19:29,1847.89,81,2.121,297.00,2.9700,200.5211,是,是,1913.60,1834.34,,1888.67,1893.81,1883.49,1893.08,1893.07,1894.45,1886.49,1887.94
132,rule1,否,做多,2025-03-29 19:44,1835.46,2025-04-01 16:29,1874.40,274,2.121,297.00,11.8800,212.4011,是,是,1885.00,1767.69,,1874.52,1874.87,1834.34,1851.23,1851.23,1851.70,1833.60,1835.46
133,rule1,否,做多,2025-04-02 00:59,1915.80,2025-04-03 04:29,1956.44,109,2.121,297.00,2.9700,215.3711,是,是,1957.00,1852.00,,1913.72,1918.47,1908.31,1909.12,1909.13,1917.19,1907.53,1915.80
134,rule1,否,做多,2025-04-03 04:29,1898.68,2025-04-03 06:29,1826.80,7,-3.786,-530.00,-21.2000,194.1711,否,否,1904.93,1816.74,,1911.45,1944.71,1882.27,1933.81,1933.74,1957.00,1876.21,1898.68
135,rule1,否,做多,2025-04-03 11:14,1823.05,2025-04-07 00:59,1805.45,342,-0.965,-135.15,-2.1624,192.0087,是,是,1845.26,1717.11,,1823.33,1832.64,1822.90,1830.25,1830.26,1830.70,1822.26,1823.05
136,rule1,否,做空,2025-04-07 04:14,1619.78,2025-04-07 04:44,1581.60,1,2.357,330.00,5.2800,197.2887,否,否,1624.75,1555.00,,1620.99,1629.95,1612.14,1626.24,1626.24,1631.18,1618.69,1619.78
137,rule1,否,做空,2025-04-07 05:14,1587.84,2025-04-07 07:29,1550.41,8,2.357,330.00,13.2000,210.4887,否,否,1608.33,1537.50,,1590.15,1590.73,1570.63,1574.65,1574.66,1590.85,1571.04,1587.84
138,rule1,否,做多,2025-04-07 08:59,1572.90,2025-04-07 09:29,1609.98,1,2.357,330.00,13.2000,223.6887,否,否,1614.20,1570.70,,1579.91,1581.41,1562.48,1565.32,1565.32,1574.95,1552.88,1572.90
139,rule1,否,做多,2025-04-07 12:44,1538.33,2025-04-07 14:44,1480.09,7,-3.786,-530.00,-21.2000,202.4887,否,否,1561.41,1461.77,,1543.94,1559.13,1538.04,1553.41,1553.42,1556.00,1536.18,1538.33
