leverage,profit_target_percent,min_k1_range_percent,total_trades,wins,losses,win_rate,loss_rate,total_pnl,return_rate
100,90,0.32,256,137,119,53.515625,46.484375,4.300000000000032,1.6796875000000124
100,80,0.32,262,148,114,56.48854961832062,43.51145038167939,4.3999999999999915,1.6793893129770958
90,50,0.45,149,101,48,67.78523489932886,32.21476510067114,2.5,1.6778523489932886
100,50,0.25,388,263,125,67.78350515463917,32.21649484536083,6.5,1.675257731958763
60,60,0.34,203,129,74,63.54679802955665,36.45320197044335,3.3999999999999915,1.6748768472906361
70,60,0.24,299,190,109,63.54515050167224,36.45484949832776,4.999999999999949,1.6722408026755682
60,40,0.41000000000000003,168,122,46,72.61904761904762,27.380952380952383,2.8000000000000056,1.66666666666667
40,100,0.3,120,61,59,50.83333333333333,49.166666666666664,2.0,1.6666666666666667
60,40,0.23,325,236,89,72.61538461538461,27.384615384615387,5.400000000000005,1.661538461538463
100,30,0.49,133,104,29,78.19548872180451,21.804511278195488,2.1999999999999957,1.6541353383458615
100,60,0.26,351,223,128,63.53276353276354,36.46723646723647,5.7999999999999785,1.6524216524216464
70,50,0.33,245,166,79,67.75510204081633,32.244897959183675,4.0,1.6326530612244898
30,70,0.44,92,55,37,59.78260869565217,40.21739130434783,1.5000000000000064,1.6304347826087024
90,90,0.35000000000000003,215,115,100,53.48837209302325,46.51162790697674,3.500000000000008,1.6279069767441898
100,70,0.25,358,214,144,59.77653631284916,40.22346368715084,5.8000000000000025,1.620111731843576
100,40,0.5,124,90,34,72.58064516129032,27.419354838709676,1.9999999999999996,1.6129032258064513
30,70,0.47000000000000003,87,52,35,59.77011494252874,40.229885057471265,1.400000000000006,1.6091954022988575
90,40,0.2,474,344,130,72.57383966244726,27.42616033755274,7.600000000000066,1.6033755274261743
60,40,0.33,237,172,65,72.57383966244726,27.42616033755274,3.799999999999998,1.6033755274261596
100,70,0.26,338,202,136,59.76331360946746,40.23668639053255,5.400000000000019,1.59763313609468
40,90,0.24,144,77,67,53.47222222222222,46.52777777777778,2.2999999999999976,1.5972222222222208
100,30,0.46,151,118,33,78.1456953642384,21.85430463576159,2.3999999999999972,1.5894039735099321
70,100,0.45,126,64,62,50.79365079365079,49.2063492063492,2.0,1.5873015873015872
100,100,0.25,315,160,155,50.79365079365079,49.2063492063492,5.0,1.5873015873015872
30,80,0.26,101,57,44,56.43564356435643,43.56435643564357,1.5999999999999934,1.5841584158415776
80,80,0.2,342,193,149,56.4327485380117,43.567251461988306,5.39999999999999,1.5789473684210495
70,60,0.27,271,172,99,63.46863468634686,36.53136531365313,4.199999999999953,1.549815498154964
40,100,0.27,130,66,64,50.76923076923077,49.23076923076923,2.0,1.5384615384615385
80,80,0.32,234,132,102,56.41025641025641,43.58974358974359,3.5999999999999925,1.5384615384615352
100,80,0.21,390,220,170,56.41025641025641,43.58974358974359,5.999999999999985,1.5384615384615346
40,80,0.39,117,66,51,56.41025641025641,43.58974358974359,1.7999999999999914,1.538461538461531
90,40,0.49,131,95,36,72.51908396946564,27.480916030534353,1.9999999999999978,1.5267175572519067
80,80,0.22,328,185,143,56.40243902439024,43.59756097560975,4.999999999999996,1.5243902439024377
90,80,0.41000000000000003,172,97,75,56.395348837209305,43.604651162790695,2.5999999999999917,1.5116279069767393
70,50,0.23,331,224,107,67.6737160120846,32.3262839879154,5.0,1.5105740181268883
40,30,0.43,146,114,32,78.08219178082192,21.91780821917808,2.199999999999994,1.506849315068489
30,100,0.45,67,34,33,50.74626865671642,49.25373134328358,1.0,1.4925373134328357
30,30,0.45,114,89,25,78.0701754385965,21.929824561403507,1.6999999999999926,1.4912280701754321
90,60,0.25,350,222,128,63.42857142857142,36.57142857142857,5.199999999999993,1.4857142857142838
30,40,0.29,149,108,41,72.48322147651007,27.516778523489933,2.2000000000000104,1.476510067114101
40,80,0.26,149,84,65,56.375838926174495,43.624161073825505,2.1999999999999984,1.476510067114093
30,50,0.44,102,69,33,67.64705882352942,32.35294117647059,1.5,1.4705882352941175
30,50,0.45,102,69,33,67.64705882352942,32.35294117647059,1.5,1.4705882352941175
100,50,0.24,408,276,132,67.64705882352942,32.35294117647059,6.0,1.4705882352941175
60,70,0.34,191,114,77,59.68586387434554,40.31413612565445,2.8000000000000114,1.4659685863874405
40,30,0.39,164,128,36,78.04878048780488,21.951219512195124,2.399999999999988,1.463414634146334
90,70,0.33,253,151,102,59.683794466403164,40.316205533596836,3.7000000000000064,1.462450592885378
60,30,0.27,305,238,67,78.0327868852459,21.9672131147541,4.399999999999992,1.4426229508196697
50,90,0.45,118,63,55,53.38983050847458,46.61016949152542,1.7000000000000157,1.4406779661017084
90,80,0.34,236,133,103,56.355932203389834,43.64406779661017,3.3999999999999932,1.440677966101692
60,70,0.35000000000000003,181,108,73,59.66850828729282,40.331491712707184,2.6000000000000085,1.4364640883977948
100,100,0.36,209,106,103,50.717703349282296,49.282296650717704,3.0,1.4354066985645932
50,60,0.49,112,71,41,63.39285714285714,36.607142857142854,1.5999999999999934,1.4285714285714226
100,80,0.22,387,218,169,56.33074935400517,43.669250645994836,5.39999999999999,1.3953488372092997
100,70,0.36,223,133,90,59.64125560538116,40.35874439461883,3.1000000000000023,1.390134529147983
90,80,0.24,332,187,145,56.325301204819276,43.674698795180724,4.600000000000003,1.3855421686746998
30,40,0.4,116,84,32,72.41379310344827,27.586206896551722,1.6000000000000103,1.379310344827595
80,100,0.43,146,74,72,50.68493150684932,49.31506849315068,2.0,1.36986301369863
100,70,0.27,322,192,130,59.62732919254658,40.37267080745342,4.400000000000012,1.3664596273291962
90,50,0.25,367,248,119,67.57493188010899,32.42506811989101,5.0,1.3623978201634876
60,40,0.3,250,181,69,72.39999999999999,27.6,3.3999999999999955,1.359999999999998
30,30,0.44,118,92,26,77.96610169491525,22.033898305084744,1.5999999999999934,1.355932203389825
100,100,0.35000000000000003,223,113,110,50.672645739910315,49.327354260089685,3.0,1.345291479820628
50,30,0.48,127,99,28,77.95275590551181,22.04724409448819,1.6999999999999913,1.3385826771653475
90,90,0.3,255,136,119,53.333333333333336,46.666666666666664,3.4000000000000163,1.3333333333333397
90,90,0.32,240,128,112,53.333333333333336,46.666666666666664,3.2000000000000117,1.3333333333333384
80,90,0.27,255,136,119,53.333333333333336,46.666666666666664,3.400000000000002,1.3333333333333341
60,30,0.47000000000000003,136,106,30,77.94117647058823,22.058823529411764,1.7999999999999885,1.3235294117646974
100,70,0.34,250,149,101,59.599999999999994,40.400000000000006,3.300000000000008,1.3200000000000032
70,30,0.21,435,339,96,77.93103448275862,22.06896551724138,5.699999999999959,1.3103448275861975
50,30,0.24,317,247,70,77.91798107255521,22.082018927444793,4.0999999999999766,1.2933753943217592
70,40,0.27,311,225,86,72.34726688102894,27.652733118971064,3.9999999999999964,1.2861736334405132
80,40,0.4,188,136,52,72.3404255319149,27.659574468085108,2.4000000000000004,1.2765957446808511
100,70,0.31,277,165,112,59.56678700361011,40.43321299638989,3.5000000000000107,1.263537906137188
50,70,0.3,183,109,74,59.56284153005464,40.43715846994536,2.2999999999999954,1.2568306010928936
80,100,0.4,160,81,79,50.625,49.375,2.0,1.25
100,80,0.41000000000000003,176,99,77,56.25,43.75,2.199999999999998,1.249999999999999
40,80,0.22,160,90,70,56.25,43.75,1.999999999999993,1.2499999999999956
70,90,0.44,137,73,64,53.284671532846716,46.715328467153284,1.7000000000000193,1.2408759124087732
90,50,0.23,403,272,131,67.4937965260546,32.50620347394541,5.0,1.240694789081886
50,30,0.49,122,95,27,77.8688524590164,22.131147540983605,1.4999999999999911,1.2295081967213042
100,50,0.44,163,110,53,67.48466257668711,32.515337423312886,2.0,1.2269938650306749
50,30,0.3,253,197,56,77.86561264822134,22.134387351778656,3.099999999999979,1.2252964426877389
80,30,0.49,131,102,29,77.86259541984732,22.137404580152673,1.5999999999999919,1.2213740458015205
40,90,0.41000000000000003,107,57,50,53.271028037383175,46.728971962616825,1.3000000000000056,1.2149532710280426
80,50,0.23,372,251,121,67.47311827956989,32.526881720430104,4.5,1.2096774193548387
60,40,0.22,332,240,92,72.28915662650603,27.710843373493976,3.999999999999997,1.2048192771084327
80,90,0.24,291,155,136,53.264604810996566,46.735395189003434,3.5000000000000053,1.2027491408934725
90,60,0.22,400,253,147,63.24999999999999,36.75,4.7999999999999545,1.1999999999999886
30,50,0.33,126,85,41,67.46031746031747,32.53968253968254,1.5,1.1904761904761905
80,40,0.38,202,146,56,72.27722772277228,27.722772277227726,2.3999999999999937,1.188118811881185
100,50,0.28,338,228,110,67.45562130177515,32.544378698224854,4.0,1.183431952662722
100,50,0.23,424,286,138,67.45283018867924,32.54716981132076,5.0,1.179245283018868
70,60,0.25,291,184,107,63.230240549828174,36.769759450171826,3.399999999999956,1.1683848797250709
100,100,0.23,344,174,170,50.58139534883721,49.41860465116279,4.0,1.1627906976744187
50,30,0.22,329,256,73,77.81155015197568,22.188449848024316,3.7999999999999936,1.155015197568387
80,50,0.22,390,263,127,67.43589743589745,32.56410256410256,4.5,1.153846153846154
90,100,0.39,174,88,86,50.57471264367817,49.42528735632184,2.0,1.1494252873563218
100,50,0.42,175,118,57,67.42857142857143,32.57142857142858,2.0,1.1428571428571428
80,80,0.35000000000000003,210,118,92,56.19047619047619,43.80952380952381,2.399999999999995,1.1428571428571404
40,80,0.47000000000000003,105,59,46,56.19047619047619,43.80952380952381,1.1999999999999953,1.1428571428571384
80,100,0.25,263,133,130,50.57034220532319,49.42965779467681,3.0,1.1406844106463878
70,40,0.28,299,216,83,72.24080267558529,27.759197324414714,3.3999999999999964,1.1371237458193968
30,50,0.3,132,89,43,67.42424242424242,32.57575757575758,1.5,1.1363636363636365
50,60,0.5,106,67,39,63.20754716981132,36.79245283018868,1.1999999999999944,1.1320754716981078
80,80,0.27,267,150,117,56.17977528089888,43.82022471910113,3.0000000000000044,1.1235955056179792
80,80,0.41000000000000003,162,91,71,56.17283950617284,43.82716049382716,1.7999999999999963,1.1111111111111087
40,30,0.49,117,91,26,77.77777777777779,22.22222222222222,1.2999999999999943,1.1111111111111063
100,30,0.32,306,238,68,77.77777777777779,22.22222222222222,3.399999999999977,1.1111111111111036
100,30,0.31,315,245,70,77.77777777777779,22.22222222222222,3.499999999999975,1.1111111111111032
60,30,0.3,270,210,60,77.77777777777779,22.22222222222222,2.9999999999999756,1.111111111111102
70,30,0.25,369,287,82,77.77777777777779,22.22222222222222,4.099999999999957,1.1111111111110996
70,60,0.23,307,194,113,63.19218241042345,36.807817589576544,3.3999999999999515,1.1074918566775087
100,80,0.2,406,228,178,56.15763546798029,43.84236453201971,4.399999999999989,1.0837438423645291
70,40,0.3,277,200,77,72.20216606498195,27.79783393501805,3.0000000000000115,1.0830324909747333
60,40,0.36,205,148,57,72.1951219512195,27.80487804878049,2.200000000000004,1.0731707317073191
50,30,0.23,319,248,71,77.74294670846395,22.25705329153605,3.3999999999999915,1.0658307210031321
90,50,0.22,423,285,138,67.37588652482269,32.62411347517731,4.5,1.0638297872340425
80,80,0.33,228,128,100,56.14035087719298,43.859649122807014,2.3999999999999995,1.0526315789473681
100,60,0.31,285,180,105,63.1578947368421,36.84210526315789,2.999999999999981,1.0526315789473617
50,60,0.27,209,132,77,63.1578947368421,36.84210526315789,2.1999999999999833,1.0526315789473604
70,40,0.33,255,184,71,72.15686274509804,27.84313725490196,2.600000000000002,1.0196078431372557
90,90,0.28,269,143,126,53.159851301115246,46.84014869888476,2.700000000000017,1.0037174721189654
30,40,0.33,140,101,39,72.14285714285714,27.857142857142858,1.4000000000000066,1.0000000000000047
40,30,0.48,121,94,27,77.68595041322314,22.31404958677686,1.1999999999999929,0.9917355371900768
70,30,0.5,121,94,27,77.68595041322314,22.31404958677686,1.1999999999999884,0.991735537190073
60,70,0.32,202,120,82,59.4059405940594,40.5940594059406,2.0000000000000178,0.990099009900999
90,60,0.24,366,231,135,63.114754098360656,36.885245901639344,3.599999999999992,0.983606557377047
40,60,0.42,122,77,45,63.114754098360656,36.885245901639344,1.199999999999983,0.9836065573770354
40,90,0.25,143,76,67,53.14685314685315,46.85314685314685,1.4,0.979020979020979
90,70,0.31,266,158,108,59.3984962406015,40.6015037593985,2.599999999999998,0.9774436090225556
50,70,0.35000000000000003,165,98,67,59.3939393939394,40.60606060606061,1.6000000000000059,0.9696969696969732
60,40,0.28,269,194,75,72.11895910780669,27.881040892193308,2.6000000000000014,0.9665427509293686
50,30,0.27,282,219,63,77.6595744680851,22.340425531914892,2.699999999999993,0.9574468085106359
70,50,0.2,367,247,120,67.30245231607628,32.69754768392371,3.5,0.9536784741144414
90,50,0.44,159,107,52,67.29559748427673,32.70440251572327,1.5,0.9433962264150944
70,90,0.45,128,68,60,53.125,46.875,1.200000000000018,0.937500000000014
50,70,0.36,160,95,65,59.375,40.625,1.5000000000000036,0.9375000000000022
60,30,0.22,380,295,85,77.63157894736842,22.36842105263158,3.499999999999985,0.9210526315789435
80,40,0.31,283,204,79,72.08480565371025,27.915194346289752,2.600000000000012,0.9187279151943506
40,60,0.24,176,111,65,63.06818181818182,36.93181818181818,1.5999999999999832,0.9090909090908995
60,60,0.5,111,70,41,63.06306306306306,36.93693693693694,0.9999999999999916,0.9009009009008933
80,50,0.3,278,187,91,67.26618705035972,32.73381294964029,2.5,0.8992805755395683
50,30,0.28,268,208,60,77.61194029850746,22.388059701492537,2.399999999999995,0.8955223880596996
60,60,0.4,157,99,58,63.05732484076433,36.94267515923567,1.3999999999999786,0.8917197452229164
90,40,0.48,136,98,38,72.05882352941177,27.941176470588236,1.2000000000000097,0.8823529411764777
100,30,0.5,125,97,28,77.60000000000001,22.400000000000002,1.0999999999999965,0.8799999999999972
80,40,0.3,297,214,83,72.05387205387206,27.946127946127948,2.600000000000032,0.8754208754208861
50,100,0.45,115,58,57,50.43478260869565,49.56521739130435,1.0,0.8695652173913043
50,30,0.5,116,90,26,77.58620689655173,22.413793103448278,0.9999999999999907,0.8620689655172333
70,100,0.47000000000000003,117,59,58,50.427350427350426,49.572649572649574,1.0,0.8547008547008548
60,50,0.3,235,158,77,67.23404255319149,32.76595744680851,2.0,0.851063829787234
80,90,0.31,228,121,107,53.07017543859649,46.92982456140351,1.9000000000000066,0.8333333333333363
30,30,0.32,156,121,35,77.56410256410257,22.435897435897438,1.2999999999999945,0.8333333333333298
60,60,0.24,265,167,98,63.0188679245283,36.9811320754717,2.199999999999988,0.8301886792452785
60,30,0.37,205,159,46,77.5609756097561,22.439024390243905,1.6999999999999869,0.8292682926829205
50,100,0.43,121,61,60,50.413223140495866,49.586776859504134,1.0,0.8264462809917356
60,40,0.35000000000000003,218,157,61,72.01834862385321,27.981651376146786,1.8000000000000036,0.825688073394497
90,90,0.31,245,130,115,53.06122448979592,46.93877551020408,2.0000000000000164,0.8163265306122516
80,90,0.43,147,78,69,53.06122448979592,46.93877551020408,1.2000000000000068,0.8163265306122495
60,30,0.28,294,228,66,77.55102040816327,22.448979591836736,2.399999999999997,0.8163265306122438
100,30,0.3,334,259,75,77.54491017964071,22.45508982035928,2.6999999999999758,0.8083832335329268
40,100,0.28,125,63,62,50.4,49.6,1.0,0.8
40,100,0.29,125,63,62,50.4,49.6,1.0,0.8
90,100,0.47000000000000003,125,63,62,50.4,49.6,1.0,0.8
50,60,0.29,200,126,74,63.0,37.0,1.5999999999999908,0.7999999999999954
60,30,0.23,365,283,82,77.53424657534246,22.465753424657535,2.8999999999999937,0.7945205479452038
40,70,0.22,167,99,68,59.2814371257485,40.7185628742515,1.300000000000015,0.778443113772464
50,100,0.4,129,65,64,50.3875968992248,49.6124031007752,1.0,0.7751937984496124
60,100,0.44,131,66,65,50.38167938931297,49.61832061068702,1.0,0.7633587786259541
70,50,0.3,262,176,86,67.17557251908397,32.82442748091603,2.0,0.7633587786259541
60,50,0.46,134,90,44,67.16417910447761,32.83582089552239,1.0,0.7462686567164178
100,50,0.39,201,135,66,67.16417910447761,32.83582089552239,1.5,0.7462686567164178
90,50,0.26,350,235,115,67.14285714285714,32.857142857142854,2.5,0.7142857142857143
100,60,0.29,313,197,116,62.939297124600635,37.06070287539936,2.1999999999999917,0.7028753993610197
90,90,0.33,234,124,110,52.991452991452995,47.008547008547005,1.6000000000000125,0.6837606837606891
70,30,0.48,133,103,30,77.44360902255639,22.55639097744361,0.8999999999999851,0.6766917293232971
80,100,0.42,151,76,75,50.331125827814574,49.668874172185426,1.0,0.6622516556291391
90,80,0.33,245,137,108,55.91836734693878,44.08163265306123,1.5999999999999934,0.6530612244897932
80,40,0.27,338,243,95,71.89349112426035,28.106508875739642,2.2000000000000144,0.6508875739645013
80,40,0.25,370,266,104,71.89189189189189,28.10810810810811,2.4000000000000266,0.6486486486486558
30,30,0.42,124,96,28,77.41935483870968,22.58064516129032,0.799999999999992,0.6451612903225742
60,60,0.21,283,178,105,62.89752650176679,37.102473498233216,1.7999999999999936,0.6360424028268529
70,50,0.25,316,212,104,67.08860759493672,32.91139240506329,2.0,0.6329113924050633
100,80,0.33,254,142,112,55.90551181102362,44.09448818897638,1.5999999999999839,0.6299212598425133
60,60,0.35000000000000003,194,122,72,62.88659793814433,37.11340206185567,1.1999999999999917,0.6185567010309235
50,60,0.28,202,127,75,62.87128712871287,37.12871287128713,1.199999999999993,0.5940594059405906
70,90,0.47000000000000003,119,63,56,52.94117647058824,47.05882352941176,0.7000000000000213,0.588235294117665
80,80,0.31,238,133,105,55.88235294117647,44.11764705882353,1.400000000000011,0.5882352941176516
100,100,0.41000000000000003,171,86,85,50.29239766081871,49.707602339181285,1.0,0.5847953216374269
90,50,0.34,258,173,85,67.05426356589147,32.945736434108525,1.5,0.5813953488372093
90,40,0.47000000000000003,142,102,40,71.83098591549296,28.169014084507044,0.800000000000011,0.5633802816901486
80,100,0.37,179,90,89,50.27932960893855,49.72067039106145,1.0,0.5586592178770949
100,80,0.24,358,200,158,55.865921787709496,44.134078212290504,1.9999999999999931,0.558659217877093
50,60,0.25,218,137,81,62.84403669724771,37.15596330275229,1.199999999999981,0.5504587155963216
70,30,0.24,384,297,87,77.34375,22.65625,2.0999999999999606,0.5468749999999898
60,60,0.42,148,93,55,62.83783783783784,37.16216216216216,0.799999999999983,0.540540540540529
100,30,0.25,428,331,97,77.33644859813083,22.66355140186916,2.299999999999993,0.5373831775700918
40,40,0.38,149,107,42,71.81208053691275,28.187919463087248,0.8000000000000217,0.5369127516778669
50,100,0.2,187,94,93,50.26737967914438,49.73262032085562,1.0,0.53475935828877
90,30,0.32,300,232,68,77.33333333333333,22.666666666666664,1.599999999999994,0.5333333333333314
40,30,0.42,150,116,34,77.33333333333333,22.666666666666664,0.7999999999999887,0.5333333333333259
80,40,0.22,422,303,119,71.80094786729858,28.199052132701425,2.2000000000000326,0.5213270142180172
100,60,0.32,277,174,103,62.8158844765343,37.18411552346571,1.399999999999992,0.5054151624548707
100,50,0.31,297,199,98,67.003367003367,32.996632996633,1.5,0.5050505050505051
70,80,0.47000000000000003,120,67,53,55.833333333333336,44.166666666666664,0.6000000000000061,0.500000000000005
90,80,0.21,360,201,159,55.833333333333336,44.166666666666664,1.7999999999999856,0.499999999999996
90,90,0.34,225,119,106,52.888888888888886,47.11111111111111,1.1000000000000076,0.48888888888889226
100,50,0.38,206,138,68,66.99029126213593,33.00970873786408,1.0,0.48543689320388345
50,40,0.48,124,89,35,71.7741935483871,28.225806451612907,0.600000000000014,0.48387096774194677
90,40,0.5,124,89,35,71.7741935483871,28.225806451612907,0.5999999999999979,0.4838709677419338
90,40,0.21,457,328,129,71.77242888402627,28.227571115973742,2.200000000000048,0.48140043763677204
70,80,0.45,129,72,57,55.81395348837209,44.18604651162791,0.6000000000000087,0.4651162790697742
100,70,0.28,308,182,126,59.09090909090909,40.909090909090914,1.4000000000000108,0.4545454545454581
50,30,0.47000000000000003,132,102,30,77.27272727272727,22.727272727272727,0.5999999999999912,0.45454545454544787
30,30,0.46,110,85,25,77.27272727272727,22.727272727272727,0.49999999999999223,0.4545454545454475
100,90,0.25,331,175,156,52.87009063444109,47.129909365558916,1.5000000000000453,0.4531722054380801
80,40,0.23,400,287,113,71.75,28.249999999999996,1.8000000000000504,0.4500000000000126
90,80,0.25,319,178,141,55.79937304075236,44.20062695924764,1.4000000000000057,0.4388714733542337
70,80,0.44,138,77,61,55.79710144927537,44.20289855072464,0.6000000000000114,0.43478260869566043
80,50,0.25,345,231,114,66.95652173913044,33.04347826086956,1.5,0.43478260869565216
80,30,0.2,488,377,111,77.25409836065575,22.74590163934426,2.0999999999999766,0.43032786885245417
80,90,0.25,280,148,132,52.85714285714286,47.14285714285714,1.1999999999999926,0.4285714285714259
100,40,0.21,488,350,138,71.72131147540983,28.278688524590162,2.0000000000000426,0.40983606557377916
80,30,0.5,123,95,28,77.23577235772358,22.76422764227642,0.4999999999999938,0.40650406504064535
30,30,0.43,123,95,28,77.23577235772358,22.76422764227642,0.49999999999999223,0.4065040650406441
30,40,0.48,99,71,28,71.71717171717171,28.28282828282828,0.3999999999999963,0.4040404040404003
40,30,0.33,202,156,46,77.22772277227723,22.772277227722775,0.799999999999988,0.3960396039603902
60,40,0.25,304,218,86,71.71052631578947,28.289473684210524,1.2000000000000013,0.3947368421052636
80,40,0.34,258,185,73,71.70542635658916,28.294573643410853,0.9999999999999997,0.38759689922480606
60,30,0.31,259,200,59,77.22007722007721,22.779922779922778,0.9999999999999951,0.3861003861003842
30,50,0.26,136,91,45,66.91176470588235,33.088235294117645,0.5,0.3676470588235294
80,30,0.48,136,105,31,77.20588235294117,22.794117647058822,0.4999999999999898,0.3676470588235219
100,100,0.29,273,137,136,50.18315018315018,49.81684981684982,1.0,0.3663003663003663
40,50,0.38,139,93,46,66.90647482014388,33.093525179856115,0.5,0.3597122302158274
60,50,0.45,139,93,46,66.90647482014388,33.093525179856115,0.5,0.3597122302158274
60,80,0.48,113,63,50,55.75221238938053,44.24778761061947,0.39999999999999636,0.3539823008849525
50,40,0.49,120,86,34,71.66666666666667,28.333333333333332,0.400000000000011,0.33333333333334253
80,40,0.41000000000000003,180,129,51,71.66666666666667,28.333333333333332,0.6000000000000006,0.3333333333333337
100,30,0.21,517,399,118,77.17601547388782,22.823984526112184,1.7000000000000954,0.32882011605417705
50,90,0.43,125,66,59,52.800000000000004,47.199999999999996,0.40000000000001834,0.32000000000001466
50,60,0.31,193,121,72,62.69430051813472,37.30569948186528,0.5999999999999905,0.31088082901553915
50,80,0.42,131,73,58,55.72519083969466,44.274809160305345,0.4000000000000039,0.3053435114503847
60,50,0.4,166,111,55,66.86746987951807,33.13253012048193,0.5,0.30120481927710846
80,60,0.3,268,168,100,62.68656716417911,37.3134328358209,0.7999999999999924,0.2985074626865643
70,50,0.22,344,230,114,66.86046511627907,33.13953488372093,1.0,0.29069767441860467
90,50,0.42,172,115,57,66.86046511627907,33.13953488372093,0.5,0.29069767441860467
40,30,0.44,140,108,32,77.14285714285715,22.857142857142858,0.3999999999999884,0.2857142857142774
80,80,0.34,219,122,97,55.70776255707762,44.29223744292237,0.5999999999999936,0.2739726027397231
90,70,0.25,334,197,137,58.982035928143716,41.01796407185629,0.9000000000000048,0.26946107784431284
60,30,0.39,188,145,43,77.12765957446808,22.872340425531913,0.4999999999999869,0.26595744680850364
80,40,0.36,229,164,65,71.61572052401746,28.38427947598253,0.6000000000000073,0.26200873362445737
40,30,0.41000000000000003,153,118,35,77.12418300653596,22.875816993464053,0.399999999999988,0.26143790849672416
80,60,0.2,383,240,143,62.66318537859008,37.33681462140992,0.9999999999999751,0.2610966057441188
80,80,0.3,246,137,109,55.6910569105691,44.3089430894309,0.5999999999999974,0.2439024390243892
100,70,0.32,268,158,110,58.95522388059702,41.04477611940299,0.6000000000000132,0.2238805970149303
60,40,0.27,278,199,79,71.58273381294964,28.41726618705036,0.6000000000000123,0.21582733812950083
30,70,0.43,95,56,39,58.94736842105262,41.05263157894737,0.20000000000000528,0.21052631578947922
70,60,0.22,313,196,117,62.61980830670927,37.38019169329074,0.5999999999999637,0.19169329073481267
80,30,0.21,471,363,108,77.07006369426752,22.929936305732486,0.8999999999999744,0.19108280254776525
90,50,0.32,277,185,92,66.78700361010831,33.2129963898917,0.5,0.18050541516245489
90,50,0.31,283,189,94,66.78445229681978,33.215547703180206,0.5,0.17667844522968199
100,80,0.25,345,192,153,55.65217391304348,44.34782608695652,0.5999999999999874,0.17391304347825723
90,80,0.31,257,143,114,55.6420233463035,44.3579766536965,0.4000000000000108,0.1556420233463077
90,60,0.31,270,169,101,62.59259259259259,37.407407407407405,0.39999999999998226,0.14814814814814156
60,60,0.43,147,92,55,62.585034013605444,37.41496598639456,0.19999999999998241,0.13605442176869553
90,50,0.24,385,257,128,66.75324675324676,33.246753246753244,0.5,0.12987012987012986
100,70,0.35000000000000003,236,139,97,58.89830508474576,41.10169491525424,0.3000000000000149,0.12711864406780293
80,90,0.39,167,88,79,52.69461077844312,47.30538922155689,0.20000000000000373,0.1197604790419184
50,30,0.29,261,201,60,77.01149425287356,22.988505747126435,0.29999999999999233,0.11494252873562925
100,60,0.4,187,117,70,62.56684491978609,37.4331550802139,0.1999999999999933,0.10695187165775044
80,90,0.32,224,118,106,52.67857142857143,47.32142857142857,0.20000000000000462,0.08928571428571634
60,60,0.26,243,152,91,62.55144032921811,37.4485596707819,0.19999999999997975,0.08230452674896287
70,60,0.29,259,162,97,62.54826254826254,37.45173745173745,0.19999999999996887,0.0772200772200652
80,40,0.33,270,193,77,71.48148148148148,28.51851851851852,0.20000000000000484,0.07407407407407587
80,40,0.32,277,198,79,71.48014440433214,28.51985559566787,0.2000000000000095,0.07220216606498538
70,30,0.47000000000000003,139,107,32,76.97841726618705,23.021582733812952,0.0999999999999841,0.07194244604315403
50,70,0.33,175,103,72,58.857142857142854,41.14285714285714,0.09999999999999876,0.05714285714285643
90,30,0.2,512,394,118,76.953125,23.046875,0.2000000000000453,0.03906250000000885
100,90,0.27,302,159,143,52.64900662251656,47.35099337748344,0.10000000000003917,0.033112582781469925
100,30,0.2,533,410,123,76.92307692307693,23.076923076923077,9.470202400052585e-14,1.7767734334057385e-14
50,90,0.4,133,70,63,52.63157894736842,47.368421052631575,1.7985612998927536e-14,1.3523017292426719e-14
50,80,0.41000000000000003,135,75,60,55.55555555555556,44.44444444444444,3.1086244689504383e-15,2.3026847918151395e-15
40,90,0.21,152,80,72,52.63157894736842,47.368421052631575,1.7763568394002505e-15,1.1686558153949015e-15
30,40,0.32,140,100,40,71.42857142857143,28.57142857142857,4.996003610813204e-16,3.568574007723717e-16
30,50,0.4,111,74,37,66.66666666666666,33.33333333333333,0.0,0.0
30,50,0.43,105,70,35,66.66666666666666,33.33333333333333,0.0,0.0
30,100,0.27,82,41,41,50.0,50.0,0.0,0.0
30,100,0.43,70,35,35,50.0,50.0,0.0,0.0
30,100,0.44,68,34,34,50.0,50.0,0.0,0.0
30,100,0.47000000000000003,68,34,34,50.0,50.0,0.0,0.0
40,50,0.49,108,72,36,66.66666666666666,33.33333333333333,0.0,0.0
40,100,0.43,100,50,50,50.0,50.0,0.0,0.0
40,100,0.44,98,49,49,50.0,50.0,0.0,0.0
50,50,0.48,120,80,40,66.66666666666666,33.33333333333333,0.0,0.0
50,50,0.49,117,78,39,66.66666666666666,33.33333333333333,0.0,0.0
60,50,0.35000000000000003,207,138,69,66.66666666666666,33.33333333333333,0.0,0.0
60,50,0.37,189,126,63,66.66666666666666,33.33333333333333,0.0,0.0
60,50,0.42,156,104,52,66.66666666666666,33.33333333333333,0.0,0.0
60,50,0.43,153,102,51,66.66666666666666,33.33333333333333,0.0,0.0
60,100,0.45,122,61,61,50.0,50.0,0.0,0.0
80,50,0.28,300,200,100,66.66666666666666,33.33333333333333,0.0,0.0
80,100,0.35000000000000003,196,98,98,50.0,50.0,0.0,0.0
