交易序号,策略类型,方向,入场时间,入场价格,出场时间,出场价格,持仓K线数,持仓分钟,价格变动%,合约收益%,本次盈亏USDT,累计盈亏USDT,出场原因,跟踪止损,弱势收紧,仓位大小,K1开,K1高,K1低,K1收,K2开,K2高,K2低,K2收
362,rule1,做空,2025-04-06 21:00,1587.84,2025-04-06 23:15,1550.41,10,150,2.357,330.00,13.2000,193.3451,止盈,否,否,4.0,1590.15,1590.73,1570.63,1574.65,1574.66,1590.85,1571.04,1587.84
363,rule1,做多,2025-04-06 23:15,1552.44,2025-04-07 01:15,1589.03,9,135,2.357,330.00,13.2000,206.5451,止盈,否,否,4.0,1576.98,1580.92,1550.86,1567.51,1567.52,1568.80,1537.50,1552.44
364,rule1,做多,2025-04-07 00:45,1572.90,2025-04-07 01:15,1609.98,3,45,2.357,330.00,13.2000,219.7451,止盈,否,否,4.0,1579.91,1581.41,1562.48,1565.32,1565.32,1574.95,1552.88,1572.90
365,rule1,做多,2025-04-06 21:45,1587.57,2025-04-07 03:30,1527.47,24,360,3.786,-530.00,-5.3000,214.4451,止损,否,否,1.0,1589.00,1597.24,1586.48,1593.55,1593.55,1596.81,1585.35,1587.57
366,rule1,做多,2025-04-07 04:30,1538.33,2025-04-07 06:30,1480.09,9,135,3.786,-530.00,-21.2000,193.2451,止损,否,否,4.0,1543.94,1559.13,1538.04,1553.41,1553.42,1556.00,1536.18,1538.33
367,rule1,做空,2025-04-07 08:00,1466.63,2025-04-07 12:30,1522.15,19,285,3.786,-530.00,-8.4800,184.7651,止损,否,否,1.6,1467.13,1468.88,1454.22,1460.15,1460.15,1475.30,1455.63,1466.63
368,rule1,做多,2025-04-07 09:15,1494.22,2025-04-07 13:45,1529.44,19,285,2.357,330.00,13.2000,197.9651,止盈,否,否,4.0,1495.95,1502.62,1485.02,1485.28,1485.33,1498.73,1476.75,1494.22
369,rule1,做多,2025-04-07 10:30,1502.39,2025-04-07 13:45,1537.80,14,210,2.357,330.00,3.3000,201.2651,止盈,否,否,1.0,1503.22,1520.83,1501.84,1506.51,1506.50,1514.33,1488.61,1502.39
370,rule1,做多,2025-04-07 12:45,1521.03,2025-04-07 13:45,1556.88,5,75,2.357,330.00,13.2000,214.4651,止盈,否,否,4.0,1517.50,1524.41,1504.27,1506.38,1506.37,1526.98,1498.00,1521.03
371,rule1,做多,2025-04-07 18:45,1549.41,2025-04-08 01:30,1585.93,28,420,2.357,330.00,13.2000,227.6651,止盈,否,否,4.0,1551.80,1568.52,1548.37,1562.02,1562.16,1564.68,1546.93,1549.41
372,rule1,做多,2025-04-07 20:45,1570.94,2025-04-08 02:00,1607.97,22,330,2.357,330.00,13.2000,240.8651,止盈,否,否,4.0,1567.95,1579.95,1567.94,1577.72,1577.72,1577.75,1567.38,1570.94
373,rule1,做空,2025-04-08 00:15,1554.63,2025-04-08 02:00,1613.48,8,120,3.786,-530.00,-8.4800,232.3851,止损,否,否,1.6,1553.04,1561.41,1549.69,1560.29,1560.29,1563.30,1554.62,1554.63
374,rule1,做空,2025-04-07 14:15,1558.30,2025-04-08 15:00,1525.24,100,1500,2.121,297.00,11.8800,244.2651,止盈,是,是,4.0,1550.46,1599.96,1539.19,1588.21,1588.15,1639.00,1549.32,1558.30
375,rule1,做多,2025-04-08 03:15,1590.12,2025-04-08 16:30,1497.86,54,810,5.802,-812.28,-8.1228,236.1423,跟踪止损,是,是,1.0,1589.70,1593.00,1583.20,1586.09,1586.10,1590.50,1581.66,1590.12
376,rule1,做多,2025-04-08 11:00,1567.95,2025-04-08 16:30,1508.59,23,345,3.786,-530.00,-5.3000,230.8423,止损,否,否,1.0,1569.75,1571.93,1565.23,1566.08,1566.09,1574.23,1564.80,1567.95
377,rule1,做多,2025-04-08 15:15,1527.68,2025-04-08 17:00,1469.85,8,120,3.786,-530.00,-21.2000,209.6423,止损,否,否,4.0,1531.17,1539.23,1519.31,1523.28,1523.28,1529.38,1518.29,1527.68
378,rule1,做空,2025-04-08 18:15,1482.55,2025-04-08 22:15,1447.60,17,255,2.357,330.00,5.2800,214.9223,止盈,否,否,1.6,1481.05,1488.40,1471.81,1474.20,1474.21,1491.22,1473.78,1482.55
379,rule1,做空,2025-04-08 18:30,1476.94,2025-04-08 22:15,1442.13,16,240,2.357,330.00,13.2000,228.1223,止盈,否,否,4.0,1474.21,1491.22,1473.78,1482.55,1482.56,1500.58,1476.80,1476.94
380,rule1,做空,2025-04-08 19:45,1466.67,2025-04-09 01:00,1432.10,22,330,2.357,330.00,13.2000,241.3223,止盈,否,否,4.0,1468.52,1468.82,1455.17,1457.12,1457.11,1474.84,1456.88,1466.67
381,rule1,做多,2025-04-08 21:30,1474.90,2025-04-09 01:15,1419.06,16,240,3.786,-530.00,-8.4800,232.8423,止损,否,否,1.6,1475.39,1478.08,1465.90,1468.51,1468.52,1477.14,1464.01,1474.90
382,rule1,做多,2025-04-09 03:00,1423.44,2025-04-09 05:15,1456.99,10,150,2.357,330.00,5.2800,238.1223,止盈,否,否,1.6,1425.04,1429.68,1415.17,1419.04,1419.04,1425.99,1412.06,1423.44
383,rule1,做空,2025-04-09 03:15,1418.09,2025-04-09 06:00,1471.77,12,180,3.786,-530.00,-8.4800,229.6423,止损,否,否,1.6,1419.04,1425.99,1412.06,1423.44,1423.44,1426.63,1415.71,1418.09
384,rule1,做多,2025-04-09 12:30,1455.67,2025-04-09 13:30,1489.98,5,75,2.357,330.00,13.2000,242.8423,止盈,否,否,4.0,1456.61,1460.06,1447.08,1448.95,1448.95,1456.28,1440.20,1455.67
385,rule1,做多,2025-04-09 08:30,1475.07,2025-04-09 17:00,1509.84,35,525,2.357,330.00,3.3000,246.1423,止盈,否,否,1.0,1474.65,1488.48,1473.41,1478.49,1478.49,1479.98,1471.00,1475.07
386,rule1,做多,2025-04-09 09:30,1479.45,2025-04-09 17:00,1514.32,31,465,2.357,330.00,13.2000,259.3423,止盈,否,否,4.0,1482.55,1482.96,1474.01,1474.79,1474.79,1479.79,1471.20,1479.45
387,rule1,做空,2025-04-09 05:45,1459.15,2025-04-09 17:15,1542.75,47,705,5.729,-802.06,-12.8330,246.5093,跟踪止损,是,是,1.6,1460.16,1460.91,1452.86,1455.69,1455.68,1462.10,1452.86,1459.15
388,rule1,做空,2025-04-09 13:45,1487.53,2025-04-09 17:15,1543.84,15,225,3.786,-530.00,-21.2000,225.3093,止损,否,否,4.0,1458.33,1493.47,1458.33,1476.93,1476.92,1499.24,1473.54,1487.53
389,rule1,做空,2025-04-09 17:00,1505.16,2025-04-09 17:15,1562.14,2,30,3.786,-530.00,-8.4800,216.8293,止损,否,否,1.6,1497.92,1506.15,1493.77,1502.62,1502.63,1518.29,1498.57,1505.16
390,rule1,做多,2025-04-09 19:00,1640.15,2025-04-09 20:45,1678.81,8,120,2.357,330.00,13.2000,230.0293,止盈,否,否,4.0,1638.79,1645.05,1627.50,1628.11,1628.11,1641.00,1623.56,1640.15
391,rule1,做空,2025-04-09 22:00,1675.43,2025-04-10 00:30,1635.94,11,165,2.357,330.00,5.2800,235.3093,止盈,否,否,1.6,1664.53,1679.10,1663.97,1671.64,1671.64,1680.44,1666.27,1675.43
392,rule1,做多,2025-04-10 10:45,1594.87,2025-04-10 12:00,1632.46,6,90,2.357,330.00,5.2800,240.5893,止盈,否,否,1.6,1597.33,1598.43,1590.09,1591.22,1591.22,1595.67,1588.00,1594.87
393,rule1,做空,2025-04-10 04:00,1613.19,2025-04-10 13:30,1575.16,39,585,2.357,330.00,3.3000,243.8893,止盈,是,是,1.0,1612.40,1617.12,1609.03,1617.01,1617.00,1619.70,1610.53,1613.19
394,rule1,做空,2025-04-10 09:30,1598.20,2025-04-10 13:30,1560.53,17,255,2.357,330.00,3.3000,247.1893,止盈,否,否,1.0,1592.14,1598.99,1592.13,1596.15,1596.14,1605.32,1595.30,1598.20
395,rule1,做多,2025-04-10 04:30,1615.39,2025-04-10 15:15,1541.60,44,660,4.568,-639.51,-6.3951,240.7942,跟踪止损,是,是,1.0,1613.19,1616.92,1608.44,1609.01,1609.01,1619.01,1605.79,1615.39
396,rule1,做空,2025-04-10 14:15,1569.98,2025-04-10 15:15,1532.97,5,75,2.357,330.00,5.2800,246.0742,止盈,否,否,1.6,1568.77,1571.59,1556.53,1564.05,1564.05,1576.43,1563.75,1569.98
397,rule1,做多,2025-04-10 14:00,1564.05,2025-04-10 15:30,1504.84,7,105,3.786,-530.00,-5.3000,240.7742,止损,否,否,1.0,1564.68,1583.92,1563.50,1568.77,1568.77,1571.59,1556.53,1564.05
398,rule1,做多,2025-04-11 04:30,1547.00,2025-04-11 10:30,1583.46,25,375,2.357,330.00,3.3000,244.0742,止盈,否,否,1.0,1554.40,1558.42,1546.73,1550.55,1550.56,1551.93,1545.05,1547.00
399,rule1,做空,2025-04-10 16:00,1499.60,2025-04-12 08:00,1594.91,161,2415,6.356,-889.78,-14.2364,229.8377,跟踪止损,是,是,1.6,1502.19,1508.49,1483.60,1495.98,1495.97,1508.71,1485.36,1499.60
400,rule1,做多,2025-04-11 11:30,1563.45,2025-04-12 08:00,1596.62,83,1245,2.121,297.00,4.7520,234.5897,止盈,是,是,1.6,1565.57,1565.57,1558.45,1559.84,1559.85,1564.20,1558.03,1563.45
401,rule1,做空,2025-04-10 18:00,1508.79,2025-04-12 13:00,1619.51,173,2595,7.338,-1027.37,-10.2737,224.3160,跟踪止损,是,是,1.0,1508.22,1515.31,1504.19,1511.56,1511.57,1518.81,1508.16,1508.79
402,rule1,做空,2025-04-11 00:15,1520.94,2025-04-12 13:30,1630.43,150,2250,7.199,-1007.82,-16.1252,208.1909,跟踪止损,是,是,1.6,1522.24,1527.91,1518.65,1526.98,1526.98,1529.29,1520.94,1520.94
403,rule1,做多,2025-04-12 10:45,1592.02,2025-04-12 13:30,1629.55,12,180,2.357,330.00,5.2800,213.4709,止盈,否,否,1.6,1594.19,1594.73,1589.05,1589.11,1589.11,1592.36,1587.80,1592.02
404,rule1,做空,2025-04-12 14:00,1646.10,2025-04-13 01:45,1611.18,48,720,2.121,297.00,11.8800,225.3509,止盈,是,是,4.0,1624.71,1646.99,1623.90,1638.76,1638.75,1653.00,1635.48,1646.10
405,rule1,做空,2025-04-13 02:30,1619.63,2025-04-13 13:30,1585.27,45,675,2.121,297.00,11.8800,237.2309,止盈,是,是,4.0,1617.83,1620.30,1606.55,1610.02,1610.02,1622.50,1608.29,1619.63
406,rule1,做多,2025-04-13 16:45,1595.69,2025-04-13 17:15,1633.30,3,45,2.357,330.00,3.3000,240.5309,止盈,否,否,1.0,1597.55,1598.92,1593.00,1593.62,1593.61,1596.00,1591.47,1595.69
407,rule1,做多,2025-04-13 05:45,1609.28,2025-04-13 17:45,1643.42,49,735,2.121,297.00,4.7520,245.2829,止盈,是,是,1.6,1607.87,1613.52,1607.37,1612.75,1612.75,1613.48,1606.22,1609.28
408,rule1,做多,2025-04-13 19:15,1620.63,2025-04-14 02:30,1658.83,30,450,2.357,330.00,5.2800,250.5629,止盈,否,否,1.6,1629.97,1630.16,1618.34,1624.10,1624.09,1628.19,1617.84,1620.63
409,rule1,做空,2025-04-13 21:45,1593.84,2025-04-14 02:30,1654.18,20,300,3.786,-530.00,-21.2000,229.3629,止损,否,否,4.0,1591.49,1597.13,1572.24,1582.02,1582.01,1603.00,1581.52,1593.84
410,rule1,做多,2025-04-14 07:15,1625.37,2025-04-14 10:15,1663.68,13,195,2.357,330.00,13.2000,242.5629,止盈,否,否,4.0,1623.76,1628.18,1615.03,1615.69,1615.68,1625.43,1612.63,1625.37
411,rule1,做多,2025-04-12 20:45,1649.24,2025-04-14 10:45,1684.23,153,2295,2.121,297.00,4.7520,247.3149,止盈,是,是,1.6,1648.64,1659.93,1647.84,1653.92,1653.93,1655.36,1647.00,1649.24
412,rule1,做多,2025-04-13 00:00,1647.31,2025-04-14 10:45,1682.26,140,2100,2.121,297.00,2.9700,250.2849,止盈,是,是,1.0,1648.06,1649.67,1642.95,1644.18,1644.19,1647.33,1640.96,1647.31
413,rule1,做空,2025-04-14 11:15,1675.87,2025-04-14 15:30,1636.37,18,270,2.357,330.00,5.2800,255.5649,止盈,否,否,1.6,1678.84,1688.93,1672.62,1686.18,1686.19,1691.50,1673.67,1675.87
414,rule1,做空,2025-04-14 17:00,1634.38,2025-04-15 19:15,1599.71,106,1590,2.121,297.00,4.7520,260.3169,止盈,是,是,1.6,1634.76,1635.38,1626.70,1627.96,1627.95,1636.00,1627.08,1634.38
415,rule1,做空,2025-04-14 08:00,1630.73,2025-04-15 20:45,1596.14,148,2220,2.121,297.00,4.7520,265.0689,止盈,是,是,1.6,1627.80,1636.40,1627.45,1635.57,1635.58,1638.77,1629.34,1630.73
416,rule1,做多,2025-04-14 13:00,1675.15,2025-04-16 05:15,1561.54,162,2430,6.782,-949.51,-15.1922,249.8767,跟踪止损,是,是,1.6,1672.61,1677.73,1670.66,1677.73,1677.73,1680.61,1670.60,1675.15
417,rule1,做多,2025-04-14 15:45,1627.93,2025-04-16 05:15,1561.54,151,2265,4.078,-570.97,-22.8387,227.0379,跟踪止损,是,是,4.0,1651.19,1656.39,1625.64,1637.08,1637.08,1638.39,1619.34,1627.93
418,rule1,做空,2025-04-15 20:15,1609.52,2025-04-16 05:15,1571.58,37,555,2.357,330.00,5.2800,232.3179,止盈,否,否,1.6,1606.95,1613.19,1606.51,1612.56,1612.56,1614.78,1608.94,1609.52
419,rule1,做多,2025-04-16 06:00,1573.39,2025-04-16 15:15,1610.48,38,570,2.357,330.00,3.3000,235.6179,止盈,是,是,1.0,1573.00,1575.30,1568.52,1569.36,1569.35,1573.81,1566.60,1573.39
420,rule1,做空,2025-04-16 00:30,1586.69,2025-04-16 17:45,1553.03,70,1050,2.121,297.00,11.8800,247.4979,止盈,是,是,4.0,1583.28,1593.85,1576.50,1592.82,1592.81,1595.08,1584.76,1586.69
421,rule1,做多,2025-04-16 19:30,1563.79,2025-04-17 05:30,1596.96,41,615,2.121,297.00,11.8800,259.3779,止盈,是,否,4.0,1566.60,1567.93,1553.54,1554.73,1554.73,1565.53,1552.36,1563.79
422,rule1,做空,2025-04-17 07:30,1603.30,2025-04-17 14:30,1565.51,29,435,2.357,330.00,13.2000,272.5779,止盈,否,否,4.0,1600.35,1608.25,1599.62,1608.18,1608.19,1610.53,1602.07,1603.30
423,rule1,做多,2025-04-16 11:30,1582.84,2025-04-17 16:30,1616.42,117,1755,2.121,297.00,2.9700,275.5479,止盈,是,是,1.0,1583.54,1584.95,1578.48,1579.10,1579.10,1583.60,1576.24,1582.84
424,rule1,做空,2025-04-16 05:45,1569.36,2025-04-19 17:30,1630.35,336,5040,3.887,-544.12,-8.7059,266.8420,跟踪止损,是,是,1.6,1566.34,1574.00,1559.03,1573.01,1573.00,1575.30,1568.52,1569.36
425,rule1,做多,2025-04-17 01:45,1589.30,2025-04-19 17:30,1623.02,256,3840,2.121,297.00,2.9700,269.8120,止盈,是,是,1.0,1589.39,1593.84,1584.60,1585.43,1585.44,1590.00,1582.76,1589.30
426,rule1,做多,2025-04-17 16:45,1605.38,2025-04-21 02:00,1639.44,326,4890,2.121,297.00,2.9700,272.7820,止盈,是,是,1.0,1604.91,1616.96,1600.25,1600.53,1600.53,1607.92,1598.54,1605.38
427,rule1,做空,2025-04-21 12:15,1628.12,2025-04-21 16:45,1589.74,19,285,2.357,330.00,3.3000,276.0820,止盈,否,否,1.0,1626.34,1631.57,1626.00,1630.90,1630.89,1631.69,1627.39,1628.12
428,rule1,做空,2025-04-21 00:45,1610.09,2025-04-21 17:00,1575.93,66,990,2.121,297.00,2.9700,279.0520,止盈,是,是,1.0,1609.60,1620.37,1606.80,1614.33,1614.33,1620.49,1608.80,1610.09
429,rule1,做空,2025-04-17 15:30,1582.94,2025-04-22 00:30,1549.36,421,6315,2.121,297.00,4.7520,283.8040,止盈,是,是,1.6,1584.90,1586.96,1578.09,1579.15,1579.15,1587.51,1579.14,1582.94
430,rule1,做空,2025-04-21 19:30,1575.84,2025-04-22 00:30,1538.70,21,315,2.357,330.00,3.3000,287.1040,止盈,否,否,1.0,1574.89,1580.98,1574.89,1579.15,1579.15,1581.10,1575.77,1575.84
431,rule1,做多,2025-04-21 19:00,1574.89,2025-04-22 07:30,1608.30,51,765,2.121,297.00,4.7520,291.8560,止盈,是,是,1.6,1574.97,1575.93,1567.28,1567.73,1567.73,1575.44,1564.07,1574.89
432,rule1,做多,2025-04-22 03:00,1573.80,2025-04-22 07:30,1610.90,19,285,2.357,330.00,3.3000,295.1560,止盈,否,否,1.0,1572.72,1578.35,1571.60,1577.09,1577.08,1580.67,1571.21,1573.80
433,rule1,做多,2025-04-22 05:15,1576.73,2025-04-22 07:30,1613.90,10,150,2.357,330.00,3.3000,298.4560,止盈,否,否,1.0,1577.96,1579.67,1574.07,1574.29,1574.30,1576.92,1574.00,1576.73
434,rule1,做多,2025-04-21 13:30,1623.62,2025-04-22 14:30,1658.06,101,1515,2.121,297.00,4.7520,303.2080,止盈,是,是,1.6,1621.11,1627.27,1620.44,1627.27,1627.27,1630.50,1617.00,1623.62
435,rule1,做空,2025-04-22 14:15,1643.18,2025-04-22 15:00,1705.39,4,60,3.786,-530.00,-8.4800,294.7280,止损,否,否,1.6,1642.98,1650.10,1638.02,1650.09,1650.09,1652.50,1640.72,1643.18
436,rule1,做空,2025-04-22 18:00,1697.94,2025-04-22 21:45,1762.22,16,240,3.786,-530.00,-5.3000,289.4280,止损,否,否,1.0,1696.59,1702.99,1694.32,1700.42,1700.43,1707.40,1697.93,1697.94
437,rule1,做多,2025-04-23 00:45,1751.27,2025-04-23 02:15,1792.55,7,105,2.357,330.00,5.2800,294.7080,止盈,否,否,1.6,1753.49,1755.30,1747.19,1747.65,1747.65,1754.49,1744.95,1751.27
438,rule1,做多,2025-04-23 03:15,1787.85,2025-04-23 12:00,1829.99,36,540,2.357,330.00,13.2000,307.9080,止盈,是,是,4.0,1792.21,1793.78,1781.81,1783.04,1783.03,1788.00,1780.00,1787.85
439,rule1,做空,2025-04-23 02:45,1792.21,2025-04-24 07:45,1754.19,117,1755,2.121,297.00,2.9700,310.8780,止盈,是,是,1.0,1791.28,1799.55,1787.00,1796.00,1796.00,1807.56,1791.31,1792.21
440,rule1,做空,2025-04-23 08:15,1793.21,2025-04-24 07:45,1755.17,95,1425,2.121,297.00,4.7520,315.6300,止盈,是,是,1.6,1792.10,1798.87,1785.93,1797.72,1797.72,1801.47,1791.07,1793.21
441,rule1,做空,2025-04-23 15:30,1779.80,2025-04-24 08:15,1742.04,68,1020,2.121,297.00,11.8800,327.5100,止盈,是,是,4.0,1779.86,1782.39,1761.62,1766.30,1766.30,1788.31,1762.93,1779.80
442,rule1,做多,2025-04-24 15:45,1764.62,2025-04-25 12:00,1802.06,82,1230,2.121,297.00,2.9700,330.4800,止盈,是,是,1.0,1766.43,1773.50,1763.32,1770.60,1770.61,1772.63,1763.06,1764.62
443,rule1,做多,2025-04-24 15:30,1770.60,2025-04-25 14:45,1808.16,94,1410,2.121,297.00,4.7520,335.2320,止盈,是,是,1.6,1773.90,1777.67,1766.06,1766.43,1766.43,1773.50,1763.32,1770.60
444,rule1,做多,2025-04-25 13:30,1771.80,2025-04-25 14:45,1813.56,6,90,2.357,330.00,5.2800,340.5120,止盈,否,否,1.6,1773.43,1776.10,1764.65,1766.29,1766.29,1775.40,1757.25,1771.80
445,rule1,做多,2025-04-23 14:00,1796.09,2025-04-26 08:15,1834.19,266,3990,2.121,297.00,11.8800,352.3920,止盈,是,是,4.0,1797.71,1809.64,1782.83,1786.87,1786.86,1803.30,1782.81,1796.09
446,rule1,做多,2025-04-25 18:45,1796.40,2025-04-26 08:15,1834.51,55,825,2.121,297.00,4.7520,357.1440,止盈,是,是,1.6,1796.04,1802.99,1795.86,1802.41,1802.41,1803.00,1795.00,1796.40
447,rule1,做空,2025-04-24 16:30,1771.70,2025-04-27 00:15,1842.92,224,3360,4.020,-562.75,-9.0040,348.1400,跟踪止损,是,是,1.6,1768.40,1775.61,1768.40,1775.21,1775.21,1777.50,1771.18,1771.70
448,rule1,做多,2025-04-26 09:00,1811.72,2025-04-27 01:00,1850.15,65,975,2.121,297.00,4.7520,352.8920,止盈,是,是,1.6,1812.91,1814.08,1800.82,1806.35,1806.35,1811.93,1799.48,1811.72
449,rule1,做空,2025-04-26 09:15,1807.50,2025-04-28 00:15,1769.16,157,2355,2.121,297.00,2.9700,355.8620,止盈,是,是,1.0,1806.35,1811.93,1799.48,1811.72,1811.72,1815.67,1806.07,1807.50
450,rule1,做空,2025-04-25 22:45,1795.65,2025-04-28 01:30,1757.56,204,3060,2.121,297.00,2.9700,358.8320,止盈,是,是,1.0,1793.91,1799.30,1793.91,1798.80,1798.80,1799.54,1794.42,1795.65
451,rule1,做空,2025-04-27 05:00,1803.09,2025-04-28 01:30,1764.84,83,1245,2.121,297.00,2.9700,361.8020,止盈,是,是,1.0,1802.04,1803.85,1797.02,1798.20,1798.20,1806.67,1797.37,1803.09
452,rule1,做多,2025-04-28 01:00,1775.85,2025-04-28 10:30,1817.71,39,585,2.357,330.00,3.3000,365.1020,止盈,否,否,1.0,1778.10,1779.10,1772.15,1773.59,1773.59,1778.69,1768.26,1775.85
453,rule1,做空,2025-04-28 04:30,1788.76,2025-04-28 16:15,1750.81,48,720,2.121,297.00,4.7520,369.8540,止盈,是,是,1.6,1787.92,1793.60,1786.30,1793.60,1793.59,1794.14,1787.36,1788.76
454,rule1,做多,2025-04-28 16:45,1757.99,2025-04-28 19:00,1799.43,10,150,2.357,330.00,13.2000,383.0540,止盈,否,否,4.0,1758.81,1768.64,1757.80,1768.29,1768.28,1768.28,1755.71,1757.99
455,rule1,做多,2025-04-28 15:45,1763.28,2025-04-28 22:00,1804.84,26,390,2.357,330.00,3.3000,386.3540,止盈,否,否,1.0,1760.50,1763.99,1754.53,1755.81,1755.80,1763.28,1753.00,1763.28
456,rule1,做多,2025-04-28 14:00,1792.03,2025-04-29 08:45,1830.05,76,1140,2.121,297.00,11.8800,398.2340,止盈,是,是,4.0,1795.31,1797.08,1782.19,1784.22,1784.21,1793.00,1780.00,1792.03
457,rule1,做多,2025-04-29 01:15,1800.01,2025-04-29 10:00,1842.44,36,540,2.357,330.00,3.3000,401.5340,止盈,否,否,1.0,1802.09,1806.60,1796.11,1796.98,1796.99,1801.99,1792.63,1800.01
458,rule1,做空,2025-04-28 19:30,1800.98,2025-04-30 13:00,1762.77,167,2505,2.121,297.00,4.7520,406.2860,止盈,是,是,1.6,1789.92,1801.61,1789.85,1795.87,1795.87,1803.02,1795.29,1800.98
459,rule1,做空,2025-04-29 21:30,1798.88,2025-04-30 13:00,1760.72,63,945,2.121,297.00,2.9700,409.2560,止盈,是,是,1.0,1801.02,1801.02,1789.85,1796.31,1796.32,1801.61,1792.19,1798.88
460,rule1,做多,2025-04-27 10:30,1810.31,2025-04-30 14:00,1732.41,303,4545,4.303,-602.43,-6.0243,403.2317,跟踪止损,是,是,1.0,1811.60,1812.36,1806.90,1807.21,1807.20,1810.48,1806.00,1810.31
461,rule1,做多,2025-04-30 14:00,1753.09,2025-04-30 20:00,1794.41,25,375,2.357,330.00,13.2000,416.4317,止盈,否,否,4.0,1758.09,1760.60,1735.20,1740.85,1740.84,1755.20,1731.70,1753.09
462,rule1,做多,2025-04-30 13:15,1772.49,2025-05-01 01:45,1810.09,51,765,2.121,297.00,11.8800,428.3117,止盈,是,否,4.0,1775.46,1776.33,1760.11,1761.87,1761.87,1773.50,1758.73,1772.49
463,rule1,做多,2025-04-29 16:00,1819.21,2025-05-01 11:00,1857.80,173,2595,2.121,297.00,2.9700,431.2817,止盈,是,是,1.0,1820.45,1821.53,1814.70,1814.99,1814.99,1819.76,1814.30,1819.21
464,rule1,做空,2025-05-01 16:00,1858.65,2025-05-02 07:15,1819.22,62,930,2.121,297.00,4.7520,436.0337,止盈,是,是,1.6,1859.86,1861.16,1850.02,1852.99,1853.00,1861.94,1852.22,1858.65
465,rule1,做空,2025-05-01 18:00,1851.01,2025-05-03 17:00,1811.74,189,2835,2.121,297.00,4.7520,440.7857,止盈,是,是,1.6,1848.65,1856.32,1847.30,1856.11,1856.11,1856.35,1850.95,1851.01
466,rule1,做多,2025-05-01 12:30,1852.00,2025-05-06 11:45,1758.74,478,7170,5.036,-704.99,-11.2798,429.5059,跟踪止损,是,是,1.6,1852.96,1853.66,1844.28,1845.99,1845.99,1852.80,1843.20,1852.00
467,rule1,做多,2025-05-06 11:45,1769.92,2025-05-06 22:45,1807.47,45,675,2.121,297.00,4.7520,434.2579,止盈,是,是,1.6,1782.74,1783.69,1769.40,1775.22,1775.22,1776.20,1757.34,1769.92
468,rule1,做多,2025-05-06 23:00,1805.69,2025-05-07 01:00,1848.25,9,135,2.357,330.00,5.2800,439.5379,止盈,否,否,1.6,1805.28,1813.23,1803.17,1811.11,1811.10,1812.48,1802.10,1805.69
469,rule1,做空,2025-05-07 06:15,1828.79,2025-05-07 17:45,1789.99,47,705,2.121,297.00,2.9700,442.5079,止盈,是,是,1.0,1828.21,1833.91,1827.70,1833.34,1833.34,1834.38,1828.19,1828.79
470,rule1,做多,2025-05-07 20:15,1795.33,2025-05-08 02:15,1837.65,25,375,2.357,330.00,3.3000,445.8079,止盈,否,否,1.0,1795.83,1800.18,1794.13,1799.76,1799.75,1801.10,1793.20,1795.33
471,rule1,做空,2025-04-30 18:15,1780.38,2025-05-08 03:00,1857.12,708,10620,4.310,-603.44,-24.1378,421.6701,跟踪止损,是,是,4.0,1775.53,1788.70,1773.01,1785.50,1785.51,1789.60,1779.77,1780.38
472,rule1,做多,2025-05-02 13:00,1833.40,2025-05-08 03:30,1872.29,539,8085,2.121,297.00,4.7520,426.4221,止盈,是,是,1.6,1833.80,1841.26,1833.19,1841.23,1841.22,1842.53,1833.10,1833.40
473,rule1,做多,2025-05-03 22:15,1839.54,2025-05-08 03:30,1878.56,406,6090,2.121,297.00,2.9700,429.3921,止盈,是,是,1.0,1841.10,1842.30,1836.53,1836.92,1836.92,1839.55,1835.78,1839.54
474,rule1,做多,2025-05-08 06:00,1902.79,2025-05-08 10:15,1947.64,18,270,2.357,330.00,3.3000,432.6921,止盈,否,否,1.0,1901.10,1903.53,1896.30,1896.77,1896.77,1903.09,1896.00,1902.79
475,rule1,做空,2025-05-08 05:00,1898.92,2025-05-08 12:15,1970.81,30,450,3.786,-530.00,-5.3000,427.3921,止损,否,否,1.0,1899.00,1901.68,1892.91,1893.81,1893.81,1905.40,1893.81,1898.92
476,rule1,做多,2025-05-08 11:30,1951.89,2025-05-08 14:45,1997.90,14,210,2.357,330.00,5.2800,432.6721,止盈,否,否,1.6,1954.62,1957.30,1946.91,1948.00,1948.00,1953.90,1945.21,1951.89
477,rule1,做空,2025-05-08 09:45,1941.10,2025-05-08 15:15,2014.58,23,345,3.786,-530.00,-8.4800,424.1921,止损,否,否,1.6,1941.20,1941.20,1932.08,1935.23,1935.24,1942.34,1935.11,1941.10
478,rule1,做空,2025-05-08 14:00,1971.41,2025-05-08 15:30,2046.04,7,105,3.786,-530.00,-5.3000,418.8921,止损,否,否,1.0,1971.00,1980.10,1962.50,1976.30,1976.30,1983.20,1969.16,1971.41
479,rule1,做多,2025-05-09 01:30,2199.24,2025-05-09 06:15,2251.08,20,300,2.357,330.00,3.3000,422.1921,止盈,否,否,1.0,2210.99,2244.22,2198.40,2205.84,2205.83,2208.55,2190.14,2199.24
480,rule1,做空,2025-05-09 01:15,2205.84,2025-05-09 07:00,2289.35,24,360,3.786,-530.00,-8.4800,413.7121,止损,否,否,1.6,2200.91,2212.42,2192.92,2210.99,2210.99,2244.22,2198.40,2205.84
